label	pval	fdr	signature	geneset	overlap	background	hits	spdomain_sex	clus_set
Cannabis	1	1	44	16	0	8426		X24_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
OUD	1	1	44	120	0	8426		X24_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Panic	1	1	44	35	0	8426		X24_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
PTSD	1	1	44	20	0	8426		X24_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
GAD	1	1	44	33	0	8426		X24_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
TS	1	1	44	30	0	8426		X24_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	44	4	0	8426		X24_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
AUD	0.015	0.29	91	178	5	11143	ASTN1 , FN1 , PCDH10 , VWF , ZCCHC14	X1_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
OCD	0.12	1	91	234	4	11143	MRPL39 , RNF181 , TAPBP , TIMM10	X1_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Lefthanded	0.2	1	91	27	1	11143	HLA-F	X1_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
AD	0.24	1	91	511	6	11143	BRD2 , NCSTN , NIT1 , PPP1R37 , RELN , TAPBP	X1_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
MDD	0.38	1	91	1897	17	11143	ARL2 , CYB561A3 , EHBP1L1 , EXOSC8 , FADS3 , MVB12A , MVP , PCDH10 , PRADC1 , RELN , RNF181 , S100A10 , SULF2 , TAPBP , TIMM10 , TMEM256 , TSPAN31	X1_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
ADHD	0.42	1	91	517	5	11143	CROCC , MCRS1 , MVP , MXRA8 , VWF	X1_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
SCZ	0.43	1	91	1594	14	11143	ASTN1 , ATP8B2 , BRD2 , BTBD1 , DNPH1 , HLA-F , MSRB1 , MVP , PLXNB2 , RELN , RGL2 , SLC39A7 , TAPBP , TIMM10	X1_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
BMI	0.51	1	91	4732	39	11143	ASTN1 , ATN1 , ATP8B2 , BRD2 , CORO1B , CREG1 , CROCC , CYB5A , DUSP14 , EHBP1L1 , FXYD5 , HLA-F , KDM6A , LPCAT1 , MCRS1 , MRPL39 , MSRB1 , MVP , NCSTN , PLXNB2 , RAB11B , RAMP2 , RELN , RGL2 , RPGR , RRP9 , S100A10 , SCPEP1 , SETMAR , SH3BGRL3 , SLC39A7 , SLC9A3R2 , SULF2 , TAPBP , TMEM256 , UBA1 , UBXN11 , ZCCHC14 , ZNF467	X1_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
BIP	0.65	1	91	271	2	11143	BTBD1 , RRP9	X1_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
OUD	0.71	1	91	148	1	11143	TIMM10	X1_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
NDD	0.91	1	91	1133	6	11143	ASTN1 , ATN1 , KDM5C , KDM6A , RAB11B , RELN	X1_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
ASD	0.92	1	91	847	4	11143	KDM5C , KDM6A , PCDH10 , RELN	X1_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Cannabis	1	1	91	21	0	11143		X1_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Panic	1	1	91	42	0	11143		X1_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
PTSD	1	1	91	31	0	11143		X1_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Anorexia	1	1	91	72	0	11143		X1_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
GAD	1	1	91	47	0	11143		X1_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
TS	1	1	91	35	0	11143		X1_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	91	6	0	11143		X1_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Panic	0.17	1	45	35	1	8366	ANXA5	X21_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
OCD	0.25	1	45	180	2	8366	SMPD1 , UBE2G1	X21_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
BIP	0.31	1	45	208	2	8366	NUBP2 , TSC2	X21_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
NDD	0.38	1	45	930	6	8366	GNPTG , MANBA , PUF60 , SMPD1 , TSC2 , WDR45	X21_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
BMI	0.58	1	45	3755	20	8366	ANXA5 , ATP5PB , CORO1B , CRIM1 , DCTN6 , ECH1 , GNPTG , IFI27 , MANBA , NCSTN , NDUFA4 , PKM , RAD23A , S100A10 , SH3BGRL3 , TMEM59 , TRMT61A , VPS51 , WASHC3 , WDR45	X21_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
AD	0.63	1	45	390	2	8366	A2M , NCSTN	X21_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
ADHD	0.64	1	45	397	2	8366	LRRC24 , MANBA	X21_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
ASD	0.74	1	45	706	3	8366	MANBA , METTL26 , TSC2	X21_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
SCZ	0.83	1	45	1261	5	8366	LPCAT4 , MANBA , PUF60 , TRMT61A , UBE2G1	X21_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
MDD	0.84	1	45	1487	6	8366	A2M , LRRC24 , S100A10 , TRMT61A , TSC2 , VPS51	X21_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Cannabis	1	1	45	17	0	8366		X21_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
AUD	1	1	45	144	0	8366		X21_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
OUD	1	1	45	120	0	8366		X21_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
PTSD	1	1	45	21	0	8366		X21_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Anorexia	1	1	45	55	0	8366		X21_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
GAD	1	1	45	36	0	8366		X21_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
TS	1	1	45	29	0	8366		X21_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Lefthanded	1	1	45	22	0	8366		X21_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	45	4	0	8366		X21_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
AUD	0.022	0.24	61	137	4	7815	CDH10 , COMT , CTNNA2 , TAC1	X17_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Panic	0.026	0.24	61	32	2	7815	COMT , TAC1	X17_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
OCD	0.048	0.3	61	176	4	7815	ACAP1 , LRFN5 , NIPA2 , REXO2	X17_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Cannabis	0.12	0.55	61	17	1	7815	COMT	X17_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Lefthanded	0.15	0.55	61	20	1	7815	SULT1A1	X17_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
GAD	0.22	0.7	61	32	1	7815	CTNNA2	X17_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
ASD	0.27	0.74	61	674	7	7815	CDH10 , CNTNAP4 , CTNNA2 , GNAI1 , LRFN5 , NIPA2 , XRN2	X17_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
ADHD	0.31	0.75	61	363	4	7815	CLDN5 , CNTNAP4 , COMT , XRN2	X17_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
BIP	0.43	0.92	61	188	2	7815	ALAS1 , GPN1	X17_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
MDD	0.68	1	61	1402	10	7815	ACAP1 , COMT , CTNNA2 , ENO1 , GPN1 , LRFN5 , RCN1 , S100A10 , TAC1 , TXNDC9	X17_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
BMI	0.77	1	61	3506	25	7815	ALAS1 , ANAPC10 , COPE , DCTN6 , ELMO1 , GPN1 , ICMT , LRFN5 , LYRM2 , MPC1 , NIPA2 , PRDX2 , RCN1 , REPS1 , REXO2 , S100A10 , SCG3 , SEC23B , SELENOK , SF3B6 , SLC2A1 , SULT1A1 , TAF10 , UBE2J1 , XRN2	X17_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
NDD	0.83	1	61	882	5	7815	CTNNA2 , MCCC1 , MED17 , SLC2A1 , TSEN15	X17_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
SCZ	0.84	1	61	1189	7	7815	ALAS1 , CLDN5 , COMT , CTNNA2 , DDX39B , RCN1 , TAC1	X17_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
AD	0.95	1	61	365	1	7815	ENO1	X17_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
OUD	1	1	61	109	0	7815		X17_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
PTSD	1	1	61	20	0	7815		X17_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Anorexia	1	1	61	55	0	7815		X17_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
TS	1	1	61	26	0	7815		X17_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	61	4	0	7815		X17_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
CannabisUseDisorder	0.1	1	192	6	1	11047	STMN4	X8_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Panic	0.15	1	192	40	2	11047	HAT1 , TMEM50A	X8_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
AD	0.39	1	192	508	10	11047	CACTIN , ETFA , ETHE1 , FAM241A , LSM12 , PCDH11X , POLR2G , RELN , SNX1 , STMN4	X8_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
BMI	0.44	1	192	4744	84	11047	ABCB10 , ABHD17A , ALAS1 , ANP32B , ARL4D , ASTN1 , ATF4 , AXIN2 , B3GAT1 , BBS5 , BLVRB , BSG , CACTIN , CALN1 , CEBPD , CETN2 , CMTM6 , CNEP1R1 , CNTNAP1 , CORO1B , CREG1 , CTHRC1 , CYBC1 , DCTN6 , DCXR , DNAJC4 , DNALI1 , DUSP14 , EPHB6 , ETFA , FAM193A , FXYD5 , GLA , GPCPD1 , GRAMD4 , GRIPAP1 , HAT1 , IFNGR1 , IKZF4 , IL10RB , JPX , KCNA3 , KCNH3 , KDM6A , KLF9 , LBR , LONRF1 , LTA4H , LY96 , METTL14 , MIB2 , MLXIP , MRPL2 , MYL12A , NEO1 , NKAIN2 , NME5 , NPRL3 , NRCAM , NSUN7 , PIP5K1B , PKD2 , RABGGTB , RELN , RGS14 , RGS16 , RPN2 , SAMHD1 , SBNO2 , SEMA4B , SERPINE2 , SIPA1L2 , SNX1 , TBC1D15 , TERF1 , THBS4 , TNRC18 , TPRKB , USP32 , VPS51 , YBX1 , YIF1A , ZFAS1 , ZNF446	X8_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
MDD	0.67	1	192	1887	31	11047	ABCB10 , ADCYAP1 , ATF4 , B3GAT1 , CNEP1R1 , DCXR , DNAJC4 , DNALI1 , EXOSC8 , FAM110B , FAM193A , GALNT2 , GTF3C6 , HAT1 , ITGA6 , LPAR1 , LTA4H , MCEE , METTL14 , NDUFA4L2 , NRCAM , NUDT7 , PBLD , POLR2G , RELN , SNX1 , TLE1 , USP32 , VPS51 , YIF1A , ZFAS1	X8_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
ADHD	0.68	1	192	516	8	11047	CALN1 , CCDC24 , CDC26 , NEO1 , NME5 , SEMA4B , TMEM50A , VWA1	X8_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Anorexia	0.73	1	192	74	1	11047	IKZF4	X8_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
SCZ	0.74	1	192	1588	25	11047	ADCYAP1 , ALAS1 , ASTN1 , ATF4 , B3GAT1 , B3GAT2 , CALN1 , DLGAP1 , GABRA4 , GALNT2 , HTR5A , KIF17 , LPAR1 , MIB2 , MLXIP , MRPL2 , NME5 , PTPRK , RELN , RGS5 , SBNO2 , SEMA4B , TBC1D15 , TPRKB , ZNF446	X8_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
AUD	0.81	1	192	175	2	11047	ASTN1 , NKAIN2	X8_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
ASD	0.87	1	192	840	11	11047	DLGAP1 , GABRA4 , GALNT14 , GALNT2 , KDM5C , KDM6A , LAMB1 , NEO1 , NRCAM , PCDH11X , RELN	X8_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
OCD	0.91	1	192	229	2	11047	LONRF1 , MFSD9	X8_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
NDD	0.93	1	192	1127	14	11047	ASTN1 , BBS5 , CLN5 , ETFA , ETHE1 , GEMIN5 , GLDC , KDM5C , KDM6A , LAMB1 , LBR , MCCC2 , RELN , SAMHD1	X8_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
BIP	0.95	1	192	274	2	11047	ALAS1 , FAM193A	X8_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Cannabis	1	1	192	19	0	11047		X8_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
OUD	1	1	192	149	0	11047		X8_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
PTSD	1	1	192	29	0	11047		X8_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
GAD	1	1	192	45	0	11047		X8_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
TS	1	1	192	36	0	11047		X8_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Lefthanded	1	1	192	26	0	11047		X8_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
SCZ	0.19	1	97	1418	18	9527	ALAS1 , ANXA7 , ARL3 , BLOC1S1 , BORCS7 , ENSA , GRM1 , KCTD13 , LPCAT4 , NDUFA2 , NTNG1 , OAZ1 , SERF2 , SMDT1 , TAC1 , TSPAN2 , UQCC2 , VSNL1	X19_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
BIP	0.24	1	97	247	4	9527	ALAS1 , ANXA7 , ARL3 , NDUFA2	X19_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Panic	0.3	1	97	35	1	9527	TAC1	X19_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
BMI	0.33	1	97	4165	45	9527	AADAT , ACBD6 , AIMP2 , ALAS1 , ANXA7 , ARL3 , ATG3 , ATXN2L , BLOC1S1 , BOLA3 , CTSL , DCK , DCTN6 , DSTN , EAF1 , ENSA , ERCC1 , EWSR1 , GLRX , HIGD1A , IFT20 , JPX , KCTD13 , MRPL9 , NDUFA2 , NTNG1 , OAZ1 , PIP4P2 , PPA2 , PTRHD1 , S100A10 , SELENOK , SERF2 , SH3BGRL3 , SPTLC1 , TAF7 , TMEM69 , TPGS2 , TRMT112 , TSPAN2 , TUBG2 , UQCC2 , WASHC3 , YAE1 , ZNRF1	X19_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
MDD	0.43	1	97	1663	18	9527	AIMP2 , ANXA7 , ARL3 , GRM1 , HACE1 , ITGAE , NDUFA2 , NTNG1 , PPA2 , RPF2 , S100A10 , SNAPC5 , TAC1 , TAF7 , TPGS2 , TRMT112 , TXNDC9 , UQCC2	X19_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
AD	0.48	1	97	446	5	9527	ERCC1 , ETHE1 , KCTD13 , NDUFA2 , VSNL1	X19_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
AUD	0.48	1	97	159	2	9527	GRM1 , TAC1	X19_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
NDD	0.62	1	97	1036	10	9527	ACBD6 , ARL3 , BOLA3 , COX16 , ERCC1 , ETHE1 , GRM1 , HACE1 , PTRHD1 , SUCLG1	X19_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
OUD	0.75	1	97	135	1	9527	TMEM69	X19_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
ADHD	0.83	1	97	439	3	9527	ANXA7 , CDC26 , GRM1	X19_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
OCD	0.89	1	97	211	1	9527	COCH	X19_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
ASD	0.9	1	97	773	5	9527	GNAI1 , GRIP1 , KCTD13 , METTL26 , NTNG1	X19_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Cannabis	1	1	97	19	0	9527		X19_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
PTSD	1	1	97	26	0	9527		X19_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Anorexia	1	1	97	66	0	9527		X19_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
GAD	1	1	97	37	0	9527		X19_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
TS	1	1	97	31	0	9527		X19_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Lefthanded	1	1	97	24	0	9527		X19_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	97	5	0	9527		X19_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Panic	0.024	0.46	64	34	2	9034	COMT , TAC1	X4_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
ADHD	0.079	0.57	64	424	6	9034	CA2 , COMT , FEZ2 , GPR108 , MAPRE3 , PELI2	X4_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Cannabis	0.12	0.57	64	18	1	9034	COMT	X4_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
MDD	0.14	0.57	64	1591	15	9034	ADCYAP1 , AIG1 , APRT , COMT , CYB561A3 , DCXR , MAPRE3 , MRPL10 , PLTP , RANBP9 , RCN1 , TAC1 , TOMM5 , TSPAN31 , USP4	X4_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Lefthanded	0.15	0.57	64	23	1	9034	SULT1A1	X4_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
AUD	0.3	0.9	64	153	2	9034	COMT , TAC1	X4_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
SCZ	0.36	0.9	64	1351	11	9034	ADCYAP1 , AIG1 , BTBD1 , COMT , MAPRE3 , NT5DC3 , RANBP9 , RCN1 , TAC1 , TXNDC5 , USP4	X4_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Anorexia	0.38	0.9	64	67	1	9034	USP4	X4_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
NDD	0.55	1	64	979	7	9034	C1QBP , CA2 , DDOST , DENND5A , HNRNPR , MRPS22 , RNASEH2B	X4_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
OUD	0.6	1	64	129	1	9034	USP4	X4_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
ASD	0.62	1	64	751	5	9034	ABCE1 , CA2 , HNRNPR , NRP2 , TMCO3	X4_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
OCD	0.74	1	64	189	1	9034	APRT	X4_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
BIP	0.81	1	64	234	1	9034	BTBD1	X4_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
BMI	0.89	1	64	4007	24	9034	ABCE1 , ACOT13 , C1QBP , CA2 , CANT1 , CLDN10 , DCXR , DENND5A , FAM13B , FEZ2 , HNRNPR , IFI27 , LMTK2 , MAPRE3 , MRPL10 , OSTM1 , PELI2 , PLAC9 , RABGGTB , RANBP9 , RCN1 , SULT1A1 , USP4 , ZC3H7A	X4_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
AD	0.95	1	64	413	1	9034	NT5DC3	X4_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
PTSD	1	1	64	26	0	9034		X4_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
GAD	1	1	64	38	0	9034		X4_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
TS	1	1	64	32	0	9034		X4_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	64	5	0	9034		X4_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Panic	0.0092	0.17	38	32	2	8335	ANXA5 , COMT	X20_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Cannabis	0.079	0.75	38	18	1	8335	COMT	X20_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
BIP	0.25	1	38	213	2	8335	BTBD1 , GPN1	X20_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
ADHD	0.26	1	38	385	3	8335	COMT , CSTB , VWA1	X20_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
AUD	0.49	1	38	148	1	8335	COMT	X20_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
MDD	0.53	1	38	1493	7	8335	BDH2 , CCNG1 , COMT , GPN1 , ITGAE , POLR2G , S100A10	X20_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
BMI	0.56	1	38	3730	17	8335	ACYP2 , ANXA5 , ATG5 , CCNG1 , CSTB , DBI , GPN1 , HSPA9 , IFNGR1 , LGALS3BP , MYL12A , PDCL3 , RAC3 , S100A10 , SH3BGRL3 , TMEM43 , VPS11	X20_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
AD	0.84	1	38	391	1	8335	POLR2G	X20_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
SCZ	0.85	1	38	1271	4	8335	BTBD1 , COMT , HSPA9 , NTMT1	X20_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
NDD	0.94	1	38	937	2	8335	CSTB , RAC3	X20_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
ASD	0.97	1	38	719	1	8335	CCNG1	X20_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
OCD	1	1	38	180	0	8335		X20_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
OUD	1	1	38	123	0	8335		X20_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
PTSD	1	1	38	20	0	8335		X20_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Anorexia	1	1	38	60	0	8335		X20_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
GAD	1	1	38	32	0	8335		X20_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
TS	1	1	38	29	0	8335		X20_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Lefthanded	1	1	38	21	0	8335		X20_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	38	5	0	8335		X20_FemUp	BSpace_k31_HARMONYlmbna_nnsvg10
Cannabis	0.028	0.54	5	3	1	524	CALM2	X12_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
MDD	0.21	1	5	91	2	524	CALM2 , RTN4	X12_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
NDD	0.43	1	5	55	1	524	CLTC	X12_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
SCZ	0.56	1	5	80	1	524	RTN4	X12_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
BMI	0.76	1	5	242	2	524	CALM2 , RTN4	X12_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
AD	1	1	5	36	0	524		X12_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
ASD	1	1	5	34	0	524		X12_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
BIP	1	1	5	9	0	524		X12_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
OCD	1	1	5	10	0	524		X12_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
ADHD	1	1	5	17	0	524		X12_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
AUD	1	1	5	15	0	524		X12_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
OUD	1	1	5	8	0	524		X12_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Panic	1	1	5	2	0	524		X12_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
PTSD	1	1	5	0	0	524		X12_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Anorexia	1	1	5	6	0	524		X12_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
GAD	1	1	5	3	0	524		X12_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
TS	1	1	5	0	0	524		X12_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Lefthanded	1	1	5	0	0	524		X12_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	5	1	0	524		X12_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
ASD	0.055	1	11	70	3	848	ANK2 , NCKAP1 , TSPAN7	X30_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
AD	0.15	1	11	54	2	848	ANK2 , ATP5F1A	X30_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
SCZ	0.23	1	11	130	3	848	GPM6A , KLC1 , RTN1	X30_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
BMI	0.27	1	11	424	7	848	ATP5F1A , IDS , KLC1 , NCKAP1 , RTN1 , TSPAN7 , USP22	X30_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
MDD	0.34	1	11	160	3	848	GPM6A , KLC1 , RTN1	X30_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
NDD	0.38	1	11	100	2	848	IDS , TSPAN7	X30_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
BIP	1	1	11	20	0	848		X30_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
OCD	1	1	11	17	0	848		X30_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Cannabis	1	1	11	4	0	848		X30_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
ADHD	1	1	11	36	0	848		X30_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
AUD	1	1	11	18	0	848		X30_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
OUD	1	1	11	13	0	848		X30_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Panic	1	1	11	5	0	848		X30_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
PTSD	1	1	11	0	0	848		X30_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Anorexia	1	1	11	8	0	848		X30_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
GAD	1	1	11	4	0	848		X30_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
TS	1	1	11	1	0	848		X30_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Lefthanded	1	1	11	2	0	848		X30_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	11	2	0	848		X30_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Cannabis	0.026	0.49	8	4	1	1229	CALM1	X6_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
ADHD	0.27	1	8	48	1	1229	BRWD1	X6_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
AD	0.38	1	8	70	1	1229	CALM1	X6_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
MDD	0.43	1	8	220	2	1229	DNM3 , MAPK10	X6_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
SCZ	0.76	1	8	199	1	1229	DNM3	X6_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
