label	pval	fdr	signature	geneset	overlap	background	hits	spdomain_sex	clus_set
AUD	0.53	0.91	858	96	18	4614	CNTNAP2 , GABBR1 , GABRA2 , GABRB3 , GABRG1 , GABRG2 , GAD1 , GAL , GAP43 , GRIN1 , MKKS , NRDC , NRXN3 , NTS , POMC , SGIP1 , TAGLN3 , UBAP2	X17_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
BIP	0.63	0.93	858	129	23	4614	ANK3 , ASPHD1 , ATP6V0A1 , CDC27 , ERVK3-1 , FAAP20 , GABBR1 , MARK2 , MICU1 , MLLT11 , MRPS21 , NRXN3 , NSF , NT5C3B , P4HTM , PACSIN2 , PALM2-AKAP2 , PRKAR2A , PRKCB , PRKCZ , RNPS1 , SNAP91 , SYNE1	X17_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
OCD	0.65	0.93	858	125	22	4614	ASMTL , ATP2B1 , CSDC2 , DEAF1 , EVL , FBXW5 , IP6K2 , MAGED1 , NEFH , NRXN1 , NRXN3 , P4HTM , PAM , PRKAR2A , PTDSS1 , RABGAP1L , RANGAP1 , SELENOH , SLC25A12 , SLC6A11 , VAMP2 , XRCC6	X17_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
SCZ	0.69	0.93	858	820	148	4614	ACHE , ACP2 , ADCYAP1R1 , ADGRB3 , AHI1 , AKAP6 , AKT1 , AKT3 , ALKBH5 , ANK3 , ASPHD1 , AUTS2 , BAG4 , C5orf63 , CACNA2D2 , CADPS , CALB1 , CALY , CAMK2B , CCNDBP1 , CDC42BPA , CDK5 , CDK5R1 , CELF2 , CHGA , CHGB , CHL1 , CKAP5 , CLIP1 , CNOT1 , CNTNAP2 , CPLX2 , CRMP1 , CSDC2 , CSPG5 , CYP46A1 , DKK3 , DNM1 , DNM3 , EEF1A2 , ENO2 , FBXL15 , GABBR1 , GABRA2 , GABRB3 , GABRG2 , GAD1 , GAD2 , GAP43 , GPM6A , GRB10 , GRIA1 , GRIA2 , GRIA4 , GSK3A , GSK3B , HERC1 , HK1 , HMGA1 , HSPA12A , INA , KCNH2 , KIF21A , KLC1 , LASP1 , LRRC4B , LY6H , MAP6 , MAPRE3 , MAPT , MARK2 , MGAT3 , MPP6 , MRPS21 , NCS1 , NDRG4 , NDUFV1 , NEFL , NEGR1 , NISCH , NPTN , NRGN , NRXN1 , NRXN2 , NRXN3 , NSF , NSG1 , NTS , PACSIN2 , PCDH17 , PCMTD1 , PGAP1 , PI4KA , PINK1 , PJA1 , PPME1 , PPP1R9B , PPP2R5B , PPP3CA , PPP3R1 , PRKCZ , PSD , PSD3 , PSMC3 , PTN , PTPRA , RABGAP1L , RANBP9 , RANGAP1 , REEP2 , RERE , RETREG2 , RGS2 , RTN1 , SELENOH , SFXN5 , SGSM2 , SLC12A5 , SLC25A12 , SLC6A11 , SMARCA2 , SNAP91 , SNCB , SNU13 , SST , ST6GALNAC6 , STXBP1 , SULT4A1 , SV2A , SYN1 , SYN2 , SYNGR1 , SYP , SYT1 , TCF25 , TMTC1 , TNIK , TRIM37 , TRIO , TUBB , TUBB3 , UBE2Z , UHMK1 , USP34 , VGF , VPS39 , VSNL1 , VWA5A	X17_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
MDD	0.79	1	858	964	171	4614	ACP2 , ACSL3 , ACSL4 , ADAR , AKT1 , AKT3 , AMPD2 , AMPH , AP1G1 , ARFGAP2 , ARHGEF7 , ARL4C , ARPC5L , ARRB1 , ASPHD1 , ATP1A3 , BCAS2 , BCAT1 , BCR , C1QTNF4 , CACYBP , CADM1 , CADPS , CALB1 , CALM3 , CAPRIN2 , CCDC85B , CDC27 , CDC42BPA , CELF4 , CKAP5 , CLIP1 , CNIH2 , CNTNAP2 , CPLX2 , CSDC2 , CYB561 , DEAF1 , DMTN , DMXL2 , DNAJC6 , DNM1 , DNM3 , DYRK1A , DZIP1 , DZIP3 , ECEL1 , EIF4E3 , FADS3 , FBXL15 , FXR2 , GABBR1 , GABRB3 , GABRG2 , GAD1 , GAD2 , GAL , GAP43 , GLYR1 , GPM6A , GPR155 , GRIA1 , GRIA2 , GSK3A , GSK3B , HABP4 , HARS , HCRT , HERC1 , HSPH1 , IDH3A , IFI6 , INA , INAFM1 , INPP5F , INTS1 , IP6K1 , IP6K2 , KIF1A , KIF5A , KLC1 , KLHDC8B , KPNA2 , LDHA , LRPAP1 , LY6E , MADD , MAEA , MAP1B , MAP2 , MAP2K1 , MAP9 , MAPRE3 , MAPT , MEAF6 , MPP6 , NCS1 , NDUFV1 , NEFL , NEFM , NEGR1 , NISCH , NKAIN4 , NPTN , NRDC , NRXN1 , NRXN2 , NSF , NSMF , NTS , P4HTM , PCLO , PCMTD1 , PFKP , PGAM1 , PGAP1 , PINK1 , POMC , PPID , PPP2R5B , PPP3CA , PRKAR2A , PRKCB , PSMC3 , RABGAP1L , RANBP9 , RANGAP1 , REEP1 , RERE , RNF157 , RTN1 , SCAMP1 , SELENOH , SFXN5 , SGIP1 , SIK2 , SLC12A5 , SLC25A12 , SLC30A9 , SLC35B4 , SLC41A3 , SNAP25 , SNAP91 , SNU13 , SPATA20 , SST , STIP1 , STMN3 , SYN1 , SYNE1 , SYNGR1 , SYT4 , TMEM30A , TPM3 , TTR , TUBA4A , TUSC2 , UBE2M , UBE2QL1 , UBE2Z , UGP2 , UNC119B , UQCRC1 , USP34 , VAMP2 , VGF , VPS51 , WDR7 , XRCC6 , YLPM1 , ZYG11B	X17_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
AD	0.99	1	858	273	38	4614	ACHE , ACP2 , ALKBH5 , ANK2 , ANK3 , AP2A1 , ASPHD1 , ATP5F1A , BMPR2 , C1QTNF4 , CYB561 , CYP46A1 , DMWD , FBXO3 , GLYR1 , GSK3B , HERC1 , INAFM1 , KIF1B , MADD , MAP1B , MAPT , MRPS21 , NLRP1 , OPALIN , PITPNB , PPP6R2 , PRPF19 , PSMC3 , PSMC6 , RUNDC3A , SCARB1 , SEC23A , SEZ6L2 , SSBP4 , STX1B , VSNL1 , YWHAH	X17_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
ADHD	0.99	1	858	254	33	4614	ADAR , ADGRL3 , AP2A1 , ATP13A2 , BAG4 , BRWD1 , BTBD2 , CACNA2D2 , CALY , CCNDBP1 , CDC27 , CEND1 , DIRAS3 , FBXL15 , GIT1 , IDH3A , IP6K1 , MAPRE3 , NDN , NSF , POMC , PPP6R2 , RAB3C , SCARB1 , SCFD1 , SPATA20 , SV2A , SYT4 , TBCD , TMEM9 , TMTC1 , TPM3 , VWA5A	X17_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
BMI	1	1	858	2564	391	4614	AAK1 , ABAT , ACHE , ACLY , ACP2 , ACSL3 , ADCYAP1R1 , ADGRB2 , ADGRB3 , AGAP3 , AKAP12 , AKT1 , ALDH5A1 , ALKBH5 , AMPD2 , ANK3 , ANKRD46 , AP1G1 , AP1S1 , AP2A1 , AP2B1 , AP2M1 , AP2S1 , AP3M2 , APMAP , ARF3 , ARFGAP2 , ARHGDIG , ARHGEF12 , ARHGEF7 , ASMTL , ASPHD1 , ATP13A2 , ATP1A1 , ATP2B1 , ATP2B4 , ATP5F1A , ATP6AP1 , ATP6V0A1 , ATP6V0C , ATP6V1A , ATP6V1B2 , ATP6V1C1 , ATXN10 , AUTS2 , BABAM1 , BAIAP3 , BASP1 , BCR , BLCAP , BMERB1 , BRWD1 , BSCL2 , BSG , BTBD10 , BTBD2 , C12orf10 , C1QTNF4 , C20orf27 , CACNA2D2 , CADM1 , CALB2 , CALM3 , CAPRIN2 , CASD1 , CCDC136 , CCDC85B , CCM2 , CCNDBP1 , CCT2 , CD99L2 , CDC27 , CDC37 , CDC42BPA , CDK5R1 , CDKN2D , CELF2 , CEND1 , CFDP1 , CHD5 , CHGA , CHMP1B , CHMP7 , CHST1 , CIRBP , CKAP5 , CLCN6 , CLIP1 , CLIP2 , CLTB , CMAS , CMIP , CNIH2 , CNTNAP1 , COX5A , CSDC2 , CSPG5 , CSRNP3 , CTBP1 , CYFIP2 , CYP46A1 , DCUN1D4 , DDX6 , DKK3 , DMTN , DMWD , DMXL2 , DNAJA4 , DNAJB14 , DNAJC5 , DNAJC6 , DNM1 , DTX1 , DYNLL2 , DZIP1 , DZIP3 , EFR3B , ENTPD6 , EPM2AIP1 , EVL , EXOC7 , EXOSC6 , FAAP20 , FAIM2 , FAM20B , FAM219B , FASN , FBXL15 , FBXO3 , FBXO9 , FLOT2 , FUBP1 , G3BP2 , GABARAPL1 , GABBR1 , GABRG1 , GALNT16 , GARS , GHITM , GIT1 , GLRX5 , GLS , GLYR1 , GNG2 , GPC1 , GPI , GPX3 , GRIPAP1 , GSK3A , GSK3B , HABP4 , HARS , HECTD1 , HERC1 , HK1 , HMGA1 , HMGCR , HNRNPA0 , HNRNPUL2 , HPCAL4 , HSP90AB1 , HSPA13 , HSPH1 , HUWE1 , HYOU1 , IARS2 , IDS , IFI6 , IGIP , INPP5F , IP6K1 , IP6K2 , IPO9 , IQSEC1 , IRF2BPL , KARS , KCNH2 , KIF1B , KIF3C , KIF5C , KLC1 , KLHDC10 , KLHDC8B , KPNA2 , LASP1 , LDHA , LONRF2 , LPCAT1 , LPIN2 , LRPAP1 , LRRC4B , LY6E , LYSMD2 , MADD , MAEA , MAGED1 , MAP1A , MAP1LC3A , MAP2K1 , MAP2K4 , MAPK6 , MAPK8IP3 , MAPRE3 , MARK2 , MAST3 , MBOAT7 , MEF2D , MEG3 , MFN2 , MKKS , MLF2 , MLLT1 , MLLT11 , MOAP1 , MRPS21 , MRPS27 , MTCH1 , MTMR6 , MTRNR2L1 , MYH10 , MYO9A , NAPB , NBL1 , NCDN , NCS1 , NDFIP1 , NDN , NDRG4 , NECAB2 , NECAP1 , NEFL , NEFM , NEGR1 , NEIL2 , NELL2 , NISCH , NKAIN4 , NLRP1 , NPTN , NRXN2 , NRXN3 , NSF , NSG1 , NSMF , OGA , P4HTM , PACSIN2 , PAFAH1B2 , PAM , PARP6 , PCDH17 , PCDH7 , PDPK1 , PDS5B , PDXK , PDXP , PGAM1 , PGAP1 , PGM2L1 , PGP , PI4KA , PIAS1 , PINK1 , PITHD1 , PITRM1 , PKM , PLD3 , PLPPR2 , PNMA1 , POLR2B , POMC , PPFIA3 , PPID , PPM1A , PPME1 , PPP2R5B , PPP3CA , PPP5C , PPP6R2 , PRDX2 , PRKACB , PRKAR2A , PRKCB , PRKCZ , PSD , PSMC3 , PSMD1 , PSMD2 , PTDSS1 , PTEN , PTMS , PTPRA , PTPRN , PTS , RAB3A , RAB6B , RABGAP1L , RANBP9 , RANGAP1 , RAP1GAP , RCN2 , REEP2 , RERE , RETREG2 , RFK , RGS2 , RHBDD2 , RLIM , RNF187 , RNMT , RPRD1A , RTN1 , RUNDC3A , SACM1L , SARS , SATB1 , SCAMP5 , SCARB1 , SCFD1 , SCN2A , SEC23A , SEC61A2 , SEZ6L2 , SFXN5 , SGIP1 , SGSM2 , SIN3B , SIX3 , SLC25A12 , SLC25A36 , SLC2A3 , SLC30A1 , SLC30A9 , SNU13 , SNX14 , SPRYD3 , SRP68 , STIP1 , STMN2 , STMN3 , STX1B , STXBP1 , SUGP2 , SUMO3 , SYNGR1 , SYNJ1 , TAF13 , TCF25 , TERF2IP , TMEM120A , TMEM183A , TMEM208 , TMEM30A , TMEM59L , TMX4 , TNIK , TOM1 , TPM3 , TPRG1L , TRIO , TRPM3 , TSC22D3 , TSNAX , TSPAN13 , TSPAN7 , TSPYL1 , TTC19 , TTL , TUBA1B , TUBB2A , TUSC2 , UBE2K , UBE2V2 , UBE2Z , UBQLN2 , UHMK1 , UQCRC1 , UROD , UROS , USP14 , USP22 , USP34 , VAMP2 , VGF , VPS51 , VWA5A , WWP1 , YARS , YWHAH , YWHAZ , ZER1	X17_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	858	4	0	4614		X17_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
Cannabis	0.0019	0.036	182	11	4	3428	CAMK2B , GAL , NCAM1 , PENK	X16_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
ASD	0.021	0.2	182	280	23	3428	ACHE , CADM2 , CAMK2B , CELF4 , EFR3A , GRIA2 , KIF1A , MAP1B , MRTFB , MYCBP2 , NRXN1 , NRXN2 , NSF , OCRL , PAFAH1B2 , SCN2A , SLC12A5 , SLC7A5 , SNAP25 , SYN1 , SYN2 , SYNJ1 , SYT1	X16_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
NDD	0.034	0.22	182	389	29	3428	ACHE , ANKH , ATP6V0C , ATP6V1A , CAMK2B , CHL1 , DNM1 , GNAO1 , GRIA2 , KIF1A , MAP1B , MAPK8IP3 , NCDN , NRXN1 , NRXN2 , NSF , OCRL , PAK3 , PGAP1 , PJA1 , PREPL , SCN2A , SLC12A5 , SLC1A4 , SNAP25 , SYN1 , SYT1 , TUBB2A , YWHAG	X16_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
MDD	0.053	0.24	182	659	44	3428	AMPH , ARHGEF7 , CACYBP , CALM3 , CAMK2N1 , CELF4 , DNAJC6 , DNM1 , GAD1 , GAD2 , GAL , GAP43 , GPM6A , GRIA2 , GSK3A , HABP4 , INPP5F , KIF1A , LY6E , MAP1B , MAP2 , NCAM1 , NEFL , NRXN1 , NRXN2 , NSF , PENK , PGAM1 , PGAP1 , PIH1D1 , RANGAP1 , RTN1 , SCOC , SEC31A , SFXN5 , SLC12A5 , SLC7A1 , SNAP25 , SNAP91 , SYN1 , SYT4 , TAC1 , TTR , TUBA4A	X16_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
SCZ	0.063	0.24	182	581	39	3428	ACHE , CAMK2B , CDK5R1 , CHGA , CHL1 , CRMP1 , DKK3 , DNM1 , ESAM , GAD1 , GAD2 , GAP43 , GNAO1 , GPM6A , GRIA2 , GSK3A , HSPA12A , NCAM1 , NDRG4 , NEFL , NRGN , NRXN1 , NRXN2 , NSF , PGAP1 , PJA1 , PSD , RANGAP1 , RTN1 , SFXN5 , SLC12A5 , SLC38A2 , SNAP91 , SYN1 , SYN2 , SYT1 , TAC1 , VPS4A , VSNL1	X16_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
TS	0.11	0.34	182	11	2	3428	CADM2 , RANGAP1	X16_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
OUD	0.12	0.34	182	50	5	3428	CADM2 , DNAJC6 , NCAM1 , PENK , YWHAG	X16_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
AUD	0.17	0.41	182	71	6	3428	CAMK2N1 , GAD1 , GAL , GAP43 , NCAM1 , TAC1	X16_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
CannabisUseDisorder	0.2	0.41	182	4	1	3428	STMN4	X16_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
BIP	0.39	0.67	182	77	5	3428	CADM2 , MLLT11 , NCAM1 , NSF , SNAP91	X16_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
PTSD	0.39	0.67	182	9	1	3428	NSF	X16_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
Lefthanded	0.51	0.78	182	13	1	3428	NSF	X16_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
AD	0.55	0.78	182	208	11	3428	ACHE , ANKH , AP2A1 , BMPR2 , CCND3 , GNAO1 , MAP1B , RUNDC3A , STMN4 , VSNL1 , YWHAH	X16_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
OCD	0.61	0.78	182	79	4	3428	BEX4 , CADM2 , NRXN1 , RANGAP1	X16_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
GAD	0.61	0.78	182	17	1	3428	NSF	X16_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
Panic	0.67	0.79	182	20	1	3428	TAC1	X16_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
Anorexia	0.76	0.85	182	26	1	3428	NCAM1	X16_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
ADHD	0.91	0.96	182	151	5	3428	AP2A1 , CADM2 , NSF , PIH1D1 , SYT4	X16_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
BMI	0.98	0.98	182	1744	80	3428	ACHE , ANKH , AP2A1 , ARHGDIG , ARHGEF7 , ARL8A , ATP6AP1 , ATP6V0C , ATP6V1A , BABAM1 , CADM2 , CALM3 , CCND3 , CDK5R1 , CDKN2D , CHGA , CHMP1B , CHMP4A , CHST1 , CPSF6 , CSRNP3 , DKK3 , DNAJC6 , DNM1 , EHD1 , ENTPD6 , ESAM , ETS2 , GSK3A , HABP4 , INPP5F , KIF3C , LY6E , MAPK8IP3 , MFSD6 , MLLT11 , MTCH1 , NCAM1 , NCDN , NDRG4 , NDUFB2 , NEFL , NRXN2 , NSF , OCRL , PAFAH1B2 , PAQR8 , PGAM1 , PGAP1 , PGM2L1 , PPM1A , PSD , PTPRM , RAB21 , RANGAP1 , RFK , RNF187 , RPRD1A , RTN1 , RTN3 , RUNDC3A , SCN2A , SEMA4D , SFXN5 , SH3GLB2 , SLC7A1 , SLC7A5 , STMN2 , SYNJ1 , TACC1 , TERF2IP , TFRC , TMEM183A , TOP1 , TSPYL1 , TUBB2A , UBE2V2 , VPS4A , VSIR , YWHAH	X16_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
NDD	0.0019	0.036	250	463	44	4043	ACHE , ADAR , AP2M1 , ATP1A1 , ATP1A3 , ATP6V0A1 , ATP6V0C , CDH2 , CLTC , DDHD2 , DHX30 , DNM1 , EEF1A2 , GRIN1 , HK1 , HUWE1 , IDS , KAT6A , KIF1A , KIF5A , MAP2K1 , MAP2K2 , MYO5A , NAPB , NCDN , NDUFAF8 , NRXN2 , NSF , PPP2R1A , PPP3CA , PREPL , RERE , SCAMP5 , SLC1A2 , SNAP25 , STXBP1 , SYP , SYT1 , TSPAN7 , TUBB , TUBB2A , TUBB3 , WDR26 , YWHAG	X15_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
ASD	0.016	0.15	250	353	32	4043	ACHE , ATP1A1 , ATP1A3 , CADM2 , CIRBP , DDHD2 , DHX30 , DPYSL3 , EEF1A2 , G3BP2 , GNB2 , GRIN1 , HNRNPUL2 , HUWE1 , KAT6A , KIF1A , MAPK3 , MYO5A , NDUFA5 , NRXN2 , NSF , PRKAR1B , RERE , SDC2 , SEZ6L2 , SNAP25 , SND1 , STXBP1 , SYT1 , TSPAN7 , WDR26 , XPO1	X15_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
SCZ	0.097	0.4	250	649	48	4043	ACHE , ADCYAP1R1 , ANKHD1 , ASAP1 , CALY , CELF1 , DDHD2 , DEF8 , DKK3 , DNM1 , EEF1A2 , ENO2 , FXYD6 , GABBR1 , GAP43 , HK1 , KLC1 , LY6H , MAPK3 , MPP6 , NDRG4 , NEFL , NRXN2 , NSF , NSG1 , PINK1 , PPP3CA , PSMB10 , RERE , RETREG2 , RTN1 , SELENOH , SEPTIN3 , SFXN5 , SLC1A2 , SND1 , SST , STXBP1 , SV2A , SYP , SYT1 , TCF25 , TMEM219 , TUBB , TUBB3 , UBE2Z , VGF , VSNL1	X15_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
AUD	0.11	0.4	250	78	8	4043	GABBR1 , GABRG1 , GAP43 , GRIN1 , HERPUD1 , POMC , SLC1A2 , TAGLN3	X15_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
OUD	0.12	0.4	250	68	7	4043	CADM2 , DNAJC6 , HSPH1 , IFI6 , RHBDD2 , UQCRC1 , YWHAG	X15_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
MDD	0.13	0.4	250	741	53	4043	ADAR , ANKHD1 , ASAP1 , ATP1A3 , C1QTNF4 , CALM3 , CCDC85B , CELF1 , CLSTN1 , DDHD2 , DEF8 , DMTN , DNAJC6 , DNM1 , ECEL1 , GABBR1 , GAP43 , HABP4 , HSPH1 , IFI6 , INPP5F , KIF1A , KIF5A , KLC1 , MAP2 , MAP2K1 , MAPK3 , MPP6 , NEFL , NRXN2 , NSF , PINK1 , PJA2 , POMC , PPP3CA , RAB1B , RERE , RTN1 , SELENOH , SFXN5 , SLC1A2 , SNAP25 , SST , STMN3 , SYT4 , TMEM219 , TMOD2 , TSR3 , UBE2M , UBE2Z , UQCRC1 , VGF , XPO1	X15_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
BIP	0.15	0.4	250	98	9	4043	ATP6V0A1 , CADM2 , DDHD2 , FAAP20 , GABBR1 , MAPK3 , MLLT11 , NSF , TMEM219	X15_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
PTSD	0.17	0.4	250	12	2	4043	NSF , SELENOH	X15_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
TS	0.24	0.5	250	15	2	4043	CADM2 , PAM	X15_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
BMI	0.29	0.53	250	2042	131	4043	ACHE , ADCYAP1R1 , AGAP3 , AKAP12 , ANKHD1 , AP2B1 , AP2M1 , ASAP1 , ATP1A1 , ATP2B1 , ATP2B4 , ATP6AP1 , ATP6V0A1 , ATP6V0C , BASP1 , BAZ1B , BCL6 , BLCAP , BSCL2 , C1QTNF4 , CADM2 , CALM3 , CBX1 , CCDC85B , CD59 , CDH2 , CELF1 , CEND1 , CIRBP , DDHD2 , DEF8 , DHX30 , DKK3 , DMTN , DNAJB14 , DNAJC6 , DNM1 , DYNLL2 , FAAP20 , FGFR3 , FKBP8 , FXYD6 , G3BP2 , GABARAPL1 , GABBR1 , GABRG1 , GNB2 , HABP4 , HERPUD1 , HK1 , HNRNPUL2 , HPCAL4 , HSPH1 , HUWE1 , IDS , IFI6 , INPP5F , KLC1 , LARP1 , LONRF2 , MAGED1 , MAP2K1 , MAP2K2 , MAP2K4 , MAPK3 , MEG3 , MLLT11 , MOAP1 , MTCH1 , MTRNR2L1 , NAPB , NCDN , NDFIP1 , NDN , NDRG4 , NDUFAF8 , NEFL , NRXN2 , NSF , NSG1 , PAM , PDXK , PDXP , PINK1 , PJA2 , PKN1 , PLD3 , PLPPR2 , POMC , PPP3CA , PRDX5 , PSMB3 , PSMD2 , PTMS , PTPRN , RAB6B , RERE , RETREG2 , RFK , RHBDD2 , RNF187 , RTN1 , SCAMP5 , SELENON , SEZ6L2 , SFXN5 , SND1 , STMN2 , STMN3 , STXBP1 , SUMO3 , TCF25 , TMEM219 , TMEM59L , TMOD2 , TMX4 , TSC22D3 , TSNAX , TSPAN3 , TSPAN7 , TSPYL1 , TUBA1B , TUBB2A , UBE2Z , UQCRC1 , VEGFB , VGF , WDR26 , XPO1 , YWHAH , YWHAZ	X15_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
GAD	0.31	0.53	250	18	2	4043	NSF , PAM	X15_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
OCD	0.35	0.56	250	93	7	4043	ASAP1 , ATP2B1 , CADM2 , FKBP8 , MAGED1 , PAM , SELENOH	X15_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
Lefthanded	0.56	0.82	250	13	1	4043	NSF	X15_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
AD	0.69	0.91	250	215	12	4043	ACHE , ANXA11 , C1QTNF4 , CELF1 , GNB2 , MAPK3 , PITPNB , SEZ6L2 , SSBP4 , TMEM219 , VSNL1 , YWHAH	X15_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
ADHD	0.72	0.91	250	202	11	4043	ADAR , CADM2 , CALY , CEND1 , DIRAS3 , FGFR3 , NDN , NSF , POMC , SV2A , SYT4	X15_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
Anorexia	0.86	1	250	31	1	4043	UQCRC1	X15_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
Cannabis	1	1	250	7	0	4043		X15_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
Panic	1	1	250	17	0	4043		X15_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	250	4	0	4043		X15_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
NDD	4.7e-07	8.9e-06	315	512	69	4153	ACHE , ACSL4 , AKAP6 , AKT3 , ASTN1 , ATP1A3 , ATP6V0A1 , ATP6V1B2 , ATP8A2 , CERT1 , CHL1 , CNOT1 , CYFIP2 , DLG4 , DNM1 , EEF1A2 , ELOVL4 , EMC1 , FARSB , FGF12 , FGF13 , FRRS1L , FRY , GABRB3 , GNAO1 , GRIA1 , GRIA2 , GRIN1 , HERC1 , HK1 , IDS , KCNA2 , KCNB1 , KCNQ2 , KIF5A , MBOAT7 , MYO5A , MYT1L , NAPB , NSF , NUS1 , OCRL , PCDH19 , PGAP1 , PHACTR1 , PPP3CA , PREPL , PTDSS1 , PUM1 , RAB3GAP1 , RERE , RLIM , SCAMP5 , SCN2A , SCN3A , SLC12A5 , SLC25A4 , SLC4A4 , SLC9A6 , SNAP25 , STT3B , STXBP1 , SYT1 , TUBB , TUBB2A , TUBB3 , TUSC3 , UBE3A , YWHAG	X14_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
SCZ	0.0016	0.015	315	722	75	4153	ACHE , AKAP11 , AKAP6 , AKT3 , ASTN1 , CADPS , CALB1 , CALY , CDIPT , CDK5 , CHGA , CHGB , CHL1 , CNOT1 , CRMP1 , CUL1 , DLG2 , DLG4 , DNM1 , DNM3 , EBLN3P , EEF1A2 , ELAVL2 , ENO2 , GABRB3 , GABRG2 , GAD1 , GAD2 , GAP43 , GNAO1 , GPM6A , GRIA1 , GRIA2 , HERC1 , HK1 , INA , KCNB1 , KCNQ2 , KLC1 , LY6H , MYT1L , NCS1 , NDRG4 , NEGR1 , NRGN , NSF , NSG1 , PACSIN1 , PGAP1 , PPP3CA , PRKCZ , PRRT1 , PSD , REEP2 , RERE , RTN1 , SLC12A5 , SNAP91 , SST , STXBP1 , SULT4A1 , SV2A , SYN2 , SYT1 , TAC1 , TMTC1 , TNIK , TUBB , TUBB3 , UHMK1 , VGF , VPS35 , VPS39 , VSNL1 , YWHAB	X14_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
ASD	0.0098	0.062	315	388	42	4153	ACHE , ATP1A3 , CADPS , CELF4 , CNOT1 , DLG2 , DLG4 , DMXL2 , EEF1A2 , ELAVL2 , GABRB3 , GRIA1 , GRIA2 , GRIN1 , HERC1 , KCNB1 , KCNQ2 , MAP1A , MBOAT7 , MIB1 , MRTFB , MYO5A , MYT1L , NEGR1 , NSF , OCRL , PCDH19 , PCLO , RAPGEF4 , RERE , RLIM , SAE1 , SCN2A , SEZ6L2 , SIN3B , SLC12A5 , SLC9A6 , SNAP25 , STXBP1 , SYN2 , SYT1 , UBE3A	X14_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
Lefthanded	0.07	0.31	315	13	3	4153	NAP1L5 , NSF , REEP2	X14_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
AUD	0.081	0.31	315	91	11	4153	ASTN1 , CARTPT , GABRB3 , GABRG2 , GAD1 , GAP43 , GRIN1 , POMC , SGIP1 , TAC1 , TAGLN3	X14_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
PTSD	0.29	0.91	315	14	2	4153	CAMKV , NSF	X14_MaleUp	BSpace_k20_HARMONYlmbna_nnsvg10
