Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to8,Feature log2 fold change topic 4to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000127870,RNF6,22,-0.8205,24,-0.6813,47,0.33019,44,0.34732,27,-0.5406,45,0.26038,26,-0.5646,40,0.08900
ENSG00000132970,WASF3,118,0.15201,73,-0.5798,68,-0.7007,105,-0.0486,133,0.34870,43,-1.4665,161,0.64892,228,1.23273
ENSG00000152484,USP12,24,-0.8610,51,0.26690,26,-0.7441,47,0.26374,54,0.37173,44,0.07049,40,-0.1044,33,-0.4018
ENSG00000122026,RPL21,1690,0.72080,1343,0.34918,554,-1.0135,866,-0.4785,1318,0.31927,1259,0.27149,1207,0.17984,1029,-0.0694
ENSG00000122034,GTF3A,74,0.35231,44,-0.4430,50,-0.2505,55,-0.1595,42,-0.5241,76,0.43890,66,0.18527,63,0.11484
ENSG00000122033,MTIF3,37,-0.5244,42,-0.3395,49,-0.1142,57,0.19517,44,-0.2753,64,0.33483,39,-0.4768,60,0.20094
ENSG00000186184,POLR1D,43,-0.5746,60,-0.0513,36,-0.8185,62,0.00056,57,-0.1288,99,0.82052,24,-1.4404,80,0.40030
ENSG00000152520,PAN3,14,-0.5695,39,1.03431,0,-5.5141,22,0.18644,11,-0.8684,22,0.14295,19,-0.0830,27,0.41207
ENSG00000132963,POMP,170,-0.2166,213,0.13710,227,0.23483,194,-0.0215,269,0.50238,188,-0.0647,138,-0.5370,180,-0.1304
ENSG00000139514,SLC7A1,72,0.79323,45,0.05906,15,-1.6022,54,0.51912,33,-0.4421,40,-0.1358,37,-0.2410,16,-1.4759
ENSG00000122042,UBL3,114,-0.8540,95,-1.1329,57,-1.8717,255,0.62423,243,0.30856,152,-0.4520,261,0.42134,247,0.33505
ENSG00000102781,KATNAL1,27,-0.4683,15,-1.3433,31,-0.2679,48,0.66939,36,-0.0159,32,-0.2460,38,0.05990,28,-0.4060
ENSG00000189403,HMGB1,318,-0.4021,383,-0.1176,134,-1.6974,433,0.11579,526,0.38282,466,0.20920,405,-0.0284,500,0.30411
ENSG00000175664,TEX26,0,-6.8373,6,-1.3237,0,-5.2717,16,0.23548,8,-0.8675,35,1.66005,2,-2.7110,23,0.70826
ENSG00000120694,HSPH1,59,-2.2689,145,-0.9317,237,-0.1830,404,1.14792,229,-0.2355,248,-0.1289,108,-1.3742,181,-0.5963
ENSG00000073910,FRY,38,-0.9066,28,-1.3734,89,0.39271,91,0.69518,66,-0.0630,85,0.35914,34,-1.0712,21,-1.7877
ENSG00000139597,N4BP2L1,17,-1.8607,44,-0.4874,8,-2.8629,75,0.55665,64,0.08225,95,0.81676,28,-1.1640,56,-0.1102
ENSG00000244754,N4BP2L2,55,-0.3116,124,0.96112,36,-0.9418,58,-0.3531,63,-0.1046,78,0.23312,73,0.11731,85,0.35766
ENSG00000083642,PDS5B,17,-2.1178,38,-0.9209,47,-0.5966,90,0.69678,98,0.54861,87,0.40300,29,-1.2977,43,-0.7158
ENSG00000172915,NBEA,14,-2.3312,21,-1.7264,70,0.05244,86,0.59519,80,0.24708,85,0.38271,47,-0.5817,53,-0.3952
ENSG00000133083,DCLK1,438,0.94014,48,-2.4246,347,0.55909,277,0.31230,198,-0.3244,163,-0.6662,132,-0.9370,297,0.31030
ENSG00000133104,SPART,108,0.57061,143,1.02972,36,-1.1291,48,-0.9217,68,-0.1503,75,-0.0068,96,0.38418,136,0.94829
ENSG00000133101,CCNA1,0,-5.0165,10,-0.9503,28,0.52633,32,1.39195,11,-0.8211,10,-1.0411,2,-2.8865,23,0.25273
ENSG00000120697,ALG5,32,-0.5989,46,-0.0410,72,0.65680,50,0.10302,28,-0.8138,67,0.59152,37,-0.3693,21,-1.2330
ENSG00000120699,EXOSC8,4,-2.0630,34,1.05389,7,-1.2342,13,-0.5357,14,-0.2894,25,0.67271,24,0.47632,24,0.49448
ENSG00000102710,SUPT20H,11,-0.9731,41,1.03731,0,-6.5584,17,-0.5488,23,0.09231,36,0.89307,20,-0.0827,30,0.50935
ENSG00000120686,UFM1,65,-0.5907,106,0.15840,130,0.48170,92,-0.0852,113,0.25748,117,0.34367,67,-0.5429,69,-0.5084
ENSG00000188811,NHLRC3,21,0.10089,20,0.01892,0,-6.3956,23,0.36083,17,-0.2693,21,0.05132,24,0.28498,20,0.03151
ENSG00000183722,LHFPL6,87,0.92982,120,1.48465,24,-1.0605,22,-1.5660,22,-1.1841,36,-0.4943,52,0.09630,146,1.83921
ENSG00000133103,COG6,0,-7.2445,13,-0.6679,17,-0.2610,23,0.31897,17,-0.1946,28,0.62160,9,-1.2094,33,0.78098
ENSG00000150907,FOXO1,20,-0.0233,42,1.13327,2,-3.0789,7,-2.0704,9,-1.2837,31,0.72567,22,0.10509,78,2.24991
ENSG00000102738,MRPS31,4,-2.6925,19,-0.6709,30,0.06117,35,0.44949,26,-0.1900,35,0.30180,22,-0.3972,33,0.18244
ENSG00000120688,WBP4,28,-0.2578,23,-0.5452,13,-1.4345,39,0.37802,51,0.66992,33,-0.0172,31,-0.0986,26,-0.3552
ENSG00000165572,KBTBD6,31,-1.8304,17,-2.6811,61,-0.8338,152,0.98730,146,0.50790,103,-0.0436,64,-0.7645,87,-0.2955
ENSG00000120696,KBTBD7,0,-4.4568,1,-4.1825,9,-1.1324,28,0.92591,24,0.29676,24,0.35384,23,0.23772,10,-0.9514
ENSG00000102760,RGCC,148,0.92868,113,0.48457,56,-0.5865,49,-1.0845,62,-0.4374,37,-1.2966,269,1.98984,111,0.46090
ENSG00000102780,DGKH,2,-2.6423,7,-1.2430,21,0.38280,19,0.37540,27,0.75286,16,-0.0225,17,0.07187,11,-0.6159
ENSG00000023516,AKAP11,65,-1.2151,54,-1.4874,92,-0.7055,179,0.51245,156,0.10552,165,0.21494,161,0.15496,142,-0.0374
ENSG00000120675,DNAJC15,85,0.40628,41,-0.7349,79,0.27224,60,-0.2331,68,0.04343,64,-0.0629,60,-0.1346,100,0.66057
ENSG00000151778,SERP2,20,-2.2692,19,-2.3597,82,-0.1648,129,0.93783,94,0.03856,95,0.06775,81,-0.1755,54,-0.8116
ENSG00000102804,TSC22D1,540,-0.3617,2077,1.87478,304,-1.2296,539,-0.5172,536,-0.3736,502,-0.5110,527,-0.3994,1186,0.88957
ENSG00000133114,GPALPP1,7,-2.3209,33,0.03588,0,-5.2553,40,0.54542,40,0.32576,51,0.78821,26,-0.3316,12,-1.4276
ENSG00000188342,GTF2F2,40,0.20308,31,-0.1853,20,-0.8270,33,-0.1485,45,0.41616,40,0.22032,22,-0.6727,52,0.62982
ENSG00000180332,KCTD4,7,-1.3506,1,-4.1380,41,1.38431,27,1.26692,19,0.16721,2,-2.8402,4,-1.9474,12,-0.5785
ENSG00000133112,TPT1,2799,1.47246,1871,0.78441,905,-0.3657,711,-0.9962,1244,0.12865,1233,0.12464,1055,-0.1290,1007,-0.2005
ENSG00000170919,TPT1-AS1,17,-0.4664,41,0.88881,0,-6.6640,30,0.60324,19,-0.2810,15,-0.6749,17,-0.5143,30,0.41566
ENSG00000136152,COG3,3,-2.9581,55,1.29426,8,-1.5926,27,0.21151,17,-0.6009,24,-0.0713,22,-0.1691,34,0.48360
ENSG00000123200,ZC3H13,86,0.39347,64,-0.0823,11,-2.5928,68,0.02094,85,0.37046,77,0.23126,72,0.10226,62,-0.1152
ENSG00000102445,RUBCNL,0,-4.9094,13,-0.3391,0,-6.1329,9,-1.2093,2,-2.5572,62,2.94885,5,-1.5432,20,0.34490
ENSG00000139684,ESD,90,-0.2801,101,-0.0972,88,-0.3062,97,-0.2406,78,-0.4889,135,0.40185,105,-0.0290,181,0.83159
ENSG00000136143,SUCLA2,27,-1.8126,35,-1.4478,114,0.33630,117,0.62515,106,0.23229,103,0.19645,65,-0.5192,53,-0.8350
ENSG00000136159,NUDT15,3,-2.5292,17,0.10412,32,1.07928,14,-0.3618,22,0.48847,23,0.61582,8,-1.0811,14,-0.2344
ENSG00000136146,MED4,54,-0.1258,78,0.45624,11,-2.4103,59,0.01882,50,-0.2419,88,0.71334,41,-0.5318,56,-0.0745
ENSG00000136156,ITM2B,1165,-0.2106,1755,0.43474,966,-0.4982,1250,-0.1492,953,-0.5187,1564,0.27618,1102,-0.2958,2019,0.66146
ENSG00000139687,RB1,30,0.11524,61,1.27802,32,0.20928,17,-0.9656,25,-0.1338,41,0.68602,14,-0.9829,29,0.08906
ENSG00000102531,FNDC3A,70,-1.0701,173,0.31348,92,-0.6717,147,0.07398,85,-0.7759,246,0.99446,48,-1.6301,153,0.11755
ENSG00000102543,CDADC1,7,-1.7883,37,0.79196,37,0.78441,21,-0.1207,13,-0.8006,19,-0.2770,6,-1.9719,48,1.22352
ENSG00000102547,CAB39L,68,0.84593,22,-0.9068,36,-0.1840,31,-0.5702,53,0.42397,25,-0.7799,58,0.57280,82,1.14925
ENSG00000136147,PHF11,34,0.56483,22,-0.1050,1,-4.4649,20,-0.3148,39,0.79739,33,0.56383,17,-0.5164,27,0.18936
ENSG00000136144,RCBTB1,28,-0.3881,43,0.30365,35,-0.0370,25,-0.7507,20,-0.8477,47,0.49504,44,0.34499,73,1.15991
ENSG00000123179,EBPL,2,-4.3927,33,-0.6313,29,-0.8180,62,0.52875,53,0.09818,69,0.56540,32,-0.6867,54,0.11136
ENSG00000102753,KPNA3,39,-0.3533,31,-0.6901,25,-1.0301,65,0.69621,60,0.30882,34,-0.5845,38,-0.4112,56,0.18669
ENSG00000123178,SPRYD7,10,-2.7029,7,-3.3068,56,-0.2361,93,0.92580,83,0.37139,74,0.19909,51,-0.3909,34,-0.9861
ENSG00000204977,TRIM13,5,-2.2714,21,-0.1591,5,-2.3350,26,0.28161,43,0.96728,29,0.36651,17,-0.4287,23,0.00793
ENSG00000136104,RNASEH2B,10,-1.7481,27,-0.2797,38,0.21167,34,0.08549,26,-0.3831,36,0.15944,38,0.23616,46,0.51758
ENSG00000102786,INTS6,37,0.61036,35,0.51362,20,-0.3187,26,0.02542,22,-0.1742,20,-0.3960,18,-0.4813,27,0.11727
ENSG00000139668,WDFY2,47,1.41300,35,0.92585,0,-6.4197,17,-0.3188,6,-1.7525,15,-0.4501,21,0.13469,31,0.73111
ENSG00000102796,DHRS12,28,0.35592,37,0.81031,19,-0.1977,19,-0.3603,19,-0.1877,23,0.04516,13,-0.8038,31,0.55765
ENSG00000136100,VPS36,35,0.34042,16,-0.8104,15,-0.9628,35,0.54419,21,-0.3972,20,-0.5407,28,-0.0127,34,0.32426
ENSG00000136108,CKAP2,0,-4.7991,7,-1.1581,26,0.70521,17,0.14731,26,0.71527,23,0.59129,8,-1.0267,12,-0.4450
ENSG00000165416,SUGT1,26,-1.8052,79,-0.1664,50,-0.8726,110,0.56376,84,-0.0793,94,0.11413,74,-0.2652,93,0.09018
ENSG00000136099,PCDH8,52,-0.2068,30,-1.0450,90,0.65540,91,1.18331,76,0.38382,18,-1.9002,22,-1.4560,13,-2.2553
ENSG00000118946,PCDH17,8,-4.3788,64,-1.4060,36,-2.2299,259,1.35974,224,0.51510,117,-0.5354,140,-0.2254,100,-0.7350
ENSG00000184226,PCDH9,39,-1.2488,56,-0.7140,29,-1.6635,78,-0.3059,85,-0.0761,105,0.28371,234,1.59627,117,0.42481
ENSG00000150361,KLHL1,0,-7.5090,0,-6.8427,9,-1.4852,46,2.11820,36,0.62326,13,-0.9221,9,-1.5080,3,-3.1304
ENSG00000204899,MZT1,7,-3.2711,25,-1.4511,36,-0.9185,95,0.94703,79,0.27335,90,0.53043,40,-0.7623,23,-1.5948
ENSG00000083520,DIS3,10,-1.7629,25,-0.3666,19,-0.7518,34,0.17107,30,-0.1025,54,0.92361,12,-1.4219,40,0.35809
ENSG00000118922,KLF12,0,-4.6414,34,0.95004,5,-1.8640,22,0.43007,13,-0.6037,11,-0.8660,28,0.61758,30,0.74352
ENSG00000188243,COMMD6,197,0.12186,148,-0.3182,164,-0.1609,159,-0.3120,259,0.55565,240,0.48172,127,-0.5538,201,0.15058
ENSG00000118939,UCHL3,16,-1.0163,48,0.67583,51,0.75410,36,0.35210,26,-0.3081,27,-0.2503,14,-1.2112,18,-0.8033
ENSG00000178695,KCTD12,160,1.24848,94,0.37935,42,-0.8629,51,-0.7913,130,0.90654,58,-0.4028,85,0.21408,81,0.13157
ENSG00000102805,CLN5,27,-0.2434,72,1.34880,6,-2.4001,27,-0.3049,12,-1.4439,27,-0.2553,30,-0.0877,71,1.32813
ENSG00000005812,FBXL3,32,-0.9771,67,0.15575,40,-0.6502,63,0.08057,57,-0.1013,77,0.39995,66,0.12338,61,0.00797
ENSG00000005810,MYCBP2,29,-2.0228,77,-0.5461,52,-1.1452,163,1.06539,118,0.10434,112,0.01515,59,-0.9474,63,-0.8553
ENSG00000139737,SLAIN1,84,0.23619,64,-0.1691,8,-3.2360,39,-1.2265,18,-2.0890,40,-0.9579,444,3.42715,41,-0.8365
ENSG00000136160,EDNRB,68,-1.0140,271,1.15795,141,0.09797,83,-0.9767,113,-0.2539,67,-1.0981,207,0.70999,376,1.73444
ENSG00000152193,OBI1,9,-0.8479,5,-1.5250,0,-6.1182,25,1.31647,24,0.62893,15,-0.1168,4,-1.8028,7,-1.1382
ENSG00000139746,RBM26,31,-0.8233,44,-0.2675,42,-0.3572,55,0.08064,52,-0.0133,69,0.45477,38,-0.5099,69,0.41873
ENSG00000102471,NDFIP2,38,-0.4027,25,-1.0133,47,-0.0846,63,0.63086,47,-0.0880,38,-0.4175,42,-0.2426,50,0.02312
ENSG00000136158,SPRY2,52,0.10473,204,2.49338,0,-7.5048,22,-1.5442,36,-0.4821,27,-0.9430,56,0.21404,122,1.49873
ENSG00000178235,SLITRK1,0,-5.6175,8,-1.7966,0,-6.2330,49,1.54203,42,0.59868,13,-1.2312,28,-0.0319,26,-0.1673
ENSG00000165300,SLITRK5,2,-3.9557,3,-3.6885,29,-0.5259,71,1.72991,44,0.12276,16,-1.4138,27,-0.6136,32,-0.3794
ENSG00000179399,GPC5,3,-2.5299,3,-2.6647,0,-6.4851,37,1.75710,13,-0.6315,8,-1.3998,10,-1.0307,37,0.94745
ENSG00000152749,GPR180,4,-2.3378,28,0.37604,17,-0.4174,25,0.28673,18,-0.3324,30,0.49842,24,0.12069,13,-0.8109
ENSG00000125285,SOX21,24,0.50432,0,-5.6478,0,-6.2730,10,-1.0606,27,0.66226,16,-0.2087,30,0.86031,65,2.20190
ENSG00000134873,CLDN10,24,-0.0262,26,0.09333,12,-1.1096,14,-1.0934,30,0.27924,15,-0.8013,30,0.28377,98,2.36645
ENSG00000134874,DZIP1,9,-2.6791,66,0.23724,31,-0.9123,72,0.61080,77,0.48700,59,0.05607,24,-1.3131,52,-0.1255
ENSG00000102580,DNAJC3,51,0.57752,57,0.74985,35,-0.0257,30,-0.3767,31,-0.1724,27,-0.4308,19,-0.9521,63,0.92833
ENSG00000102595,UGGT2,20,-0.3317,37,0.63538,0,-6.7586,31,0.53204,7,-1.8900,33,0.51314,25,0.02061,13,-0.9321
ENSG00000185352,HS6ST3,7,-2.4830,10,-1.9309,3,-3.6990,63,1.68587,37,0.04001,35,-0.0710,25,-0.5868,5,-2.9517
ENSG00000139793,MBNL2,110,-0.2508,166,0.39693,98,-0.4266,113,-0.2962,87,-0.6120,151,0.27337,217,0.82818,133,0.04657
ENSG00000125249,RAP2A,44,-1.1365,56,-0.7664,53,-0.8491,126,0.79297,102,0.13665,86,-0.1225,68,-0.4717,83,-0.1704
ENSG00000065150,IPO5,90,0.20795,81,0.03809,17,-2.3058,98,0.52666,71,-0.1641,61,-0.4222,72,-0.1437,87,0.14148
ENSG00000152767,FARP1,36,-1.1555,73,-0.0687,32,-1.3123,94,0.51037,111,0.58300,70,-0.1525,43,-0.8919,92,0.28814
ENSG00000102572,STK24,38,-1.0678,97,0.34995,25,-1.6985,95,0.50522,74,-0.0706,76,-0.0296,72,-0.1057,75,-0.0593
ENSG00000088387,DOCK9,61,0.50802,45,0.01796,1,-5.1434,53,0.46671,45,0.02960,31,-0.5634,52,0.26446,41,-0.1138
ENSG00000134882,UBAC2,20,-0.5731,39,0.42239,2,-3.9249,26,-0.3269,39,0.42862,29,-0.0648,35,0.24391,67,1.29451
ENSG00000125304,TM9SF2,78,-0.8975,109,-0.3883,146,0.06272,158,0.27917,156,0.16235,178,0.40974,86,-0.7574,108,-0.4074
ENSG00000175198,PCCA,8,-1.4485,25,0.28245,35,0.84792,22,0.12212,23,0.19501,21,0.01657,5,-1.9826,21,0.06128
ENSG00000102452,NALCN,9,-2.5891,24,-1.2342,8,-2.7933,87,1.33963,33,-0.7557,55,0.02488,49,-0.1543,39,-0.5239
ENSG00000102466,FGF14,0,-7.4061,23,-1.9247,27,-1.7429,142,1.51520,107,0.36295,89,0.08636,13,-2.7551,46,-0.9330
ENSG00000134900,TPP2,4,-2.0385,44,1.38007,0,-6.3607,20,0.15059,18,-0.0272,17,-0.1420,29,0.67634,14,-0.4715
ENSG00000151287,TEX30,8,-0.9931,1,-3.9801,12,-0.3918,14,-0.3046,15,-0.1032,42,1.86377,5,-1.5638,13,-0.3540
ENSG00000134899,ERCC5,10,-1.3203,22,-0.1318,4,-2.3965,28,0.38859,12,-0.9922,34,0.60903,27,0.16503,28,0.22367
ENSG00000125266,EFNB2,18,-0.9513,54,0.76695,0,-5.6527,45,0.75953,36,0.11264,37,0.17104,2,-4.0129,26,-0.3589
ENSG00000134884,ARGLU1,54,-1.0139,188,0.92693,33,-1.7495,109,0.08321,82,-0.3798,120,0.22213,83,-0.3684,145,0.49747
ENSG00000204442,FAM155A,0,-8.7506,51,-0.2440,1,-5.0825,72,0.47531,59,-0.0224,116,1.21374,25,-1.3001,48,-0.3463
ENSG00000174405,LIG4,10,-1.8878,28,-0.4240,24,-0.6729,51,0.88114,37,-0.0057,45,0.34945,10,-1.9756,23,-0.6865
ENSG00000139826,ABHD13,23,0.12492,24,0.17695,11,-0.9570,25,0.30423,15,-0.5406,29,0.53835,8,-1.4253,17,-0.3671
ENSG00000041515,MYO16,8,-1.1117,23,0.57203,2,-2.8209,28,1.61956,7,-1.1885,11,-0.6260,8,-1.0560,0,-4.3066
ENSG00000185950,IRS2,59,-1.2383,190,0.56337,55,-1.3223,142,0.15963,120,-0.1611,124,-0.1119,108,-0.3155,237,0.92670
ENSG00000213995,NAXD,14,-1.8559,45,-0.1259,63,0.39639,51,0.09206,45,-0.1268,58,0.27803,31,-0.6717,68,0.51819
ENSG00000134905,CARS2,22,-0.2913,52,1.06936,39,0.58880,25,-0.1602,20,-0.4042,29,0.15455,13,-1.0258,17,-0.6487
ENSG00000153487,ING1,18,-0.5802,56,1.16916,7,-1.9624,37,0.78400,10,-1.4214,15,-0.8910,26,-0.0523,20,-0.4833
ENSG00000088448,ANKRD10,22,-1.5108,138,1.37213,33,-0.9146,60,0.02467,29,-1.0947,68,0.23205,30,-1.0371,86,0.57749
ENSG00000102606,ARHGEF7,65,-0.6924,81,-0.3548,61,-0.7806,118,0.35704,138,0.47383,126,0.35720,63,-0.7343,78,-0.4211
ENSG00000182968,SOX1,0,-8.1787,4,-3.1589,32,-0.2668,68,1.85897,30,-0.3399,28,-0.4773,12,-1.7188,14,-1.4403
ENSG00000126216,TUBGCP3,9,-1.2233,17,-0.2487,7,-1.6443,26,0.64163,9,-1.1740,18,-0.2078,20,-0.0201,36,0.87768
ENSG00000068650,ATP11A,16,-0.2986,62,1.89753,7,-1.5971,16,-0.4813,15,-0.4191,8,-1.3412,45,1.30835,17,-0.2173
ENSG00000126217,MCF2L,26,-1.7245,67,-0.3077,51,-0.7152,105,0.62770,73,-0.1816,94,0.22745,78,-0.0887,60,-0.4868
ENSG00000126226,PCID2,6,-2.0519,33,0.39408,0,-6.7891,32,0.56476,33,0.41129,24,-0.0966,8,-1.6753,43,0.84179
ENSG00000139842,CUL4A,45,-0.0857,52,0.14428,13,-1.9567,45,-0.1325,37,-0.3837,72,0.74538,32,-0.6235,71,0.62372
ENSG00000185896,LAMP1,365,0.92609,272,0.44725,34,-2.6838,172,-0.3924,144,-0.5468,182,-0.2022,356,0.88719,272,0.44572
ENSG00000150401,DCUN1D2,13,-0.9973,24,-0.1449,29,0.18325,28,0.18939,29,0.19727,28,0.12443,31,0.27357,14,-0.8860
ENSG00000150403,TMCO3,38,-0.1763,55,0.40833,50,0.25361,31,-0.6776,24,-0.8385,55,0.44966,74,0.88395,46,0.13205
ENSG00000198176,TFDP1,45,0.38539,54,0.66653,24,-0.5819,27,-0.5890,35,-0.0191,24,-0.6682,54,0.65285,67,1.01646
ENSG00000183087,GAS6,55,-1.0690,153,0.50322,91,-0.3044,114,0.06249,94,-0.2594,155,0.58641,54,-1.1021,117,0.08321
ENSG00000185989,RASA3,12,-0.8232,24,0.26866,0,-6.4348,22,0.18295,32,0.69281,19,-0.0900,29,0.56497,19,-0.0723
ENSG00000130177,CDC16,28,-1.1920,63,0.01281,80,0.38950,64,0.05616,55,-0.2040,68,0.15037,47,-0.4270,83,0.43466
ENSG00000169062,UPF3A,65,-0.0183,83,0.35927,54,-0.2974,61,-0.1643,30,-1.1841,80,0.32531,50,-0.4285,109,0.79927
ENSG00000198824,CHAMP1,11,-0.6082,5,-1.8235,14,-0.3255,22,0.67255,13,-0.4410,14,-0.2855,23,0.45689,16,-0.0713
ENSG00000136319,TTC5,6,-1.9011,9,-1.2905,24,0.12176,23,0.09295,18,-0.3272,34,0.70965,13,-0.8461,37,0.79521
ENSG00000100814,CCNB1IP1,11,-1.3019,53,1.09190,24,-0.1421,20,-0.6647,21,-0.3719,36,0.49423,11,-1.2959,59,1.25895
ENSG00000129484,PARP2,4,-3.1871,16,-1.3112,33,-0.1733,47,0.56639,37,-0.0097,41,0.14416,22,-0.8015,58,0.70490
ENSG00000092094,OSGEP,23,-0.8228,74,1.00596,21,-0.9790,43,0.19334,19,-1.0955,40,0.00071,26,-0.6386,58,0.59861
ENSG00000100823,APEX1,98,-0.1873,162,0.60929,120,0.13384,100,-0.2088,89,-0.3235,119,0.13480,103,-0.1047,120,0.12892
ENSG00000165782,PIP4P1,48,-0.9583,91,0.02919,37,-1.3470,104,0.36634,70,-0.3719,108,0.31837,56,-0.7156,127,0.55370
ENSG00000198805,PNP,65,1.30291,120,2.45794,19,-0.6279,13,-1.5462,10,-1.5494,35,0.32117,7,-2.0426,21,-0.5085
ENSG00000129538,RNASE1,347,1.71436,107,-0.2223,21,-2.6203,35,-2.3618,9,-3.8643,9,-4.0108,916,3.97044,21,-2.5987
ENSG00000165792,METTL17,20,0.23965,27,0.72981,0,-5.5149,17,0.05919,14,-0.2557,20,0.28331,11,-0.6866,21,0.36896
ENSG00000165795,NDRG2,1182,1.02847,194,-1.7654,306,-1.0902,476,-0.5952,985,0.72519,346,-0.9656,1398,1.31620,996,0.74272
ENSG00000165801,ARHGEF40,22,-0.5282,87,1.70380,1,-4.7958,26,-0.3693,28,-0.1823,31,0.01041,15,-1.1030,58,0.99294
ENSG00000165804,ZNF219,36,0.47880,80,1.86948,18,-0.5651,20,-0.5290,41,0.69417,20,-0.4217,10,-1.3969,13,-1.0775
ENSG00000258441,LINC00641,21,-1.6779,29,-1.2507,73,0.17813,78,0.44762,70,0.10554,76,0.24787,49,-0.4396,65,-0.0036
ENSG00000092199,HNRNPC,247,-0.1789,409,0.62221,176,-0.6961,252,-0.2138,279,0.01181,323,0.26754,220,-0.3531,361,0.42036
ENSG00000092201,SUPT16H,28,-1.6329,72,-0.2235,49,-0.8205,96,0.32408,74,-0.2003,121,0.64684,66,-0.3549,79,-0.0858
ENSG00000100888,CHD8,13,-2.0283,51,0.02435,18,-1.5121,69,0.83289,52,0.05874,45,-0.1765,51,0.03413,32,-0.6754
ENSG00000129472,RAB2B,15,-1.6595,51,0.17175,61,0.45075,45,-0.0254,36,-0.3543,69,0.71301,35,-0.4221,34,-0.4786
ENSG00000092203,TOX4,41,-0.4960,54,-0.0941,81,0.55149,56,-0.0383,50,-0.2141,57,0.00664,47,-0.3061,74,0.41487
ENSG00000165819,METTL3,5,-2.1202,76,1.94512,0,-6.6902,17,-0.6847,8,-1.6670,28,0.25801,30,0.34768,49,1.16497
ENSG00000165821,SALL2,24,-1.9178,47,-0.9295,72,-0.2850,102,0.39734,122,0.54221,74,-0.2607,88,0.02161,116,0.46266
ENSG00000129562,DAD1,154,-0.2762,210,0.19942,214,0.23507,145,-0.5294,175,-0.0805,233,0.40639,192,0.06480,263,0.55969
ENSG00000100439,ABHD4,25,0.67736,40,1.49534,0,-6.1390,13,-0.4582,7,-1.2957,16,-0.0097,13,-0.2622,27,0.81072
ENSG00000155463,OXA1L,32,-1.1094,102,0.70235,58,-0.2025,75,0.31748,45,-0.5727,64,-0.0387,61,-0.1239,54,-0.2959
ENSG00000172590,MRPL52,142,0.15449,161,0.35073,99,-0.4074,141,0.22687,102,-0.3663,121,-0.0981,139,0.12395,81,-0.7145
ENSG00000197324,LRP10,139,1.86562,143,1.91339,13,-1.8870,18,-1.7796,39,-0.2236,16,-1.6256,59,0.40975,77,0.84479
ENSG00000100461,RBM23,42,-0.9704,102,0.39570,48,-0.7779,84,0.13718,65,-0.2928,111,0.59870,71,-0.1701,60,-0.4322
ENSG00000100462,PRMT5,12,-1.6892,72,0.97425,45,0.20494,46,0.39577,26,-0.5974,35,-0.1985,23,-0.7892,31,-0.3775
ENSG00000100804,PSMB5,82,-1.3095,157,-0.3243,299,0.69176,214,0.24052,181,-0.1077,230,0.29366,132,-0.5963,140,-0.5064
ENSG00000100813,ACIN1,31,-0.2001,59,0.81752,20,-0.8226,34,-0.0907,57,0.74779,36,0.02894,21,-0.7642,29,-0.2982
ENSG00000179933,C14orf119,8,-2.6625,54,0.20453,60,0.35679,43,-0.2208,47,-0.0171,77,0.84077,39,-0.3174,43,-0.1584
ENSG00000235194,PPP1R3E,12,-0.9647,5,-2.1560,23,0.00750,29,0.52663,21,-0.1490,29,0.41838,10,-1.1742,27,0.22268
ENSG00000129473,BCL2L2,86,0.20722,48,-0.6767,56,-0.4387,93,0.55030,100,0.45876,54,-0.5317,57,-0.4165,52,-0.5557
ENSG00000100836,PABPN1,72,-0.2661,163,1.03250,27,-1.7412,88,0.06371,96,0.16472,91,0.09108,58,-0.6134,79,-0.1295
ENSG00000092096,SLC22A17,475,-1.8583,702,-1.2786,1477,-0.1508,2138,0.70874,1540,-0.0857,2196,0.52651,762,-1.1569,1117,-0.5796
ENSG00000100842,EFS,50,1.55290,23,0.27675,3,-2.6591,5,-2.2920,2,-2.9106,4,-2.2793,101,2.96499,37,1.01794
ENSG00000166091,CMTM5,47,1.29374,10,-1.1422,0,-6.5283,7,-1.9354,6,-1.7264,4,-2.6218,151,3.81003,17,-0.3732
ENSG00000092054,MYH7,2,-3.1040,13,-0.6513,18,-0.1964,25,0.52596,36,0.91040,25,0.33157,7,-1.6252,13,-0.6437
ENSG00000129460,NGDN,12,-1.1680,19,-0.4470,33,0.36965,25,-0.0632,15,-0.8435,38,0.69038,9,-1.5026,46,0.90942
ENSG00000213983,AP1G2,8,-1.6912,43,0.89188,0,-6.7338,36,1.05751,8,-1.5721,31,0.41902,7,-1.7514,9,-1.5436
ENSG00000092051,JPH4,13,-2.9776,20,-2.4419,102,-0.0115,150,1.04982,109,0.09215,117,0.23610,39,-1.4490,62,-0.7753
ENSG00000215256,DHRS4-AS1,10,-1.1599,12,-0.9024,20,-0.1671,23,0.11436,10,-1.0986,33,0.70637,22,0.01757,30,0.48872
