ensg	z	p	f	symbol	dx	twas_method	twas_citation	method_thresh	tissue
ENSG00000149187	NA	2.51E-06	NA	CELF1	SCZ	UTMOST	TWASP000100	by_publication	Cross-tissue
ENSG00000160446	-5.60E-03	2.51E-06	NA	ZDHHC12	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000072110	-9.50E-03	2.51E-06	NA	ACTN1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000269997	4.71E+00	2.51E-06	NA	RP11-214K3.21	SCZ	FUSION	TWASP000022	by_publication	Brain Hippocampus
ENSG00000088356	5.10E-03	2.51E-06	NA	PDRG1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000102572	1.69E+00	2.51E-07	NA	STK24	MDD	Summary-PrediXcan(S-PrediXcan)	TWASP000156	by_publication	Brain Cerebellum
ENSG00000204231	NA	2.51E-07	NA	RXRB	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Adipose
ENSG00000182871	-8.40E-03	2.51E-07	NA	COL18A1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000238266	5.10E-03	2.51E-07	NA	LINC00707	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000185899	-8.57E-02	2.51E-08	NA	TAS2R60	AD	Transcriptome-Wide Summary Statistics-based Mendelian Randomization(TWMR)	TWASP000090	by_publication	Whole Blood
ENSG00000101464	5.57E+00	2.51E-08	NA	PIGU	BMI	PrediXcan	TWASP000056	by_publication	Lung
ENSG00000239521	-9.20E-03	2.51E-09	NA	CASTOR3	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000176732	5.96E+00	2.51E-09	NA	PFN4	BMI	Summary-PrediXcan(S-PrediXcan)	TWASP000054;TWASP000056	by_publication	Colon Transverse
ENSG00000188158	-1.12E-02	2.51E-18	NA	NHS	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000005844	NA	2.51E-20	NA	ITGAL	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000281691	NA	2.51E-36	NA	RBM5-AS1	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Skin Sun Exposed
ENSG00000149257	NA	2.52E-05	NA	SERPINH1	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Testis
ENSG00000196912	4.21E+00	2.52E-05	NA	ANKRD36B	SCZ	FUSION	TWASP000022	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000117360	NA	2.52E-06	NA	PRPF3	ADHD	NA	TWASP000194	by_publication	Liver
ENSG00000176894	NA	2.52E-06	NA	PXMP2	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000188938	NA	2.52E-06	NA	FAM120AOS	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Transverse Colon
ENSG00000231402	-5.16E+00	2.52E-07	NA	WASF5P	MDD	FUSION	TWASP000135	by_publication	Pituitary
ENSG00000237441	5.16E+00	2.52E-07	NA	RGL2	SCZ	Summary-PrediXcan(S-PrediXcan)	TWASP000056	by_publication	Testis
ENSG00000255874	NA	2.52E-08	NA	PRECSIT	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000111199	NA	2.52E-09	NA	TRPV4	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000132155	-1.07E-02	2.52E-13	NA	RAF1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000276754	NA	2.53E-05	NA	RP11-461A8.5	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Esophagus Gastroesophageal
ENSG00000171291	4.21E+00	2.53E-05	NA	ZNF439	SCZ	FUSION	TWASP000022	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000105738	7.80E-03	2.53E-05	NA	SIPA1L3	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000124762	8.80E-03	2.53E-05	NA	CDKN1A	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000100271	NA	2.53E-06	NA	TTLL1	SCZ	FUSION	TWASP000052	by_publication	Brain
ENSG00000136147	NA	2.53E-06	NA	PHF11	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000155254	NA	2.53E-06	NA	MARVELD1	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000261786	NA	2.53E-06	NA	RP4-555D20.2	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Fibroblasts
ENSG00000121753	NA	2.53E-07	NA	ADGRB2	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000122861	NA	2.53E-07	NA	PLAU	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000238015	NA	2.53E-07	NA	RP4-641G12.3	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000157017	NA	2.53E-08	NA	GHRL	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000269807	NA	2.53E-08	NA	AC007292.4	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000163297	-5.96E+00	2.53E-09	NA	ANTXR2	BMI	PrediXcan	TWASP000056	by_publication	Nerve Tibial
ENSG00000158079	5.96E+00	2.53E-09	NA	PTPDC1	BMI	PrediXcan	TWASP000056	by_publication	Artery Tibia
ENSG00000273013	NA	2.53E-10	NA	CTD-2002J20.1	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000134917	NA	2.53E-10	NA	ADAMTS8	SCZ	UTMOST	TWASP000100	by_publication	Cross-tissue
ENSG00000205250	4.70E-03	2.54E-05	NA	E2F4	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000100139	NA	2.54E-06	NA	MICALL1	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000103534	NA	2.54E-06	NA	TMC5	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000076604	NA	2.54E-06	NA	TRAF4	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000110492	NA	2.54E-06	NA	MDK	AD	UTMOST	TWASP000148	by_publication	Cross-tissue
ENSG00000271789	-4.71E+00	2.54E-06	NA	RP5-1112D6.7	SCZ	FUSION	TWASP000004	by_publication	Brain
ENSG00000151136	NA	2.54E-07	NA	BTBD11	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Skin Not Sun Exposed
ENSG00000279372	NA	2.54E-07	NA	RP11-1182P23.5	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Skin Not Sun Exposed
ENSG00000181555	-5.70E-03	2.54E-08	NA	SETD2	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000187758	6.32E+00	2.54E-10	NA	ADH1A	BMI	PrediXcan	TWASP000056	by_publication	Small Intestine-Terminal Ileum
ENSG00000214922	NA	2.54E-11	NA	HLA-F-AS1	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Brain Hippocampus
ENSG00000172346	NA	2.54E-11	NA	CSDC2	SCZ	UTMOST	TWASP000100	by_publication	Cross-tissue
ENSG00000114480	NA	2.54E-12	NA	GBE1	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000140832	NA	2.54E-12	NA	MARVELD3	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000251567	NA	2.54E-12	NA	RP11-775H9.2	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Testis
ENSG00000163814	7.00E+00	2.54E-12	NA	CDCP1	BMI	PrediXcan	TWASP000056	by_publication	Cells Transformed Fibroblast
ENSG00000186567	7.31E+00	2.54E-13	NA	CEACAM19	AD	Bayesian genome-wide TWAS	TWASP000079	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000204822	1.22E-02	2.54E-18	NA	MRPL53	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000145216	4.21	2.55E-05	NA	FIP1L1	TS	FUSION	TWASP000189	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000272338	NA	2.55E-05	NA	RP11-722E23.2	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Breast Mammary Tissue
ENSG00000272426	NA	2.55E-05	NA	RP11-108M9.6	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Nucleus Accumbens Basal Ganglia
ENSG00000008196	NA	2.55E-05	NA	TFAP2B	ADHD	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Adipose
ENSG00000079102	NA	2.55E-05	NA	RUNX1T1	ADHD	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Nucleus Accumbens Basal Ganglia
ENSG00000131931	NA	2.55E-05	NA	THAP1	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Artery Tibia
ENSG00000255794	NA	2.55E-05	NA	RMST	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000100697	-5.90E-03	2.55E-05	NA	DICER1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000089639	NA	2.55E-06	NA	GMIP	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Whole Blood
ENSG00000115365	NA	2.55E-07	NA	LANCL1	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000186010	NA	2.55E-07	NA	NDUFA13	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Whole Blood
ENSG00000230778	NA	2.55E-07	NA	ANKRD63	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Brain Cerebellar Hemisphere
ENSG00000150672	-5.15E+00	2.55E-07	NA	DLG2	AD	FUSION	TWASP000173	by_publication	Vagina
ENSG00000163660	-5.15E+00	2.55E-07	NA	CCNL1	BMI	PrediXcan	TWASP000056	by_publication	Whole Blood
ENSG00000176973	7.50E-03	2.55E-07	NA	FAM89B	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000129003	7.40E-03	2.55E-08	NA	VPS13C	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000112812	-6.32E+00	2.55E-10	NA	PRSS16	MDD	FUSION	TWASP000158	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000125741	-6.32E+00	2.55E-10	NA	OPA3	AD	TIGAR	TWASP000079	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000171044	NA	2.55E-15	NA	XKR6	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Heart Atrial Appendage
ENSG00000183283	-1.18E-02	2.55E-20	NA	DAZAP2	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000143393	NA	2.55E-65	NA	PI4KB	SCZ	NA	TWASP000194	by_publication	Brain Frontal Cortex
ENSG00000197912	NA	2.56E-05	NA	SPG7	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Brain Caudate Basal Ganglia
ENSG00000145743	4.21E+00	2.56E-05	NA	FBXL17	SCZ	FUSION	TWASP000022	by_publication	Brain Hippocampus
ENSG00000138735	8.10E-03	2.56E-05	NA	PDE5A	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000122367	NA	2.56E-06	NA	LDB3	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000121316	NA	2.56E-06	NA	PLBD1	SCZ	Summary-MultiXcan(S-MultiXcan)	TWASP000056	by_publication	Aortic Artery
ENSG00000227188	NA	2.56E-07	NA	MGAT3-AS1	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Brain Hypothalamus
ENSG00000233903	NA	2.56E-07	NA	Z83851.4	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Spleen
ENSG00000016864	5.57E+00	2.56E-08	NA	GLT8D1	BIP	FUSION	TWASP000083	by_publication	Brain
ENSG00000137411	6.32E+00	2.56E-10	NA	VARS2	MDD	FUSION	TWASP000135	by_publication	Whole Blood
ENSG00000164292	NA	2.56E-10	NA	RHOBTB3	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000186350	-1.00E-02	2.56E-10	NA	RXRA	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000155926	-1.12E-02	2.56E-10	NA	SLA	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000145022	-3.72E+00	2.56E-11	NA	TCTA	MDD	Summary-PrediXcan(S-PrediXcan)	TWASP000156	by_publication	Whole Blood
ENSG00000122884	NA	2.56E-12	NA	P4HA1	SCZ	NA	TWASP000194	by_publication	Esophagus Muscularis
ENSG00000124575	NA	2.56E-13	NA	H1-3	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000188338	NA	2.56E-17	NA	SLC38A3	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Skin Sun Exposed
ENSG00000143774	3.41E-02	2.56E-39	NA	GUK1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000198169	-4.21E+00	2.57E-05	NA	ZNF251	ADHD	FUSION	TWASP000001	by_publication	Brain Hypothalamus
ENSG00000121653	4.21E+00	2.57E-05	NA	MAPK8IP1	AD	FUSION	TWASP000173	by_publication	Skin Not Sun Exposed
ENSG00000171490	5.60E-03	2.57E-05	NA	RSL1D1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000138696	-4.70E+00	2.57E-06	NA	BMPR1B	BIP	FUSION	TWASP000004	by_publication	Brain
ENSG00000114200	4.70E+00	2.57E-06	NA	BCHE	MDD	FUSION	TWASP000158	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000261353	NA	2.57E-06	NA	CTA-14H9.5	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Spleen
ENSG00000140632	NA	2.57E-06	NA	GLYR1	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Whole Blood
ENSG00000197632	-5.70E-03	2.57E-06	NA	SERPINB2	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000228801	4.70E+00	2.57E-06	NA	RP11-110G21.1	SCZ	FUSION	TWASP000050	by_publication	Brain
ENSG00000198835	7.80E-03	2.57E-07	NA	GJC2	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000153814	-5.57E+00	2.57E-08	NA	JAZF1	BMI	PrediXcan	TWASP000056	by_publication	Artery Tibia
ENSG00000211584	1.75E-02	2.57E-11	NA	SLC48A1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000176349	NA	2.57E-12	NA	AC110781.3	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Pituitary
ENSG00000185909	3.64E+00	2.57E-13	NA	KLHDC8B	MDD	Summary-PrediXcan(S-PrediXcan)	TWASP000156	by_publication	Brain Spinal Cord
ENSG00000135046	-4.21E+00	2.58E-05	NA	ANXA1	ASD	FUSION	TWASP000042	by_publication	Blood
ENSG00000169490	-4.21E+00	2.58E-05	NA	TM2D2	ASD	FUSION	TWASP000042	by_publication	Brain
ENSG00000204335	NA	2.58E-05	NA	SP5	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Nerve Tibial
ENSG00000125386	NA	2.58E-05	NA	FAM193A	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000149091	NA	2.58E-05	NA	DGKZ	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000002822	4.70E+00	2.58E-06	NA	MAD1L1	MDD	FUSION	TWASP000158	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000198920	NA	2.58E-06	NA	KIAA0753	SCZ	NA	TWASP000194	by_publication	Brain Cerebellum
ENSG00000179750	NA	2.58E-06	NA	APOBEC3B	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000204576	NA	2.58E-06	NA	PRR3	SCZ	Summary-MultiXcan(S-MultiXcan)	TWASP000056	by_publication	Nerve Tibial
ENSG00000122490	NA	2.58E-06	NA	SLC66A2	SCZ	UTMOST	TWASP000100	by_publication	Cross-tissue
ENSG00000269940	NA	2.58E-07	NA	RP11-73M18.7	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Breast Mammary Tissue
ENSG00000163902	-5.60E-03	2.58E-08	NA	RPN1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000163879	5.57E+00	2.58E-08	NA	DNALI1	BMI	PrediXcan	TWASP000056	by_publication	Brain Frontal Cortex
ENSG00000240704	NA	2.59E-05	NA	KLF7P1	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Testis
ENSG00000053747	NA	2.59E-05	NA	LAMA3	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Adrenal Gland
ENSG00000256294	NA	2.59E-05	NA	ZNF225	AD	Variance-Component TWAS(VC-TWAS)	TWASP000167	by_publication	Brain
ENSG00000152208	NA	2.59E-06	NA	GRID2	BIP	NA	TWASP000194	by_publication	Brain Frontal Cortex
ENSG00000035499	NA	2.59E-06	NA	DEPDC1B	SCZ	NA	TWASP000194	by_publication	Brain Cerebellar Hemisphere
ENSG00000177225	NA	2.59E-06	NA	GATD1	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000073969	NA	2.59E-07	NA	NSF	BIP	NA	TWASP000194	by_publication	Brain Nucleus Accumbens
ENSG00000197530	NA	2.59E-07	NA	MIB2	SCZ	NA	TWASP000194	by_publication	Esophagus Mucosa
ENSG00000214193	NA	2.59E-07	NA	SH3D21	ADHD	NA	TWASP000194	by_publication	Esophagus Gastroesophageal
ENSG00000133055	-8.70E-03	2.59E-07	NA	MYBPH	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000124568	NA	2.59E-08	NA	SLC17A1	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Pituitary
ENSG00000128573	NA	2.59E-09	NA	FOXP2	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000196126	NA	2.59E-09	NA	HLA-DRB1	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Sigmoid Colon
ENSG00000118292	NA	2.50E-06	NA	C1orf54	BIP	NA	TWASP000194	by_publication	Esophagus Gastroesophageal
ENSG00000187778	NA	2.60E-05	NA	MCRS1	ADHD	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Heart Left Ventricle
ENSG00000164129	4.21E+00	2.60E-05	NA	NPY5R	ADHD	FUSION	TWASP000083	by_publication	Brain
ENSG00000176728	6.20E-03	2.60E-05	NA	TTTY14	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000137331	NA	2.60E-06	NA	IER3	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000179292	NA	2.60E-06	NA	TMEM151A	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Pituitary
ENSG00000207233	NA	2.60E-06	NA	SNORA37	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000174437	NA	2.60E-06	NA	ATP2A2	BMI	Summary-MultiXcan(S-MultiXcan) or UTMOST	TWASP000165	by_publication	Cross-tissue
ENSG00000007312	NA	2.60E-06	NA	CD79B	BMI	UTMOST	TWASP000100	by_publication	Cross-tissue
ENSG00000036257	NA	2.60E-07	NA	CUL3	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Brain Hippocampus
ENSG00000198398	8.00E-03	2.60E-07	NA	TMEM207	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000258480	NA	2.60E-08	NA	RP11-662J14.2	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000108932	-7.70E-03	2.60E-08	NA	SLC16A6	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000084070	-1.29E-02	2.60E-11	NA	SMAP2	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000260260	NA	2.61E-05	NA	SNHG19	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Skin Not Sun Exposed
ENSG00000165752	NA	2.61E-05	NA	STK32C	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Spinal Cord Cervical
ENSG00000276043	-5.50E-03	2.61E-05	NA	UHRF1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000214725	4.21E+00	2.61E-05	NA	CDIPTOSP	SCZ	FUSION	TWASP000022	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000065911	6.40E-03	2.61E-05	NA	MTHFD2	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000259683	-4.70E+00	2.61E-06	NA	RP11-182J1.14	BIP	FUSION	TWASP000083	by_publication	Brain
ENSG00000115947	NA	2.61E-06	NA	ORC4	SCZ	NA	TWASP000194	by_publication	Small Intestine
ENSG00000142252	NA	2.61E-06	NA	GEMIN7	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000258913	NA	2.61E-06	NA	LINC02691	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000173327	-8.30E-03	2.61E-07	NA	MAP3K11	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000143337	-6.80E-03	2.61E-08	NA	TOR1AIP1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000100266	-8.20E-03	2.61E-08	NA	PACSIN2	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000163319	1.35E-02	2.61E-08	NA	MRPS18C	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000162623	NA	2.61E-09	NA	TYW3	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000183508	6.10E-02	2.61E-45	NA	TENT5C	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000135312	NA	2.62E-05	NA	HTR1B	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Esophagus Muscularis
ENSG00000151332	-5.80E-03	2.62E-05	NA	MBIP	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000058091	-6.80E-03	2.62E-05	NA	CDK14	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000037749	NA	2.62E-06	NA	MFAP3	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000167916	NA	2.62E-06	NA	KRT24	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000225726	NA	2.62E-06	NA	AC007000.10	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Brain Cerebellum
ENSG00000216588	NA	2.62E-06	NA	IGSF23	AD	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Small Intestine-Terminal Ileum
ENSG00000075292	-5.15E+00	2.62E-07	NA	ZNF638	MDD	FUSION	TWASP000158	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000222714	NA	2.62E-07	NA	RN7SKP38	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000196954	-7.00E-03	2.62E-07	NA	CASP4	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000223787	NA	2.62E-08	NA	RP4-593M8.1	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000146904	NA	2.62E-09	NA	EPHA1	ADHD	NA	TWASP000194	by_publication	Lymphocyte Cell
ENSG00000163519	1.18E-02	2.62E-09	NA	TRAT1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000048828	-4.29E+00	2.62E-10	NA	FAM120A	MDD	Summary-PrediXcan(S-PrediXcan)	TWASP000156	by_publication	Brain Nucleus Accumbens
ENSG00000254153	NA	2.62E-13	NA	CTA-398F10.2	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Vagina
ENSG00000134330	1.15E-02	2.62E-14	NA	IAH1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000124701	8.46E+00	2.62E-17	NA	APOBEC2	BMI	PrediXcan	TWASP000056	by_publication	Cells Transformed Fibroblast
ENSG00000167992	3.94E-02	2.62E-22	NA	VWCE	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000072310	-5.10E-03	2.63E-06	NA	SREBF1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000143590	NA	2.63E-07	NA	EFNA3	SCZ	UTMOST	TWASP000100	by_publication	Cross-tissue
ENSG00000100592	NA	2.63E-08	NA	DAAM1	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000167770	NA	2.63E-09	NA	OTUB1	MDD	NA	TWASP000194	by_publication	Colon Transverse
ENSG00000204574	-5.95E+00	2.63E-09	NA	ABCF1	SCZ	Summary-PrediXcan(S-PrediXcan)	TWASP000054	by_publication	Whole Blood
ENSG00000240634	NA	2.63E-11	NA	RP11-1348G14.1	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Lung
ENSG00000118690	7.00E+00	2.63E-12	NA	ARMC2	BMI	PrediXcan	TWASP000056	by_publication	Vagina
ENSG00000017483	1.59E-02	2.63E-14	NA	SLC38A5	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000124610	-8.98E+00	2.63E-19	NA	H1-1	SCZ	FUSION	TWASP000004	by_publication	Brain
ENSG00000108557	NA	2.63E-31	NA	RAI1	SCZ	Overall	TWASP000190	by_publication	Cross-tissue
ENSG00000119682	NA	2.64E-05	NA	AREL1	AD	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Skin Sun Exposed
ENSG00000162598	NA	2.64E-06	NA	C1orf87	BIP	NA	TWASP000194	by_publication	Brain Cortex
ENSG00000215068	NA	2.64E-06	NA	AC025171.1	ADHD	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Pancreas
ENSG00000115541	NA	2.64E-06	NA	HSPE1	SCZ	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
