symbol	dx
MPDU1	NDD
MPDZ	MDD
MPDZ	AUD
MPHOSPH10	MDD
MPHOSPH6	BMI
MPHOSPH6	SCZ
MPHOSPH9	ADHD
MPHOSPH9	SCZ
MPHOSPH9	BMI
MPHOSPH9	TS
MPI	BMI
MPI	MDD
MPI	NDD
MPIG6B	SCZ
MPIG6B	BMI
MPL	BMI
MPL	ADHD
MPL	SCZ
MPLKIP	NDD
MPND	BMI
MPO	TS
MPO	MDD
MPO	AD
MPP1	BMI
MPP6	MDD
MPP6	SCZ
MPPE1	BMI
MPPED2	SCZ
MPPED2	MDD
MPRIPP1	MDD
MPV17L2	BMI
MPZL1	BMI
MPZL1	SCZ
MPZL3	BMI
MR1	MDD
MRAP2	BMI
MRAS	BMI
MRAS	NDD
MRC1	BMI
MRC2	MDD
MRE11	NDD
MRE11A	BMI
MRFAP1L1	BMI
MRGPRD	BMI
MRGPRF-AS1	BMI
MRGPRG	Panic
MRI1	BMI
MRM1	BMI
MRM1	TS
MRM2	SCZ
MRM2	BMI
MRM2	MDD
MROH1	ADHD
MROH2A	AD
MROH3P	SCZ
MROH8	BMI
MRPL10	BMI
MRPL10	MDD
MRPL11	BMI
MRPL14	BMI
MRPL15	AD
MRPL17	BMI
MRPL18	BMI
MRPL2	BMI
MRPL2	SCZ
MRPL21	ADHD
MRPL21	BMI
MRPL22	BMI
MRPL28	BMI
MRPL3	BMI
MRPL30	BMI
MRPL30	MDD
MRPL33	BMI
MRPL33	SCZ
MRPL33	MDD
MRPL34	ADHD
MRPL34	BMI
MRPL34	MDD
MRPL35	BMI
MRPL35	MDD
MRPL36	BMI
MRPL37	BIP
MRPL39	BMI
MRPL39	OCD
MRPL43	BMI
MRPL43	BIP
MRPL44	SCZ
MRPL45	ADHD
MRPL45P2	BMI
MRPL45P2	MDD
MRPL49	BMI
MRPL49	MDD
MRPL50	BMI
MRPL51	AD
MRPL53	BMI
MRPL55	BMI
MRPL9	BMI
MRPS11P1	ASD
MRPS15	BMI
MRPS16	BMI
MRPS16	MDD
MRPS16	ADHD
MRPS16P1	MDD
MRPS18A	BMI
MRPS18AP1	MDD
MRPS18B	BMI
MRPS18BP1	MDD
MRPS18C	BMI
MRPS2	NDD
MRPS21	BMI
MRPS21	AD
MRPS21	SCZ
MRPS21	BIP
MRPS22	NDD
MRPS27	BMI
MRPS30	ADHD
MRPS30	SCZ
MRPS31P4	MDD
MRPS33	BIP
MRPS33	BMI
MRPS33	MDD
MRPS34	NDD
MRPS5	BMI
MRPS6P2	BMI
MRPS9	BMI
MRRF	BMI
MRRF	AUD
MRTFA	BMI
MRTFA	SCZ
MRTFB	ASD
MS	MDD
MS4A1	AD
MS4A14	BMI
MS4A14	AD
MS4A2	BMI
MS4A2	AD
MS4A3	AD
MS4A4A	AD
MS4A4E	AD
MS4A6A	AD
MS4A6E	AD
MS4A7	BMI
MS4A7	SCZ
MS4A7	MDD
MS4A7	BIP
MS4A7	ADHD
MS4A7	AD
MSANTD1	BMI
MSANTD1	MDD
MSANTD2	SCZ
MSANTD2	ASD
MSANTD4	OCD
MSH2	BMI
MSH3	BMI
MSH3	BIP
MSH5	BMI
MSH5	SCZ
MSH5	MDD
MSH5	BIP
MSH5	AD
MSH5-SAPCD1	BIP
MSH6	MDD
MSI1	MDD
MSI2	BMI
MSI2	SCZ
MSL2	ADHD
MSL2	SCZ
MSL2	BMI
MSL2	OCD
MSL3	BMI
MSL3	ASD
MSL3	NDD
MSL3P1	AD
MSN	BMI
MSNP1AS	ASD
MSR1	ADHD
MSR1	ASD
MSRA	ADHD
MSRA	ASD
MSRA	BMI
MSRA	SCZ
MSRA	BIP
MSRB1	BMI
MSRB1	SCZ
MSRB2	ADHD
MSRB3	MDD
MSS51	SCZ
MSS51	MDD
MSS51	ADHD
MSS51	BIP
MST1	BMI
MST1	SCZ
MST1	ADHD
MST1	OUD
MST1	MDD
MST1	Anorexia
MST1L	BMI
MST1P2	SCZ
MST1P2	BMI
MST1R	BMI
MST1R	ADHD
MST1R	OUD
MST1R	MDD
MST1R	PTSD
MST1R	Anorexia
MST4	BMI
MSTO2P	BMI
MT-TP	NDD
MT1G	OCD
MT1L	BMI
MTA1	BMI
MTA2	MDD
MTA3	BMI
MTA3	MDD
MTAPP1	BMI
MTCH1	BMI
MTCH2	BMI
MTCH2	AD
MTCH2	MDD
MTCO3P1	AD
MTCO3P40	SCZ
MTDH	BMI
MTERF	BMI
MTERF	MDD
MTERF1	MDD
MTF1	MDD
MTF1	ASD
MTF1	NDD
MTF2	BMI
MTFMT	BMI
MTFP1	BMI
MTFR1	BMI
MTFR1	MDD
MTHFD1	MDD
MTHFD1	SCZ
MTHFD1L	BMI
MTHFD2	BMI
MTHFR	ASD
MTHFR	NDD
MTHFR	AUD
MTHFR	AD
MTHFR	SCZ
MTHFS	BMI
MTHFSD	ADHD
MTHFSD	BMI
MTHFSD	AD
MTIF3	BMI
MTMR11	BMI
MTMR11	BIP
MTMR11	SCZ
MTMR12	BMI
MTMR14	BMI
MTMR2	OUD
MTMR2	MDD
MTMR3	AD
MTMR3	BMI
MTMR4	AD
MTMR6	BMI
MTMR9	BMI
MTMR9	ASD
MTND2P29	MDD
MTND3P5	BMI
MTND5P15	SCZ
MTNR1A	ASD
MTNR1A	SCZ
MTNR1B	ASD
MTOR	BMI
MTOR	ASD
MTOR	NDD
MTOR	MDD
MTOR	SCZ
MTR	NDD
MTR	MDD
MTR	SCZ
MTRF1L	BMI
MTRF1L	BIP
MTRF1LP1	MDD
MTRFR	SCZ
MTRFR	BMI
MTRFR	BIP
MTRFR	NDD
MTRNR2L1	BMI
MTRNR2L4	BMI
MTRR	MDD
MTRR	NDD
MTSS1	BMI
MTSS2	AD
MTSS2	BMI
MTSS2	ASD
MTTP	BMI
MTX2	BMI
MUC1	BMI
MUC1	SCZ
MUC12	ASD
MUC12	AD
MUC20	MDD
MUC21	SCZ
MUC21	BMI
MUC4	ASD
MUC6	BMI
MUCL3	SCZ
MUDENG	BMI
MUS81	BIP
MUS81	BMI
MUS81	MDD
MUSTN1	BMI
MUSTN1	SCZ
MUSTN1	BIP
MUSTN1	MDD
MUSTN1	OCD
MUTYH	BMI
MUTYH	ASD
MVB12A	MDD
MVB12B	MDD
MVK	MDD
MVP	BMI
MVP	SCZ
MVP	ADHD
MVP	MDD
MXD1	BMI
MXD3	BMI
MXD4	BMI
MXI1	BMI
MXRA8	ADHD
MYADM	BMI
MYADM	AD
MYBBP1A	BMI
MYBL1	BMI
MYBPC3	BMI
MYBPC3	AD
MYBPC3	MDD
MYBPH	BMI
MYBPHL	BMI
MYC	MDD
MYCBP	BMI
MYCBP2	ASD
MYCL	AD
MYCN	NDD
MYCT1	BMI
MYD88	MDD
MYG1	BMI
MYH10	BMI
MYH10	ASD
MYH15	BMI
MYH15	MDD
MYH3	BMI
MYH4	ASD
MYH7B	BMI
MYH9	BMI
MYH9	ASD
MYL12A	BMI
MYL4	BMI
MYL6	BMI
MYL6B	BMI
MYLIP	BMI
MYLK	BMI
MYLK2	BMI
MYLPF	BMI
MYLPF	AD
MYNN	BMI
MYO15A	SCZ
MYO15A	MDD
MYO15A	AD
MYO16	BMI
MYO16	ASD
MYO16	SCZ
MYO18A	ADHD
MYO18A	MDD
MYO18A	OCD
MYO18B	NDD
MYO19	BMI
MYO19	ADHD
MYO19	SCZ
MYO1B	BMI
MYO1C	SCZ
MYO1D	BMI
MYO1E	BMI
MYO1E	ASD
MYO1F	BMI
MYO3B	BMI
MYO5A	ASD
MYO5A	NDD
MYO5B	SCZ
MYO5C	BMI
MYO5C	ASD
MYO6	BMI
MYO6	MDD
MYO7B	AD
MYO9A	BMI
MYO9B	BMI
MYO9B	ASD
MYO9B	SCZ
MYOF	BMI
MYPOP	BMI
MYPOP	AD
MYRF	MDD
MYRF	BIP
MYSM1	BMI
MYT1	OCD
MYT1L	ASD
MYT1L	SCZ
MYT1L	TS
MYT1L	MDD
MYT1L	BMI
MYT1L	NDD
MZB1	SCZ
MZF1	ADHD
MZF1	BMI
MZF1	MDD
N4BP2	AD
N4BP2L1	BMI
N4BP2L2	BMI
N4BP2L2	AD
N4BP2L2-IT2	BMI
NA	BMI
NA	Panic
NAA10	BMI
NAA10	NDD
NAA11	MDD
NAA15	MDD
NAA15	ASD
NAA15	NDD
NAA16	BMI
NAA35	BMI
NAA38	BMI
NAA38	MDD
NAA40	ADHD
NAA40	SCZ
NAA40	MDD
NAA40	BIP
NAALAD2	MDD
NAALADL1	BMI
NAALADL2	MDD
NAALADL2	ASD
NAB2	SCZ
NAB2	MDD
NABP2	ADHD
NABP2	BMI
NACA	MDD
NACC1	BMI
NACC1	ASD
NACC1	NDD
NACC2	BMI
NADK	BMI
NADK	SCZ
NADK	MDD
NADK2	OCD
NADSYN1	BMI
NAE1	Lefthanded
NAE1	SCZ
NAE1	OCD
NAGA	BMI
NAGA	SCZ
NAGA	MDD
NAGA	NDD
NAGK	BMI
NAGK	MDD
NAGLU	BMI
NAGLU	NDD
NAIF1	BMI
NALCN	SCZ
NALCN	NDD
NALCN-AS1	MDD
NAMPT	BMI
NANOS1	BMI
NANP	BMI
NANS	BMI
NANS	NDD
NAP1L1	MDD
NAP1L4	BMI
NAP1L4	MDD
NAP1L4	AUD
NAP1L5	Lefthanded
NAPA	BMI
NAPB	BMI
NAPB	NDD
NAPEPLD	BMI
NAPRT	ADHD
NAPSA	AD
NAPSB	BMI
NARF	BMI
NARF	MDD
NARF-IT1	BMI
NARFL	OCD
NARG2	BMI
NARS1	NDD
NASP	BMI
NASP	OUD
NAT1	SCZ
NAT1	AUD
NAT16	BMI
NAT6	ADHD
NAT6	OUD
NAT6	CannabisUseDisorder
NAT6	MDD
NAT8	SCZ
NAT9	BMI
NATD1	BMI
NAV1	BMI
NAV1	MDD
NAV1	SCZ
NAV2	ASD
NAV3	ASD
NAV3	OUD
NAXD	NDD
NAXE	NDD
NBAS	ADHD
NBAS	BMI
NBAS	NDD
NBEA	ASD
NBEA	NDD
NBEAL1	ADHD
NBEAL1	BMI
NBEAL1	AD
NBEAL2	BMI
NBL1	BMI
NBN	MDD
NBPF1	BMI
NBPF12	SCZ
NBR1	ADHD
NBR2	ADHD
NCALD	MDD
NCAM1	BMI
NCAM1	SCZ
NCAM1	OUD
NCAM1	MDD
NCAM1	Anorexia
NCAM1	BIP
NCAM1	AUD
NCAM1	Cannabis
NCAM1-AS1	MDD
NCAN	BMI
NCAN	SCZ
NCAPD2	OCD
NCAPD3	BMI
NCAPD3	SCZ
NCAPG2	ADHD
NCAPG2	NDD
NCDN	BMI
NCDN	NDD
NCEH1	BMI
NCF1	BMI
NCF1B	BMI
NCF1C	BMI
NCF4	BMI
NCK1	SCZ
NCK1	BMI
NCK2	AD
NCKAP1	BMI
NCKAP1	ASD
NCKAP5	ASD
NCKAP5L	BMI
NCKIPSD	ADHD
NCKIPSD	MDD
NCKIPSD	OUD
NCKIPSD	Anorexia
NCKIPSD	OCD
NCKIPSD	TS
NCLN	BMI
NCOA1	BMI
NCOA1	ASD
NCOA3	MDD
NCOA4	BMI
NCOA5	MDD
NCOA6	BMI
NCOA6	MDD
NCOA7	BMI
NCOR1	ADHD
NCOR1	BMI
NCOR1	ASD
NCOR2	BMI
NCR3LG1	BMI
NCRNA00173	BMI
NCS1	BMI
NCS1	MDD
NCS1	SCZ
NCSTN	BMI
NCSTN	AD
ND4	SCZ
ND5	BMI
ND6	BMI
NDC1	BMI
NDE1	NDD
NDE1	SCZ
NDEL1	BMI
NDEL1	SCZ
NDFIP1	BMI
NDFIP2	SCZ
NDFIP2	MDD
NDFIP2	BIP
NDFIP2-AS1	SCZ
NDN	ADHD
NDN	BMI
NDP	NDD
NDP	SCZ
NDRG1	BMI
NDRG3	AD
NDRG3	BMI
NDRG4	SCZ
NDRG4	BMI
NDST1	BMI
NDST1	NDD
NDST2	MDD
NDST2	BIP
NDST2	SCZ
NDST2	ADHD
NDST2	BMI
NDST3	SCZ
NDST3	BIP
NDUFA1	NDD
NDUFA12	ADHD
NDUFA13	BMI
NDUFA13	SCZ
NDUFA13	MDD
NDUFA2	BMI
NDUFA2	SCZ
NDUFA2	MDD
NDUFA2	BIP
NDUFA2	AD
NDUFA3	BMI
NDUFA3P1	AD
NDUFA3P2	BMI
NDUFA4	BMI
NDUFA4L2	MDD
NDUFA5	ASD
NDUFA6	BMI
NDUFA6	MDD
NDUFA6	NDD
NDUFA6-DT	SCZ
NDUFA8	NDD
NDUFAF1	BMI
NDUFAF1	MDD
NDUFAF2	SCZ
NDUFAF2	NDD
NDUFAF3	BMI
NDUFAF3	BIP
NDUFAF3	OUD
NDUFAF3	MDD
NDUFAF3	Anorexia
NDUFAF6	AD
NDUFAF7	AD
NDUFAF7	SCZ
NDUFAF8	BMI
NDUFAF8	NDD
NDUFB10	BMI
NDUFB2	BMI
NDUFB3	BMI
NDUFB4P2	BMI
NDUFB6	MDD
NDUFB8	NDD
NDUFC1	MDD
NDUFS1	MDD
NDUFS1	NDD
NDUFS1	SCZ
NDUFS2	AD
NDUFS3	BMI
NDUFS3	MDD
NDUFS3	AD
NDUFS4	BMI
NDUFS4	NDD
NDUFS5	MDD
NDUFS6	BMI
NDUFS7	OCD
NDUFS7	NDD
NDUFS8	NDD
NDUFV1	NDD
NDUFV1	MDD
NDUFV1	SCZ
NDUFV2	MDD
NDUFV2	SCZ
NDUFV3	BMI
NEAT1	BMI
NEAT1	MDD
NEB	BMI
NEBL	MDD
NEBL	SCZ
NECAB1	MDD
NECAB2	BMI
NECAB3	BMI
NECAP1	BMI
NECAP2	BMI
NECTIN2	AD
NECTIN2	BMI
NEDD4L	BMI
NEDD4L	ASD
NEDD4L	NDD
NEDD9	BMI
NEFH	Anorexia
NEFH	OCD
NEFL	BMI
NEFL	MDD
NEFL	SCZ
NEFM	BMI
NEFM	MDD
NEGR1	BMI
NEGR1	MDD
NEGR1	SCZ
NEGR1	OUD
NEGR1	ASD
NEIL1	MDD
NEIL1	BMI
NEIL2	BMI
NEK1	SCZ
NEK10	BMI
NEK10	MDD
NEK11	BMI
NEK11	MDD
NEK4	BMI
NEK4	SCZ
NEK4	MDD
NEK4	BIP
NEK4	OCD
NEK4P3	MDD
NEK6	BMI
NEK6	ADHD
NEK6	MDD
NEK7	BMI
NEK7	MDD
NEK8	MDD
NEK9	MDD
NELFA	BMI
NELFE	BMI
NELFE	AD
NELL1	MDD
NELL2	BMI
NEMF	ASD
NEMP1	ADHD
NEMP1	SCZ
NEMP2	ADHD
NENF	BMI
NEO1	ADHD
NEO1	BMI
NEO1	ASD
NES	SCZ
NET1	BMI
NET1	MDD
NETO2	BMI
NEU1	SCZ
NEU1	BMI
NEU1	NDD
NEU1	AD
NEU2	MDD
NEURL1	SCZ
NEURL2	MDD
NEURL4	BMI
NEURL4	MDD
NEUROG1	SCZ
NEXMIF	ASD
NEXMIF	NDD
NEXN	BMI
NEXN-AS1	BMI
NF1	ASD
NF1	NDD
NFAM1	BMI
NFAM1	SCZ
NFASC	BMI
NFASC	SCZ
NFAT5	BMI
NFATC2	BMI
NFATC2IP	BMI
NFATC3	BMI
NFE2	BMI
NFE2L1	ADHD
NFE2L1	BMI
NFE2L2	BMI
NFE2L2	MDD
NFE2L2	NDD
NFE2L3	ASD
NFIA	BMI
NFIA	ASD
NFIA	NDD
NFIB	BMI
NFIB	ASD
NFIB	NDD
NFIL3	BMI
NFIX	BMI
NFIX	ASD
NFIX	NDD
NFKB1	BMI
NFKB1	MDD
NFKB1	AUD
NFKB2	SCZ
NFKB2	BIP
NFKBIA	BMI
NFKBID	BMI
NFKBIL1	SCZ
NFKBIL1	BMI
NFKBIZ	BMI
NFRKB	SCZ
NFU1	BMI
NFU1	NDD
NFU1P2	SCZ
NFX1	BMI
NFXL1	MDD
NFYA	BMI
NFYA	AD
NFYB	BMI
NGEF	SCZ
NGEF	MDD
NGEF	AD
NGF	SCZ
NGF	MDD
NGFR	MDD
NGFR	SCZ
NGLY1	BMI
NGLY1	NDD
NHEJ1	BMI
NHLH2	BMI
NHLRC3	MDD
NHP2L1	MDD
NHS	BMI
NIBAN2	BMI
NICN1	AD
NICN1	BMI
NICN1	MDD
NICN1	SCZ
NICN1	OUD
NICN1	Anorexia
NICN1-AS1	MDD
NID1	BMI
NIM1K	BMI
NIN	BMI
NINJ1	BMI
NINJ1	MDD
NINJ2	BMI
NINL	BMI
NINL	ASD
NIP7	BIP
NIP7	SCZ
NIP7	BMI
NIPA1	ADHD
NIPA1	OCD
NIPA1	ASD
NIPA2	BMI
NIPA2	OCD
NIPA2	ASD
NIPAL3	BMI
NIPBL	ASD
NIPBL	NDD
NIPSNAP3A	BMI
NIPSNAP3B	BMI
NISCH	SCZ
NISCH	BMI
NISCH	MDD
NIT1	AD
NKAIN1	AUD
NKAIN2	BMI
NKAIN2	AUD
NKAIN4	BMI
NKAIN4	MDD
NKAP	NDD
NKAPL	SCZ
NKAPL	MDD
NKAPL	BMI
NKD2	ADHD
NKIRAS1	BMI
NKIRAS1	MDD
NKPD1	AD
NKTR	BMI
NKX1-2	BMI
NKX2-1	NDD
NKX2-2	SCZ
NKX2-2	ASD
NKX2-4	ADHD
NKX6-2	NDD
NLE1	MDD
NLGN1	MDD
NLGN1	BMI
NLGN1	ASD
NLGN1	SCZ
NLGN2	ASD
NLGN2	SCZ
NLGN3	ASD
NLGN3	NDD
NLGN4X	SCZ
NLGN4X	ASD
NLGN4X	AUD
NLGN4Y	ASD
NLN	BMI
NLRC3	BMI
NLRC4	BMI
NLRP1	BMI
NLRP1	AD
NLRP12	BMI
NLRP14	OCD
NLRP2	AD
NLRP6	BMI
NLRP8	BMI
NLRX1	BMI
NMB	SCZ
NMB	BIP
NMB	MDD
NMD3	BMI
NMD3	SCZ
NME4	BMI
NME4	ADHD
NME5	ADHD
NME5	BMI
NME5	SCZ
NME6	ASD
NME6	BMI
NME6	OUD
NME6	MDD
NME7	BMI
NME7	MDD
NME8	AD
NMNAT1	BMI
NMNAT3	BMI
NMRAL1	SCZ
NMT1	BMI
NMT1	ASD
NMT1	Lefthanded
NMU	MDD
NMUR1	BMI
NMUR2	SCZ
NMUR2	AUD
NNMT	SCZ
NNT-AS1	BMI
NNT-AS1	SCZ
NOB1	BMI
NOC4L	BMI
NOD1	BMI
NOD2	BMI
NOL10	BMI
NOL12	BMI
NOL4	MDD
NOL5BP	MDD
NOL6	BMI
NOL7	BMI
NOLC1	SCZ
NONO	NDD
NOP14	BMI
NOP14	MDD
NOP14-AS1	BMI
NOP14-AS1	MDD
NOP16	BMI
NOP56P1	BMI
NOP58	MDD
NOS1	OCD
NOS1	MDD
NOS1	SCZ
NOS1AP	SCZ
NOS2	MDD
NOS3	BMI
NOS3	MDD
NOS3	AD
NOSIP	SCZ
NOTCH1	BMI
NOTCH4	SCZ
NOTCH4	BMI
NOTCH4	MDD
NOTCH4	AD
NOV	BMI
NOVA2	ASD
NOVA2	NDD
NOX4	MDD
NOXA1	MDD
NPAS1	BMI
NPAS1	SCZ
NPAS2	ASD
NPAS2	MDD
NPAS2	SCZ
NPAS3	MDD
NPAS3	SCZ
NPAS4	SCZ
NPC1	BMI
NPC1	MDD
NPC1	NDD
NPC2	BMI
NPC2	MDD
NPC2	NDD
NPDC1	MDD
NPEPL1	OCD
NPEPPS	MDD
NPEPPS	BMI
NPEPPS	AD
NPHP3	MDD
NPHP3-AS1	MDD
NPIPA2	SCZ
NPIPA3	SCZ
NPIPB11	BMI
NPIPB11	SCZ
NPIPB11	AD
NPIPB12	BMI
NPIPB12	AD
NPIPB13	BMI
NPIPB13	AD
NPIPB14P	BMI
NPIPB15	BMI
NPIPB4	SCZ
NPIPB4	MDD
NPIPB6	BMI
NPIPB7	BMI
NPIPB7	Lefthanded
NPIPB8	BMI
NPIPB9	BMI
NPIPB9	Lefthanded
NPIPL3	BMI
NPL	BMI
NPLOC4	BMI
NPLOC4	BIP
NPM1	BMI
NPM1	MDD
NPM1	NDD
NPM1P19	SCZ
NPM1P31	BMI
NPM1P46	SCZ
NPM1P46	MDD
NPM3	BMI
NPPB	BMI
NPRL2	BMI
NPRL2	MDD
NPRL2	SCZ
NPRL3	BMI
NPS	MDD
NPS	AUD
NPS	SCZ
NPS	GAD
NPSR1	MDD
NPSR1	AUD
NPSR1	SCZ
NPTN	BMI
NPTN	MDD
NPTN	SCZ
NPTX1	BMI
NPTX1	SCZ
NPW	BIP
NPY	BMI
NPY	MDD
NPY	AUD
NPY	AD
NPY	SCZ
NPY	GAD
NPY1R	ADHD
NPY1R	MDD
NPY1R	SCZ
NPY1R	BMI
NPY1R	GAD
NPY2R	AUD
NPY5R	ADHD
NPY5R	AUD
NPY5R	BMI
NPY6R	BMI
NQO1	BMI
NQO1	SCZ
NQO2	BMI
NQO2	AUD
NQO2	SCZ
NR0B2	BMI
NR1D1	BMI
NR1D1	ASD
NR1D1	MDD
NR1H2	BMI
NR1H3	BMI
NR1H3	AD
NR1H3	MDD
NR1H5P	SCZ
NR1I2	BMI
NR1I3	BMI
NR2C2	BMI
NR2C2AP	BMI
NR2E1	SCZ
NR2E1	BIP
NR2F1	BMI
NR2F1	MDD
NR2F1	ASD
NR2F1	NDD
NR2F1	TS
NR2F1-AS1	BMI
NR2F1-AS1	MDD
NR2F1-AS1	TS
NR2F2	Panic
NR3C1	BMI
NR3C1	MDD
NR3C1	SCZ
NR3C2	SCZ
NR3C2	ASD
NR3C2	MDD
NR4A1	MDD
NR4A2	BMI
NR4A2	MDD
NR4A2	ASD
NR4A2	AUD
NR4A2	SCZ
NR4A2	NDD
NR5A1	MDD
NR5A2	SCZ
NR6A1	MDD
NRAS	SCZ
NRAS	NDD
NRBF2	BMI
NRBP1	BMI
NRBP1	SCZ
NRBP2	BMI
NRBP2	SCZ
NRCAM	BMI
NRCAM	MDD
NRCAM	ASD
NRD1	BMI
NRD1	MDD
NRDC	MDD
NRDC	AUD
NRDE2	BMI
NRDE2	MDD
NRF1	AD
NRG1	BMI
NRG1	MDD
NRG1	Cannabis
NRG1	SCZ
NRG2	AD
NRG2	BMI
NRG3	SCZ
NRGN	SCZ
NRIP1	SCZ
NRIP2	SCZ
NRK	BMI
NRM	SCZ
NRN1	BMI
NRN1	SCZ
NRP1	BMI
NRP2	ASD
NRROS	NDD
NRXN1	MDD
NRXN1	OCD
NRXN1	ASD
NRXN1	NDD
NRXN1	SCZ
NRXN2	BMI
NRXN2	MDD
NRXN2	ASD
NRXN2	NDD
NRXN2	SCZ
NRXN3	BMI
NRXN3	OCD
NRXN3	ASD
NRXN3	AUD
NRXN3	SCZ
NRXN3	BIP
NSD1	ASD
NSD1	NDD
NSD2	BIP
NSD2	ASD
NSD2	NDD
NSD3	SCZ
NSDHL	NDD
NSF	SCZ
NSF	ADHD
NSF	MDD
NSF	BIP
NSF	BMI
NSF	Lefthanded
NSF	ASD
NSF	PTSD
NSF	GAD
NSF	NDD
NSFL1C	BMI
NSFP1	SCZ
NSFP1	ASD
NSFP1	Lefthanded
NSG1	BMI
NSG1	SCZ
NSL1	ADHD
NSMCE1	BMI
NSMCE3	ASD
NSMF	BMI
NSMF	MDD
NSRP1	BMI
NSUN2	NDD
NSUN2	ASD
NSUN3	BMI
NSUN4	BMI
NSUN5	BMI
NSUN5P1	BMI
NSUN5P1	MDD
NSUN6	SCZ
NSUN7	BMI
NT5C	BMI
NT5C	BIP
NT5C1A	BMI
NT5C1A	SCZ
NT5C2	BMI
NT5C2	SCZ
NT5C2	MDD
NT5C2	NDD
NT5C3	BMI
NT5C3A	BMI
NT5C3B	BIP
NT5CP2	SCZ
NT5DC2	BMI
NT5DC2	SCZ
NT5DC2	BIP
NT5DC2	MDD
NT5DC3	SCZ
NT5DC3	AD
NT5E	BMI
NT5M	BMI
NTAN1	BMI
NTAN1P2	BMI
NTF3	MDD
NTF3	SCZ
NTF4	BMI
NTF4	NDD
NTHL1	BMI
NTM	ASD
NTM	MDD
NTMT1	SCZ
NTN4	ADHD
NTN5	AD
NTNG1	BMI
NTNG1	MDD
NTNG1	ASD
NTNG1	SCZ
NTNG2	BMI
NTNG2	ASD
NTNG2	NDD
NTNG2	SCZ
NTRK1	ASD
NTRK1	NDD
NTRK1	SCZ
NTRK2	ASD
NTRK2	MDD
NTRK2	AUD
NTRK2	SCZ
NTRK2	BMI
NTRK3	MDD
NTRK3	ASD
NTRK3	SCZ
NTRK3-AS1	MDD
NTS	MDD
NTS	AUD
NTS	SCZ
NTSR1	ASD
NTSR1	AUD
NTSR1	SCZ
NUAK1	ASD
NUAK2	BMI
NUB1	BMI
NUB1	ADHD
NUBP2	BIP
NUBPL	BMI
NUBPL	NDD
NUCB2	BMI
NUCB2	MDD
NUCKS1	ADHD
NUCKS1	BMI
NUDC	BMI
NUDCD1	BMI
NUDCD2	MDD
NUDCD2	ASD
NUDCD3	MDD
NUDT1	BMI
NUDT1	MDD
NUDT12	BMI
NUDT16	BMI
NUDT18	ADHD
NUDT18	BMI
NUDT2	NDD
NUDT22	BMI
NUDT3	BMI
NUDT6	MDD
NUDT7	MDD
NUFIP2	MDD
NUFIP2	SCZ
NUMB	BMI
NUMBL	SCZ
NUP133	MDD
NUP133	ASD
NUP133	NDD
NUP153	BMI
NUP155	ASD
NUP160	BMI
NUP160	MDD
NUP160	AD
NUP210L	ADHD
NUP210L	SCZ
NUP210L	MDD
NUP214	NDD
NUP35	BMI
NUP42	ADHD
NUP42	SCZ
NUP43	ADHD
NUP43	MDD
NUP50	MDD
NUP50-AS1	MDD
NUP62	NDD
NUP62CL	BMI
NUP85	PTSD
NUP85	GAD
NUP88	BMI
NUP88	AD
NUPL1	BMI
NUPR1	BMI
NUPR1	Lefthanded
NUS1	NDD
NUS1P4	MDD
NUSAP1	BMI
NUTF2	SCZ
NUTM2F	BMI
NUTM2HP	BMI
NXF4	NDD
NXF5	NDD
NXPE1	BMI
NXPE2	BMI
NXPH1	ASD
NXPH1	SCZ
NXPH2	BMI
NXT2	BMI
NYAP1	AD
NYAP2	AUD
OAF	BMI
OARD1	AD
OAS1	BMI
OAS2	BMI
OAS2	MDD
OAS3	BMI
OASL	MDD
OASL	SCZ
OAZ1	BMI
OAZ1	SCZ
OAZ2	BMI
OBFC2A	BMI
OBFC2B	BMI
OBI1	BMI
OBI1-AS1	BMI
OBI1-AS1	ADHD
OBP2A	MDD
OBSL1	NDD
OCEL1	MDD
OCLN	NDD
OCR1	BMI
OCRL	BMI
OCRL	ASD
OCRL	NDD
ODAD4	BMI
ODC1	BMI
ODC1	NDD
ODF2	BMI
ODF3L2	ASD
OFCC1	SCZ
OFD1	ASD
OFD1	NDD
OGA	BMI
OGDH	SCZ
OGDH	AD
OGDH	BMI
OGFOD1	BMI
OGFOD2	SCZ
OGFOD2	BMI
OGFOD2	ADHD
OGFOD2	MDD
OGFR	BMI
OGFRL1	BMI
OGFRP1	SCZ
OGG1	BMI
OIP5	BMI
OIP5-AS1	BMI
OLA1	BMI
OLA1	SCZ
OLA1	MDD
OLA1P1	SCZ
OLFM3	SCZ
OLFM4	BMI
OLFM4	MDD
OLFML2A	OUD
OLFML2A	MDD
OLIG1	ADHD
OLIG2	ADHD
OLIG2	SCZ
OLR1	BMI
ONECUT1	BMI
OOSP2	AD
OPA1	MDD
OPA1	SCZ
OPA3	BMI
OPA3	AD
OPALIN	AD
OPCML	BMI
OPCML	MDD
OPCML	SCZ
OPHN1	ASD
OPHN1	NDD
OPLAH	BMI
OPLAH	AD
OPN5	BMI
OPRD1	SCZ
OPRD1	AUD
OPRK1	MDD
OPRK1	AUD
OPRL1	BMI
OPRL1	GAD
OPRL1	OCD
OPRL1	AUD
OPRM1	BMI
OPRM1	OUD
OPRM1	MDD
OPRM1	AUD
OPRM1	SCZ
