gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_B1	V12D07-075_D1	V12Y31-080_A1	meanrank	n_naSamps
ENSG00000138378	STAT4	NA	96	NA	106	NA	NA	NA	NA	101	6
ENSG00000138382	METTL5	NA	965	1610	NA	NA	NA	1796	NA	1457	5
ENSG00000138385	SSB	NA	NA	NA	NA	NA	NA	744	NA	744	7
ENSG00000138386	NAB1	NA	NA	616	NA	NA	NA	NA	NA	616	7
ENSG00000138398	PPIG	NA	2163	NA	1663	NA	NA	NA	NA	1913	6
ENSG00000138430	OLA1	NA	1232	NA	NA	NA	NA	NA	NA	1232	7
ENSG00000138439	FAM117B	NA	NA	1705	NA	NA	NA	NA	NA	1705	7
ENSG00000138443	ABI2	NA	925	NA	1629	NA	NA	NA	NA	1277	6
ENSG00000138448	ITGAV	1256	NA	667	NA	NA	NA	NA	NA	961.5	6
ENSG00000138459	SLC35A5	NA	NA	1875	NA	NA	NA	NA	NA	1875	7
ENSG00000138495	COX17	745	215	NA	528	NA	NA	169	83	348	3
ENSG00000138592	USP8	NA	2368	NA	NA	NA	NA	NA	NA	2368	7
ENSG00000138593	SECISBP2L	NA	NA	NA	1626	NA	NA	NA	NA	1626	7
ENSG00000138629	UBL7	NA	NA	1212	NA	NA	NA	NA	NA	1212	7
ENSG00000138640	FAM13A	NA	NA	NA	NA	NA	NA	909	NA	909	7
ENSG00000138642	HERC6	NA	NA	1890	NA	NA	NA	NA	NA	1890	7
ENSG00000138650	PCDH10	1057	163	771	85	NA	NA	NA	NA	519	4
ENSG00000138663	COPS4	594	741	NA	NA	NA	NA	959	NA	764.666666666667	5
ENSG00000138668	HNRNPD	NA	894	NA	702	NA	NA	1477	NA	1024.33333333333	5
ENSG00000138670	RASGEF1B	NA	NA	373	NA	NA	NA	NA	NA	373	7
ENSG00000138674	SEC31A	NA	NA	NA	NA	NA	NA	1419	NA	1419	7
ENSG00000138688	KIAA1109	NA	NA	NA	1117	NA	NA	NA	NA	1117	7
ENSG00000138735	PDE5A	NA	384	NA	450	NA	NA	NA	NA	417	6
ENSG00000138744	NAAA	NA	NA	NA	1548	NA	NA	NA	NA	1548	7
ENSG00000138757	G3BP2	NA	NA	NA	1720	NA	NA	1958	NA	1839	6
ENSG00000138777	PPA2	NA	2241	NA	NA	NA	NA	NA	NA	2241	7
ENSG00000138796	HADH	NA	2024	705	736	NA	NA	1291	NA	1189	4
ENSG00000138814	PPP3CA	NA	818	NA	NA	NA	NA	317	NA	567.5	6
ENSG00000138944	SHISAL1	NA	NA	1328	NA	NA	124	1036	675	790.75	4
ENSG00000139112	GABARAPL1	865	834	692	1294	NA	NA	248	673	767.666666666667	2
ENSG00000139116	KIF21A	1215	NA	NA	NA	NA	NA	NA	1283	1249	6
ENSG00000139154	AEBP2	NA	2135	NA	NA	NA	NA	NA	NA	2135	7
ENSG00000139163	ETNK1	NA	416	1008	1482	NA	NA	1348	1080	1066.8	3
ENSG00000139168	ZCRB1	630	1365	NA	751	NA	NA	NA	NA	915.333333333333	5
ENSG00000139182	CLSTN3	1441	972	906	1232	NA	NA	99	328	829.666666666667	2
ENSG00000139190	VAMP1	NA	NA	1322	NA	NA	NA	NA	NA	1322	7
ENSG00000139197	PEX5	NA	NA	NA	NA	NA	NA	1312	NA	1312	7
ENSG00000139200	PIANP	NA	1968	1477	580	NA	NA	711	828	1112.8	3
ENSG00000139211	AMIGO2	550	1489	704	425	NA	NA	370	90	604.666666666667	2
ENSG00000139218	SCAF11	NA	2013	NA	NA	NA	NA	NA	NA	2013	7
ENSG00000139220	PPFIA2	435	2151	NA	1170	NA	NA	1293	1051	1220	3
ENSG00000139289	PHLDA1	NA	1776	NA	1162	NA	NA	NA	NA	1469	6
ENSG00000139324	TMTC3	NA	NA	NA	NA	NA	NA	1666	NA	1666	7
ENSG00000139329	LUM	NA	NA	NA	NA	NA	NA	100	242	171	6
ENSG00000139343	SNRPF	1371	690	NA	683	NA	NA	NA	666	852.5	4
ENSG00000139364	TMEM132B	1416	NA	609	NA	NA	NA	NA	NA	1012.5	6
ENSG00000139496	NUP58	NA	NA	1274	NA	NA	NA	1461	NA	1367.5	6
ENSG00000139505	MTMR6	NA	NA	793	NA	NA	NA	1893	NA	1343	6
ENSG00000139579	NABP2	NA	NA	NA	NA	NA	NA	1782	NA	1782	7
ENSG00000139597	N4BP2L1	NA	NA	NA	650	NA	NA	1136	NA	893	6
ENSG00000139613	SMARCC2	NA	NA	NA	NA	NA	NA	1631	NA	1631	7
ENSG00000139624	CERS5	NA	1631	NA	1667	NA	NA	NA	NA	1649	6
ENSG00000139625	MAP3K12	NA	2669	NA	NA	NA	NA	NA	NA	2669	7
ENSG00000139644	TMBIM6	545	1714	1180	1753	NA	NA	NA	NA	1298	4
ENSG00000139684	ESD	NA	2372	NA	NA	NA	NA	NA	NA	2372	7
ENSG00000139719	VPS33A	NA	NA	NA	NA	NA	NA	1944	NA	1944	7
ENSG00000139726	DENR	NA	NA	NA	NA	NA	NA	1509	NA	1509	7
ENSG00000139737	SLAIN1	732	NA	1141	NA	NA	NA	NA	NA	936.5	6
ENSG00000139746	RBM26	NA	979	NA	1034	NA	NA	1828	NA	1280.33333333333	5
ENSG00000139793	MBNL2	NA	1460	NA	1579	NA	NA	NA	NA	1519.5	6
ENSG00000139874	SSTR1	1045	57	236	49	NA	NA	131	71	264.833333333333	2
ENSG00000139970	RTN1	201	153	263	97	137	NA	42	130	146.142857142857	1
ENSG00000140022	STON2	NA	NA	479	NA	NA	NA	NA	NA	479	7
ENSG00000140105	WARS	NA	NA	909	NA	NA	NA	NA	NA	909	7
ENSG00000140157	NIPA2	1346	NA	NA	NA	NA	NA	NA	NA	1346	7
ENSG00000140262	TCF12	NA	NA	1732	NA	NA	NA	NA	NA	1732	7
ENSG00000140264	SERF2	318	1756	1396	265	NA	NA	NA	737	894.4	3
ENSG00000140280	LYSMD2	1206	1687	1241	NA	NA	NA	874	NA	1252	4
ENSG00000140287	HDC	NA	NA	NA	124	NA	NA	NA	NA	124	7
ENSG00000140299	BNIP2	NA	2201	1189	NA	NA	NA	1564	NA	1651.33333333333	5
ENSG00000140307	GTF2A2	NA	NA	NA	NA	NA	NA	NA	571	571	7
ENSG00000140319	SRP14	335	NA	1488	NA	NA	NA	377	384	646	4
ENSG00000140350	ANP32A	NA	NA	1557	NA	NA	NA	NA	NA	1557	7
ENSG00000140365	COMMD4	NA	NA	NA	NA	NA	NA	1987	NA	1987	7
ENSG00000140382	HMG20A	NA	1635	1729	NA	NA	NA	NA	NA	1682	6
ENSG00000140386	SCAPER	NA	NA	NA	1785	NA	NA	1775	989	1516.33333333333	5
ENSG00000140391	TSPAN3	NA	NA	1432	1397	NA	NA	1158	799	1196.5	4
ENSG00000140395	WDR61	NA	NA	NA	1001	NA	NA	NA	NA	1001	7
ENSG00000140396	NCOA2	NA	1492	1638	836	NA	NA	NA	1082	1262	4
ENSG00000140400	MAN2C1	NA	1704	NA	977	NA	NA	NA	NA	1340.5	6
ENSG00000140403	DNAJA4	1063	NA	NA	NA	94	NA	381	865	600.75	4
ENSG00000140416	TPM1	NA	NA	NA	NA	NA	NA	648	NA	648	7
ENSG00000140474	ULK3	NA	2240	NA	1498	NA	NA	NA	NA	1869	6
ENSG00000140488	CELF6	1260	1633	NA	838	NA	NA	255	NA	996.5	4
ENSG00000140526	ABHD2	NA	NA	839	NA	NA	NA	NA	NA	839	7
ENSG00000140538	NTRK3	NA	2490	NA	1710	NA	NA	1083	NA	1761	5
ENSG00000140545	MFGE8	479	NA	403	NA	NA	NA	NA	NA	441	6
ENSG00000140575	IQGAP1	NA	NA	565	NA	NA	NA	NA	NA	565	7
ENSG00000140600	SH3GL3	NA	NA	NA	NA	NA	NA	NA	1218	1218	7
ENSG00000140612	SEC11A	NA	345	NA	1590	NA	NA	NA	NA	967.5	6
ENSG00000140688	C16orf58	NA	NA	NA	NA	NA	NA	1687	NA	1687	7
ENSG00000140694	PARN	NA	NA	NA	NA	NA	NA	NA	1021	1021	7
ENSG00000140718	FTO	1421	NA	NA	NA	NA	NA	1548	973	1314	5
ENSG00000140740	UQCRC2	NA	1421	NA	NA	NA	NA	NA	1137	1279	6
ENSG00000140836	ZFHX3	NA	1748	NA	NA	NA	NA	NA	NA	1748	7
ENSG00000140848	CPNE2	1299	1798	1055	NA	NA	NA	NA	NA	1384	5
ENSG00000140854	KATNB1	NA	2526	NA	NA	NA	NA	NA	NA	2526	7
ENSG00000140859	KIFC3	NA	NA	1815	NA	NA	NA	NA	NA	1815	7
ENSG00000140905	GCSH	NA	NA	1693	NA	NA	NA	NA	1160	1426.5	6
ENSG00000140941	MAP1LC3B	NA	NA	NA	1007	NA	NA	NA	602	804.5	6
ENSG00000140943	MBTPS1	NA	338	NA	410	NA	NA	975	665	597	4
ENSG00000140945	CDH13	368	2525	1459	771	NA	NA	1491	222	1139.33333333333	2
ENSG00000140948	ZCCHC14	NA	1099	NA	1310	NA	NA	NA	NA	1204.5	6
ENSG00000140983	RHOT2	NA	2187	NA	1386	NA	NA	NA	NA	1786.5	6
ENSG00000140988	RPS2	158	135	549	131	NA	NA	811	575	393.166666666667	2
ENSG00000141002	TCF25	NA	NA	NA	NA	NA	NA	1211	NA	1211	7
ENSG00000141012	GALNS	NA	1625	NA	1347	NA	NA	NA	NA	1486	6
ENSG00000141030	COPS3	NA	729	NA	NA	NA	NA	1492	587	936	5
ENSG00000141127	PRPSAP2	NA	NA	NA	974	NA	NA	1671	NA	1322.5	6
ENSG00000141232	TOB1	NA	NA	271	NA	NA	NA	NA	NA	271	7
ENSG00000141258	SGSM2	1035	NA	1719	1303	NA	NA	1651	NA	1427	4
ENSG00000141279	NPEPPS	NA	NA	1038	NA	NA	NA	NA	NA	1038	7
ENSG00000141349	G6PC3	NA	744	NA	NA	NA	NA	1422	581	915.666666666667	5
ENSG00000141367	CLTC	NA	1691	440	1215	NA	NA	496	541	876.6	3
ENSG00000141385	AFG3L2	NA	NA	NA	NA	NA	NA	NA	733	733	7
ENSG00000141404	GNAL	NA	2423	NA	NA	NA	NA	NA	NA	2423	7
ENSG00000141424	SLC39A6	NA	1556	1696	1329	NA	NA	1897	690	1433.6	3
ENSG00000141425	RPRD1A	NA	1516	NA	584	NA	NA	NA	NA	1050	6
ENSG00000141429	GALNT1	NA	1800	1288	NA	NA	NA	NA	NA	1544	6
ENSG00000141433	ADCYAP1	78	188	82	62	66	NA	NA	56	88.6666666666667	2
ENSG00000141441	GAREM1	NA	NA	1584	NA	NA	NA	NA	NA	1584	7
ENSG00000141480	ARRB2	NA	NA	NA	NA	NA	NA	1860	NA	1860	7
ENSG00000141522	ARHGDIA	1092	2482	NA	NA	NA	NA	1281	1206	1515.25	4
ENSG00000141542	RAB40B	NA	2345	NA	NA	NA	NA	NA	NA	2345	7
ENSG00000141543	EIF4A3	NA	650	NA	661	NA	NA	1956	NA	1089	5
ENSG00000141551	CSNK1D	NA	2316	NA	1480	NA	NA	NA	942	1579.33333333333	5
ENSG00000141552	ANAPC11	NA	2632	NA	NA	NA	NA	NA	NA	2632	7
ENSG00000141562	NARF	NA	2701	NA	NA	NA	NA	NA	NA	2701	7
ENSG00000141568	FOXK2	NA	2114	NA	NA	NA	NA	NA	NA	2114	7
ENSG00000141580	WDR45B	NA	2083	NA	NA	NA	NA	NA	NA	2083	7
ENSG00000141582	CBX4	NA	NA	NA	NA	NA	NA	1703	NA	1703	7
ENSG00000141639	MAPK4	NA	NA	630	NA	NA	NA	NA	NA	630	7
ENSG00000141644	MBD1	NA	1647	NA	NA	NA	NA	NA	NA	1647	7
ENSG00000141646	SMAD4	786	1914	NA	NA	NA	NA	NA	NA	1350	6
ENSG00000141699	RETREG3	NA	2536	NA	NA	NA	NA	NA	NA	2536	7
ENSG00000141741	MIEN1	NA	2453	NA	NA	NA	NA	NA	NA	2453	7
ENSG00000141744	PNMT	NA	239	NA	NA	NA	NA	NA	NA	239	7
ENSG00000141759	TXNL4A	NA	2292	NA	1508	NA	NA	940	NA	1580	5
ENSG00000141837	CACNA1A	NA	NA	603	1754	NA	NA	1851	NA	1402.66666666667	5
ENSG00000141905	NFIC	NA	NA	1464	NA	NA	NA	NA	NA	1464	7
ENSG00000142046	TMEM91	NA	NA	NA	NA	NA	NA	1943	NA	1943	7
ENSG00000142089	IFITM3	596	2528	777	1214	NA	NA	NA	524	1127.8	3
ENSG00000142156	COL6A1	NA	NA	1596	436	NA	NA	1336	661	1007.25	4
ENSG00000142168	SOD1	1219	2666	NA	NA	NA	NA	980	501	1341.5	4
ENSG00000142192	APP	1146	436	1284	732	NA	NA	447	669	785.666666666667	2
ENSG00000142227	EMP3	800	NA	1343	NA	NA	NA	NA	NA	1071.5	6
ENSG00000142235	LMTK3	1118	NA	NA	NA	NA	NA	853	NA	985.5	6
ENSG00000142396	ERVK3-1	NA	NA	884	NA	NA	NA	1802	685	1123.66666666667	5
ENSG00000142507	PSMB6	NA	2350	NA	NA	NA	NA	1874	NA	2112	6
ENSG00000142534	RPS11	437	1078	1582	1362	NA	NA	NA	NA	1114.75	4
ENSG00000142541	RPL13A	188	NA	470	215	NA	NA	NA	809	420.5	4
ENSG00000142546	NOSIP	NA	2223	NA	NA	NA	NA	NA	NA	2223	7
ENSG00000142599	RERE	NA	820	NA	388	NA	NA	NA	NA	604	6
ENSG00000142669	SH3BGRL3	NA	NA	1349	NA	NA	NA	NA	NA	1349	7
ENSG00000142676	RPL11	735	1343	1821	1462	NA	NA	NA	1046	1281.4	3
ENSG00000142687	KIAA0319L	NA	2249	NA	NA	NA	NA	NA	NA	2249	7
ENSG00000142875	PRKACB	NA	456	492	434	NA	NA	748	870	600	3
ENSG00000142937	RPS8	765	378	731	190	NA	NA	718	667	574.833333333333	2
ENSG00000142949	PTPRF	NA	NA	NA	NA	NA	NA	NA	1104	1104	7
ENSG00000143013	LMO4	NA	2562	NA	611	NA	37	NA	NA	1070	5
ENSG00000143106	PSMA5	NA	2180	NA	NA	NA	NA	NA	NA	2180	7
ENSG00000143126	CELSR2	NA	NA	NA	NA	NA	NA	1331	NA	1331	7
ENSG00000143149	ALDH9A1	1239	NA	NA	NA	NA	NA	NA	NA	1239	7
ENSG00000143153	ATP1B1	131	853	200	1160	NA	NA	619	214	529.5	2
ENSG00000143155	TIPRL	NA	NA	NA	NA	NA	NA	1287	NA	1287	7
ENSG00000143156	NME7	NA	NA	NA	NA	NA	NA	1511	NA	1511	7
ENSG00000143158	MPC2	1164	1847	NA	NA	NA	NA	NA	1220	1410.33333333333	5
ENSG00000143162	CREG1	NA	1601	NA	NA	NA	NA	NA	NA	1601	7
ENSG00000143171	RXRG	NA	NA	NA	NA	NA	NA	1018	NA	1018	7
ENSG00000143183	TMCO1	NA	1016	NA	NA	NA	NA	1269	NA	1142.5	6
ENSG00000143195	ILDR2	NA	NA	1262	1022	NA	NA	1692	NA	1325.33333333333	5
ENSG00000143198	MGST3	426	NA	974	NA	NA	NA	483	498	595.25	4
ENSG00000143248	RGS5	NA	2468	NA	NA	NA	NA	NA	NA	2468	7
ENSG00000143252	SDHC	NA	2145	NA	NA	NA	NA	NA	NA	2145	7
ENSG00000143256	PFDN2	831	411	NA	1390	NA	NA	635	335	720.4	3
ENSG00000143321	HDGF	NA	NA	NA	1118	NA	NA	NA	NA	1118	7
ENSG00000143333	RGS16	NA	319	NA	987	NA	NA	NA	344	550	5
ENSG00000143337	TOR1AIP1	492	NA	NA	NA	NA	NA	1998	NA	1245	6
ENSG00000143353	LYPLAL1	NA	2169	1896	NA	NA	NA	NA	NA	2032.5	6
ENSG00000143393	PI4KB	NA	NA	1686	NA	NA	NA	NA	NA	1686	7
ENSG00000143418	CERS2	NA	2335	NA	NA	NA	NA	1784	NA	2059.5	6
ENSG00000143420	ENSA	NA	2236	NA	NA	NA	NA	NA	NA	2236	7
ENSG00000143442	POGZ	NA	2000	NA	NA	NA	NA	NA	NA	2000	7
ENSG00000143499	SMYD2	NA	1829	NA	NA	NA	NA	NA	NA	1829	7
ENSG00000143502	SUSD4	NA	441	605	NA	NA	NA	632	NA	559.333333333333	5
ENSG00000143543	JTB	534	350	NA	979	NA	NA	1068	NA	732.75	4
ENSG00000143545	RAB13	760	NA	1429	NA	NA	NA	NA	NA	1094.5	6
ENSG00000143549	TPM3	1242	NA	NA	NA	NA	NA	NA	NA	1242	7
ENSG00000143553	SNAPIN	NA	NA	1051	NA	NA	NA	NA	NA	1051	7
ENSG00000143569	UBAP2L	NA	1637	NA	NA	NA	NA	NA	NA	1637	7
ENSG00000143575	HAX1	1052	280	NA	629	NA	NA	911	1226	819.6	3
ENSG00000143612	C1orf43	NA	NA	NA	NA	NA	NA	1974	NA	1974	7
ENSG00000143621	ILF2	NA	715	NA	NA	187	NA	NA	NA	451	6
ENSG00000143624	INTS3	NA	NA	NA	1760	NA	NA	NA	NA	1760	7
ENSG00000143632	ACTA1	1025	214	555	253	NA	NA	NA	NA	511.75	4
ENSG00000143653	SCCPDH	NA	394	NA	1273	NA	NA	510	562	684.75	4
ENSG00000143702	CEP170	NA	728	NA	1346	NA	NA	988	NA	1020.66666666667	5
ENSG00000143727	ACP1	1006	1750	NA	822	NA	NA	449	NA	1006.75	4
ENSG00000143742	SRP9	890	1330	289	1661	NA	NA	680	NA	970	3
ENSG00000143753	DEGS1	NA	NA	NA	NA	NA	NA	1834	NA	1834	7
ENSG00000143761	ARF1	1425	1122	NA	500	NA	NA	1485	NA	1133	4
ENSG00000143771	CNIH4	1370	2438	NA	NA	NA	NA	NA	NA	1904	6
ENSG00000143772	ITPKB	NA	NA	1197	NA	NA	NA	NA	NA	1197	7
ENSG00000143774	GUK1	712	NA	NA	NA	NA	NA	NA	NA	712	7
ENSG00000143776	CDC42BPA	NA	1697	NA	NA	NA	NA	NA	NA	1697	7
ENSG00000143819	EPHX1	442	2391	1116	NA	NA	NA	NA	NA	1316.33333333333	5
ENSG00000143850	PLEKHA6	NA	NA	NA	1256	NA	NA	1900	1090	1415.33333333333	5
ENSG00000143862	ARL8A	NA	NA	NA	NA	NA	NA	NA	775	775	7
ENSG00000143870	PDIA6	NA	2478	1745	630	NA	NA	NA	638	1372.75	4
ENSG00000143878	RHOB	NA	NA	505	NA	NA	NA	640	NA	572.5	6
ENSG00000143933	CALM2	231	861	213	102	NA	NA	239	376	337	2
ENSG00000143947	RPS27A	293	414	546	279	NA	NA	446	220	366.333333333333	2
ENSG00000143977	SNRPG	498	928	1447	NA	NA	NA	NA	NA	957.666666666667	5
ENSG00000144021	CIAO1	NA	2089	NA	NA	NA	NA	1645	NA	1867	6
ENSG00000144028	SNRNP200	NA	2234	939	NA	NA	NA	NA	NA	1586.5	6
ENSG00000144029	MRPS5	NA	1694	NA	NA	NA	NA	1501	NA	1597.5	6
ENSG00000144034	TPRKB	NA	2574	NA	NA	NA	NA	NA	NA	2574	7
ENSG00000144040	SFXN5	NA	1380	NA	1279	NA	NA	NA	NA	1329.5	6
ENSG00000144115	THNSL2	NA	1735	NA	NA	NA	NA	1980	NA	1857.5	6
ENSG00000144136	SLC20A1	NA	NA	NA	NA	NA	NA	606	468	537	6
ENSG00000144218	AFF3	NA	293	NA	432	NA	NA	1455	NA	726.666666666667	5
ENSG00000144224	UBXN4	NA	2098	NA	1555	NA	NA	NA	NA	1826.5	6
ENSG00000144290	SLC4A10	NA	1771	1580	1287	NA	NA	NA	NA	1546	5
ENSG00000144320	LNPK	NA	NA	NA	NA	NA	NA	1340	NA	1340	7
ENSG00000144339	TMEFF2	NA	1581	NA	NA	NA	NA	477	182	746.666666666667	5
ENSG00000144355	DLX1	400	517	247	861	NA	76	546	156	400.428571428571	1
ENSG00000144357	UBR3	NA	2605	NA	NA	NA	NA	NA	NA	2605	7
ENSG00000144366	GULP1	NA	262	NA	227	NA	NA	604	505	399.5	4
ENSG00000144369	FAM171B	NA	NA	1178	NA	NA	NA	NA	NA	1178	7
ENSG00000144381	HSPD1	NA	2277	NA	NA	55	NA	626	877	958.75	4
ENSG00000144406	UNC80	NA	2529	NA	NA	NA	NA	NA	NA	2529	7
ENSG00000144451	SPAG16	NA	1901	1103	NA	NA	NA	NA	NA	1502	6
ENSG00000144566	RAB5A	NA	1616	NA	NA	NA	NA	NA	NA	1616	7
ENSG00000144567	RETREG2	NA	NA	NA	1116	NA	NA	NA	NA	1116	7
ENSG00000144597	EAF1	1111	1817	953	NA	NA	NA	NA	NA	1293.66666666667	5
ENSG00000144635	DYNC1LI1	NA	NA	NA	NA	NA	NA	NA	808	808	7
ENSG00000144642	RBMS3	NA	846	1226	NA	NA	NA	300	585	739.25	4
ENSG00000144659	SLC25A38	NA	2412	NA	NA	NA	NA	880	NA	1646	6
ENSG00000144711	IQSEC1	NA	2220	NA	655	NA	NA	NA	NA	1437.5	6
ENSG00000144713	RPL32	719	1579	877	568	NA	NA	729	NA	894.4	3
ENSG00000144746	ARL6IP5	NA	173	738	349	NA	NA	222	318	360	3
ENSG00000144747	TMF1	NA	NA	NA	NA	129	NA	NA	NA	129	7
ENSG00000144749	LRIG1	NA	2416	1709	NA	NA	NA	1702	NA	1942.33333333333	5
ENSG00000144827	ABHD10	NA	NA	NA	NA	NA	NA	1866	NA	1866	7
ENSG00000144834	TAGLN3	722	2227	552	1349	NA	NA	249	NA	1019.8	3
ENSG00000144867	SRPRB	NA	NA	NA	NA	NA	NA	1799	NA	1799	7
ENSG00000144868	TMEM108	NA	1056	NA	NA	NA	NA	NA	NA	1056	7
ENSG00000144891	AGTR1	NA	119	135	129	NA	NA	NA	NA	127.666666666667	5
ENSG00000144935	TRPC1	NA	1317	NA	956	NA	NA	NA	NA	1136.5	6
ENSG00000145022	TCTA	942	1861	NA	NA	NA	NA	NA	NA	1401.5	6
ENSG00000145050	MANF	NA	1728	NA	NA	NA	NA	NA	628	1178	6
ENSG00000145147	SLIT2	NA	2293	1511	351	NA	NA	NA	NA	1385	5
ENSG00000145191	EIF2B5	NA	2268	NA	NA	NA	NA	NA	NA	2268	7
ENSG00000145194	ECE2	1226	903	NA	553	NA	NA	930	662	854.8	3
ENSG00000145242	EPHA5	NA	1299	NA	NA	NA	NA	NA	NA	1299	7
ENSG00000145247	OCIAD2	1105	927	NA	NA	NA	NA	NA	975	1002.33333333333	5
ENSG00000145248	SLC10A4	248	NA	1139	520	NA	125	1661	NA	738.6	3
ENSG00000145284	SCD5	1316	2369	388	909	NA	NA	NA	NA	1245.5	4
ENSG00000145293	ENOPH1	NA	NA	NA	1586	NA	NA	NA	1188	1387	6
ENSG00000145335	SNCA	348	1622	NA	915	74	NA	NA	738	739.4	3
ENSG00000145337	PYURF	NA	1667	NA	NA	NA	NA	489	NA	1078	6
ENSG00000145349	CAMK2D	NA	1650	1369	1020	NA	NA	NA	NA	1346.33333333333	5
ENSG00000145354	CISD2	NA	1107	1712	NA	NA	NA	1654	NA	1491	5
ENSG00000145425	RPS3A	613	87	320	143	237	NA	393	824	373.857142857143	1
ENSG00000145451	GLRA3	NA	NA	963	NA	NA	NA	1736	NA	1349.5	6
ENSG00000145494	NDUFS6	NA	1046	NA	NA	NA	NA	NA	NA	1046	7
ENSG00000145495	MARCH6	848	685	658	473	NA	NA	348	576	598	2
ENSG00000145555	MYO10	NA	NA	1401	NA	NA	NA	NA	NA	1401	7
ENSG00000145592	RPL37	352	872	149	684	NA	102	668	276	443.285714285714	1
ENSG00000145642	SHISAL2B	301	88	179	51	NA	110	610	267	229.428571428571	1
ENSG00000145675	PIK3R1	NA	644	NA	NA	NA	NA	NA	672	658	6
ENSG00000145687	SSBP2	NA	NA	NA	NA	NA	NA	1718	770	1244	6
ENSG00000145692	BHMT	NA	NA	NA	NA	NA	NA	NA	118	118	7
ENSG00000145708	CRHBP	NA	NA	NA	NA	NA	46	NA	NA	46	7
ENSG00000145715	RASA1	NA	NA	NA	1408	NA	NA	NA	NA	1408	7
ENSG00000145721	LIX1	NA	NA	1192	NA	NA	NA	NA	NA	1192	7
ENSG00000145725	PPIP5K2	NA	402	NA	947	NA	NA	NA	NA	674.5	6
ENSG00000145730	PAM	471	1555	513	1196	243	101	1142	1003	778	0
ENSG00000145741	BTF3	1023	445	1177	1781	NA	NA	357	NA	956.6	3
ENSG00000145743	FBXL17	NA	1559	NA	NA	NA	NA	NA	NA	1559	7
ENSG00000145794	MEGF10	991	NA	631	NA	NA	NA	NA	NA	811	6
ENSG00000145817	YIPF5	NA	NA	1570	NA	NA	NA	1747	NA	1658.5	6
ENSG00000145860	RNF145	NA	NA	1668	NA	NA	NA	1106	NA	1387	6
ENSG00000145907	G3BP1	NA	NA	1522	NA	NA	NA	NA	NA	1522	7
ENSG00000145912	NHP2	NA	1373	NA	NA	NA	NA	920	NA	1146.5	6
ENSG00000145919	BOD1	NA	723	1731	NA	NA	NA	334	NA	929.333333333333	5
ENSG00000145920	CPLX2	1094	NA	334	NA	233	NA	NA	NA	553.666666666667	5
ENSG00000145945	FAM50B	NA	1743	NA	NA	NA	NA	NA	NA	1743	7
ENSG00000145990	GFOD1	NA	2547	NA	NA	NA	NA	NA	NA	2547	7
ENSG00000146005	PSD2	NA	2433	1421	NA	NA	NA	NA	NA	1927	6
ENSG00000146006	LRRTM2	NA	2068	1463	NA	NA	NA	495	NA	1342	5
ENSG00000146066	HIGD2A	NA	NA	NA	NA	NA	NA	1135	NA	1135	7
ENSG00000146072	TNFRSF21	NA	369	762	327	NA	NA	735	433	525.2	3
ENSG00000146122	DAAM2	1013	216	377	180	NA	NA	NA	NA	446.5	4
ENSG00000146223	RPL7L1	NA	533	903	NA	NA	NA	603	NA	679.666666666667	5
ENSG00000146242	TPBG	NA	296	NA	295	NA	NA	30	43	166	4
ENSG00000146247	PHIP	867	NA	NA	NA	NA	NA	1867	NA	1367	6
ENSG00000146281	PM20D2	NA	1503	1701	NA	NA	NA	1606	NA	1603.33333333333	5
ENSG00000146352	CLVS2	NA	897	NA	NA	NA	NA	1773	NA	1335	6
ENSG00000146360	GPR6	NA	73	NA	72	NA	NA	NA	NA	72.5	6
ENSG00000146376	ARHGAP18	NA	2014	NA	NA	NA	NA	NA	NA	2014	7
ENSG00000146416	AIG1	NA	1915	NA	995	NA	NA	1022	NA	1310.66666666667	5
ENSG00000146425	DYNLT1	849	2290	1446	NA	NA	NA	1333	NA	1479.5	4
ENSG00000146457	WTAP	NA	NA	851	NA	NA	NA	NA	NA	851	7
ENSG00000146469	VIP	NA	175	NA	38	NA	NA	NA	78	97	5
ENSG00000146540	C7orf50	530	292	1331	NA	246	NA	NA	624	604.6	3
ENSG00000146674	IGFBP3	54	66	56	105	NA	NA	24	42	57.8333333333333	2
ENSG00000146701	MDH2	NA	2127	NA	NA	NA	NA	1410	NA	1768.5	6
ENSG00000146729	NIPSNAP2	NA	NA	NA	1575	NA	NA	NA	NA	1575	7
ENSG00000146731	CCT6A	NA	1876	550	1348	NA	NA	857	NA	1157.75	4
ENSG00000146733	PSPH	NA	NA	1173	NA	NA	NA	NA	NA	1173	7
ENSG00000146826	MAP11	NA	NA	NA	NA	NA	NA	1816	NA	1816	7
ENSG00000146938	NLGN4X	658	51	212	55	NA	NA	302	199	246.166666666667	2
ENSG00000146963	LUC7L2	NA	1612	NA	NA	NA	NA	NA	NA	1612	7
ENSG00000147010	SH3KBP1	NA	NA	NA	NA	NA	NA	NA	914	914	7
ENSG00000147027	TMEM47	583	NA	326	1475	NA	NA	NA	NA	794.666666666667	5
ENSG00000147065	MSN	NA	1490	NA	NA	NA	NA	NA	NA	1490	7
ENSG00000147119	CHST7	NA	NA	1145	NA	NA	NA	NA	NA	1145	7
ENSG00000147123	NDUFB11	698	2229	NA	1734	NA	NA	1426	NA	1521.75	4
