gene_id	gene_name	V12D07-075_D1	V13M13-362_A1	V12D07-075_A1	V12Y31-080_A1	V12D05-348_D1	V12D05-350_D1	V13M13-362_D1	V12D05-348_C1	V12D05-350_C1	V13Y24-346_C1	meanrank	samples_signif
ENSG00000136451	VEZF1						4127		4963	5127		4739	4
ENSG00000136478	TEX2	3450		3499	3460	5091	5214	5047	5680	5924		4670.625	9
ENSG00000136485	DCAF7			3817	3658	5364				6979		4954.5	5
ENSG00000136490	LIMD2									4540		4540	2
ENSG00000136504	KAT7	3157			3777	5184	5703	3267		6151		4539.83333333333	7
ENSG00000136521	NDUFB5	2646	2764	1957	1815	1670	2340	1549	1230	2103	1802	1987.6	11
ENSG00000136522	MRPL47	3983		3495	1923	4967	5887	4434	4037	4837		4195.375	9
ENSG00000136527	TRA2B	4216	2736	1466		4575	4479	3315	3046	3296	3038	3351.88888888889	10
ENSG00000136531	SCN2A	457	1215	400	671	615	507	311	387	510	607	568	11
ENSG00000136536	MARCH7	3898				5278		5004	3268	4304		4350.4	6
ENSG00000136541	ERMN	62	1068	27	176	809	269	47	337	240	111	314.6	11
ENSG00000136546	SCN7A					1859	1786					1822.5	3
ENSG00000136560	TANK	4666			2788	4348	3121		4811	5513		4207.83333333333	7
ENSG00000136603	SKIL	4141		3050		5555	6026			6520		5058.4	6
ENSG00000136628	EPRS		3192		2499	2837	3271	4970	3165	4953		3555.28571428571	8
ENSG00000136631	VPS45	2504	2779		2407	4420	6130	3208	4178	3711		3667.125	9
ENSG00000136636	KCTD3			1795						6604		4199.5	3
ENSG00000136643	RPS6KC1						5957			6939		6448	3
ENSG00000136682	CBWD2					5640				4579		5109.5	3
ENSG00000136698	CFC1					1341	1003					1172	3
ENSG00000136699	SMPD4	2456	1712		1272	1493	1315	4985	4785	3167	1923	2567.55555555556	10
ENSG00000136709	WDR33					3700		4339	3547	3889		3868.75	5
ENSG00000136710	CCDC115	3999				3715	4689	4551	3677	6070		4450.16666666667	7
ENSG00000136717	BIN1	3226		3633	3457	5340	4042	1113	4305	3531	2831	3497.55555555556	10
ENSG00000136718	IMP4	4612					6067	4768	4457	6734		5327.6	6
ENSG00000136720	HS6ST1			3827	2361	4581	5575	4499	5263	4890		4428	8
ENSG00000136732	GYPC								2553	2313		2433	3
ENSG00000136738	STAM	4699				4913		4419	4970	5010		4802.2	6
ENSG00000136750	GAD2	188	82	99	49	64	76	176	343	297	261	163.5	11
ENSG00000136754	ABI1	4664	3191	3318		4580		2947	3888	4339		3846.71428571429	8
ENSG00000136758	YME1L1	1867	1684	2403	1835	1996	2697	2208	1662	2194	2501	2104.7	11
ENSG00000136770	DNAJC1									6020		6020	2
ENSG00000136783	NIPSNAP3A	4464		3822	2809	5404			5265	5966		4621.66666666667	7
ENSG00000136802	LRRC8A		2664	3300		3668	3255	3495	3571	3149	2069	3146.375	9
ENSG00000136807	CDK9	4305				5275	4247		3298	2765		3978	6
ENSG00000136810	TXN	848	1409	1215	672	974	1781	804	1132	1362	779	1097.6	11
ENSG00000136813	ECPAS	3446	3132	3333		4985	4822	3530	3426	4826	3190	3854.44444444444	10
ENSG00000136819	C9orf78	2256	1886	3671	2614	3491	6004	3897	2842	3371	2298	3233	11
ENSG00000136827	TOR1A	2592			3404	3680	3778	3960	3318	3899		3518.71428571429	8
ENSG00000136828	RALGPS1					5944	3305	3352		6559		4790	5
ENSG00000136830	NIBAN2									5690		5690	2
ENSG00000136842	TMOD1	288	229	657	92	233	470		599	512	388	385.333333333333	10
ENSG00000136848	DAB2IP	2213		3071	2000	4557	4309	4004	1888	1815		2982.125	9
ENSG00000136854	STXBP1	437	518	292	1889	187	169	150	141	144	256	418.3	11
ENSG00000136867	SLC31A2							1021				1021	2
ENSG00000136869	TLR4									6386		6386	2
ENSG00000136878	USP20	2968			2880	3207	5279	3618	3535	4295		3683.14285714286	8
ENSG00000136888	ATP6V1G1	650	719	1498	177	704	987	1415	803	907	1342	920.2	11
ENSG00000136895	GARNL3						2894					2894	2
ENSG00000136897	MRPL50	4272							5600	4775		4882.33333333333	4
ENSG00000136908	DPM2				3323	5619			5629	6075		5161.5	5
ENSG00000136928	GABBR2	1187	807	789	2454	1154	1051	789	487	402	1593	1071.3	11
ENSG00000136930	PSMB7	3370		1819	2374	2411	2052	2864	1776	2159	2359	2353.77777777778	10
ENSG00000136933	RABEPK									5734		5734	2
ENSG00000136936	XPA									6023		6023	2
ENSG00000136937	NCBP1						5824					5824	2
ENSG00000136938	ANP32B	228	2998	337	1774	2229	2358	1160	2098	3400		1842.44444444444	10
ENSG00000136942	RPL35	1215	923	1348	1003	1186	1876	906	1180	1188	1412	1223.7	11
ENSG00000136950	ARPC5L	2576		1449	2796	2005	2109	1684	1824	1563	3135	2126.77777777778	10
ENSG00000136960	ENPP2	126	1801	67	473	2120	847	97	634	518	336	701.9	11
ENSG00000136986	DERL1	2428			1698	3037	3228	4037	5485	5003		3559.42857142857	8
ENSG00000137033	IL33									5287		5287	2
ENSG00000137038	DMAC1	1602	2756	1909	1758	3956	4805	2812	2639	3316		2839.22222222222	10
ENSG00000137040	RANBP6	3733	1363			3199	2738	3126	2614	3804		2939.57142857143	8
ENSG00000137055	PLAA						5602					5602	2
ENSG00000137073	UBAP2									5740		5740	2
ENSG00000137075	RNF38	3448		3534		5509	4448	2889		3735		3927.16666666667	7
ENSG00000137076	TLN1							4350	4160	5750		4753.33333333333	4
ENSG00000137098	SPAG8								735	477		606	3
ENSG00000137100	DCTN3	724	2607	1417	1527	1179	1325	1210	1071	1043	1064	1316.7	11
ENSG00000137103	TMEM8B	2583	3197		3056	3592	3262	3021	2602	2056		2921.125	9
ENSG00000137106	GRHPR	4694	2572		3244	2792	3359	2985	4294	4277		3527.125	9
ENSG00000137133	HINT2	4181			2550	4194	3858		3934	5214	2096	3718.14285714286	8
ENSG00000137154	RPS6	359	1119	778	1801	342	460	763	1572	842	628	866.4	11
ENSG00000137161	CNPY3	4685				5959						5322	3
ENSG00000137168	PPIL1	1469			1719	4678	3920	3164	3588	3382		3131.42857142857	8
ENSG00000137198	GMPR								4494	4833		4663.5	3
ENSG00000137200	CMTR1				2539	3877	4195	2663	2485	3480		3206.5	7
ENSG00000137207	YIPF3	2184	2258	3028	3024	3247	3840	2943	2186	2805	2951	2846.6	11
ENSG00000137210	TMEM14B	3616	3022	3453	2390	2294	2731	4046	1822	2009	2993	2837.6	11
ENSG00000137216	TMEM63B	3503					4491	4397	3607	4367		4073	6
ENSG00000137218	FRS3						3982					3982	2
ENSG00000137261	KIAA0319						4874	2705				3789.5	3
ENSG00000137267	TUBB2A	54	99	56	189	57	56	11	17	33	43	61.5	11
ENSG00000137274	BPHL				2958	5113	3981		3684	5071		4161.4	6
ENSG00000137285	TUBB2B	575	267	533	570	940	1113	138	399	281	431	524.7	11
ENSG00000137288	UQCC2	1378	2285	1553	2726	1505	1733	1530	1820	2176	1549	1825.5	11
ENSG00000137309	HMGA1	4233		2561		4693	3665	3464		3435		3675.16666666667	7
ENSG00000137312	FLOT1	1656	1645	1975	2170	2195	2313	1790	2346	2348	2589	2102.7	11
ENSG00000137343	ATAT1					3404	4811	2843	4201	5874	2960	4015.5	7
ENSG00000137364	TPMT								4173	6695		5434	3
ENSG00000137409	MTCH1	219	237	209	337	194	202	182	254	231	225	229	11
ENSG00000137414	FAM8A1	4575		2456		3297	4957	2586	3521	3942	2469	3475.375	9
ENSG00000137449	CPEB2	4286			3018	3108	5832	3797		6283	2956	4182.85714285714	8
ENSG00000137478	FCHSD2						5207	5055	5689	5712		5415.75	5
ENSG00000137486	ARRB1	2016	3079	2138		4767	3708	2764	1937	1817	2836	2784.66666666667	10
ENSG00000137491	SLCO2B1									5893		5893	2
ENSG00000137492	THAP12			3869		4812	6211			6831		5430.75	5
ENSG00000137494	ANKRD42								4122	5021		4571.5	3
ENSG00000137497	NUMA1	4014		3951	2990	4318	4224	4110	3343	4231	2804	3776.11111111111	10
ENSG00000137500	CCDC90B	3825	2373		1131	2217	3823	4018	4141	4467		3249.375	9
ENSG00000137501	SYTL2							2321				2321	2
ENSG00000137502	RAB30					4386	5178	4368	5301	6034		5053.4	6
ENSG00000137504	CREBZF						5451					5451	2
ENSG00000137509	PRCP	2692	1318	3585		1345	1704	3162	1726	2771	2936	2359.88888888889	10
ENSG00000137547	MRPL15	3861				4376	4153	3986	2468	2622		3577.66666666667	7
ENSG00000137563	GGH			2160	2687	1674	2267	1320	4088	3404		2514.28571428571	8
ENSG00000137573	SULF1							2041				2041	2
ENSG00000137575	SDCBP	3229	2403	2513		3590	3184	1870	3537	4225	1979	2947.77777777778	10
ENSG00000137601	NEK1									6593		6593	2
ENSG00000137642	SORL1	1790	1338	3339	2040	1802	1638	2245	3655	5365		2579.11111111111	10
ENSG00000137691	CFAP300									1149		1149	2
ENSG00000137692	DCUN1D5					5212	4260			6900		5457.33333333333	4
ENSG00000137693	YAP1						452		2345	1731		1509.33333333333	4
ENSG00000137710	RDX	1038		1211		4115	5634	1682	2693	4949	2283	2950.625	9
ENSG00000137714	FDX1	3812		3394		4425		4757	5083	5093		4427.33333333333	7
ENSG00000137720	C11orf1	3911				5502	5925		2437	3872		4329.4	6
ENSG00000137726	FXYD6	584	70	361	336	325	228	168	535	941	473	402.1	11
ENSG00000137727	ARHGAP20						1444					1444	2
ENSG00000137766	UNC13C			1433								1433	2
ENSG00000137776	SLTM		2986				4965	4360		6876		4796.75	5
ENSG00000137806	NDUFAF1					4992	5386	4621	4634	5098		4946.2	6
ENSG00000137815	RTF1	2997	1870	2243	2480	3633	3796	2792	4707	3468	2782	3076.8	11
ENSG00000137817	PARP6				3861	5535	4143			5867		4851.5	5
ENSG00000137818	RPLP1	277	1563	532	1007	244	182	317	732	625	449	592.8	11
ENSG00000137821	LRRC49	3382				4421	3105	3027	2484	3321		3290	7
ENSG00000137824	RMDN3	4492		3991		5925	6121	4587	5210	6221		5221	8
ENSG00000137845	ADAM10					5911	5665	4373				5316.33333333333	4
ENSG00000137871	ZNF280D					4774	4932		4712	5160		4894.5	5
ENSG00000137872	SEMA6D					4270	3378	4787	3518	3172		3825	6
ENSG00000137876	RSL24D1	2371	2065	3182	2134	2050	3533	3101	3732	4370	2912	2945	11
ENSG00000137880	GCHFR					5503	5750			4427		5226.66666666667	4
ENSG00000137936	BCAR3									5941		5941	2
ENSG00000137941	TTLL7	4243		1184		5138	5675	1228	4104	5439		3858.71428571429	8
ENSG00000137942	FNBP1L	4179			2197	3861	3505			6339		4016.2	6
ENSG00000137944	KYAT3						5421		4720	6266		5469	4
ENSG00000137947	GTF2B	3580				4573			5171	5883		4801.75	5
ENSG00000137955	RABGGTB					3441	4533		3147	5250		4092.75	5
ENSG00000137959	IFI44L	2656		2638					3583	3750		3156.75	5
ENSG00000137965	IFI44				775							775	2
ENSG00000137992	DBT					4844				6759		5801.5	3
ENSG00000137996	RTCA	2740		3897		4151	3431	3654	3077	4746		3670.85714285714	8
ENSG00000138002	IFT172									3759		3759	2
ENSG00000138018	SELENOI	3834		2922	2490	3909	3265	3474	4213	5827		3741.75	9
ENSG00000138028	CGREF1	3180				3129	3975	2114	1979	2148		2754.16666666667	7
ENSG00000138029	HADHB		1374	2170	1753	2463	2102	3398	3875	5546	2451	2792.44444444444	10
ENSG00000138031	ADCY3	2831	2851	2451	3162	2895	3110	3456	2825	3263		2982.66666666667	10
ENSG00000138032	PPM1B		2618			5452	4098		4690	4004		4172.4	6
ENSG00000138036	DYNC2LI1	2953				4488	4542	4017	2874	2967		3640.16666666667	7
ENSG00000138061	CYP1B1			208			1217			855		760	4
ENSG00000138069	RAB1A	939	1132	1150	1695	941	1140	525	721	922	830	999.5	11
ENSG00000138071	ACTR2	2215		2265	1451	2764	3468	1521	3702	5148		2816.75	9
ENSG00000138073	PREB	2986			2369	4046	3862	4137	5074	6071		4077.85714285714	8
ENSG00000138078	PREPL	178	295	113	431	121	176	118	128	131	146	183.7	11
ENSG00000138080	EMILIN1									1295		1295	2
ENSG00000138081	FBXO11	2100		3353	3203	3237	2713	2785	2425	1906	2271	2665.88888888889	10
ENSG00000138083	SIX3	1003	794	2038	704	718	836	1265	631	491	610	909	11
ENSG00000138085	ATRAID	3097			1344	1554	1515	4352	2026	1754	2241	2235.375	9
ENSG00000138095	LRPPRC	2699	2545	2059	3262	1869	3373	1915	2029	1647	1925	2332.3	11
ENSG00000138101	DTNB						4376					4376	2
ENSG00000138107	ACTR1A	1512	1495	2367		2459	2331	1749	2120	2616	3096	2193.88888888889	10
ENSG00000138119	MYOF					1343						1343	2
ENSG00000138135	CH25H			236								236	2
ENSG00000138138	ATAD1	2436	1680	3529	1015	2705	2873	1998	2616	2308	2342	2350.2	11
ENSG00000138162	TACC2					3468	2596	2879	2976	3402		3064.2	6
ENSG00000138175	ARL3	1880	1515	1306	1993	2221	3542	1216	1527	1724	2620	1954.4	11
ENSG00000138207	RBP4	323	776	632	511	411	473	304	188	256	371	424.5	11
ENSG00000138279	ANXA7	1603	1793	2733	1723	2261	3574	2523	2071	2926	2858	2406.5	11
ENSG00000138303	ASCC1									5580		5580	2
ENSG00000138311	ZNF365					4225	3424		4773	5964		4596.5	5
ENSG00000138326	RPS24	295	891	323	1921	926	1320	673	1139	1717	682	988.7	11
ENSG00000138363	ATIC	4212			2385	4932	5544	3186	3797	5820	2686	4070.25	9
ENSG00000138378	STAT4					816	759	2136				1237	4
ENSG00000138381	ASNSD1	4168			2630	2821	3971	3467	3889	3922		3552.57142857143	8
ENSG00000138382	METTL5	1895	1691	3375	1533	2139	2641	3247	2144	2311	2800	2377.6	11
ENSG00000138385	SSB	2197	1889	1847	2266	2164	3135	2105	2406	2435	1986	2243	11
ENSG00000138386	NAB1						962		3954	2437		2451	4
ENSG00000138398	PPIG	3323		3843		5046	6178	4367	5284	6125		4880.85714285714	8
ENSG00000138400	MDH1B									2694		2694	2
ENSG00000138430	OLA1	2283	1346	1459	1224	1266	1620	1192	1040	1213	1187	1383	11
ENSG00000138433	CIR1	4348		2982		4873		3908	5696	5548		4559.16666666667	7
ENSG00000138434	ITPRID2	2094		2122		2206	1811	3984	3785	5865		3123.85714285714	8
ENSG00000138439	FAM117B					3619	2969			4808		3798.66666666667	4
ENSG00000138442	WDR12					5121	5103			6817		5680.33333333333	4
ENSG00000138443	ABI2	2566	934	1867	2347	2591	2891	914	2001	2660	1120	1989.1	11
ENSG00000138448	ITGAV	3302	2540	2752	3265	362	193	3568	3529	5265	1649	2642.5	11
ENSG00000138449	SLC40A1								3643	3310		3476.5	3
ENSG00000138459	SLC35A5	4063				5879		4626	5410			4994.5	5
ENSG00000138495	COX17	273	468	1310	78	418	768	1372	559	1039	639	692.4	11
ENSG00000138587	MNS1									2320		2320	2
ENSG00000138592	USP8					5229				5501		5365	3
ENSG00000138593	SECISBP2L	960		925		5178	5211	718	2700	5432	2746	2983.75	9
ENSG00000138594	TMOD3									6260		6260	2
ENSG00000138600	SPPL2A			3795					4035	4694		4174.66666666667	4
ENSG00000138604	GLCE						3182	4345				3763.5	3
ENSG00000138606	SHF					3317	5129					4223	3
ENSG00000138613	APH1B								4541	3606		4073.5	3
ENSG00000138629	UBL7					4579		3178	5674	5651		4770.5	5
ENSG00000138640	FAM13A									4462		4462	2
ENSG00000138641	HERC3						5491	4283		5242		5005.33333333333	4
ENSG00000138650	PCDH10	3839	1399	2054	3145	988	803	1714	1752	1133	2184	1901.1	11
ENSG00000138660	AP1AR	4408		3412	3121	4236	5989			5166		4388.66666666667	7
ENSG00000138663	COPS4	595	1480	2143	1343	1168	1455	1098	1655	1355	1612	1390.4	11
ENSG00000138668	HNRNPD	3443	2006	3261	1657	1987	2453	3384	2931	1788	2079	2498.9	11
ENSG00000138670	RASGEF1B									2799		2799	2
ENSG00000138674	SEC31A	4091	2777	3259	2696	3195	3934	3377	3727	4307	2646	3400.9	11
ENSG00000138685	FGF2		1494	2227	3045		5353	4543	4364	4496		3646	8
ENSG00000138686	BBS7	3178			3294	3641	5802		3710	4785		4068.33333333333	7
ENSG00000138688	KIAA1109	2764	2856	3434	3305	4407	3912	5013	3602	3782	2705	3578	11
ENSG00000138696	BMPR1B								5544	3227		4385.5	3
ENSG00000138698	RAP1GDS1	4306	1940	3497		1778	1470	2954	2325	3107	1424	2533.44444444444	10
ENSG00000138735	PDE5A					1028	843					935.5	3
ENSG00000138744	NAAA				2962	3141	3268					3123.66666666667	4
ENSG00000138756	BMP2K								3461	5399		4430	3
ENSG00000138757	G3BP2	448	414	252	812	354	528	192	441	479	398	431.8	11
ENSG00000138758	SEPTIN11	3152	3173	1697		5785	5577	3702	5692	6021		4349.875	9
ENSG00000138760	SCARB2	2343	1394	2068		5606	2580	1637	5703	6898		3528.625	9
ENSG00000138767	CNOT6L									6871		6871	2
ENSG00000138768	USO1		2426	3644		4503	3991	3633	3853	4553		3800.42857142857	8
ENSG00000138772	ANXA3							1957				1957	2
ENSG00000138777	PPA2	2131	2209	1966		3522	3689	3043	3103	3018		2835.125	9
ENSG00000138796	HADH	4328	2984		2256	4099	4137	4839	3341	3425		3676.125	9
ENSG00000138801	PAPSS1	3322	2135	2077		5013	6231	2221	5111	6862	2822	3977.11111111111	10
ENSG00000138802	SEC24B					4604	4332		5469	6717		5280.5	5
ENSG00000138814	PPP3CA	379	43	734	630	605	708	710	630	732	1016	618.7	11
ENSG00000138834	MAPK8IP3	2414	1703	2821	1960	2097	1469	1019	2372	1839	2419	2011.3	11
ENSG00000138835	RGS3	2085				3660	2329			4789		3215.75	5
ENSG00000138942	RNF185									6061		6061	2
ENSG00000138944	SHISAL1			1862	1543	3302	2185	1742		2262		2149.33333333333	7
ENSG00000139112	GABARAPL1	469	1138	413	643	487	626	355	346	369	899	574.5	11
ENSG00000139116	KIF21A	1943	1306	1352	1142	1183	954	458	1828	1276	1282	1272.4	11
ENSG00000139154	AEBP2	4507		2861	3615	4110				6117		4242	6
ENSG00000139163	ETNK1	2151	714	1376	1542	1447	1216	942	1680	1845	1322	1423.5	11
ENSG00000139168	ZCRB1	842		977	3728	3022	4012	2956	2645	5799		2997.625	9
ENSG00000139180	NDUFA9	3353		3980	2582	3735	4639	3360	3400	3042		3511.375	9
ENSG00000139182	CLSTN3	353	391	551	403	371	381	264	235	350	623	392.2	11
ENSG00000139190	VAMP1	4016	607	1986	2336	1509	1795	1613	2997	1707	2140	2070.6	11
ENSG00000139197	PEX5	2993			3925	4971		5069	4493	6010		4576.83333333333	7
ENSG00000139200	PIANP	644	1321	719	1118	622	643	366	442	473	498	684.6	11
ENSG00000139211	AMIGO2	1107	572	2442	455	1368	1139	1827	1168	1240	792	1211	11
ENSG00000139218	SCAF11	4041	3013	2898		5105						3764.25	5
ENSG00000139220	PPFIA2	2883		2217	2895	1193	936	3072	1022	1106	1961	1920.55555555556	10
ENSG00000139233	LLPH					5972						5972	2
ENSG00000139266	MARCH9						6137			5708		5922.5	3
ENSG00000139289	PHLDA1	4108	2872		1994	3408	3131	4875	5447	6901	1204	3771.11111111111	10
ENSG00000139291	TMEM19					5979			5550			5764.5	3
ENSG00000139324	TMTC3	3560			3627	5821	5841		4506	5939		4882.33333333333	7
ENSG00000139329	LUM				186				417	371		324.666666666667	4
ENSG00000139343	SNRPF	1570	2081	2430	972	1898	1966	3248	1097	1621	1236	1811.9	11
ENSG00000139352	ASCL1								2604	3224		2914	3
ENSG00000139364	TMEM132B	2134	1202		1940	2604	2734		1487	1107		1886.85714285714	8
ENSG00000139405	RITA1					5450	5615	3826	3491	3278		4332	6
ENSG00000139428	MMAB			3574		3988	5209	4677		6791		4847.8	6
ENSG00000139433	GLTP	665						691	1760	2070		1296.5	5
ENSG00000139438	FAM222A							2217				2217	2
ENSG00000139496	NUP58	3298			2318	4272	2745	4728	4212	3452	2881	3488.25	9
ENSG00000139505	MTMR6	2066	3070	3218	2545	1962	2710	2337	3935	2822	2205	2687	11
ENSG00000139514	SLC7A1	2551		3014		5519	4177	4595	4505	6234		4370.71428571429	8
ENSG00000139537	CCDC65									1693		1693	2
ENSG00000139579	NABP2	3995				4352	5576	4178	3782	3643		4254.33333333333	7
ENSG00000139597	N4BP2L1	2394	2288		2959	3137	2361	3274	2909	3857	1247	2714	10
ENSG00000139613	SMARCC2					5226	5983		4017	4950		5044	5
ENSG00000139624	CERS5					3679	2959			4570		3736	4
ENSG00000139625	MAP3K12					4641	4788			5267		4898.66666666667	4
ENSG00000139637	C12orf10	2113	1370	2349	3630	1937	2071	1525	1303	1946	2180	2042.4	11
ENSG00000139641	ESYT1	2241	907		2620	5874	5291	1596	2716	2679	1770	2854.88888888889	10
ENSG00000139644	TMBIM6	1940	622	986	2473	1025	1205	1287	2702	2483	2849	1757.2	11
ENSG00000139684	ESD	1951	1750	2600	3229	1955	3950	4443	3280	4613	2692	3046.3	11
ENSG00000139687	RB1					5192	4871			5621		5228	4
ENSG00000139697	SBNO1			3983					5474	6163		5206.66666666667	4
ENSG00000139719	VPS33A					4758	4484			5952		5064.66666666667	4
ENSG00000139725	RHOF						5266					5266	2
ENSG00000139726	DENR	2884	2944	2711	2439	2861	2860	1826	3986	3975		2942.88888888889	10
ENSG00000139737	SLAIN1	380	1968	220	1416	4184	1929	272	1433	1683	632	1411.7	11
ENSG00000139746	RBM26	2218	3047	2420		3978	3500		5541	4941		3663.57142857143	8
ENSG00000139767	SRRM4					4727	2933					3830	3
ENSG00000139793	MBNL2	1750	2141	1740	2878	3002	4605	1411	5245	6464	2920	3215.6	11
ENSG00000139842	CUL4A	4199	2742		2929	4755	5744	4583	4856	5859		4458.375	9
ENSG00000139874	SSTR1	281	561		150	340	360	274	838	639	1024	496.333333333333	10
ENSG00000139910	NOVA1	1550	429	1250	1039	1120	1036	1715	1767	1760	1312	1297.8	11
ENSG00000139921	TMX1						4185			5044		4614.5	3
ENSG00000139970	RTN1	90	152	75	132	67	75	66	79	97	79	91.2	11
ENSG00000139973	SYT16	2559	1947	1338	2549	2536	1751	1553	1941	2172	1394	1974	11
ENSG00000139977	NAA30	4323		3825	3429	4940	3963	3014	4123	5053		4083.75	9
ENSG00000139990	DCAF5								4790	6815		5802.5	3
ENSG00000139998	RAB15					2771	3686	3643		3295		3348.75	5
ENSG00000140022	STON2	3036			3579		2537	4544	2698	2850		3207.33333333333	7
ENSG00000140043	PTGR2									6355		6355	2
ENSG00000140057	AK7									1589		1589	2
ENSG00000140105	WARS	1419		813	2905	4154	3867	1164	1973	2109	1338	2193.55555555556	10
ENSG00000140157	NIPA2	3495				4164	3808	2313	2649	3884		3385.5	7
ENSG00000140199	SLC12A6					5202	5648					5425	3
ENSG00000140259	MFAP1					5927			5484	5906		5772.33333333333	4
ENSG00000140262	TCF12					2478	1780	3766	5143	5238		3681	6
ENSG00000140264	SERF2	915	972	877	701	436	574	1122	936	1409	341	828.3	11
ENSG00000140280	LYSMD2	1002	3048	1626	1174	1620	1941	912	928	1096	1815	1516.2	11
ENSG00000140287	HDC				48		804	16			98	241.5	5
ENSG00000140299	BNIP2				2697	3264	5428		4074	5343		4161.2	6
ENSG00000140307	GTF2A2	2498	1976	3047	1243	2708	3442	3946	2781	3471	2963	2807.5	11
ENSG00000140319	SRP14	454	495	487	231	687	1100	752	580	1151	446	638.3	11
ENSG00000140323	DISP2	2432	1931	2020		2030	2391	1593	2174	1880		2056.375	9
ENSG00000140332	TLE3									6912		6912	2
ENSG00000140350	ANP32A	3788		1628		5948		2278	4670	6439		4125.16666666667	7
ENSG00000140365	COMMD4								5585	4611		5098	3
ENSG00000140367	UBE2Q2					5777	5134					5455.5	3
ENSG00000140374	ETFA	4376	2989	3945		4509	6151	3300	4147	4761		4272.25	9
ENSG00000140382	HMG20A	3833	3122	3066	3448	3097	4609		4332	4375		3735.25	9
ENSG00000140386	SCAPER	3213		3503	3492	4988	5242	4584	4858	6001		4485.125	9
ENSG00000140391	TSPAN3	1268	355	1319	1841	2204	4446	777	1575	1574	1408	1676.7	11
ENSG00000140395	WDR61	3607	2595	3241	1250	3949	3569	3789	3058	3255	3187	3150	11
ENSG00000140396	NCOA2	3660	2798		1806	3136	2775		4565	3499		3177	8
ENSG00000140400	MAN2C1					4993	4561		4241	4250	3002	4209.4	6
ENSG00000140403	DNAJA4	801	841	195	1400	853	651	727	959	867	826	812	11
ENSG00000140416	TPM1	2809		2266	1258	3836	2386	2741	1703	3040	995	2337.11111111111	10
ENSG00000140443	IGF1R								4084	6293		5188.5	3
ENSG00000140450	ARRDC4	868								1528		1198	3
ENSG00000140463	BBS4							4250		3613		3931.5	3
ENSG00000140474	ULK3					4629	4654	4298				4527	4
ENSG00000140479	PCSK6							346				346	2
ENSG00000140488	CELF6	819	377	1570	558	1021	823	938	854	856	1050	886.6	11
ENSG00000140497	SCAMP2						4467		4575	5788		4943.33333333333	4
ENSG00000140526	ABHD2	2306	3094	3792	3301	2579	2196	3522	2157	1290	887	2512.4	11
ENSG00000140538	NTRK3	2280		1850	1532	3816	2251	1056	2459	3147	2386	2308.55555555556	10
ENSG00000140545	MFGE8	3731			1113	2041	1871	3721	1852	1442	1214	2123.125	9
ENSG00000140575	IQGAP1								4235	1901		3068	3
ENSG00000140600	SH3GL3	3233	2724	3342		2254	1879	2829	4704	4471	2873	3145.44444444444	10
ENSG00000140612	SEC11A	3110	2700	3946	1703	1352	1342		3006	2855	3184	2577.55555555556	10
ENSG00000140632	GLYR1	2524	2615	2565	3597	4131	4727	2258	4666	4050	2828	3396.1	11
ENSG00000140688	C16orf58	3162	1863	2793		3445	4078	2242	2672	2637	1819	2745.66666666667	10
ENSG00000140694	PARN	2853		3941	3250	5149	6234	4083	5104			4373.42857142857	8
ENSG00000140718	FTO	1966	1158	1374	1615	2534	2741	1317	2134	1274	1844	1795.7	11
ENSG00000140740	UQCRC2	1662	2117	3188	2434	1931	1642	2455	1617	2085	2159	2129	11
ENSG00000140743	CDR2				1998							1998	2
ENSG00000140836	ZFHX3	1436	368	1100	885	1326	1259	1916	4906	5079		2030.55555555556	10
ENSG00000140848	CPNE2	1858	985	981	332	1150	1239	1242	1913	1527	532	1175.9	11
ENSG00000140854	KATNB1					4028	6201		3363	4530		4530.5	5
ENSG00000140859	KIFC3	4667				4253	6024		2978	4290		4442.4	6
ENSG00000140905	GCSH	3771		3678		4976	4955	3491	4719	5886	2892	4296	9
ENSG00000140937	CDH11								4902	4142		4522	3
ENSG00000140939	NOL3	2761					5187	3098	3101	6573		4144	6
ENSG00000140941	MAP1LC3B	1830	1516	1098	2005	2100	2756	1014	2665	3410	1167	1956.1	11
ENSG00000140943	MBTPS1	1609	1582	2587	1122	1557	1427	2370	1868	1519	1119	1676	11
ENSG00000140945	CDH13	108	261	174	119	223	168	750	114	189	462	256.8	11
ENSG00000140948	ZCCHC14						4980			6532		5756	3
ENSG00000140983	RHOT2					5304	4393	4188	4619	5485		4797.8	6
ENSG00000140988	RPS2	1203	1130	728	484	535	566	809	934	1137	565	809.1	11
ENSG00000140990	NDUFB10	4043		3131		4366	3922	2565	2398	3261		3383.71428571429	8
ENSG00000140992	PDPK1	3631		2331	2615	3781	2961	4220	3329	3238	2641	3194.11111111111	10
ENSG00000140995	DEF8	4606		3410		4892	5009	3087	3313	3556		3981.85714285714	8
ENSG00000141002	TCF25	1476	2566	1884	2054	1803	1996	1556	1637	1787	2214	1897.3	11
ENSG00000141012	GALNS					4100	3239		3227	2210		3194	5
ENSG00000141013	GAS8						5123			4366		4744.5	3
ENSG00000141027	NCOR1	4722						4873	5121	6487		5300.75	5
ENSG00000141030	COPS3	2300	2043	2963	3534	2919	3565	1733	3832	3582		2941.22222222222	10
ENSG00000141076	UTP4					4129	5302			5570		5000.33333333333	4
ENSG00000141098	GFOD2					4276	4432			4538		4415.33333333333	4
