"label" "pval" "genesource_alldxes_domain_FDR" "signature" "geneset" "overlap" "background" "hits" "spdomain_sex" "genesource" "globalfdr"
"383" "SCZ" 0.72 1 338 418 8 15158 "ATF4,CALN1,HAPLN4,KCNG2,MLXIP,SHANK3,TDRD9,TSPAN16" "x8_FemUp" "gwas" 1
"384" "AD" 0.75 1 338 329 6 15158 "IDUA,PPP4C,HSD3B7,HLA-C,OPLAH,TNXB" "x8_FemUp" "gwas" 1
"385" "NDD" 0.83 1 338 1072 20 15158 "SLC6A3,LAMC3,BBS5,RELN,IDUA,KDM6A,TMEM216,CCBE1,SHANK3,SAMHD1,PTCHD1,GCH1,TSPAN7,LAMB1,KDM5C,MGP,TH,ATN1,FAT4,EMC10" "x8_FemUp" "gwas" 1
"386" "ADHD" 0.94 1 338 126 1 15158 "CALN1" "x8_FemUp" "gwas" 1
"387" "MDD" 0.94 1 338 1977 35 15158 "MVP,OXGR1,TCTEX1D1,METTL14,NUDT7,EXOSC8,PPP4C,DNALI1,MLLT10,BMP1,ID4,SPEF1,NEK10,SETD9,DCXR,POLR2G,TSR3,TMPRSS5,SHISA9,STAB1,BTG3,GALNT2,MCEE,HAT1,ITGA6,ARL4C,CD14,PCDHGA1,HIST1H2BD,TMEM216,LRRC10B,TDRD9,PHF12,COL6A2,ATF4" "x8_FemUp" "gwas" 1
"388" "ASD" 0.95 1 338 917 14 15158 "CHRM3,GALNT14,GALNT2,IL1R2,KDM5C,KDM6A,LAMB1,PHF12,PTCHD1,RELN,SHANK3,SLC6A3,TSPAN7,VSIG4" "x8_FemUp" "gwas" 1
"389" "OCD" 0.99 1 338 275 2 15158 "CHRAC1,LONRF1" "x8_FemUp" "gwas" 1
"390" "AUD" 1 1 338 27 0 15158 "" "x8_FemUp" "gwas" 1
"391" "CannabisUseDisorder" 1 1 338 10 0 15158 "" "x8_FemUp" "gwas" 1
"392" "PTSD" 1 1 338 37 0 15158 "" "x8_FemUp" "gwas" 1
"393" "Anorexia" 1 1 338 65 0 15158 "" "x8_FemUp" "gwas" 1
"394" "GAD" 1 1 338 24 0 15158 "" "x8_FemUp" "gwas" 1
"395" "TS" 1 1 338 34 0 15158 "" "x8_FemUp" "gwas" 1
"396" "BMI" 1 1 338 62 0 15158 "" "x8_FemUp" "gwas" 1
"397" "Lefthanded" 0.01 0.18 206 29 3 13258 "FMNL1,HLA-F,SULT1A1" "x9_FemUp" "gwas" 0.268985507246377
"398" "Panic" 0.17 1 206 48 2 13258 "ANXA5,GPER1" "x9_FemUp" "gwas" 0.936261127596439
"399" "BIP" 0.18 1 206 142 4 13258 "NMB,STAB1,MUSTN1,BTBD1" "x9_FemUp" "gwas" 0.954514285714286
"400" "BMI" 0.24 1 206 61 2 13258 "MUSTN1,SULT1A1" "x9_FemUp" "gwas" 1
"401" "AUD" 0.29 1 206 22 1 13258 "LMNA" "x9_FemUp" "gwas" 1
"402" "PTSD" 0.42 1 206 35 1 13258 "FMNL1" "x9_FemUp" "gwas" 1
"403" "OUD" 0.47 1 206 164 3 13258 "TIMM10,HYAL2,SERPING1" "x9_FemUp" "gwas" 1
"404" "OCD" 0.58 1 206 261 4 13258 "REXO2,TIMM10,SERPING1,MUSTN1" "x9_FemUp" "gwas" 1
"405" "MDD" 0.72 1 206 1831 26 13258 "LTBP3,HYAL2,BEST1,DECR2,COMT,SLCO1C1,DCXR,ISLR,CENPX,NMB,PRR4,SERPING1,MUSTN1,STAB1,ENO1,ITGA6,LXN,FUCA2,DECR1,TIMM10,ARL2,NDUFA4L2,TRAPPC1,RPL23A,COL6A2,NDUFA6" "x9_FemUp" "gwas" 1
"406" "AD" 0.83 1 206 291 3 13258 "CTSH,DMPK,ETHE1" "x9_FemUp" "gwas" 1
"407" "NDD" 0.83 1 206 1042 13 13258 "FLNA,SLC2A1,RRAS,CA2,LAMA2,SHANK3,MGP,ETHE1,TRIP4,NDUFA6,ATN1,GTPBP2,RPL10" "x9_FemUp" "gwas" 1
"408" "ADHD" 0.84 1 206 115 1 13258 "VIM" "x9_FemUp" "gwas" 1
"409" "SCZ" 0.87 1 206 396 4 13258 "ESAM,LPCAT4,NMB,SHANK3" "x9_FemUp" "gwas" 1
"410" "ASD" 0.99 1 206 882 6 13258 "APH1A,DMPK,METTL26,OXT,RPL10,SHANK3" "x9_FemUp" "gwas" 1
"411" "CannabisUseDisorder" 1 1 206 8 0 13258 "" "x9_FemUp" "gwas" 1
"412" "Anorexia" 1 1 206 60 0 13258 "" "x9_FemUp" "gwas" 1
"413" "GAD" 1 1 206 24 0 13258 "" "x9_FemUp" "gwas" 1
"414" "TS" 1 1 206 32 0 13258 "" "x9_FemUp" "gwas" 1
"415" "Lefthanded" 0.13 0.95 65 23 1 10709 "SULT1A1" "x10_FemUp" "gwas" 0.852579505300353
"416" "AD" 0.16 0.95 65 228 3 10709 "ITGB1BP1,AGRN,BIN1" "x10_FemUp" "gwas" 0.91938080495356
"417" "NDD" 0.2 0.95 65 926 8 10709 "FLNA,SLC6A1,DDX3X,MCCC2,ATP1A3,GRIN2D,NKX6-2,WDR37" "x10_FemUp" "gwas" 0.99175572519084
"418" "Panic" 0.21 0.95 65 39 1 10709 "ADAMTS9" "x10_FemUp" "gwas" 0.99175572519084
"419" "BMI" 0.26 0.95 65 50 1 10709 "SULT1A1" "x10_FemUp" "gwas" 1
"420" "ASD" 0.35 0.95 65 791 6 10709 "ATP1A3,CDH11,DDX3X,HLA-A,OXT,SLC6A1" "x10_FemUp" "gwas" 1
"421" "OCD" 0.37 0.95 65 212 2 10709 "MAN1C1,HLA-A" "x10_FemUp" "gwas" 1
"422" "BIP" 0.54 1 65 127 1 10709 "CD47" "x10_FemUp" "gwas" 1
"423" "SCZ" 0.88 1 65 344 1 10709 "LPCAT4" "x10_FemUp" "gwas" 1
"424" "MDD" 0.99 1 65 1510 4 10709 "BIN1,GDPD1,ATP1A3,WDR37" "x10_FemUp" "gwas" 1
"425" "ADHD" 1 1 65 97 0 10709 "" "x10_FemUp" "gwas" 1
"426" "AUD" 1 1 65 19 0 10709 "" "x10_FemUp" "gwas" 1
"427" "OUD" 1 1 65 134 0 10709 "" "x10_FemUp" "gwas" 1
"428" "CannabisUseDisorder" 1 1 65 5 0 10709 "" "x10_FemUp" "gwas" 1
"429" "PTSD" 1 1 65 31 0 10709 "" "x10_FemUp" "gwas" 1
"430" "Anorexia" 1 1 65 55 0 10709 "" "x10_FemUp" "gwas" 1
"431" "GAD" 1 1 65 19 0 10709 "" "x10_FemUp" "gwas" 1
"432" "TS" 1 1 65 29 0 10709 "" "x10_FemUp" "gwas" 1
"433" "ADHD" 0.058 1 44 79 2 8916 "CALN1,POC1B" "x11_FemUp" "gwas" 0.608180790960452
"434" "Panic" 0.16 1 44 35 1 8916 "ANXA5" "x11_FemUp" "gwas" 0.91938080495356
"435" "SCZ" 0.42 1 44 288 2 8916 "CALN1,POC1B" "x11_FemUp" "gwas" 1
"436" "MDD" 0.79 1 44 1294 5 8916 "SORCS2,CTSA,LINC00092,SYVN1,FNTB" "x11_FemUp" "gwas" 1
"437" "NDD" 0.92 1 44 811 2 8916 "BBS2,PSAT1" "x11_FemUp" "gwas" 1
"438" "ASD" 1 1 44 649 0 8916 "" "x11_FemUp" "gwas" 1
"439" "AUD" 1 1 44 12 0 8916 "" "x11_FemUp" "gwas" 1
"440" "OUD" 1 1 44 117 0 8916 "" "x11_FemUp" "gwas" 1
"441" "CannabisUseDisorder" 1 1 44 6 0 8916 "" "x11_FemUp" "gwas" 1
"442" "PTSD" 1 1 44 20 0 8916 "" "x11_FemUp" "gwas" 1
"443" "AD" 1 1 44 200 0 8916 "" "x11_FemUp" "gwas" 1
"444" "Anorexia" 1 1 44 47 0 8916 "" "x11_FemUp" "gwas" 1
"445" "Lefthanded" 1 1 44 18 0 8916 "" "x11_FemUp" "gwas" 1
"446" "BIP" 1 1 44 99 0 8916 "" "x11_FemUp" "gwas" 1
"447" "OCD" 1 1 44 183 0 8916 "" "x11_FemUp" "gwas" 1
"448" "GAD" 1 1 44 13 0 8916 "" "x11_FemUp" "gwas" 1
"449" "TS" 1 1 44 23 0 8916 "" "x11_FemUp" "gwas" 1
"450" "BMI" 1 1 44 42 0 8916 "" "x11_FemUp" "gwas" 1
"451" "AD" 0.0021 0.037 41 159 5 7092 "CLIC1,ERCC1,HLA-C,HLA-DRB1,PCOLCE" "x12_FemUp" "gwas" 0.0906418604651163
"452" "OCD" 0.058 0.52 41 153 3 7092 "COL18A1,HLA-A,SERPING1" "x12_FemUp" "gwas" 0.608180790960452
"453" "OUD" 0.1 0.61 41 94 2 7092 "HSPB1,SERPING1" "x12_FemUp" "gwas" 0.754471544715447
"454" "Panic" 0.16 0.74 41 31 1 7092 "ANXA5" "x12_FemUp" "gwas" 0.91938080495356
"455" "ADHD" 0.3 1 41 62 1 7092 "VIM" "x12_FemUp" "gwas" 1
"456" "BIP" 0.4 1 41 87 1 7092 "CLIC1" "x12_FemUp" "gwas" 1
"457" "NDD" 0.54 1 41 662 4 7092 "FLNA,COL18A1,NPC2,ERCC1" "x12_FemUp" "gwas" 1
"458" "SCZ" 0.75 1 41 236 1 7092 "PDIA3" "x12_FemUp" "gwas" 1
"459" "ASD" 0.85 1 41 563 2 7092 "HLA-A,HLA-DRB1" "x12_FemUp" "gwas" 1
"460" "MDD" 0.88 1 41 1050 4 7092 "LGALS3,HLA-DRB1,SERPING1,NPC2" "x12_FemUp" "gwas" 1
"461" "AUD" 1 1 41 9 0 7092 "" "x12_FemUp" "gwas" 1
"462" "CannabisUseDisorder" 1 1 41 6 0 7092 "" "x12_FemUp" "gwas" 1
"463" "PTSD" 1 1 41 14 0 7092 "" "x12_FemUp" "gwas" 1
"464" "Anorexia" 1 1 41 40 0 7092 "" "x12_FemUp" "gwas" 1
"465" "Lefthanded" 1 1 41 16 0 7092 "" "x12_FemUp" "gwas" 1
"466" "GAD" 1 1 41 12 0 7092 "" "x12_FemUp" "gwas" 1
"467" "TS" 1 1 41 21 0 7092 "" "x12_FemUp" "gwas" 1
"468" "BMI" 1 1 41 30 0 7092 "" "x12_FemUp" "gwas" 1
"469" "OUD" 0.23 1 280 172 5 14716 "LOX,GPN3,MMP2,SERPING1,RCC1" "x13_FemUp" "gwas" 1
"470" "AD" 0.26 1 280 317 8 14716 "DYDC2,KCTD13,PCOLCE,RNF5,SIX5,TAP2,TAPBP,TNXB" "x13_FemUp" "gwas" 1
"471" "OCD" 0.27 1 280 275 7 14716 "RNF181,MRPL39,BCL9L,SERPING1,MUSTN1,TAPBP,TTC7A" "x13_FemUp" "gwas" 1
"472" "Lefthanded" 0.46 1 280 32 1 14716 "HLA-F" "x13_FemUp" "gwas" 1
"473" "PTSD" 0.51 1 280 37 1 14716 "MIF4GD" "x13_FemUp" "gwas" 1
"474" "BIP" 0.55 1 280 151 3 14716 "MUSTN1,HAPLN4,BTBD1" "x13_FemUp" "gwas" 1
"475" "Panic" 0.62 1 280 50 1 14716 "ANXA5" "x13_FemUp" "gwas" 1
"476" "BMI" 0.7 1 280 62 1 14716 "MUSTN1" "x13_FemUp" "gwas" 1
"477" "MDD" 0.87 1 280 1937 31 14716 "TAP2,MVP,TCTEX1D1,RPL4,EXOSC8,ECM2,SPEF1,COMT,TRMT61B,TAPBP,DCXR,PCDH10,ISLR,TDRKH-AS1,SLC38A3,MVB12A,TSR3,SERPING1,MUSTN1,CDK4,GALNT2,RNF181,ITGA6,LOX,CD14,TMEM216,FADS3,VPS51,EHBP1L1,NDUFA4L2,COL6A2" "x13_FemUp" "gwas" 1
"478" "SCZ" 0.9 1 280 415 5 14716 "HAPLN4,KCNG2,LPCAT4,SCAF1,SHANK3" "x13_FemUp" "gwas" 1
"479" "ADHD" 0.91 1 280 123 1 14716 "CCDC24" "x13_FemUp" "gwas" 1
"480" "NDD" 0.97 1 280 1065 13 14716 "FLNA,RELN,KDM6A,TMEM216,CA2,SHANK3,COG4,KDM5C,DDOST,SMO,DENND5A,ATN1,EMC10" "x13_FemUp" "gwas" 1
"481" "ASD" 0.98 1 280 918 10 14716 "DYDC2,GALNT2,KCTD13,KDM5C,KDM6A,OXT,PCDH10,RELN,SCAF1,SHANK3" "x13_FemUp" "gwas" 1
"482" "AUD" 1 1 280 24 0 14716 "" "x13_FemUp" "gwas" 1
"483" "CannabisUseDisorder" 1 1 280 8 0 14716 "" "x13_FemUp" "gwas" 1
"484" "Anorexia" 1 1 280 64 0 14716 "" "x13_FemUp" "gwas" 1
"485" "GAD" 1 1 280 24 0 14716 "" "x13_FemUp" "gwas" 1
"486" "TS" 1 1 280 34 0 14716 "" "x13_FemUp" "gwas" 1
"487" "OCD" 0.064 0.76 271 216 10 10147 "AQP4,SFRP2,CDC42EP1,MAN1C1,COL18A1,RABL2B,NEK4,SERPING1,TAPBP,KIAA0556" "x14_FemUp" "gwas" 0.638623655913979
"488" "BIP" 0.087 0.76 271 115 6 10147 "NEK4,ADD3,PLEC,STARD7,ADCY2,PSD2" "x14_FemUp" "gwas" 0.730642533936652
"489" "CannabisUseDisorder" 0.13 0.76 271 5 1 10147 "CLU" "x14_FemUp" "gwas" 0.852579505300353
"490" "AD" 0.18 0.8 271 235 9 10147 "SHMT1,PLCD3,CLU,DDAH2,PLEC,RNF5,SCARA3,TAPBP,TSC22D4" "x14_FemUp" "gwas" 0.954514285714286
"491" "ADHD" 0.25 0.84 271 95 4 10147 "VIM,CDK2AP1,RHOA,GNAI2" "x14_FemUp" "gwas" 1
"492" "Panic" 0.28 0.84 271 39 2 10147 "ANXA5,CYBRD1" "x14_FemUp" "gwas" 1
"493" "Lefthanded" 0.48 1 271 24 1 10147 "DDAH2" "x14_FemUp" "gwas" 1
"494" "MDD" 0.52 1 271 1495 40 10147 "LTBP3,NEK4,PHF11,ZNF664,PLTP,ECM2,FSTL1,RABL2B,ELN,SHMT1,CYSTM1,STK33,COMT,MGST1,TAPBP,SNRPG,CHCHD5,NEBL,RHOA,CDK2AP1,SLC38A3,GNA12,KIAA0556,SERPING1,ADCY2,ENO1,PRDX6,CYBRD1,ITGA6,HSPE1,GNAI2,MLF1,C5orf49,NSMF,APLNR,EHBP1L1,MSI1,NPC2,PTTG1IP,COL6A2" "x14_FemUp" "gwas" 1
"495" "SCZ" 0.55 1 271 337 9 10147 "CLU,HSPE1,NEBL,NEK4,PDIA3,PUF60,SCARA3,SERF2,ZNF664" "x14_FemUp" "gwas" 1
"496" "OUD" 0.69 1 271 133 3 10147 "RHOA,GNAI2,SERPING1" "x14_FemUp" "gwas" 1
"497" "Anorexia" 0.76 1 271 53 1 10147 "RHOA" "x14_FemUp" "gwas" 1
"498" "ASD" 0.99 1 271 770 11 10147 "ANXA1,ARNT2,DDX23,DDX3X,DNER,FABP5,HMGN1,HNRNPF,RPL10,SLC6A8,WWOX" "x14_FemUp" "gwas" 1
"499" "NDD" 0.99 1 271 929 15 10147 "YAP1,FLNA,MASP1,WWOX,DDX3X,SLC6A8,FMN2,ALDH7A1,COL18A1,MLC1,MGP,NPC2,CSTB,PSAP,RPL10" "x14_FemUp" "gwas" 1
"500" "AUD" 1 1 271 18 0 10147 "" "x14_FemUp" "gwas" 1
"501" "PTSD" 1 1 271 29 0 10147 "" "x14_FemUp" "gwas" 1
"502" "GAD" 1 1 271 18 0 10147 "" "x14_FemUp" "gwas" 1
"503" "TS" 1 1 271 29 0 10147 "" "x14_FemUp" "gwas" 1
"504" "BMI" 1 1 271 50 0 10147 "" "x14_FemUp" "gwas" 1
"505" "OCD" 0.12 0.95 132 242 5 12272 "SLC39A1,CYBA,COL18A1,HLA-A,SERPING1" "x15_FemUp" "gwas" 0.815824175824176
"506" "AUD" 0.19 0.95 132 20 1 12272 "LMNA" "x15_FemUp" "gwas" 0.979555555555556
"507" "OUD" 0.23 0.95 132 153 3 12272 "RHOA,TNKS1BP1,SERPING1" "x15_FemUp" "gwas" 1
"508" "Lefthanded" 0.24 0.95 132 25 1 12272 "HLA-F" "x15_FemUp" "gwas" 1
"509" "ADHD" 0.33 0.95 132 110 2 12272 "VIM,RHOA" "x15_FemUp" "gwas" 1
"510" "Panic" 0.38 0.95 132 44 1 12272 "ANXA5" "x15_FemUp" "gwas" 1
"511" "Anorexia" 0.44 0.95 132 54 1 12272 "RHOA" "x15_FemUp" "gwas" 1
"512" "BMI" 0.46 0.95 132 56 1 12272 "LMOD1" "x15_FemUp" "gwas" 1
"513" "MDD" 0.47 0.95 132 1706 19 12272 "SORBS3,FGFR1,PDIA6,PLTP,FSTL1,RPLP0,LMOD1,SHMT1,SLC39A1,SNRPG,RHOA,SERPING1,BTG3,RBMS1,H6PD,SLC35A4,TNKS1BP1,RAB34,COL6A2" "x15_FemUp" "gwas" 1
"514" "AD" 0.57 1 132 274 3 12272 "SHMT1,CLIC1,HLA-B" "x15_FemUp" "gwas" 1
"515" "BIP" 0.77 1 132 136 1 12272 "CLIC1" "x15_FemUp" "gwas" 1
"516" "NDD" 0.86 1 132 1008 8 12272 "FLNA,CCND2,COL18A1,MGP,DDOST,FGFR1,RPL10,PDGFRB" "x15_FemUp" "gwas" 1
"517" "ASD" 0.9 1 132 845 6 12272 "FGFR1,HLA-A,HLA-B,HNRNPF,MYH9,RPL10" "x15_FemUp" "gwas" 1
"518" "SCZ" 0.91 1 132 373 2 12272 "FGFR1,SLC39A1" "x15_FemUp" "gwas" 1
"519" "CannabisUseDisorder" 1 1 132 7 0 12272 "" "x15_FemUp" "gwas" 1
"520" "PTSD" 1 1 132 30 0 12272 "" "x15_FemUp" "gwas" 1
"521" "GAD" 1 1 132 20 0 12272 "" "x15_FemUp" "gwas" 1
"522" "TS" 1 1 132 32 0 12272 "" "x15_FemUp" "gwas" 1
"523" "TS" 0.024 0.25 60 4 1 9853 "MPHOSPH9" "x1_MaleUp" "twas" 0.428307692307692
"524" "GAD" 0.042 0.25 60 7 1 9853 "KANSL1-AS1" "x1_MaleUp" "twas" 0.545118881118881
"525" "SCZ" 0.082 0.33 60 877 9 9853 "MMP16,MPHOSPH9,CACNA1C,RORB,CNOT1,CSDC2,GRIN2A,EEFSEC,ADGRB3" "x1_MaleUp" "twas" 0.714516431924883
"526" "ASD" 0.17 0.5 60 30 1 9853 "KANSL1-AS1" "x1_MaleUp" "twas" 0.936261127596439
"527" "BMI" 0.21 0.51 60 3063 22 9853 "SKIV2L,MPHOSPH9,ACVR2A,TGFA,ADGRB3,ENC1,PCDH7,FAM167A,MMP16,CDH20,WWP1,THAP8,CSDC2,ZNF605,RMST,MAML1,SOX12,ZNF143,DNMT3A,ZNF189,GRM3,NKAIN4" "x1_MaleUp" "twas" 0.99175572519084
"528" "ADHD" 0.72 1 60 407 2 9853 "MPHOSPH9,TGFA" "x1_MaleUp" "twas" 1
"529" "AD" 1 1 60 274 0 9853 "" "x1_MaleUp" "twas" 1
"530" "Lefthanded" 1 1 60 7 0 9853 "" "x1_MaleUp" "twas" 1
"531" "MDD" 1 1 60 210 0 9853 "" "x1_MaleUp" "twas" 1
"532" "BIP" 1 1 60 140 0 9853 "" "x1_MaleUp" "twas" 1
"533" "Anorexia" 1 1 60 13 0 9853 "" "x1_MaleUp" "twas" 1
"534" "AUD" 1 1 60 1 0 9853 "" "x1_MaleUp" "twas" 1
"535" "ADHD" 0.18 1 5 451 1 11704 "MSL2" "x2_MaleUp" "twas" 0.954514285714286
"536" "SCZ" 0.36 1 5 1003 1 11704 "MSL2" "x2_MaleUp" "twas" 1
"537" "BMI" 0.83 1 5 3475 1 11704 "MSL2" "x2_MaleUp" "twas" 1
"538" "AD" 1 1 5 335 0 11704 "" "x2_MaleUp" "twas" 1
"539" "ASD" 1 1 5 38 0 11704 "" "x2_MaleUp" "twas" 1
"540" "Lefthanded" 1 1 5 8 0 11704 "" "x2_MaleUp" "twas" 1
"541" "MDD" 1 1 5 247 0 11704 "" "x2_MaleUp" "twas" 1
"542" "BIP" 1 1 5 172 0 11704 "" "x2_MaleUp" "twas" 1
"543" "GAD" 1 1 5 9 0 11704 "" "x2_MaleUp" "twas" 1
"544" "TS" 1 1 5 4 0 11704 "" "x2_MaleUp" "twas" 1
"545" "Anorexia" 1 1 5 17 0 11704 "" "x2_MaleUp" "twas" 1
"546" "AUD" 1 1 5 1 0 11704 "" "x2_MaleUp" "twas" 1
"547" "GAD" 0.023 0.27 31 11 1 14750 "KANSL1-AS1" "x3_MaleUp" "twas" 0.42688
"548" "ASD" 0.087 0.52 31 43 1 14750 "KANSL1-AS1" "x3_MaleUp" "twas" 0.730642533936652
"549" "BMI" 0.64 1 31 4015 8 14750 "PPP1R10,FAM210B,MMP16,CCNT2,ZNF605,DNMT3A,CENPE,AUTS2" "x3_MaleUp" "twas" 1
"550" "ADHD" 0.68 1 31 536 1 14750 "CCNT2" "x3_MaleUp" "twas" 1
"551" "SCZ" 0.72 1 31 1187 2 14750 "MMP16,PPP1R10" "x3_MaleUp" "twas" 1
"552" "AD" 1 1 31 406 0 14750 "" "x3_MaleUp" "twas" 1
"553" "Lefthanded" 1 1 31 10 0 14750 "" "x3_MaleUp" "twas" 1
"554" "MDD" 1 1 31 293 0 14750 "" "x3_MaleUp" "twas" 1
"555" "BIP" 1 1 31 208 0 14750 "" "x3_MaleUp" "twas" 1
"556" "TS" 1 1 31 5 0 14750 "" "x3_MaleUp" "twas" 1
"557" "Anorexia" 1 1 31 18 0 14750 "" "x3_MaleUp" "twas" 1
"558" "AUD" 1 1 31 2 0 14750 "" "x3_MaleUp" "twas" 1
"559" "ADHD" 0.0028 0.033 126 490 12 13043 "AP4E1,SLC6A12,CD83,GBE1,TMCC2,PLCL2,RPRD2,TGFA,GKAP1,KIF27,APOLD1,CACNA1D" "x4_MaleUp" "twas" 0.115484444444444
"560" "BIP" 0.038 0.23 126 191 5 13043 "PRKAR2A,SLC35E2B,TTC39A,CACNA1D,CKMT1A" "x4_MaleUp" "twas" 0.518588235294118
"561" "AD" 0.5 1 126 377 4 13043 "FOSB,VAC14,GEM,MBNL1" "x4_MaleUp" "twas" 1
"562" "SCZ" 0.64 1 126 1112 10 13043 "PLCL2,RPRD2,SLC35E2B,TAOK2,ARC,LRP8,ZCCHC7,PROX1,CACNA1D,ZSWIM6" "x4_MaleUp" "twas" 1
"563" "MDD" 0.74 1 126 270 2 13043 "RPRD2,PRKAR2A" "x4_MaleUp" "twas" 1
"564" "BMI" 0.98 1 126 3786 27 13043 "CD83,AP1S1,CHID1,PRKAR2A,DNAJC27,TGFA,MYH15,GPAM,SLC35E2B,CLK1,TAOK2,PAM,CXCR4,GKAP1,MYCT1,CKMT1A,FOSB,SERPINH1,GBE1,SLC6A12,ZCCHC7,ZSWIM6,VAC14,DLG4,CACNA1D,NUCB2,TANGO2" "x4_MaleUp" "twas" 1
"565" "ASD" 1 1 126 40 0 13043 "" "x4_MaleUp" "twas" 1
"566" "Lefthanded" 1 1 126 8 0 13043 "" "x4_MaleUp" "twas" 1
"567" "GAD" 1 1 126 9 0 13043 "" "x4_MaleUp" "twas" 1
"568" "TS" 1 1 126 4 0 13043 "" "x4_MaleUp" "twas" 1
"569" "Anorexia" 1 1 126 17 0 13043 "" "x4_MaleUp" "twas" 1
"570" "AUD" 1 1 126 2 0 13043 "" "x4_MaleUp" "twas" 1
"571" "Anorexia" 0.018 0.21 181 16 2 14060 "ARRB1,ANKRD52" "x5_MaleUp" "twas" 0.367120879120879
"572" "BMI" 0.051 0.29 181 3928 61 14060 "TNRC6B,RIPOR2,GRID1,MSL2,BPTF,KSR2,SLITRK1,SBNO1,ETV5,ARL8A,AVL9,LUZP1,ISLR2,MC4R,NRXN2,HHAT,PGPEP1,ZBED1,ST3GAL2,KLHL24,MAP2K4,PIAS2,PDS5B,USP37,ST6GAL2,ABCF1,FAM210B,ARHGAP19,MARK2,HRH1,ZNF655,ZKSCAN1,PPP2R3B,CALCR,SOX11,MEF2D,ZC3H4,BORCS6,CELF2,DPP8,SNX11,CREBBP,RFX1,DNMT3A,BCR,BAZ2B,DDX10,PPP6R1,TNRC6A,TCF25,ZNF512,ASMTL,RASSF5,SYNGAP1,MKLN1,ZNF586,PDCD4,NKAIN4,TNRC6C,TBC1D22B,AGO3" "x5_MaleUp" "twas" 0.599088607594937
"573" "ASD" 0.1 0.29 181 42 2 14060 "KANSL1-AS1,LRRC37A2" "x5_MaleUp" "twas" 0.754471544715447
"574" "Lefthanded" 0.12 0.29 181 10 1 14060 "LRRC37A2" "x5_MaleUp" "twas" 0.815824175824176
"575" "GAD" 0.12 0.29 181 10 1 14060 "KANSL1-AS1" "x5_MaleUp" "twas" 0.815824175824176
"576" "SCZ" 0.34 0.68 181 1172 17 14060 "FAM227A,MSL2,VARS2,SBNO1,LRRC37A2,GATAD2B,NAB2,MACROD2,ZNF318,PIAS2,GOLPH3L,ABCF1,MARK2,SYNGAP1,IQCE,ZNF431,SNX11" "x5_MaleUp" "twas" 1
"577" "MDD" 0.52 0.9 181 293 4 14060 "NRXN2,VARS2,NAB2,CSNK1G1" "x5_MaleUp" "twas" 1
"578" "ADHD" 0.68 1 181 527 6 14060 "AVL9,PGPEP1,TPBG,LUZP1,MSL2,RUNX1T1" "x5_MaleUp" "twas" 1
"579" "AD" 0.96 1 181 390 2 14060 "ZKSCAN1,SNX11" "x5_MaleUp" "twas" 1
"580" "BIP" 1 1 181 209 0 14060 "" "x5_MaleUp" "twas" 1
"581" "TS" 1 1 181 5 0 14060 "" "x5_MaleUp" "twas" 1
"582" "AUD" 1 1 181 2 0 14060 "" "x5_MaleUp" "twas" 1
"583" "GAD" 0.085 1 121 11 1 15022 "KANSL1-AS1" "x6_MaleUp" "twas" 0.727004608294931
"584" "SCZ" 0.26 1 121 1205 12 15022 "ANKRD26,CPEB1,FBXW4,CACNA1C,LIN28B,CSDC2,KDM4A,PROX1,SH3PXD2A,RNF111,IQCE,CTDSPL" "x6_MaleUp" "twas" 1
"585" "ASD" 0.3 1 121 44 1 15022 "KANSL1-AS1" "x6_MaleUp" "twas" 1
"586" "ADHD" 0.64 1 121 543 4 15022 "PGPEP1,TRIM66,CDC42BPB,KDM4A" "x6_MaleUp" "twas" 1
"587" "AD" 0.65 1 121 411 3 15022 "ZFP90,ZNF285,KCNJ3" "x6_MaleUp" "twas" 1
"588" "MDD" 0.7 1 121 299 2 15022 "LIN28B,NRXN2" "x6_MaleUp" "twas" 1
"589" "BMI" 0.99 1 121 4088 22 15022 "TNRC6B,TRIM66,FBXW4,ZFYVE1,MC4R,NRXN2,PGPEP1,MAP2K4,PDS5B,KAT7,FAM210B,KCNB2,CSDC2,CDC42BPB,SOX12,BCR,TCF25,ASMTL,RASSF5,VAV1,FIGNL2,CTDSPL" "x6_MaleUp" "twas" 1
"590" "Lefthanded" 1 1 121 10 0 15022 "" "x6_MaleUp" "twas" 1
"591" "BIP" 1 1 121 215 0 15022 "" "x6_MaleUp" "twas" 1
"592" "TS" 1 1 121 5 0 15022 "" "x6_MaleUp" "twas" 1
"593" "Anorexia" 1 1 121 17 0 15022 "" "x6_MaleUp" "twas" 1
"594" "AUD" 1 1 121 2 0 15022 "" "x6_MaleUp" "twas" 1
"595" "MDD" 0.014 0.11 361 242 15 10974 "SLC30A9,NLGN1,RAB27B,NICN1,NRXN2,BSN,NSF,TMEM161B,PRKN,DOCK3,CELF4,FAM193A,NCKIPSD,CDC27,RHOF" "x7_MaleUp" "twas" 0.316878048780488
"596" "Lefthanded" 0.026 0.11 361 8 2 10974 "MAPT,NSF" "x7_MaleUp" "twas" 0.450990654205607
"597" "GAD" 0.026 0.11 361 8 2 10974 "KANSL1-AS1,MAPT" "x7_MaleUp" "twas" 0.450990654205607
"598" "ASD" 0.11 0.34 361 36 3 10974 "KANSL1-AS1,MAPT,NSF" "x7_MaleUp" "twas" 0.788262548262548
