gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_D1	V12Y31-080_A1	V13M13-362_A1	V13M13-362_D1	nsigsamps	meanrank
ENSG00000118231	CRYGD								421		1	421
ENSG00000118257	NRP2	844									1	844
ENSG00000118271	TTR							4	30		2	17
ENSG00000118276	B4GALT6	324									1	324
ENSG00000118363	SPCS2				386						1	386
ENSG00000118402	ELOVL4		592		931						2	761.5
ENSG00000118412	CASP8AP2					575					1	575
ENSG00000118418	HMGN3		687		971						2	829
ENSG00000118420	UBE3D			136							1	136
ENSG00000118432	CNR1	74	272		76						3	140.666666666667
ENSG00000118523	CCN2									990	1	990
ENSG00000118680	MYL12B	922								1054	2	988
ENSG00000118702	GHRH	189	10	31	3	34	27	7		40	8	42.625
ENSG00000118705	RPN2		268							1181	2	724.5
ENSG00000118733	OLFM3							461			1	461
ENSG00000118785	SPP1	158	621		1058	30					4	466.75
ENSG00000118804	STBD1		631								1	631
ENSG00000118855	MFSD1								219		1	219
ENSG00000118946	PCDH17		200		692	153			126	739	5	382
ENSG00000118965	WDR35									842	1	842
ENSG00000118985	ELL2	651									1	651
ENSG00000119013	NDUFB3		450							785	2	617.5
ENSG00000119042	SATB2				232						1	232
ENSG00000119048	UBE2B									409	1	409
ENSG00000119125	GDA	489	943		356			668			4	614
ENSG00000119185	ITGB1BP1									1132	1	1132
ENSG00000119242	CCDC92	667									1	667
ENSG00000119280	C1orf198		1019								1	1019
ENSG00000119318	RAD23B		969		574						2	771.5
ENSG00000119383	PTPA						173				1	173
ENSG00000119403	PHF19				736						1	736
ENSG00000119446	RBM18								208		1	208
ENSG00000119559	C19orf25		818								1	818
ENSG00000119596	YLPM1		879								1	879
ENSG00000119661	DNAL1							440			1	440
ENSG00000119669	IRF2BPL						440				1	440
ENSG00000119698	PPP4R4	649									1	649
ENSG00000119705	SLIRP		747		1102		138	451			4	609.5
ENSG00000119707	RBM25		720								1	720
ENSG00000119771	KLHL29				1028						1	1028
ENSG00000119782	FKBP1B	183			279					761	3	407.666666666667
ENSG00000119801	YPEL5	535			978		475				3	662.666666666667
ENSG00000119820	YIPF4		813								1	813
ENSG00000119866	BCL11A				816					503	2	659.5
ENSG00000119878	CRIPT				1110						1	1110
ENSG00000119888	EPCAM									185	1	185
ENSG00000119899	SLC17A5	737									1	737
ENSG00000119900	OGFRL1				1125						1	1125
ENSG00000119917	IFIT3								369		1	369
ENSG00000119922	IFIT2		717			633					2	675
ENSG00000119927	GPAM				998						1	998
ENSG00000119938	PPP1R3C		593								1	593
ENSG00000119946	CNNM1	235				335					2	285
ENSG00000119979	DENND10				731	459					2	595
ENSG00000120029	ARMH3									1012	1	1012
ENSG00000120049	KCNIP2									1137	1	1137
ENSG00000120053	GOT1	512								975	2	743.5
ENSG00000120063	GNA13		1187			608					2	897.5
ENSG00000120129	DUSP1		179								1	179
ENSG00000120251	GRIA2			368	322			725		96	4	377.75
ENSG00000120256	LRP11									821	1	821
ENSG00000120265	PCMT1		214		1099						2	656.5
ENSG00000120314	WDR55	619									1	619
ENSG00000120324	PCDHB10						473				1	473
ENSG00000120438	TCP1			288	827	630					3	581.666666666667
ENSG00000120533	ENY2						361			534	2	447.5
ENSG00000120549	KIAA1217					316					1	316
ENSG00000120594	PLXDC2	233									1	233
ENSG00000120616	EPC1		801								1	801
ENSG00000120686	UFM1		729								1	729
ENSG00000120694	HSPH1	778			548	32					3	452.666666666667
ENSG00000120705	ETF1									1003	1	1003
ENSG00000120709	FAM53C					521					1	521
ENSG00000120738	EGR1					219					1	219
ENSG00000120742	SERP1		416								1	416
ENSG00000120784	ZFP30	219									1	219
ENSG00000120802	TMPO				1079				409		2	744
ENSG00000120805	ARL1	674								521	2	597.5
ENSG00000120832	MTERF2	556									1	556
ENSG00000120837	NFYB									1093	1	1093
ENSG00000120885	CLU	560			353	119	162	108	63	32	7	199.571428571429
ENSG00000120899	PTK2B	903							27		2	465
ENSG00000120915	EPHX2		618								1	618
ENSG00000120992	LYPLA1	620									1	620
ENSG00000121073	SLC35B1				926						1	926
ENSG00000121104	FAM117A				360						1	360
ENSG00000121207	LRAT				391					107	2	249
ENSG00000121350	PYROXD1		1154								1	1154
ENSG00000121410	A1BG	950									1	950
ENSG00000121413	ZSCAN18		679							683	2	681
ENSG00000121578	B4GALT4				773						1	773
ENSG00000121671	CRY2								324		1	324
ENSG00000121680	PEX16				1111						1	1111
ENSG00000121753	ADGRB2	772		260			294		350		4	419
ENSG00000121900	TMEM54	660									1	660
ENSG00000121905	HPCA		517					648	26		3	397
ENSG00000121957	GPSM2					189					1	189
ENSG00000121964	GTDC1					395					1	395
ENSG00000122012	SV2C					584		100		20	3	234.666666666667
ENSG00000122026	RPL21		142		598		482				3	407.333333333333
ENSG00000122042	UBL3	101									1	101
ENSG00000122068	FYTTD1		948								1	948
ENSG00000122126	OCRL						347	235		213	3	265
ENSG00000122203	KIAA1191	611	407						255		3	424.333333333333
ENSG00000122359	ANXA11								428		1	428
ENSG00000122378	PRXL2A									1084	1	1084
ENSG00000122406	RPL5	960	118			580				187	4	461.25
ENSG00000122420	PTGFR		250		925						2	587.5
ENSG00000122482	ZNF644								289		1	289
ENSG00000122484	RPAP2	966									1	966
ENSG00000122507	BBS9				503						1	503
ENSG00000122550	KLHL7		1164								1	1164
ENSG00000122566	HNRNPA2B1	624	352			320					3	432
ENSG00000122584	NXPH1		883						344	928	3	718.333333333333
ENSG00000122585	NPY	176	43	36	15	43	68	137	45		8	70.375
ENSG00000122591	FAM126A			53	661	371					3	361.666666666667
ENSG00000122642	FKBP9		914								1	914
ENSG00000122674	CCZ1					148					1	148
ENSG00000122679	RAMP3		247		642						2	444.5
ENSG00000122705	CLTA		950								1	950
ENSG00000122707	RECK			403							1	403
ENSG00000122733	PHF24				965						1	965
ENSG00000122786	CALD1					559					1	559
ENSG00000122862	SRGN		636								1	636
ENSG00000123091	RNF11				807					387	2	597
ENSG00000123095	BHLHE41	633									1	633
ENSG00000123106	CCDC91			285							1	285
ENSG00000123119	NECAB1									79	1	79
ENSG00000123124	WWP1		909								1	909
ENSG00000123131	PRDX4						140				1	140
ENSG00000123144	TRIR	690									1	690
ENSG00000123146	ADGRE5								176		1	176
ENSG00000123178	SPRYD7									715	1	715
ENSG00000123240	OPTN			369							1	369
ENSG00000123243	ITIH5		102								1	102
ENSG00000123268	ATF1						385				1	385
ENSG00000123349	PFDN5		225		1042			397		995	4	664.75
ENSG00000123358	NR4A1			308							1	308
ENSG00000123360	PDE1B				280				90		2	185
ENSG00000123384	LRP1							321		603	2	462
ENSG00000123416	TUBA1B	18	41	19	19	73	132	164	10	494	9	107.777777777778
ENSG00000123496	IL13RA2				505						1	505
ENSG00000123545	NDUFAF4								373		1	373
ENSG00000123560	PLP1	12	50	24	14	312	98	25	283	27	9	93.8888888888889
ENSG00000123562	MORF4L2		331		708					830	3	623
ENSG00000123570	RAB9B							526			1	526
ENSG00000123612	ACVR1C	302	408	315		218		309	171		6	287.166666666667
ENSG00000123901	GPR83		66		321						2	193.5
ENSG00000123992	DNPEP				758						1	758
ENSG00000124098	FAM210B	460	1030	387							3	625.666666666667
ENSG00000124140	SLC12A5	246	1035		345						3	542
ENSG00000124155	PIGT									497	1	497
ENSG00000124172	ATP5F1E	123	107		49	89	229	69		744	7	201.428571428571
ENSG00000124177	CHD6							336			1	336
ENSG00000124217	MOCS3						227				1	227
ENSG00000124225	PMEPA1					339					1	339
ENSG00000124299	PEPD				836						1	836
ENSG00000124302	CHST8	441					184			311	3	312
ENSG00000124333	VAMP7			512		455					2	483.5
ENSG00000124357	NAGK									507	1	507
ENSG00000124383	MPHOSPH10		556		830						2	693
ENSG00000124406	ATP8A1		1063		943						2	1003
ENSG00000124422	USP22								286	511	2	398.5
ENSG00000124440	HIF3A				1001						1	1001
ENSG00000124479	NDP							460			1	460
ENSG00000124507	PACSIN1			367		664					2	515.5
ENSG00000124523	SIRT5							531			1	531
ENSG00000124535	WRNIP1									621	1	621
ENSG00000124562	SNRPC	637								749	2	693
ENSG00000124574	ABCC10	809									1	809
ENSG00000124614	RPS10		438			551	340				3	443
ENSG00000124733	MEA1	159	465								2	312
ENSG00000124762	CDKN1A					55					1	55
ENSG00000124767	GLO1		271								1	271
ENSG00000124772	CPNE5								178		1	178
ENSG00000124802	EEF1E1							660			1	660
ENSG00000125144	MT1G		184		441		139	319	92		5	235
ENSG00000125148	MT2A		378	152	276	103		606			5	303
ENSG00000125246	CLYBL	840									1	840
ENSG00000125249	RAP2A	98									1	98
ENSG00000125304	TM9SF2									1174	1	1174
ENSG00000125351	UPF3B			174							1	174
ENSG00000125352	RNF113A							639			1	639
ENSG00000125354	SEPTIN6						174				1	174
ENSG00000125355	TMEM255A	114	61	63	315	456	128	419		108	8	208
ENSG00000125356	NDUFA1	814				532		673			3	673
ENSG00000125398	SOX9		757								1	757
ENSG00000125462	C1orf61		126		33	169		66	172		5	113.2
ENSG00000125505	MBOAT7	73	951							194	3	406
ENSG00000125510	OPRL1			556							1	556
ENSG00000125520	SLC2A4RG						435				1	435
ENSG00000125630	POLR1B					319					1	319
ENSG00000125633	CCDC93				960						1	960
ENSG00000125648	SLC25A23									946	1	946
ENSG00000125650	PSPN		731								1	731
ENSG00000125652	ALKBH7									284	1	284
ENSG00000125657	TNFSF9				571						1	571
ENSG00000125676	THOC2						172				1	172
ENSG00000125691	RPL23				190	162	277	170			4	199.75
ENSG00000125730	C3						314			721	2	517.5
ENSG00000125743	SNRPD2	499									1	499
ENSG00000125772	GPCPD1								359		1	359
ENSG00000125775	SDCBP2							616			1	616
ENSG00000125814	NAPB	764			1067						2	915.5
ENSG00000125820	NKX2-2				302					631	2	466.5
ENSG00000125827	TMX4	354	367		977					880	4	644.5
ENSG00000125835	SNRPB		792								1	792
ENSG00000125841	NRSN2					509					1	509
ENSG00000125848	FLRT3	714									1	714
ENSG00000125851	PCSK2	174	113		450			339		104	5	236
ENSG00000125868	DSTN		512			134					2	323
ENSG00000125869	LAMP5	62	72	51	209	353	244	239	23		8	156.625
ENSG00000125870	SNRPB2	798									1	798
ENSG00000125875	TBC1D20									1216	1	1216
ENSG00000125931	CITED1		456		300		97	141		145	5	227.8
ENSG00000125944	HNRNPR					466				698	2	582
ENSG00000125970	RALY		612								1	612
ENSG00000125971	DYNLRB1	109	552							789	3	483.333333333333
ENSG00000125977	EIF2S2					365					1	365
ENSG00000125991	ERGIC3							654			1	654
ENSG00000125995	ROMO1	753	417		688	502		302			5	532.4
ENSG00000126005	MMP24OS		444								1	444
ENSG00000126012	KDM5C	851				501				1155	3	835.666666666667
ENSG00000126062	TMEM115			504							1	504
ENSG00000126088	UROD		982								1	982
ENSG00000126214	KLC1	383									1	383
ENSG00000126226	PCID2							518		1068	2	793
ENSG00000126247	CAPNS1			370							1	370
ENSG00000126267	COX6B1			475						182	2	328.5
ENSG00000126368	NR1D1				844						1	844
ENSG00000126432	PRDX5	514					247	262			3	341
ENSG00000126457	PRMT1	739									1	739
ENSG00000126524	SBDS				636			482		469	3	529
ENSG00000126561	STAT5A				490						1	490
ENSG00000126583	PRKCG									198	1	198
ENSG00000126602	TRAP1	666									1	666
ENSG00000126705	AHDC1			529							1	529
ENSG00000126709	IFI6		248	363			1	85			4	174.25
ENSG00000126767	ELK1	80		130	264		142	392			5	201.6
ENSG00000126768	TIMM17B								285		1	285
ENSG00000126777	KTN1		896								1	896
ENSG00000126803	HSPA2		363					418			2	390.5
ENSG00000126822	PLEKHG3		500								1	500
ENSG00000126878	AIF1L									762	1	762
ENSG00000126934	MAP2K2									651	1	651
ENSG00000126945	HNRNPH2		563								1	563
ENSG00000126950	TMEM35A	22	62	295	130			44		258	6	135.166666666667
ENSG00000126953	TIMM8A				695						1	695
ENSG00000127022	CANX			131	340				299		3	256.666666666667
ENSG00000127054	INTS11		771							867	2	819
ENSG00000127125	PPCS		1123								1	1123
ENSG00000127152	BCL11B							717	66		2	391.5
ENSG00000127184	COX7C	525	1105		59	280		225		156	6	391.666666666667
ENSG00000127191	TRAF2									437	1	437
ENSG00000127220	ABHD8		1104								1	1104
ENSG00000127241	MASP1							395			1	395
ENSG00000127314	RAP1B		579								1	579
ENSG00000127337	YEATS4						390				1	390
ENSG00000127399	LRRC61							524			1	524
ENSG00000127418	FGFRL1	532									1	532
ENSG00000127445	PIN1	587	313	382						190	4	368
ENSG00000127483	HP1BP3		816								1	816
ENSG00000127528	KLF2			396							1	396
ENSG00000127540	UQCR11	270	369		737			361		172	5	381.8
ENSG00000127561	SYNGR3				468					485	2	476.5
ENSG00000127585	FBXL16	615		580	705				102		4	500.5
ENSG00000127603	MACF1	792				111					2	451.5
ENSG00000127616	SMARCA4		793								1	793
ENSG00000127824	TUBA4A			270				489		480	3	413
ENSG00000127837	AAMP				928						1	928
ENSG00000127922	SEM1		608		711						2	659.5
ENSG00000127955	GNAI1					408					1	408
ENSG00000127990	SGCE		764								1	764
ENSG00000127995	CASD1									289	1	289
ENSG00000128011	LRFN1				948						1	948
ENSG00000128016	ZFP36					182					1	182
ENSG00000128039	SRD5A3				510						1	510
ENSG00000128059	PPAT		814		359						2	586.5
ENSG00000128185	DGCR6L									961	1	961
ENSG00000128228	SDF2L1							288			1	288
ENSG00000128245	YWHAH	327	269	276	140	253	445			743	7	350.428571428571
ENSG00000128268	MGAT3	483									1	483
ENSG00000128463	EMC4					602					1	602
ENSG00000128482	RNF112		455								1	455
ENSG00000128524	ATP6V1F						271	198		276	3	248.333333333333
ENSG00000128534	LSM8							510			1	510
ENSG00000128564	VGF	59	25	45	31	29		29		393	7	87.2857142857143
ENSG00000128578	STRIP2								35		1	35
ENSG00000128594	LRRC4				799						1	799
ENSG00000128595	CALU	816									1	816
ENSG00000128596	CCDC136							405			1	405
ENSG00000128604	IRF5									729	1	729
ENSG00000128607	KLHDC10		660								1	660
ENSG00000128609	NDUFA5	467					470				2	468.5
ENSG00000128610	FEZF1	32	42	23	40	128		291	38	10	8	75.5
ENSG00000128626	MRPS12						431				1	431
ENSG00000128654	MTX2		742								1	742
ENSG00000128656	CHN1	408	489	109	60	99	153	84		90	8	186.5
ENSG00000128683	GAD1	808	65	166	311	230	115	123	128	38	9	220.444444444444
ENSG00000128694	OSGEPL1				528						1	528
ENSG00000128739	SNRPN			261			402			463	3	375.333333333333
ENSG00000128849	CGNL1	909									1	909
ENSG00000128891	CCDC32				983						1	983
ENSG00000128928	IVD						264	689			2	476.5
ENSG00000128989	ARPP19								117		1	117
ENSG00000129003	VPS13C				687						1	687
ENSG00000129009	ISLR	754	462								2	608
ENSG00000129055	ANAPC13									1029	1	1029
ENSG00000129128	SPCS3			503							1	503
ENSG00000129197	RPAIN									732	1	732
ENSG00000129235	TXNDC17				418			750			2	584
ENSG00000129244	ATP1B2	65	1041		553					661	4	580
ENSG00000129292	PHF20L1						281				1	281
ENSG00000129347	KRI1								174		1	174
ENSG00000129355	CDKN2D				403						1	403
ENSG00000129422	MTUS1						381				1	381
ENSG00000129480	DTD2						109				1	109
ENSG00000129484	PARP2						459				1	459
ENSG00000129538	RNASE1	248		506							2	377
ENSG00000129559	NEDD8		587				449			769	3	601.666666666667
ENSG00000129596	CDO1		945							1040	2	992.5
ENSG00000129625	REEP5		633								1	633
ENSG00000129636	ITFG1				495				294		2	394.5
ENSG00000129682	FGF13		547							1129	2	838
ENSG00000129691	ASH2L	882									1	882
ENSG00000129696	TTI2			247							1	247
ENSG00000129757	CDKN1C					600	237				2	418.5
ENSG00000129824	RPS4Y1						136		254		2	195
ENSG00000129946	SHC2	728									1	728
ENSG00000129951	PLPPR3									281	1	281
ENSG00000129990	SYT5			213	809						2	511
ENSG00000130005	GAMT				699						1	699
ENSG00000130203	APOE		86	37	50	334	403	79	237	356	8	197.75
ENSG00000130208	APOC1		304	120	723		41	72	133	210	7	229
ENSG00000130222	GADD45G					286					1	286
ENSG00000130226	DPP6									567	1	567
ENSG00000130255	RPL36	904	616		102		286	171			5	415.8
ENSG00000130287	NCAN									668	1	668
ENSG00000130294	KIF1A				612						1	612
ENSG00000130312	MRPL34	399									1	399
ENSG00000130332	LSM7		586								1	586
ENSG00000130348	QRSL1									1143	1	1143
ENSG00000130382	MLLT1			402							1	402
ENSG00000130414	NDUFA10				255						1	255
ENSG00000130449	ZSWIM6			419							1	419
ENSG00000130479	MAP1S		788							293	2	540.5
ENSG00000130511	SSBP4	316	206					322			3	281.333333333333
ENSG00000130540	SULT4A1				622					331	2	476.5
ENSG00000130558	OLFM1									833	1	833
ENSG00000130559	CAMSAP1	943									1	943
ENSG00000130638	ATXN10	846	1070								2	958
ENSG00000130643	CALY	113	57	194	104	132	29	49		39	8	89.625
ENSG00000130699	TAF4				810						1	810
ENSG00000130717	UCK1		745								1	745
ENSG00000130723	PRRC2B			567				349			2	458
ENSG00000130725	UBE2M									1097	1	1097
ENSG00000130726	TRIM28							519			1	519
ENSG00000130731	METTL26				769					642	2	705.5
ENSG00000130748	TMEM160		414								1	414
ENSG00000130755	GMFG							382			1	382
ENSG00000130770	ATP5IF1	283	281		110		466	163		926	6	371.5
ENSG00000130787	HIP1R			198							1	198
ENSG00000130816	DNMT1							555			1	555
ENSG00000130822	PNCK	56	505	96	671	366				765	6	409.833333333333
ENSG00000130856	ZNF236							463			1	463
ENSG00000130939	UBE4B									566	1	566
ENSG00000130956	HABP4								202		1	202
ENSG00000130985	UBA1				1123			587		417	3	709
ENSG00000131016	AKAP12	355			1039			248			3	547.333333333333
ENSG00000131018	SYNE1		502								1	502
ENSG00000131023	LATS1	735									1	735
ENSG00000131095	GFAP	4	6	4	2	36	17	2	1	4	9	8.44444444444445
ENSG00000131100	ATP6V1E1	524									1	524
ENSG00000131115	ZNF227			537							1	537
ENSG00000131143	COX4I1						243			303	2	273
ENSG00000131171	SH3BGRL	373									1	373
ENSG00000131174	COX7B	146	719							164	3	343
ENSG00000131188	PRR7	423									1	423
ENSG00000131236	CAP1		1151								1	1151
ENSG00000131238	PPT1	796									1	796
ENSG00000131368	MRPS25									492	1	492
ENSG00000131398	KCNC3			248							1	248
ENSG00000131409	LRRC4B						477				1	477
ENSG00000131467	PSME3	533		278							2	405.5
ENSG00000131469	RPL27	864	203		932	351			273		5	524.6
ENSG00000131475	VPS25									701	1	701
ENSG00000131477	RAMP2		507								1	507
ENSG00000131495	NDUFA2	90									1	90
ENSG00000131507	NDFIP1	602	897	487	211			213			5	482
ENSG00000131508	UBE2D2		1140								1	1140
ENSG00000131652	THOC6			486							1	486
ENSG00000131711	MAP1B	45	730		846		37	387			5	409
ENSG00000131748	STARD3									689	1	689
ENSG00000131771	PPP1R1B								13		1	13
ENSG00000131871	SELENOS								345		1	345
ENSG00000131966	ACTR10									1148	1	1148
ENSG00000132002	DNAJB1					25					1	25
ENSG00000132122	SPATA6	162									1	162
ENSG00000132128	LRRC41							702			1	702
ENSG00000132164	SLC6A11	458		392	333	433				551	5	433.4
ENSG00000132274	TRIM22									300	1	300
ENSG00000132294	EFR3A	478									1	478
ENSG00000132305	IMMT	276									1	276
ENSG00000132323	ILKAP		261								1	261
ENSG00000132326	PER2				1029	249					2	639
ENSG00000132341	RAN		1180			547	146			1156	4	757.25
ENSG00000132356	PRKAA1							347			1	347
ENSG00000132359	RAP1GAP2					370					1	370
ENSG00000132376	INPP5K						410				1	410
ENSG00000132383	RPA1				746						1	746
ENSG00000132386	SERPINF1							263			1	263
ENSG00000132388	UBE2G1									874	1	874
ENSG00000132405	TBC1D14		1046								1	1046
ENSG00000132424	PNISR	807									1	807
ENSG00000132432	SEC61G	590	117		240			228		1154	5	465.8
ENSG00000132463	GRSF1		554								1	554
ENSG00000132466	ANKRD17	743									1	743
ENSG00000132475	H3F3B		833		534						2	683.5
ENSG00000132507	EIF5A		992				262				2	627
ENSG00000132535	DLG4							676			1	676
ENSG00000132563	REEP2									340	1	340
ENSG00000132581	SDF2	921									1	921
ENSG00000132604	TERF2				447						1	447
ENSG00000132639	SNAP25		727		117	69			122	192	5	245.4
ENSG00000132670	PTPRA		338	306						856	3	500
ENSG00000132688	NES					398					1	398
ENSG00000132718	SYT11									935	1	935
ENSG00000132740	IGHMBP2							593			1	593
ENSG00000132781	MUTYH			532							1	532
ENSG00000132821	VSTM2L	122	696	243						643	4	426
ENSG00000132824	SERINC3	715								970	2	842.5
ENSG00000132849	PATJ									913	1	913
ENSG00000132872	SYT4	136	1061	55	131			99		305	6	297.833333333333
ENSG00000132879	FBXO44						353			893	2	623
ENSG00000132906	CASP9		1189								1	1189
ENSG00000132932	ATP8A2				677			575			2	626
ENSG00000132938	MTUS2							391			1	391
ENSG00000132963	POMP									778	1	778
ENSG00000132970	WASF3	801	1134								2	967.5
ENSG00000133019	CHRM3					494		333			2	413.5
ENSG00000133026	MYH10						231			670	2	450.5
ENSG00000133059	DSTYK							578			1	578
ENSG00000133083	DCLK1		171			150		553		243	4	279.25
ENSG00000133103	COG6				805						1	805
ENSG00000133112	TPT1		99		513	400					3	337.333333333333
ENSG00000133134	BEX2	53			105	194		237		202	5	158.2
ENSG00000133135	RNF128				967			691			2	829
ENSG00000133142	TCEAL4	429									1	429
ENSG00000133169	BEX1		606	589	125	166	48	45		605	7	312
ENSG00000133216	EPHB2				1021						1	1021
ENSG00000133265	HSPBP1									1065	1	1065
ENSG00000133302	SLF1				952						1	952
ENSG00000133315	MACROD1									904	1	904
ENSG00000133318	RTN3	152	224	103	155		120			597	6	225.166666666667
ENSG00000133424	LARGE1	337									1	337
ENSG00000133612	AGAP3	474		557							2	515.5
ENSG00000133619	KRBA1				1114						1	1114
ENSG00000133627	ACTR3B		1155								1	1155
ENSG00000133636	NTS	17		333	339	375	126	565	125	154	8	254.25
ENSG00000133657	ATP13A3				876						1	876
ENSG00000133665	DYDC2	879									1	879
ENSG00000133678	TMEM254				966						1	966
ENSG00000133687	TMTC1		736		245	102		485			4	392
ENSG00000133703	KRAS						365				1	365
ENSG00000133706	LARS		917								1	917
ENSG00000133794	ARNTL				845						1	845
ENSG00000133872	SARAF		941	410	202				76	65	5	338.8
ENSG00000133878	DUSP26								213		1	213
ENSG00000134030	CTIF				1135						1	1135
ENSG00000134046	MBD2						392				1	392
ENSG00000134049	IER3IP1						415				1	415
ENSG00000134109	EDEM1							189			1	189
ENSG00000134115	CNTN6	710									1	710
ENSG00000134138	MEIS2								33		1	33
ENSG00000134152	KATNBL1				258						1	258
ENSG00000134202	GSTM3		922		721					233	3	625.333333333333
ENSG00000134278	SPIRE1							412			1	412
ENSG00000134285	FKBP11									569	1	569
ENSG00000134287	ARF3		207						313		2	260
ENSG00000134308	YWHAQ	628		342							2	485
ENSG00000134313	KIDINS220		573								1	573
ENSG00000134318	ROCK2								221		1	221
ENSG00000134330	IAH1									490	1	490
ENSG00000134333	LDHA	402	678		592		157				4	457.25
ENSG00000134343	ANO3								9		1	9
ENSG00000134352	IL6ST		625		599						2	612
ENSG00000134419	RPS15A	380	146				393				3	306.333333333333
ENSG00000134440	NARS		915								1	915
ENSG00000134443	GRP		178							189	2	183.5
ENSG00000134453	RBM17							624			1	624
ENSG00000134531	EMP1		664			294					2	479
ENSG00000134575	ACP2							444			1	444
ENSG00000134590	RTL8C							500			1	500
ENSG00000134595	SOX3	350			863			231			3	481.333333333333
ENSG00000134602	STK26	868	1043	531				504			4	736.5
ENSG00000134644	PUM1	797	1087								2	942
ENSG00000134744	TUT4					601					1	601
ENSG00000134769	DTNA		137					650			2	393.5
ENSG00000134779	TPGS2									1198	1	1198
ENSG00000134824	FADS2		905								1	905
ENSG00000134825	TMEM258							381		493	2	437
ENSG00000134851	TMEM165	243									1	243
ENSG00000134853	PDGFRA				253						1	253
ENSG00000134874	DZIP1		693		787						2	740
ENSG00000134884	ARGLU1									902	1	902
ENSG00000134982	APC	375	706								2	540.5
ENSG00000134986	NREP				521						1	521
ENSG00000135002	RFK		779							143	2	461
ENSG00000135045	C9orf40			499							1	499
ENSG00000135046	ANXA1			210							1	210
ENSG00000135052	GOLM1	516	666			303			385	118	5	397.6
ENSG00000135090	TAOK3	847									1	847
ENSG00000135094	SDS								187		1	187
ENSG00000135097	MSI1									1194	1	1194
ENSG00000135108	FBXO21				1007						1	1007
ENSG00000135111	TBX3						181		236		2	208.5
ENSG00000135116	HRK	933									1	933
ENSG00000135119	RNFT2	498									1	498
ENSG00000135185	TMEM243		1062		767						2	914.5
ENSG00000135218	CD36			554			283				2	418.5
ENSG00000135298	ADGRB3		311		653			270			3	411.333333333333
ENSG00000135299	ANKRD6	919									1	919
ENSG00000135317	SNX14	430									1	430
ENSG00000135334	AKIRIN2		531								1	531
ENSG00000135390	ATP5MC2		652		1115					952	3	906.333333333333
ENSG00000135424	ITGA7							622			1	622
ENSG00000135439	AGAP2									320	1	320
ENSG00000135446	CDK4									759	1	759
ENSG00000135447	PPP1R1A								352		1	352
ENSG00000135454	B4GALNT1		1049	446							2	747.5
ENSG00000135472	FAIM2				341					453	2	397
ENSG00000135473	PAN2			280							1	280
ENSG00000135486	HNRNPA1				1113						1	1113
ENSG00000135506	OS9							608			1	608
ENSG00000135519	KCNH3			275							1	275
ENSG00000135525	MAP7									723	1	723
ENSG00000135541	AHI1		1050		888					466	3	801.333333333333
ENSG00000135549	PKIB	215	675	146							3	345.333333333333
ENSG00000135624	CCT7		936					586			2	761
ENSG00000135625	EGR4							724			1	724
ENSG00000135643	KCNMB4	549		379							2	464
ENSG00000135677	GNS									1105	1	1105
ENSG00000135698	MPHOSPH6									931	1	931
ENSG00000135709	KIAA0513				220						1	220
ENSG00000135744	AGT			269							1	269
ENSG00000135749	PCNX2									957	1	957
ENSG00000135776	ABCB10			543							1	543
ENSG00000135821	GLUL		161		87	159	130	58		400	6	165.833333333333
ENSG00000135823	STX6	332									1	332
ENSG00000135824	RGS8								265		1	265
ENSG00000135838	NPL									868	1	868
ENSG00000135862	LAMC1								396		1	396
ENSG00000135905	DOCK10								186		1	186
ENSG00000135916	ITM2C		477			151	391			142	4	290.25
ENSG00000135919	SERPINE2				615			400		836	3	617
ENSG00000135932	CAB39				457						1	457
ENSG00000135940	COX5B					193					1	193
ENSG00000135945	REV1							605			1	605
ENSG00000135999	EPC2				883			590			2	736.5
ENSG00000136002	ARHGEF4	885									1	885
ENSG00000136003	ISCU						53				1	53
ENSG00000136040	PLXNC1									319	1	319
ENSG00000136099	PCDH8				328			244			2	286
ENSG00000136104	RNASEH2B	740									1	740
ENSG00000136111	TBC1D4	465						547			2	506
ENSG00000136143	SUCLA2		310							1082	2	696
ENSG00000136144	RCBTB1					558					1	558
ENSG00000136146	MED4		243								1	243
ENSG00000136147	PHF11									1011	1	1011
ENSG00000136153	LMO7								55		1	55
ENSG00000136156	ITM2B			237	1015			223			3	491.666666666667
ENSG00000136160	EDNRB				822			574	181		3	525.666666666667
ENSG00000136237	RAPGEF5									894	1	894
ENSG00000136238	RAC1		910								1	910
ENSG00000136244	IL6					657					1	657
ENSG00000136280	CCM2			168							1	168
ENSG00000136295	TTYH3					434					1	434
ENSG00000136352	NKX2-1			114	837					266	3	405.666666666667
ENSG00000136371	MTHFS								395		1	395
ENSG00000136404	TM6SF1									1179	1	1179
ENSG00000136444	RSAD1	221									1	221
ENSG00000136531	SCN2A					246					1	246
ENSG00000136541	ERMN			111							1	111
ENSG00000136546	SCN7A			360							1	360
ENSG00000136631	VPS45						469				1	469
ENSG00000136643	RPS6KC1					138					1	138
ENSG00000136698	CFC1	612									1	612
ENSG00000136710	CCDC115		1028					733			2	880.5
ENSG00000136720	HS6ST1							332			1	332
ENSG00000136750	GAD2	72	191	88	213			352	53	88	7	151
ENSG00000136754	ABI1				694						1	694
ENSG00000136758	YME1L1									708	1	708
