symbol	dx
ARHGEF26	BMI
EFCAB4A	BMI
SULT1A1	BMI
UBA7	BMI
ANKDD1B	BMI
ARG1	BMI
ACTBP13	BMI
TEX10	BMI
MARK3	BMI
AC004878.6	BMI
AC006014.10	BMI
ENPP7P1	BMI
RP11-115J16.3	BMI
FIBP	BMI
CTD-3187F8.2	BMI
LHCGR	BMI
AP006621.5	BMI
NFAT5	BMI
DNAJC27	BMI
ARNTL	BMI
MAPK3	BMI
ZNF668	BMI
CYBRD1	Panic
DYNC1I2	Panic
DNM1L	Panic
SUSD1	Panic
SYT10	Panic
SLC25A12	Panic
PCDH17	Panic
PTBP3	Panic
HAT1	Panic
INIP	Panic
MIA3	Panic
DISP1	Panic
ADAMTS9	Panic
KIAA0947	Panic
FOXL2	Panic
NA	Panic
NR2F2	Panic
C3orf72	Panic
AC087477.1	Panic
AC068039.1	Panic
SNHG7	ADHD
HCG27	SCZ
LOC100507351	ADHD
LINC02904	ADHD
RAD52	ADHD
ABCB4	ADHD
GDE1	ADHD
ABCC8	ADHD
SPATA20	ADHD
CACNA1G	ADHD
NISCH	SCZ
EHD3	ADHD
NUB1	ADHD
BID	ADHD
ARID4A	ADHD
IFT88	ADHD
FUT8	ADHD
DAPK2	ADHD
MSR1	ADHD
LSG1	ADHD
TG	ADHD
ERCC8	ADHD
VAMP3	ADHD
TNFRSF9	ADHD
PTGER3	ADHD
MPHOSPH9	ADHD
GINM1	ADHD
TMCC3	ADHD
PPP1R12A	ADHD
CROCC	ADHD
TARBP1	ADHD
UHRF1BP1	ADHD
ANKRD44	ADHD
NEO1	ADHD
PYGM	ADHD
NUCKS1	ADHD
ASNS	ADHD
ADGRL1	ADHD
IRAG1	ADHD
SCARB1	ADHD
PDE8A	ADHD
NTN4	ADHD
RABL2B	ADHD
AP4E1	ADHD
PCDHA6	ADHD
CCNT2	ADHD
NFE2L1	ADHD
MAPRE3	ADHD
FOLH1	ADHD
SF3B2	ADHD
DNAAF9	ADHD
LAG3	ADHD
GLG1	ADHD
RGS17	ADHD
SCFD1	ADHD
TOX4	ADHD
SEC22C	ADHD
ERMP1	ADHD
TSPAN15	ADHD
MZF1	ADHD
CDHR5	ADHD
BCL2L13	ADHD
TRIOBP	ADHD
JOSD1	ADHD
PPP6R2	ADHD
SBF1	ADHD
HMOX1	ADHD
MCM5	ADHD
DAAM1	ADHD
TELO2	ADHD
PCNX1	ADHD
CINP	ADHD
CD40	ADHD
CHRNA4	ADHD
SPEF1	ADHD
RNF24	ADHD
CHMP4B	ADHD
VAPA	ADHD
MTHFSD	ADHD
RBL2	ADHD
SYT17	ADHD
CEP152	ADHD
CA2	ADHD
HNRNPL	ADHD
PIH1D1	ADHD
DOT1L	ADHD
PIAS4	ADHD
DENND3	ADHD
AVL9	ADHD
GSDME	ADHD
CHN2	ADHD
AEBP1	ADHD
TNFSF8	ADHD
DOCK8	ADHD
KANK1	ADHD
KCNT1	ADHD
RASSF4	ADHD
SEC23IP	ADHD
CDH23	ADHD
FBXL15	ADHD
ZMIZ1	ADHD
BLMH	ADHD
DUSP3	ADHD
VWA5A	ADHD
CEP164	ADHD
GTF2H1	ADHD
BCL7A	ADHD
SLC6A12	ADHD
CDKN1B	ADHD
MAN1A1	ADHD
FANCE	ADHD
CD83	ADHD
SMAP1	ADHD
NME5	ADHD
RASGRF2	ADHD
SLC12A7	ADHD
ERGIC1	ADHD
HYAL1	ADHD
GBE1	ADHD
SCAP	ADHD
PLSCR4	ADHD
WDR48	ADHD
POMC	ADHD
ITGA4	ADHD
CHST10	ADHD
PPP1R7	ADHD
GORASP2	ADHD
TMEM9	ADHD
MAP7D1	ADHD
WARS2	ADHD
LGALS8	ADHD
RAB29	ADHD
PRDX1	ADHD
BLZF1	ADHD
CNN3	SCZ
NSL1	ADHD
COLEC11	ADHD
CNR1	ADHD
VAMP8	ADHD
NEK6	ADHD
TEK	ADHD
NUP43	ADHD
TCP1	ADHD
AKAP1	ADHD
PLBD1	ADHD
PDZRN3	ADHD
CSTA	ADHD
CCDC18	ADHD
VPS26A	ADHD
CSE1L	ADHD
STAU1	ADHD
RAB17	ADHD
DOK4	ADHD
GRK4	ADHD
POLR1B	ADHD
ALKBH7	ADHD
GPR108	ADHD
ITPA	ADHD
FAM110A	ADHD
WFIKKN1	ADHD
TICAM1	ADHD
PPAT	ADHD
RAC2	ADHD
THAP10	ADHD
DCTD	ADHD
ELOF1	ADHD
MRPL34	ADHD
FCHO1	ADHD
PGPEP1	ADHD
LATS1	ADHD
GFPT2	ADHD
CHD1L	ADHD
FMO5	ADHD
CCT6B	ADHD
RAP1GAP2	ADHD
LANCL2	ADHD
XAF1	ADHD
SDF2	ADHD
IGHMBP2	ADHD
AP3B1	ADHD
TMCC2	ADHD
BTBD2	ADHD
ACTR3B	ADHD
TMTC1	ADHD
HSD17B4	ADHD
TEX15	ADHD
LOXL2	ADHD
AP4B1	ADHD
IL15RA	ADHD
ANXA1	ADHD
TAOK3	ADHD
CCDC146	ADHD
CD36	ADHD
KHDC1	ADHD
AKIRIN2	ADHD
MAP7	ADHD
STX11	ADHD
USP15	ADHD
RNASEL	ADHD
CKAP2	ADHD
LRCH1	ADHD
LMO7	ADHD
SPRY2	ADHD
SETDB2	ADHD
NUP42	ADHD
TANK	ADHD
TLR4	ADHD
TEX10	ADHD
DENND4C	ADHD
GCM1	ADHD
LRRC32	ADHD
GCHFR	ADHD
ADCY3	ADHD
CENPO	ADHD
APH1B	ADHD
KIAA1109	ADHD
TCHP	ADHD
NABP2	ADHD
RAB20	ADHD
PELI2	ADHD
COMMD4	ADHD
MCTP2	ADHD
FURIN	ADHD
TXNL4B	ADHD
ADAD2	ADHD
NCOR1	ADHD
KSR1	ADHD
TBCD	ADHD
FEM1A	ADHD
SAE1	ADHD
MMEL1	ADHD
ZNF593	ADHD
PIGK	ADHD
LYPLAL1	ADHD
SETDB1	ADHD
SELENBP1	ADHD
TPM3	ADHD
SLC39A1	ADHD
HAX1	ADHD
FBXO28	ADHD
ZC3H8	ADHD
POLR2D	ADHD
LNPK	ADHD
CNTN4	ADHD
LPP	ADHD
NKD2	ADHD
PIK3R1	ADHD
FEM1C	ADHD
ADAMTS19	ADHD
FARS2	ADHD
TPBG	ADHD
RARS2	ADHD
SDK1	ADHD
TRIM4	ADHD
NCAPG2	ADHD
NAPRT	ADHD
MSRB2	ADHD
MKX	ADHD
MIA2	ADHD
PIP4K2A	ADHD
NBAS	ADHD
POC5	ADHD
PAN3	ADHD
SPARCL1	ADHD
GPR180	ADHD
IFIT5	ADHD
CNTNAP4	ADHD
RAB3C	ADHD
SYCP2L	ADHD
RASSF3	ADHD
CHST9	ADHD
UBASH3B	ADHD
PLCL2	ADHD
FBXL18	ADHD
PPM1J	ADHD
LRGUK	ADHD
SFXN2	ADHD
ZDHHC5	ADHD
MED19	ADHD
ZFAND3	ADHD
BAG4	ADHD
NCK1	SCZ
EMSY	ADHD
ARHGAP27	ADHD
ATP13A2	ADHD
PSMB4	ADHD
SLC37A1	ADHD
CSTB	ADHD
MED27	ADHD
ADAR	ADHD
AZGP1	ADHD
ACOX1	ADHD
ALDH16A1	ADHD
FMNL3	ADHD
ELAVL4	ADHD
ZSWIM5	ADHD
LRRC38	ADHD
DIRAS3	ADHD
CLHC1	ADHD
RPRD2	ADHD
TGFA	ADHD
SLC22A15	ADHD
ADORA1	ADHD
PRKCD	ADHD
ARHGEF3	ADHD
RNF168	ADHD
MFSD8	ADHD
FHIP1A	ADHD
DAGLB	ADHD
SLU7	ADHD
MED30	ADHD
DCAF13	ADHD
ZMAT4	ADHD
KDM1B	ADHD
GKAP1	ADHD
KIF27	ADHD
COMTD1	ADHD
PDZD8	ADHD
SNAPC4	ADHD
PMPCA	ADHD
RET	ADHD
METTL17	ADHD
METTL3	ADHD
PDZRN4	ADHD
IKBIP	ADHD
PPFIBP2	ADHD
IDH3A	ADHD
TRIM66	ADHD
ATF7IP2	ADHD
NEMP1	ADHD
YWHAB	ADHD
AKTIP	ADHD
PPP1R14A	ADHD
TTC21A	ADHD
SF1	ADHD
RBPJ	ADHD
LMBRD1	ADHD
HR	ADHD
ADAM9	ADHD
SNTB2	ADHD
TMEM129	ADHD
ZBTB43	ADHD
PGM2	ADHD
SNUPN	ADHD
TM2D2	ADHD
PLEKHA2	ADHD
LUZP1	ADHD
NIPA1	ADHD
TRABD	ADHD
DCDC1	ADHD
PDGFD	ADHD
FEZ2	ADHD
SPSB1	ADHD
RASGRP4	ADHD
FGGY	ADHD
SLFN11	ADHD
RAB37	ADHD
ABLIM3	ADHD
ZNF622	ADHD
CD7	ADHD
FAM53A	ADHD
MSL2	ADHD
LARP7	ADHD
RSRC1	ADHD
CATSPER1	ADHD
LSM1	ADHD
RAB6A	ADHD
MSRA	ADHD
CSTF3	ADHD
CDC26	ADHD
DMRTA1	ADHD
VSIG10	ADHD
GATD1	ADHD
SLC25A22	ADHD
IL17RA	ADHD
AGTRAP	ADHD
ASB8	ADHD
ZNF543	ADHD
OR2D3	ADHD
APOLD1	ADHD
RMI1	ADHD
EIF3K	ADHD
PSTK	ADHD
ZFP82	ADHD
F2R	ADHD
TMEM132C	ADHD
DDX60L	ADHD
ZBTB20	ADHD
SHISAL2A	ADHD
BACE2	ADHD
YBEY	ADHD
CEP97	ADHD
SNORC	ADHD
NDN	ADHD
SYNDIG1L	ADHD
LHFPL6	ADHD
TMEM50A	ADHD
CLDN5	ADHD
OLIG1	ADHD
NDUFA12	ADHD
SIVA1	ADHD
SEMA4B	ADHD
BRWD1	ADHD
ADARB2	ADHD
IFIT1	ADHD
PPP1CC	ADHD
KPNA4	ADHD
KATNA1	ADHD
BCDIN3D	ADHD
RHD	ADHD
WDR86	ADHD
FANCA	ADHD
PABIR1	ADHD
ZNF559	ADHD
NBR1	ADHD
RHCE	ADHD
NEMP2	ADHD
CPNE4	ADHD
TPK1	ADHD
MYO18A	ADHD
AP2A1	ADHD
ZNF763	ADHD
KIAA1671	ADHD
ACSL5	ADHD
MRPL21	ADHD
TOPORS	ADHD
ERO1A	ADHD
DDRGK1	ADHD
ZNF813	ADHD
CCDC69	ADHD
CDC42BPB	ADHD
TMEM184B	ADHD
CD247	ADHD
EFCAB2	ADHD
EEF1AKMT2	ADHD
COL5A2	ADHD
ZNF551	ADHD
PCDHA9	ADHD
PCDHA4	ADHD
OLIG2	ADHD
C21orf62	ADHD
NCKIPSD	ADHD
UGT2B11	ADHD
DNASE1	ADHD
CCDC7	ADHD
PATL2	ADHD
GNG10	ADHD
RTL5	ADHD
STRC	ADHD
PCDHA10	ADHD
ATP6V1E2	ADHD
ZNF260	ADHD
PCDHGB1	ADHD
SLC5A8	ADHD
LSM14A	ADHD
GATC	ADHD
CNPY2	ADHD
HPR	ADHD
MYO19	ADHD
GGNBP2	ADHD
MRPL45	ADHD
EP400P1	ADHD
STAG3L1	ADHD
SUGT1P3	ADHD
RPL32P3	ADHD
TPTE2P1	ADHD
ARHGAP4	AD
WDR55	AD
TAS2R60	AD
KAT8	AD
RP11-369K17.1	AD
RP3-388N13.3	AD
AC115522.3	AD
RP11-320L11.2	AD
TMEM132A	AD
HOXA2	AD
NECTIN2	AD
AMMECR1L	AD
TBCEL	AD
ZNF221	AD
MS4A14	AD
SCARA5	AD
ZNF408	AD
ZFP90	AD
GSTK1	AD
OR2A42	AD
CTAGE8	AD
TRBV19	AD
TRBV20-1	AD
SEC11C	BMI
TRIT1	ADHD
CD300C	ADHD
GSTO1	SCZ
RP11-587D21.1	BMI
C1orf100	SCZ
LMX1B	BMI
WASF3	BMI
PRSS35	SCZ
PCNX1	SCZ
LGR4	BMI
MRPL33	BMI
RP5-994D16.3	SCZ
SRP14	SCZ
MRM2	SCZ
CALHM1	SCZ
CALM3	BMI
FNDC10	SCZ
SREBF1	SCZ
ZCCHC17	SCZ
FAM227A	SCZ
AC007238.1	SCZ
SLX4	BMI
PTK6	SCZ
MCHR1	SCZ
TVP23A	SCZ
ATP13A1	BMI
ACP2	SCZ
FBXL15	BMI
C1orf50	SCZ
FAM86B3P	SCZ
DNAJB4	BMI
NFRKB	SCZ
SMARCC2	SCZ
PSMC3	SCZ
RP11-289A15.1	SCZ
RP11-671M22.4	SCZ
ITIH3	SCZ
PITPNM2	SCZ
LIN7C	BMI
MARCKSL1P1	SCZ
ERGIC3	SCZ
SPN	BMI
LGMN	AD
COG4	AD
SUPT20H	ADHD
FHIP2B	ADHD
NUDT18	ADHD
TIGD5	ADHD
RRAGD	ADHD
CFAP58	SCZ
POLR3H	SCZ
CIB4	BMI
DNAH10OS	SCZ
JRK	SCZ
L3MBTL2	SCZ
BAHD1	SCZ
ZNF564	SCZ
LYSMD3	SCZ
RP11-115J16.2	SCZ
EIF2AK4	SCZ
ABCE1	BMI
PI15	BMI
DUS2	SCZ
GPN3	SCZ
DRG2	SCZ
CCDC39	SCZ
ELOVL7	SCZ
TLCD3B	SCZ
SLC12A4	SCZ
MSL2	SCZ
DNAJC19	SCZ
TM6SF2	SCZ
RP11-114H24.4	SCZ
ZGPAT	SCZ
AC011816.1	SCZ
SLC27A1	BMI
CIB2	SCZ
FCF1P7	SCZ
ARPC3	SCZ
ALG1L13P	SCZ
TDRD12	BMI
ACTR1A	BMI
OR8G7P	SCZ
ERMAP	SCZ
CYP11B1	SCZ
RP11-890B15.3	SCZ
UPK3BP1	BMI
RP5-998N21.4	SCZ
NFAM1	SCZ
CARD11	SCZ
CEP170	SCZ
RP11-70F11.2	BMI
NRIP2	SCZ
APOC2	BMI
GPER1	SCZ
NDUFS3	BMI
PXDN	BMI
ATAD2B	BMI
C2orf15	ASD
REEP2	Lefthanded
NAE1	Lefthanded
GMPR2	ADHD
LRRC1	BMI
PLCG2	AD
CTD-2091N23.1	BMI
AC083884.8	BMI
ZKSCAN3	BMI
RP11-71L14.3	BMI
CHDH	BMI
NAGA	BMI
RNF40	AD
TRAPPC11	BMI
AXIN2	BMI
NRF1	AD
NR1H3	BMI
FRAT2	BMI
FTSJ3	BMI
POMC	BMI
TNRC6B	BMI
RNU6-476P	SCZ
RPL9	BMI
SLC51A	BMI
SNX19	SCZ
PTRHD1	BMI
ICAM4	BMI
ACSM1	BMI
RP11-1072A3.4	BMI
MIR3934	SCZ
TUBA1C	BMI
CHRM4	SCZ
MUSTN1	SCZ
ALOX5	BMI
COMMD8	BMI
MAP2K5	BMI
HIGD1A	BMI
RP11-650L12.4	SCZ
ITIH4-AS1	SCZ
GOLGA2P10	SCZ
GBF1	BMI
NXPE1	BMI
MAU2	BMI
BCDIN3D-AS1	BMI
SLC45A3	BMI
TLCD3B	BMI
KCNJ12	BMI
NOTCH4	SCZ
HPS1	BMI
PSMC3	BMI
SGF29	BMI
ODAD4	BMI
E2F2	BMI
CORO1A	BMI
DDHD2	BIP
RP11-165H23.1	BMI
SLC25A17	SCZ
PRR15L	BMI
PCNX3	SCZ
ALMS1P1	SCZ
EFCAB10	SCZ
RN7SL199P	SCZ
ANKS3	SCZ
ACADVL	SCZ
SPTLC1	BMI
PRAG1	BMI
GOLGA6L5P	SCZ
LINC02210	GAD
LRRC37A4P	GAD
WASF2	SCZ
RNF122	BMI
TMEM258	BMI
HCG11	BMI
TBC1D3B	BMI
RP11-7O11.3	ADHD
MTOR	BMI
AP006621.5	ADHD
STAT6	SCZ
XPNPEP3	SCZ
PTPRR	BMI
BRF2	BIP
EVI5	BMI
ZSCAN12	BMI
RN7SL717P	BMI
TRMT61B	BMI
MPI	BMI
CDK5RAP3	BMI
HLA-DMA	SCZ
ITIH4	SCZ
MAST3	BMI
CYP2D6	SCZ
SH3YL1	BMI
TMOD3	BMI
CGN	BMI
ACP2	BMI
CSPG4P12	SCZ
C22orf23	BMI
TMBIM6	BMI
PHF13	BMI
PIAS4	BMI
PITPNC1	BMI
ERCC8	SCZ
TM6SF1	BMI
XPO6	BMI
SHTN1	BMI
LINC01556	SCZ
SH3KBP1	BMI
PABPC4	BMI
SNX19	BMI
CBX3	BMI
ZNF233	BMI
BAG5	BMI
NSUN7	BMI
PHC2	BMI
RFTN2	BMI
RP11-264B17.2	BMI
BARX1	BMI
SLC2A2	BMI
SEC16B	BMI
C4A	SCZ
CUEDC2	BMI
VARS2	SCZ
ITGAX	BMI
C6orf47	BMI
PRSS8	BMI
POC5	BMI
RP11-1348G14.5	BMI
POLL	BMI
EFEMP2	BMI
TBC1D10B	BMI
MTCH2	BMI
AC004448.5	SCZ
RP11-284F21.8	BMI
WDR76	BMI
ECE2	BMI
TRDC	BMI
CATIP	BMI
PITPNA	BMI
AHCY	BMI
NCSTN	BMI
HAL	BMI
AS3MT	BIP
DND1P1	GAD
ARID5B	ADHD
SFR1	SCZ
IGSF9B	BMI
RP11-211N11.5	BMI
RP4-563E14.1	BMI
HIC1	BMI
RP5-1050D4.3	AD
ACSM5	BMI
RP11-451F14.1	SCZ
MAP7D1	SCZ
SRA1	SCZ
TOM1L2	SCZ
CYP4F22	BMI
PREX1	BMI
NFATC3	BMI
FBXL18	BMI
PIK3R3	BMI
CARF	BMI
NEXN	BMI
SRR	BMI
FES	SCZ
VPS11	BMI
ICA1L	BMI
GIPC2	BMI
CYB5R3	BMI
LRP1	BMI
VAC14-AS1	BMI
AP006621.6	BMI
PPP2R3A	BMI
DIPK1A	BMI
FCGR1A	SCZ
TRAPPC2L	SCZ
TYW5	SCZ
INVS	BMI
SUOX	BMI
KLHL40	BMI
FHIP1A	BMI
SBNO1	SCZ
SLC16A3	BMI
CTNNAL1	BMI
ATP5MC1	BMI
COG8	BMI
CISD2	BMI
RP11-73M18.8	BMI
SNX32	BMI
ZFP57	SCZ
GDPD3	BMI
NUP210L	ADHD
KRTAP12-2	BMI
CHTF8	BMI
URI1	BMI
ULK1	BMI
SF3B3	BMI
ATP5MF	BMI
NFATC2IP	BMI
GDI2P2	BMI
RPS15A	BMI
RNF40	BMI
SKOR1	BMI
NPIPB6	BMI
GPX1	BMI
TFAP2B	BMI
PERM1	MDD
GIPR	BMI
RP11-660M5.1	BMI
GSTO2	SCZ
GOSR2	BMI
CTD-2378E12.1	ADHD
SHOC1	BMI
MSL3	BMI
NMU	MDD
CD83	BMI
NUDT12	BMI
PSMD6-AS1	SCZ
QPCTL	BMI
TRIM65	BMI
GNMT	BMI
FXYD6	BMI
ILVBL	BMI
ESRRA	BMI
ZNF394	BMI
ITCH-IT1	BMI
MVP	BMI
MINDY2	AD
LAPTM5	SCZ
YEATS2	BMI
C3orf62	BMI
AC007952.5	SCZ
JKAMP	SCZ
ADAMTS7	SCZ
INO80D	BMI
RP9	BMI
PRSS36	BMI
SMN2	BMI
MPHOSPH9	SCZ
RP11-538P18.2	BMI
NICN1	AD
CYB561D2	BMI
PRR14	BMI
COPZ1	BMI
GCH1	MDD
ACTR5	SCZ
VIRMA	BMI
ANKRD44	SCZ
ERCC8	BMI
HEMK1	BMI
HPR	BMI
BTN3A1	SCZ
ARL6IP4	SCZ
CLDN23	BMI
RPS18	BMI
RBL2	BMI
CYP4F3	BMI
MXI1	BMI
RP11-455F5.3	BMI
AARS1	BMI
HYAL3	BMI
CLEC18C	BMI
RP1L1	BMI
SLC35G2	BMI
BOLA2	BMI
RP11-867G23.13	BMI
CPT2	BMI
TRIM73	BMI
C4B	SCZ
FUBP1	BMI
ATP2A1	BMI
FAIM2	BMI
HAGH	BMI
SPSB3	BIP
PKD2L1	AD
MINDY1	MDD
PRSS53	AD
ATP5F1AP3	BMI
AC104695.4	BMI
MRPS6P2	BMI
JUP	BMI
EFCAB13	BMI
HNRNPK	BMI
DGCR8	BMI
ZNF790	SCZ
GLT8D1	BMI
SMARCD2	BMI
YIPF3	BMI
ISCA2	BMI
AC015971.2	BMI
CCDC148	BMI
LRRC53	BMI
SLC25A10	BMI
AC145123.2	SCZ
SFMBT1	SCZ
HIVEP1	BMI
SAMSN1	BMI
CD46	SCZ
CYP2D7	SCZ
RP11-33B1.3	BMI
NT5C2	BMI
NR2F1-AS1	BMI
AP1S1	BMI
EXOSC10	BMI
LILRB2	BMI
BOLA2B	BMI
VPS51	BMI
PCAT4	BMI
PTGFR	BMI
GPBP1L1	BMI
BUD31	BMI
RMC1	BMI
RPS3A	BMI
RPL3	BMI
BOLA3	BMI
TIMM23	BMI
ZFHX4	BMI
GON4L	BMI
FAM186B	BMI
TMEM161B-DT	BMI
GOLGA6A	BMI
WDR90	BMI
INPP5A	BMI
MSN	BMI
AC002550.5	BMI
HFE	BMI
BTBD2	BMI
RRAS	BMI
ZNF197	BIP
TNFRSF18	BIP
PBRM1	SCZ
GABRD	BMI
GNAI2	BMI
AGAP6	BMI
CRIPT	BMI
DHX36	BMI
HYAL1	BMI
CTF1	BIP
MYBPC3	BMI
EIF3CL	BMI
MAP2K2	BMI
CTSB	BMI
H4C11	SCZ
MTMR14	BMI
BAIAP2	BMI
SPDYE5	BMI
KEL	BMI
BCKDK	MDD
TNS1	BMI
CD34	AD
BTN3A2	BMI
GPSM3	SCZ
SLC16A14	BMI
NDRG3	AD
SSBP4	AD
MED30	SCZ
SLC25A20	BMI
ELL	AD
RP11-259G18.1	GAD
NT5C1A	BMI
GDPD1	BMI
PSORS1C2	BMI
RAB11FIP5	SCZ
BID	BMI
TKT	SCZ
FOXRED2	AD
SAP130	AD
CNPPD1	SCZ
RIPOR2	BMI
RP1-239B22.5	BMI
PDE1C	AD
EIF3B	BMI
CDH1	BMI
MAPRE3	BMI
RNF146	BMI
CTD-2380F24.1	BMI
ENPP7P1	SCZ
TMCO6	SCZ
NPLOC4	BMI
ALDH6A1	BMI
VPS33A	BMI
TRIM38	SCZ
SAMD11	BMI
FAM124B	SCZ
ARHGDIG	BMI
IPP	BMI
SERPINC1	BMI
TPD52L2	BMI
PLCL1	SCZ
ITGAM	BMI
SYT14	BMI
LTBP3	BMI
SPI1	BMI
ZFYVE21	BMI
ZC3H10	BMI
MLXIP	BMI
PYCARD	BMI
GNL3	BMI
H2AC13	MDD
GLTPD2	BMI
CDHR4	BMI
PDE4C	BMI
TNIP1	BMI
TTLL6	BMI
IL27	BMI
KLC1	BMI
BTN3A2	SCZ
DMAC2L	BMI
SLC35E2A	BIP
MAP2K3	BMI
RAX2	BMI
ZSCAN9	SCZ
YPEL3	BMI
SLC14A1	BMI
EFR3B	BMI
RP11-425L10.1	BMI
IRF2BPL	BMI
TAL1	BMI
USP47	BMI
CCDC122	SCZ
COG8	SCZ
GIGYF1	SCZ
TEX264	BIP
SNORD3B-1	SCZ
INA	SCZ
SMG1P2	SCZ
AGPAT4-IT1	BMI
NADK	SCZ
SBK1	BMI
EDEM3	BMI
GLYCTK	BMI
HLA-DPA1	SCZ
SLC30A3	BMI
SLC17A1	SCZ
RP11-1029M24.1	BMI
MAP3K3	BMI
AXIN1	BMI
HOMER3	BMI
HLA-C	SCZ
PMM1	SCZ
DHX33	BMI
CHRNA2	BMI
FAXDC2	BMI
MTRFR	SCZ
CPD	BMI
TBCC	BMI
MADD	BMI
RSC1A1	BMI
FGF18	BMI
PDE4D	BMI
HCG4	SCZ
RPL21P1	BMI
SEMA3B-AS1	BMI
DHRS7B	BMI
FCGRT	BMI
CTD-2033A16.2	BMI
SHARPIN	BMI
GRID1	BMI
DDR1	SCZ
CLIC1	SCZ
ASCC2	BMI
HMGCR	BMI
ACKR1	BMI
SEMA6C	MDD
AL132709.1	BMI
SIKE1	BMI
GNB4	BMI
CCDC62	BMI
DPH6	BMI
NCR3LG1	BMI
RP11-68I18.10	BMI
LRRC37A16P	BMI
TDRD9	BMI
DUSP14	BMI
TRA2A	AD
PSMA5	BMI
CFAP20	AD
HSPA4	AD
ZNF276	MDD
LINC02210	ASD
MTFR1	BMI
CDIPT	BMI
HEY2	BMI
RP11-159D12.8	BMI
RP3-395M20.8	BMI
ZNF764	BMI
CIAO1	BMI
SLX4IP	BMI
TEK	SCZ
SYNGR1	BMI
DMWD	BMI
ACACA	BMI
HCG23	SCZ
POLR2L	BMI
KCNH2	BMI
EFL1P1	SCZ
LPAR2	SCZ
TAB1	BMI
CERCAM	BMI
POU5F1	BMI
HYKK	SCZ
CDK2AP1	SCZ
BORCS7-ASMT	SCZ
ATXN2L	BMI
PRKAR2A	BIP
ITIH1	BMI
POR	BMI
ZFP3	BMI
BNIPL	BMI
SPCS1	BMI
NOP14	BMI
CEND1	BMI
PRSS36	AD
MRPL2	BMI
RP5-1050D4.2	BMI
SEPHS2	SCZ
COPS7A	BMI
RNF5	BMI
TUBA1A	BMI
C1orf56	MDD
MSL2	BMI
CSF3R	BMI
DEFB134	BMI
LOXL4	BMI
WBP1L	SCZ
VWA7	BMI
POLK	BMI
PDZK1IP1	BMI
TRIM10	BMI
UBE2J2	BIP
PBK	AD
LINC02094	SCZ
TBX15	BMI
SNORD12B	BMI
CWH43	BMI
KLK6	BMI
YIF1A	BMI
PCYT2	BMI
PRR12	SCZ
RETREG2	SCZ
ZNF285BP	AD
SNX32	AD
AMT	GAD
RIN2	SCZ
KIAA1191	BMI
SAC3D1	BMI
CCDC34	BMI
TCTN1	BMI
RAD51C	SCZ
TTC14	SCZ
ZBTB49	BMI
LRRFIP2	SCZ
SEPTIN10	SCZ
RP11-73M18.8	SCZ
ZSCAN23	SCZ
ATP6V0A2	BMI
DDX19A	BMI
C2orf69	BMI
NGF	SCZ
EXOC4	BMI
TMEM18	BMI
CHTOP	BMI
MFAP2	BMI
DRC3	SCZ
DCAF7	BMI
RP11-434E6.4	BMI
HNRNPA1P16	BMI
RP11-102M11.2	SCZ
SOCS1	BMI
SLC45A4	BMI
GOLGA5	BMI
ZNF843	BMI
CD151	BMI
TMEM219	BMI
OAS3	BMI
HSPA1B	SCZ
RP11-890B15.3	BMI
RP11-73M18.11	BMI
USP33	BMI
LST1	BMI
NUP210L	SCZ
EHBP1L1	BMI
CCNE1	BMI
NDUFB3	BMI
MPIG6B	SCZ
NUDT3	BMI
RPL11	BMI
ZSCAN31	SCZ
SNF8	BMI
H4C12	SCZ
ZNF688	BMI
APOM	SCZ
FLOT1	SCZ
TRAIP	BMI
CELSR3	BMI
ACYP2	BMI
KIF21A	SCZ
COL7A1	BIP
SKAP2	BMI
HOXA11	BMI
PPP1R3A	BMI
DPYD	BMI
YEATS4	BMI
KTN1-AS1	AD
CCDC90B	SCZ
TMEM109	AD
ATXN1L	BMI
RP11-6N17.9	BMI
IFT52	BMI
NDUFS4	BMI
DIRAS1	BMI
RP11-338N10.3	BMI
RP4-665J23.4	BMI
TRAF3	BMI
SYPL2	BMI
NEIL2	BMI
AK4	BMI
AP5B1	BMI
NDST1	BMI
PPP1R13B	BMI
TAP2	BMI
PRDM9	BMI
KDM3A	BMI
IFNE	SCZ
STK33	BMI
RP11-462G12.2	BMI
BSN-DT	BMI
IL1R2	BMI
OTUB2	BMI
BPTF	BMI
RP11-707P17.2	BMI
STX19	BMI
RN7SKP151	BMI
ABHD12	BMI
AMZ2	BMI
U91328.21	SCZ
RAD52	BMI
NT5DC2	BMI
HMGB1	BMI
CNIH2	BMI
HSD3B7	BMI
DHODH	BMI
IER3IP1	BMI
ATG13	BMI
C16orf96	SCZ
RP3-407E4.4	SCZ
TESK2	BMI
FPR2	BMI
NDST3	SCZ
MCM6	BMI
SNX8	SCZ
LACTB2	AD
SF3A1	SCZ
MESD	BMI
TTLL4	BMI
SLC37A4	BMI
PCSK7	BMI
ZNF668	AD
MYLK2	BMI
SLC35G2	SCZ
CORO7	SCZ
RPL18	BMI
SMDT1	SCZ
ANGPTL1	BMI
ATM	BMI
ZSCAN32	BMI
CPS1	BMI
RMDN1	BMI
TMOD2	BMI
KIAA1522	BMI
H1-4	BMI
CSRNP3	BMI
OR5K4	BMI
CCDC12	BMI
SLIT2	BMI
HLA-F	SCZ
MLLT11	BMI
YWHAZ	BMI
