H369 clusters	gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
314	GRM7	5.37E-43	1.67343836	0.953	0.935	3.20E-38
314	TCF4	6.44E-43	1.34753186	0.899	0.571	3.83E-38
314	HMCN1	8.25E-43	1.28512853	0.372	0.078	4.91E-38
314	DLX6-AS1	2.69E-41	1.30048126	0.689	0.266	1.60E-36
314	AL356534.1	4.18E-37	1.56958129	0.703	0.362	2.49E-32
314	CHRM3	8.90E-35	1.83888518	0.838	0.527	5.29E-30
314	GRM8	7.32E-34	1.9838791	0.777	0.445	4.35E-29
314	EPHA3	2.36E-33	1.67355276	0.662	0.301	1.41E-28
314	POU6F2	4.03E-31	1.15631643	0.581	0.23	2.40E-26
314	MAMLD1	2.48E-30	1.47178857	0.676	0.405	1.47E-25
314	SLC44A5	4.92E-29	1.69207177	0.791	0.559	2.93E-24
314	KLHL1	2.01E-27	1.2030411	0.845	0.582	1.20E-22
314	ADGRV1	7.42E-27	1.14074858	0.797	0.624	4.41E-22
314	CHRM3-AS2	4.93E-26	1.15456821	0.486	0.191	2.93E-21
314	RUNX1T1	9.03E-26	1.21170109	0.845	0.655	5.37E-21
314	KCNIP4	3.76E-25	1.13339139	0.959	0.944	2.23E-20
314	KAZN	7.42E-25	1.15262851	0.953	0.972	4.41E-20
314	KHDRBS2	2.07E-24	1.19694669	0.926	0.881	1.23E-19
314	DLGAP1	4.75E-24	1.16629027	0.946	0.897	2.83E-19
314	EFNA5	7.08E-24	1.32130953	0.865	0.854	4.21E-19
314	ALK	9.30E-24	1.78699522	0.716	0.514	5.53E-19
314	AL357873.1	1.37E-23	1.14826633	0.655	0.41	8.13E-19
314	ALCAM	1.45E-23	1.08174237	0.912	0.777	8.62E-19
314	AC068051.1	1.21E-21	1.24346618	0.635	0.388	7.21E-17
314	GLRA3	4.11E-21	1.2383856	0.75	0.574	2.45E-16
314	AC096576.3	1.90E-20	1.06009834	0.453	0.206	1.13E-15
314	LDB2	3.75E-20	1.12695021	0.736	0.482	2.23E-15
314	RIT2	5.04E-20	1.25624645	0.851	0.722	3.00E-15
314	AC077690.1	4.09E-19	1.22366166	0.73	0.55	2.43E-14
314	PCDH15	2.91E-18	1.11565544	0.926	0.83	1.73E-13
314	FREM1	8.22E-15	1.38396308	0.574	0.417	4.89E-10
314	ATP8B4	1.26E-14	1.20646248	0.5	0.294	7.47E-10
314	PLCH1	1.05E-13	1.1182574	0.554	0.334	6.26E-09
314	GPC6	2.41E-10	1.06556131	0.831	0.761	1.43E-05
316	SLC17A8	7.66E-30	0.89122309	0.324	0.049	4.55E-25
316	NR2F1	1.78E-22	1.18186619	0.581	0.187	1.06E-17
316	HMX3	4.71E-20	0.59773421	0.27	0.048	2.80E-15
316	GPM6A	1.94E-19	0.88897863	1	0.977	1.15E-14
316	RORB	2.61E-19	1.09853877	0.689	0.265	1.55E-14
316	SOX4	5.26E-18	1.68020564	0.689	0.341	3.13E-13
316	NNAT	2.12E-16	1.18175373	0.878	0.567	1.26E-11
316	RMST	5.95E-15	0.91470575	0.959	0.806	3.54E-10
316	BAIAP3	1.13E-14	0.86280026	0.905	0.728	6.72E-10
316	FABP7	1.75E-14	0.60862502	0.243	0.052	1.04E-09
316	PPP3CA	2.26E-14	0.76554646	0.986	0.968	1.35E-09
316	EFNA5	1.67E-13	1.00314997	0.892	0.853	9.94E-09
316	SLC17A6	4.93E-13	1.06768514	0.73	0.466	2.93E-08
316	GNAS	1.14E-12	0.76755791	0.986	0.973	6.77E-08
316	AC110023.1	1.41E-12	0.96769148	0.703	0.42	8.41E-08
316	MT-ND3	1.44E-12	0.93361463	0.986	0.901	8.56E-08
316	PEG10	2.39E-12	1.1682969	0.905	0.748	1.42E-07
316	ERBB4	5.21E-12	0.95058917	0.892	0.621	3.10E-07
316	BASP1	5.47E-12	0.68064909	0.986	0.941	3.25E-07
316	MT-CO2	6.11E-12	0.87688482	1	0.969	3.63E-07
316	PCSK1N	1.05E-11	1.00656856	0.946	0.904	6.22E-07
316	FUT9	2.11E-11	0.70985411	0.932	0.821	1.26E-06
316	DPYD	2.75E-11	0.97278904	0.892	0.755	1.64E-06
316	SOX5	4.39E-11	0.97903305	0.865	0.648	2.61E-06
316	KCNC2	1.02E-10	0.73682372	0.878	0.659	6.09E-06
316	UNC5D	1.11E-10	0.72310823	0.959	0.734	6.63E-06
316	STMN2	2.56E-10	0.66891613	0.959	0.913	1.52E-05
316	NR2F2	3.54E-10	0.67966592	0.459	0.192	2.11E-05
316	THSD7B	6.73E-10	0.68148662	0.622	0.316	4.00E-05
316	MT-ATP6	8.50E-10	0.85455365	0.959	0.896	5.05E-05
316	MT-CYB	1.80E-09	0.83772472	0.959	0.931	0.00010685
316	ACVR1C	2.04E-09	0.67268646	0.351	0.137	0.00012157
316	MT-ND4	2.34E-09	0.69637354	0.973	0.92	0.000139
316	ITM2B	4.28E-09	0.79516735	0.932	0.895	0.00025458
316	TUBA1A	4.87E-09	1.00356514	0.892	0.82	0.00028985
316	STMN1	6.36E-09	0.89032548	0.838	0.771	0.00037851
316	TMA7	3.20E-08	0.95868972	0.743	0.614	0.00190066
316	PRR16	4.67E-08	0.75716736	0.824	0.675	0.00277752
316	NDN	5.41E-08	0.84106662	0.757	0.582	0.0032153
316	DMD	6.03E-08	0.60767169	0.959	0.78	0.00358892
316	ACTB	9.10E-08	0.62869238	0.878	0.829	0.00541409
316	LINC02885	9.19E-08	0.72148381	0.568	0.359	0.00546744
316	PTPRT	1.84E-07	0.71012163	0.743	0.517	0.01093865
316	CALY	2.16E-07	0.67599414	0.973	0.957	0.01283735
316	DIRAS3	3.37E-07	0.64049217	0.716	0.52	0.02006184
316	CIRBP	3.71E-07	0.69041961	0.824	0.794	0.0220495
316	CNR1	4.18E-07	0.77594923	0.595	0.435	0.02484724
316	H3-3B	5.62E-07	0.69508094	0.73	0.632	0.03343274
316	CRIM1	5.91E-07	0.84266426	0.676	0.523	0.03517893
316	PTPRZ1	7.14E-07	0.7588498	0.541	0.336	0.04248718
317	TBL1Y	2.90E-108	0.897326	0.439	0.048	1.73E-103
317	SEMA3D	3.86E-70	1.72556812	0.597	0.135	2.30E-65
317	THSD7B	4.85E-68	1.69533423	0.906	0.315	2.89E-63
317	ANOS1	1.92E-59	1.48136734	0.626	0.173	1.14E-54
317	ZFHX3	1.60E-54	1.50865932	1	0.831	9.53E-50
317	SIX3	6.02E-47	0.81512488	0.547	0.14	3.58E-42
317	AL033504.1	6.12E-46	1.24650472	0.942	0.471	3.64E-41
317	CDH4	1.72E-43	1.33861902	0.906	0.545	1.03E-38
317	GAD2	5.65E-43	1.20998602	0.871	0.386	3.36E-38
317	SAMD5	6.46E-41	1.40922304	0.885	0.462	3.84E-36
317	VEGFC	1.33E-40	0.72626277	0.281	0.047	7.94E-36
317	GPR101	4.68E-39	1.00812943	0.424	0.107	2.78E-34
317	C14orf39	2.76E-37	0.9318652	0.705	0.285	1.64E-32
317	TMEM132C	1.42E-35	1.37703391	0.777	0.391	8.43E-31
317	GNAS	5.79E-34	1.17166022	0.993	0.973	3.44E-29
317	GAD1	2.29E-32	0.95020482	0.885	0.453	1.36E-27
317	RFTN1	1.60E-31	0.76290624	0.662	0.294	9.54E-27
317	NRXN3	1.73E-29	1.09016316	0.978	0.81	1.03E-24
317	LHX1	2.04E-29	0.84900215	0.59	0.241	1.21E-24
317	C12orf75	2.82E-29	1.13308857	0.511	0.187	1.68E-24
317	SASH1	2.09E-28	0.83734986	0.784	0.405	1.24E-23
317	CTNNA2	3.41E-28	0.85696343	1	0.981	2.03E-23
317	POU6F2	1.58E-27	1.14692782	0.561	0.23	9.42E-23
317	TRPM3	3.86E-25	1.52673235	0.863	0.585	2.30E-20
317	CDH18	5.70E-25	1.24613256	0.964	0.894	3.39E-20
317	PCDH11Y	1.31E-24	0.76987998	0.698	0.324	7.79E-20
317	ADAMTS19	2.34E-24	1.58267521	0.719	0.399	1.39E-19
317	MARCHF1	1.03E-23	0.99845844	0.978	0.92	6.15E-19
317	LDB2	6.36E-21	0.93091765	0.763	0.482	3.78E-16
317	NXPH1	1.19E-20	0.83207696	0.914	0.616	7.09E-16
317	TLE4	2.47E-19	0.83471005	0.835	0.605	1.47E-14
317	OLFM3	4.02E-19	0.81114437	0.942	0.773	2.39E-14
317	DPP10	5.36E-19	1.34435159	0.892	0.765	3.19E-14
317	TLL1	8.89E-19	0.90269717	0.475	0.199	5.29E-14
317	COL11A1	1.11E-18	0.95410166	0.59	0.319	6.63E-14
317	PCDH11X	3.56E-18	0.90024516	0.878	0.661	2.12E-13
317	MYO16	1.16E-17	1.04954713	0.763	0.517	6.88E-13
317	GRM3	2.86E-17	0.99394643	0.676	0.437	1.70E-12
317	LGR5	7.33E-17	0.73526869	0.388	0.157	4.36E-12
317	SPOCK3	8.00E-17	0.81919199	0.935	0.769	4.76E-12
317	ADAMTSL1	1.05E-16	0.72482206	0.489	0.21	6.26E-12
317	SERPINI1	2.50E-16	1.15699283	0.813	0.678	1.48E-11
317	SDK1	2.82E-15	1.04033526	0.77	0.546	1.68E-10
317	ZFHX4-AS1	3.37E-14	0.75817422	0.532	0.308	2.00E-09
317	GRM1	2.71E-13	0.72775501	0.806	0.543	1.61E-08
317	HDAC9	9.96E-13	0.94063711	0.935	0.827	5.93E-08
317	CBLB	1.20E-11	1.0394031	0.849	0.748	7.15E-07
317	CCDC85A	2.51E-09	0.74150404	0.813	0.706	0.00014955
317	IL1RAPL2	1.30E-08	0.71187168	0.36	0.185	0.0007738
317	ITM2C	3.60E-08	0.76324613	0.712	0.656	0.00214403
318	ZIC1	4.73E-137	1.0649486	0.686	0.089	2.81E-132
318	DPP10-AS3	5.67E-90	0.94172772	0.504	0.071	3.37E-85
318	LEF1	5.64E-86	0.9075941	0.664	0.115	3.35E-81
318	ZNF385D-AS2	7.61E-69	0.76740849	0.343	0.043	4.53E-64
318	TMEM200A	1.85E-65	0.74189103	0.664	0.159	1.10E-60
318	SAMD3	2.17E-60	1.29869523	0.847	0.294	1.29E-55
318	PDZRN4	7.44E-59	1.61050307	0.766	0.238	4.43E-54
318	EPB41L4A	1.16E-51	0.96965196	0.555	0.137	6.91E-47
318	WLS	1.87E-51	1.04572258	0.664	0.202	1.11E-46
318	DPP10	7.57E-50	2.07571492	0.942	0.765	4.50E-45
318	CARMIL1	8.42E-48	1.31511631	0.927	0.621	5.01E-43
318	HTR2C	9.86E-48	1.63318403	0.971	0.523	5.86E-43
318	ZNF521	7.93E-46	1.1927608	0.847	0.384	4.72E-41
318	RAB3C	2.36E-45	1.05365989	0.993	0.92	1.41E-40
318	KLHL1	1.42E-42	1.37007755	0.956	0.582	8.42E-38
318	NECTIN3	2.01E-40	1.21751808	0.759	0.349	1.20E-35
318	RMST	2.61E-38	1.07104821	0.971	0.806	1.55E-33
318	PEX5L	5.84E-36	1.30105274	0.898	0.647	3.47E-31
318	EYS	1.82E-34	1.27290317	0.635	0.278	1.08E-29
318	SOX5	6.00E-34	1.08603538	0.993	0.648	3.57E-29
318	GRID2	1.62E-32	0.91527346	0.993	0.983	9.61E-28
318	CALB2	1.69E-32	0.97247224	0.964	0.621	1.00E-27
318	NTM	4.83E-32	1.15203066	0.971	0.806	2.87E-27
318	GNG12-AS1	2.27E-31	0.88551862	0.62	0.253	1.35E-26
318	CMAHP	2.98E-31	1.0864998	0.657	0.301	1.77E-26
318	PCSK2	1.67E-30	1.02395556	0.927	0.649	9.96E-26
318	CDH9	4.81E-30	0.79713205	0.839	0.388	2.86E-25
318	PTPRM	8.31E-30	0.95712018	0.956	0.836	4.94E-25
318	AL033504.1	8.90E-29	0.88739892	0.876	0.471	5.30E-24
318	RASGEF1B	7.83E-28	0.9187713	0.73	0.339	4.66E-23
318	PAM	8.23E-28	0.73886013	0.985	0.93	4.89E-23
318	DCC	8.24E-28	1.04966147	0.956	0.697	4.90E-23
318	DIRAS3	4.82E-27	0.87428444	0.861	0.52	2.87E-22
318	DACH1	1.82E-25	0.95349638	0.847	0.473	1.08E-20
318	DGKG	2.83E-25	0.77402638	0.803	0.474	1.68E-20
318	SAMD5	8.38E-25	0.85140553	0.818	0.462	4.99E-20
318	FAM135B	1.10E-23	0.78845445	0.854	0.603	6.52E-19
318	BRINP3	3.86E-23	0.8057711	0.956	0.834	2.29E-18
318	SSH2	6.29E-23	0.73000888	0.927	0.903	3.74E-18
318	CALB1	7.98E-23	0.73205346	0.613	0.264	4.75E-18
318	SEMA6A	8.13E-23	0.73742171	0.745	0.424	4.83E-18
318	CEP112	1.27E-21	0.82920213	0.891	0.735	7.56E-17
318	ZNF385D	3.10E-19	1.68974269	0.766	0.615	1.84E-14
318	AL354771.1	3.13E-19	0.81017949	0.672	0.395	1.86E-14
318	PRR16	3.39E-19	0.72573758	0.912	0.674	2.01E-14
318	PEG10	8.88E-19	0.7241175	0.971	0.748	5.28E-14
318	SOX2-OT	1.68E-17	0.81533683	0.869	0.693	9.99E-13
318	AC110296.1	9.94E-13	0.76848976	0.613	0.416	5.91E-08
318	CRHBP	1.51E-11	0.79591299	0.358	0.164	9.00E-07
318	PCSK1N	1.40E-10	0.72412246	0.985	0.904	8.33E-06
319	GHRH	0	3.45524574	0.791	0.023	0
319	GAL	9.87E-304	3.06521391	0.925	0.081	5.87E-299
319	TCF7L1	1.47E-198	1.24043433	0.739	0.076	8.76E-194
319	DLK1	1.79E-165	1.36972467	0.903	0.13	1.07E-160
319	MBNL3	1.09E-108	1.00034582	0.664	0.101	6.50E-104
319	ARHGAP36	4.92E-105	1.06447104	0.806	0.142	2.92E-100
319	FOXO1	2.12E-96	1.27614532	0.769	0.168	1.26E-91
319	ECEL1	7.75E-87	1.22064312	0.94	0.243	4.61E-82
319	LPAR1	3.83E-78	1.02788118	0.53	0.087	2.28E-73
319	FOXP2	4.07E-75	1.99344991	0.843	0.243	2.42E-70
319	BCL6	2.21E-73	0.95551207	0.784	0.213	1.32E-68
319	PBX3	3.26E-69	1.91905949	0.948	0.42	1.94E-64
319	SOX5	3.89E-68	1.82557637	1	0.648	2.31E-63
319	ARHGEF28	1.26E-67	1.56476521	0.91	0.405	7.51E-63
319	RORB	1.01E-64	1.14588626	0.91	0.265	6.02E-60
319	GULP1	4.49E-61	1.65331374	0.948	0.402	2.67E-56
319	NR3C1	1.41E-58	1.61052218	0.955	0.641	8.38E-54
319	CACNB2	1.64E-58	1.45635003	1	0.965	9.73E-54
319	DLX6-AS1	3.94E-57	0.95131959	0.858	0.266	2.34E-52
319	LNC-LBCS	2.91E-55	1.50113011	0.873	0.369	1.73E-50
319	NLGN4X	7.18E-54	1.73403472	0.978	0.789	4.27E-49
319	DLGAP2	2.47E-52	1.34444122	0.985	0.785	1.47E-47
319	PIK3R1	3.21E-48	1.53546998	0.866	0.498	1.91E-43
319	GHR	6.92E-48	1.61245078	0.866	0.427	4.12E-43
319	ZFPM2	1.30E-47	1.36629532	0.955	0.515	7.73E-43
319	CACNA2D3	6.79E-46	1.39734756	0.97	0.661	4.04E-41
319	GLRA2	1.08E-45	1.35249038	0.918	0.492	6.40E-41
319	DGKB	6.61E-44	1.23668958	1	0.891	3.93E-39
319	GAD1	4.22E-43	0.97460056	0.94	0.453	2.51E-38
319	PCDH7	4.77E-43	1.23355313	0.993	0.879	2.84E-38
319	AMPH	1.04E-42	1.00936105	0.978	0.843	6.16E-38
319	LRMDA	3.78E-41	1.32568915	0.888	0.514	2.25E-36
319	CADPS2	7.78E-37	1.3290943	0.873	0.495	4.63E-32
319	NRXN3	1.86E-36	1.11896772	1	0.81	1.11E-31
319	ZNF804B	5.28E-36	1.63745731	0.866	0.518	3.14E-31
319	LDLRAD4	7.46E-36	1.03397456	0.97	0.885	4.44E-31
319	GRIK1	1.80E-35	1.48619577	0.896	0.522	1.07E-30
319	ZCCHC12	3.38E-35	0.95783004	0.925	0.466	2.01E-30
319	DOCK11	8.72E-34	0.97707493	0.761	0.387	5.18E-29
319	MARCHF1	4.34E-33	0.96927184	1	0.92	2.58E-28
319	UNC5D	5.83E-32	0.98996403	0.993	0.734	3.47E-27
319	ZBTB20	3.79E-31	0.95138214	1	0.935	2.25E-26
319	GABRG3	9.40E-31	0.95958978	0.985	0.858	5.59E-26
319	RAB3C	6.08E-29	0.94036631	0.955	0.92	3.61E-24
319	GPI	5.87E-28	0.93540804	0.948	0.835	3.49E-23
319	SPOCK1	3.28E-26	1.19479301	0.873	0.626	1.95E-21
319	CDH12	1.68E-25	1.45624388	0.806	0.495	9.98E-21
319	TRPM3	3.14E-25	1.37546123	0.858	0.585	1.87E-20
319	DCC	4.66E-25	1.03787703	0.933	0.697	2.77E-20
319	EFNA5	1.33E-23	0.97484439	0.963	0.853	7.93E-19
321	CRNDE	0	2.00868287	0.986	0.073	0
321	LMX1A	8.52E-287	1.26095561	0.807	0.061	5.07E-282
321	NR4A2	2.79E-243	1.15361028	0.686	0.053	1.66E-238
321	TTC6	9.28E-156	1.14697558	0.871	0.131	5.52E-151
321	TACR3	7.50E-130	1.19625544	0.729	0.11	4.46E-125
321	MIR924HG	1.86E-119	1.16335815	0.814	0.15	1.11E-114
321	PCSK1	2.68E-117	1.53383472	0.914	0.224	1.59E-112
321	AC008574.1	6.59E-117	1.24026809	0.85	0.149	3.92E-112
321	CARTPT	1.98E-113	2.82476647	0.736	0.129	1.18E-108
321	FOXP2	1.93E-107	1.84532638	1	0.242	1.15E-102
321	AC104123.1	9.81E-98	1.22323158	0.821	0.197	5.83E-93
321	NWD2	3.83E-97	1.84377297	0.907	0.252	2.28E-92
321	SGCD	3.37E-96	3.24869294	1	0.562	2.00E-91
321	AR	6.09E-91	1.30452832	0.929	0.292	3.62E-86
321	CPNE8	1.14E-81	1.63284386	0.971	0.382	6.76E-77
321	HTR2C	1.98E-81	2.31878752	0.993	0.523	1.18E-76
321	BDNF	3.17E-76	1.30552986	0.821	0.263	1.89E-71
321	KLHL1	3.15E-71	1.84666227	1	0.582	1.87E-66
321	SYTL5	7.31E-71	1.12696594	0.836	0.262	4.35E-66
321	PHACTR2	5.31E-70	1.27492391	0.936	0.405	3.16E-65
321	GRIK1	9.11E-70	1.94728739	1	0.521	5.42E-65
321	ARHGAP6	2.45E-68	1.94153072	0.943	0.551	1.46E-63
321	TRPC3	2.83E-67	1.17279406	0.836	0.271	1.69E-62
321	LRP1B	2.92E-66	1.47373014	1	0.954	1.74E-61
321	CASK	3.05E-65	1.31753886	0.993	0.835	1.81E-60
321	LINC01902	6.31E-59	1.1015143	0.829	0.336	3.75E-54
321	RMST	1.44E-56	1.31787053	1	0.806	8.55E-52
321	SLC8A1	9.44E-56	1.1924529	1	0.942	5.61E-51
321	SAMD3	1.20E-55	1.06132573	0.857	0.293	7.14E-51
321	TAC1	1.43E-55	1.73407772	0.864	0.32	8.50E-51
321	DPYD	2.08E-54	1.33698286	1	0.754	1.24E-49
321	PPFIA2	3.54E-53	1.0524927	1	0.967	2.11E-48
321	KCNQ5	4.24E-52	1.54044097	0.986	0.707	2.52E-47
321	KCNIP1	2.26E-51	1.06219008	0.971	0.469	1.34E-46
321	NXPH1	1.10E-49	1.29755907	1	0.615	6.55E-45
321	CLSTN2	4.46E-48	1.27533763	0.971	0.634	2.65E-43
321	ARHGAP24	8.56E-48	1.25246388	0.914	0.443	5.09E-43
321	PBX3	1.01E-47	1.28253503	0.893	0.421	6.00E-43
321	THRB	5.22E-47	1.24153172	0.971	0.605	3.11E-42
321	RGS6	4.52E-45	1.1763	1	0.505	2.69E-40
321	THSD7A	4.93E-45	1.22197766	0.964	0.62	2.93E-40
321	USP53	1.26E-40	1.12381945	0.871	0.526	7.49E-36
321	GALNTL6	1.57E-39	1.23392432	1	0.835	9.35E-35
321	SORCS3	2.96E-39	1.11394957	0.979	0.61	1.76E-34
321	SLC35F3	7.55E-39	1.47301712	0.914	0.593	4.49E-34
321	LUZP2	1.05E-38	1.24033438	0.964	0.67	6.23E-34
321	LINC01322	4.99E-37	1.273324	0.9	0.543	2.97E-32
321	BACH1	6.55E-35	1.11974262	0.864	0.48	3.89E-30
321	SCG2	1.35E-29	1.11680605	0.986	0.837	8.03E-25
321	AC069228.1	1.71E-26	1.32954071	0.85	0.606	1.02E-21
322	LMX1A	1.95E-50	0.9070383	0.356	0.062	1.16E-45
322	TTC6	6.48E-29	1.61552114	0.404	0.131	3.85E-24
322	RMST	6.32E-28	0.95119882	0.979	0.806	3.76E-23
322	GNAS	1.21E-22	0.78361693	0.993	0.973	7.18E-18
322	PCSK1N	8.44E-21	0.98759854	0.959	0.904	5.02E-16
322	CACNA2D1	1.53E-20	0.99250501	0.911	0.839	9.10E-16
322	TUBA1A	5.48E-20	1.07969876	0.904	0.82	3.26E-15
322	SCG2	9.27E-18	0.77262844	0.932	0.837	5.52E-13
322	ITM2B	5.09E-17	0.771027	0.945	0.895	3.03E-12
322	TUBB2B	7.99E-15	0.7982251	0.678	0.46	4.75E-10
322	SLC17A6	8.04E-15	0.75859136	0.685	0.466	4.78E-10
322	HSP90AB1	8.54E-15	0.84502116	0.945	0.902	5.08E-10
322	ARHGAP24	9.70E-15	0.80032956	0.692	0.443	5.77E-10
322	CALY	1.07E-14	0.69140502	0.993	0.957	6.38E-10
322	STMN1	2.49E-14	0.85921961	0.829	0.77	1.48E-09
322	TUBB	2.55E-14	0.79083086	0.856	0.736	1.51E-09
322	CALB2	2.94E-14	0.85721227	0.74	0.621	1.75E-09
322	STMN2	3.64E-14	0.64879018	0.938	0.913	2.16E-09
322	FOXP2	5.27E-14	0.98023631	0.486	0.243	3.13E-09
322	HSP90AA1	8.72E-14	0.67617607	0.932	0.911	5.19E-09
322	MAML3	1.90E-13	0.68856287	0.747	0.541	1.13E-08
322	AC055839.2	2.13E-13	0.63011104	0.836	0.676	1.27E-08
322	S100A6	1.49E-12	0.58234887	0.623	0.414	8.88E-08
322	SOX4	1.75E-12	0.81829461	0.555	0.341	1.04E-07
322	JUND	5.52E-12	0.67789133	0.822	0.765	3.28E-07
322	TUBB2A	6.21E-12	0.70690158	0.918	0.803	3.69E-07
322	RADX	7.78E-12	0.56990368	0.616	0.409	4.63E-07
322	NDN	2.00E-11	0.89718063	0.76	0.582	1.19E-06
322	BEX4	3.97E-11	0.64045119	0.822	0.783	2.36E-06
322	GAPDH	4.93E-11	0.60259574	0.945	0.866	2.93E-06
322	LY6H	1.02E-10	0.596313	0.904	0.84	6.06E-06
322	SCOC	2.27E-10	0.6699227	0.788	0.743	1.35E-05
322	BEX1	2.87E-10	0.59181727	0.849	0.79	1.71E-05
322	H3-3B	2.92E-10	0.71748907	0.74	0.631	1.74E-05
322	PTMA	3.80E-10	0.63360189	0.705	0.598	2.26E-05
322	SARAF	9.44E-10	0.55302319	0.938	0.904	5.61E-05
322	SVIP	2.95E-09	0.57457592	0.637	0.496	0.00017554
322	PITX2	3.18E-09	0.61589491	0.356	0.205	0.00018934
322	TUBB3	4.57E-09	0.68280194	0.897	0.805	0.00027153
322	CLU	1.62E-08	0.62478266	0.836	0.773	0.00096418
322	RERGL	2.29E-08	0.63460205	0.24	0.107	0.00136289
322	MARCKS	3.55E-08	0.66041538	0.671	0.595	0.00211206
322	MDK	3.58E-08	0.6186679	0.281	0.139	0.00212682
322	PEG10	8.46E-08	0.60318819	0.89	0.748	0.00503221
322	SAMD3	1.09E-07	0.56537863	0.459	0.294	0.00645464
322	ZCCHC12	1.79E-07	0.64882282	0.596	0.467	0.01067187
322	MIR99AHG	2.53E-07	0.73782513	0.815	0.9	0.01504683
322	SRP14	4.61E-07	0.6075895	0.726	0.674	0.02740963
322	SKP1	5.95E-07	0.56846385	0.815	0.8	0.03536415
322	KLHL1	7.85E-07	0.68315896	0.678	0.583	0.04670499
325	AC099792.1	2.32E-195	1.20466868	0.535	0.041	1.38E-190
325	NFIA-AS2	1.14E-171	1.18102669	0.521	0.044	6.79E-167
325	NFIX	2.54E-138	1.49209322	0.81	0.136	1.51E-133
325	SFRP1	8.20E-132	1.46713947	0.549	0.063	4.88E-127
325	NFIB	2.43E-116	2.07750333	0.951	0.22	1.45E-111
325	NFIA	7.00E-98	2.6075026	0.958	0.353	4.16E-93
325	EGFR	2.06E-87	0.90700306	0.458	0.063	1.23E-82
325	CHD7	6.04E-86	1.25355426	0.718	0.166	3.59E-81
325	DPF3	4.21E-81	1.19497586	0.599	0.118	2.51E-76
325	RERGL	1.66E-80	1.78496255	0.57	0.106	9.87E-76
325	CECR2	5.94E-64	1.20983679	0.62	0.158	3.54E-59
325	ZEB2	8.83E-60	0.95498714	0.563	0.119	5.25E-55
325	TCF4	4.78E-55	1.5039833	0.958	0.571	2.84E-50
325	PIK3C2G	1.06E-45	1.1402636	0.394	0.079	6.33E-41
325	ST18	3.09E-40	1.08028456	0.479	0.128	1.84E-35
325	CDH20	5.60E-37	1.56733939	0.634	0.239	3.33E-32
325	MIR99AHG	4.60E-36	1.14183811	0.972	0.9	2.74E-31
325	PDZRN4	1.28E-35	1.58710637	0.634	0.239	7.60E-31
325	ZBTB20	4.38E-33	1.02400951	0.979	0.935	2.61E-28
325	PDE1C	1.57E-31	1.16322375	0.718	0.332	9.31E-27
325	SULF1	7.31E-31	1.22777874	0.514	0.178	4.35E-26
325	LMO4	1.96E-30	0.89861142	0.606	0.252	1.17E-25
325	MCC	3.21E-30	0.80515717	0.556	0.221	1.91E-25
325	PTN	3.11E-27	0.94433379	0.521	0.208	1.85E-22
325	ERBB4	1.28E-25	1.18806799	0.887	0.621	7.62E-21
325	LMX1A	3.67E-25	0.84554477	0.268	0.062	2.18E-20
325	DSCAML1	8.05E-23	0.87118885	0.803	0.498	4.79E-18
325	H3-3B	2.34E-22	0.86838626	0.831	0.631	1.39E-17
325	CALB2	7.57E-22	1.10456226	0.824	0.621	4.50E-17
325	ZNF536	2.62E-20	0.97446525	0.683	0.417	1.56E-15
325	KCNH7	7.54E-20	0.91446922	0.908	0.818	4.49E-15
325	MT-ND3	3.37E-19	0.89486643	0.958	0.901	2.00E-14
325	TTC6	6.10E-19	1.72573931	0.352	0.131	3.63E-14
325	ADGRV1	8.90E-19	0.89513104	0.803	0.624	5.30E-14
325	MT-ATP6	2.65E-18	0.81573819	0.979	0.895	1.58E-13
325	MT-CO3	5.17E-18	0.82458106	0.972	0.946	3.08E-13
325	PNMA2	1.70E-17	0.80080263	0.838	0.778	1.01E-12
325	ANKRD30B	2.84E-17	0.79021787	0.592	0.339	1.69E-12
325	MARCKS	3.53E-17	0.79676911	0.768	0.595	2.10E-12
325	ITGA8	1.68E-16	1.15549462	0.282	0.094	9.96E-12
325	AF279873.3	2.84E-16	1.50465472	0.592	0.406	1.69E-11
325	RELN	1.37E-14	1.26990128	0.444	0.221	8.16E-10
325	COL5A2	1.46E-14	0.95620771	0.352	0.158	8.71E-10
325	PLCH1	4.00E-12	1.16844919	0.521	0.334	2.38E-07
325	IGFBP5	4.46E-12	1.55667538	0.303	0.132	2.65E-07
325	JUND	4.47E-12	0.79527221	0.824	0.765	2.66E-07
325	SPOCK1	3.25E-11	0.81867163	0.725	0.626	1.93E-06
325	FBXL7	1.67E-09	1.05010031	0.486	0.311	9.95E-05
325	MT-ND1	7.64E-08	0.79513891	0.761	0.711	0.00454391
325	NDST4	3.69E-07	0.82929381	0.401	0.257	0.02197349
326	DNAH11	0	1.72891236	0.713	0.046	0
326	LINC00607	0	1.62117453	0.706	0.034	0
326	PGR	6.51E-250	1.85094565	0.951	0.105	3.87E-245
326	PTH2R	1.37E-179	1.5471404	0.881	0.128	8.16E-175
326	ADAMTSL1	1.86E-160	3.16797911	0.979	0.209	1.10E-155
326	WDR49	1.28E-124	1.2079678	0.783	0.142	7.63E-120
326	ESR1	3.43E-112	1.78695223	0.951	0.264	2.04E-107
