Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to11,Feature log2 fold change topic 4to11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000148290,SURF1,137,0.80166,83,-0.0011,23,-1.9083,80,-0.1413,96,0.22732,101,0.31180
ENSG00000148291,SURF2,24,-0.1980,28,0.04675,26,-0.0852,27,-0.0619,23,-0.2736,39,0.57639
ENSG00000148248,SURF4,52,-0.8866,175,1.00770,111,0.26307,89,-0.1772,88,-0.0938,78,-0.2832
ENSG00000160326,SLC2A6,4,-3.2112,13,-1.6948,55,0.46217,48,0.69631,28,-0.5514,46,0.20354
ENSG00000160293,VAV2,22,0.43591,11,-0.5703,0,-6.1576,16,-0.0749,8,-0.9526,43,1.58582
ENSG00000235106,BRD3OS,36,-0.7719,35,-0.8129,26,-1.2532,73,0.89272,44,-0.4558,53,-0.1697
ENSG00000169925,BRD3,23,-0.3514,32,0.20115,3,-3.2241,30,0.24668,39,0.47037,31,0.13693
ENSG00000196363,WDR5,5,-2.8047,24,-0.4440,15,-1.1241,40,0.87325,17,-1.0099,46,0.54387
ENSG00000186350,RXRA,27,-0.8508,64,0.47475,36,-0.4193,49,0.15956,44,-0.0953,49,0.05792
ENSG00000130558,OLFM1,123,-0.8293,67,-1.7402,451,1.23523,231,0.36675,141,-0.6187,115,-0.9321
ENSG00000196422,PPP1R26,31,0.16785,29,0.06786,3,-3.1530,31,0.36122,30,0.10015,26,-0.1447
ENSG00000160345,C9orf116,5,-2.8008,49,0.51862,37,0.06275,34,-0.1469,22,-0.7116,75,1.21438
ENSG00000122140,MRPS2,8,-2.4687,60,0.52271,78,0.94188,47,0.33092,24,-0.9185,17,-1.4310
ENSG00000107147,KCNT1,6,-1.4706,16,-0.1200,0,-5.9244,25,2.17461,4,-2.0653,0,-8.1118
ENSG00000130559,CAMSAP1,18,-1.4571,21,-1.2536,25,-0.9822,62,1.09898,46,-0.0911,31,-0.6747
ENSG00000130560,UBAC1,17,-1.3411,46,0.16584,39,-0.0723,38,-0.2692,58,0.54215,71,0.85057
ENSG00000148411,NACC2,98,0.58535,60,-0.1896,84,0.32801,41,-1.4212,174,1.54703,139,1.15202
ENSG00000238227,TMEM250,17,-0.7563,25,-0.1878,17,-0.7516,31,0.45129,32,0.19453,23,-0.2779
ENSG00000165661,QSOX2,11,-1.3154,27,0.03903,0,-5.7641,30,0.67884,11,-1.2550,46,0.89601
ENSG00000160360,GPSM1,80,0.69956,67,0.42353,8,-2.6283,48,-0.2603,80,0.70448,50,-0.0285
ENSG00000165684,SNAPC4,13,-0.7271,32,0.58224,0,-6.5715,23,0.26504,17,-0.3577,35,0.72901
ENSG00000165688,PMPCA,52,-0.2117,87,0.59254,69,0.22606,61,0.05668,32,-0.9660,52,-0.2176
ENSG00000148384,INPP5E,2,-3.9415,37,0.39322,41,0.55846,33,0.65772,6,-2.2364,20,-0.5735
ENSG00000148396,SEC16A,30,-0.8925,95,0.87398,46,-0.2750,58,0.23890,17,-1.7360,58,0.09927
ENSG00000148400,NOTCH1,26,0.29383,49,1.32894,0,-6.5625,15,-1.1183,51,1.37727,37,0.85612
ENSG00000172889,EGFL7,103,0.22165,146,0.79375,98,0.15037,95,0.26807,35,-1.4087,13,-2.8038
ENSG00000169692,AGPAT2,65,0.79179,58,0.61230,9,-2.1857,44,0.43825,16,-1.3855,14,-1.5490
ENSG00000165716,DIPK1B,25,-1.7769,65,-0.3292,55,-0.5806,102,1.13162,24,-1.8129,63,-0.3834
ENSG00000233016,SNHG7,34,-0.9465,132,1.17718,112,0.89716,51,-0.7009,70,0.13635,71,0.16972
ENSG00000244187,TMEM141,84,0.54418,45,-0.4164,65,0.12456,54,-0.3399,104,0.89652,44,-0.4640
ENSG00000196642,RABL6,72,-0.4406,80,-0.2842,73,-0.4156,106,0.41242,105,0.14704,68,-0.5354
ENSG00000232434,AJM1,6,-2.1065,3,-2.9243,37,0.52712,34,1.21360,13,-1.0088,12,-1.1804
ENSG00000054148,PHPT1,271,0.26552,319,0.52741,95,-1.3248,222,-0.1126,206,-0.1592,307,0.46765
ENSG00000107223,EDF1,338,-0.0824,593,0.81652,408,0.21308,336,-0.2084,273,-0.4099,330,-0.1186
ENSG00000159069,FBXW5,107,0.28080,140,0.71617,78,-0.2129,89,-0.0056,77,-0.2300,46,-1.0081
ENSG00000107317,PTGDS,17046,3.65183,4546,0.92301,71,-5.2744,862,-2.6149,2846,0.16464,1909,-0.4554
ENSG00000214402,LCNL1,158,3.51149,45,0.97735,4,-2.7089,12,-1.8994,18,-0.4844,0,-4.8759
ENSG00000148362,PAXX,73,-0.2613,134,0.69665,105,0.30635,80,-0.2479,69,-0.3447,98,0.19372
ENSG00000107331,ABCA2,146,0.15964,75,-0.8550,78,-0.7981,97,-0.9511,573,2.58511,66,-1.0421
ENSG00000107281,NPDC1,231,-0.7198,334,-0.1540,594,0.76293,397,0.29335,211,-0.8577,249,-0.6017
ENSG00000054179,ENTPD2,177,3.72363,0,-7.6101,0,-6.7943,10,-2.2960,27,0.06095,50,1.07234
ENSG00000177239,MAN1B1,41,-0.7340,92,0.48996,58,-0.2295,72,0.30277,53,-0.3520,49,-0.4859
ENSG00000176978,DPP7,176,0.03566,286,0.81880,109,-0.6928,171,-0.0063,137,-0.3460,152,-0.1860
ENSG00000176884,GRIN1,100,-1.4908,23,-3.6122,276,0.03752,358,1.48962,127,-1.1467,110,-1.3611
ENSG00000176101,SSNA1,56,-0.2688,98,0.61392,46,-0.5802,70,0.21183,69,0.05890,34,-0.9987
ENSG00000176058,TPRN,17,-0.8092,25,-0.2494,29,-0.0333,26,-0.4298,96,1.95741,10,-1.6207
ENSG00000187713,TMEM203,31,-0.4913,35,-0.3237,44,0.03091,49,0.49700,19,-1.2422,43,-0.0176
ENSG00000212864,RNF208,45,-0.8314,21,-1.9014,45,-0.8302,100,1.33273,59,-0.4165,28,-1.4950
ENSG00000188229,TUBB4B,197,-1.6990,790,0.41525,456,-0.4442,703,0.63013,318,-0.9883,510,-0.2710
ENSG00000188986,NELFB,39,-0.3845,55,0.14497,37,-0.4704,51,0.12125,61,0.31355,45,-0.1474
ENSG00000198435,NRARP,38,0.16438,7,-2.3757,8,-2.2015,31,-0.4064,34,-0.0063,117,2.05675
ENSG00000187609,EXD3,48,1.00117,44,0.87156,26,0.05090,21,-0.6509,13,-0.9673,33,0.41019
ENSG00000188747,NOXA1,18,-1.0070,36,0.03887,0,-7.2600,46,1.25336,7,-2.3078,33,-0.1042
ENSG00000165802,NSMF,307,1.42770,169,0.42806,47,-1.5013,117,-0.3381,92,-0.5088,123,-0.0708
ENSG00000182154,MRPL41,107,-0.7009,187,0.15997,205,0.30298,182,0.28899,88,-0.9924,156,-0.1234
ENSG00000148399,DPH7,10,-1.2234,36,0.67476,12,-1.0245,26,0.44548,13,-0.8553,24,0.04818
ENSG00000165724,ZMYND19,32,0.45847,31,0.42902,8,-1.5456,26,0.36610,13,-0.9166,16,-0.5767
ENSG00000197070,ARRDC1,17,-0.1804,31,0.72994,29,0.60567,17,-0.5338,34,0.84834,10,-0.9232
ENSG00000203993,ARRDC1-AS1,2,-2.8830,32,0.98175,25,0.55651,17,-0.1055,13,-0.4222,18,0.09743
ENSG00000181090,EHMT1,7,-1.8462,24,-0.1298,21,-0.3689,28,0.20983,20,-0.4111,48,0.93959
ENSG00000148408,CACNA1B,8,-3.0061,15,-2.1531,21,-1.6697,95,2.62854,8,-3.0936,23,-1.5355
ENSG00000015171,ZMYND11,45,-0.9195,63,-0.4253,24,-1.8699,96,0.59527,88,0.08703,96,0.21869
ENSG00000151240,DIP2C,1,-5.0163,41,-0.1592,15,-1.6738,52,0.55958,68,0.61353,52,0.19775
ENSG00000107929,LARP4B,58,0.28773,55,0.20751,15,-1.7573,49,0.09529,50,0.06558,53,0.15157
ENSG00000107937,GTPBP4,13,-1.8097,41,-0.1387,50,0.17528,50,0.53694,32,-0.5051,38,-0.2372
ENSG00000067064,IDI1,305,-0.1435,190,-0.8607,327,-0.0363,257,-0.8284,319,-0.0703,1145,2.10083
ENSG00000047056,WDR37,24,-0.9961,39,-0.2579,35,-0.4152,54,0.72477,36,-0.3862,30,-0.6508
ENSG00000185736,ADARB2,32,0.46472,3,-2.7003,3,-2.6952,19,-0.6536,101,2.51782,13,-0.8498
ENSG00000067057,PFKP,78,-2.0064,152,-1.0175,281,-0.0854,359,0.87393,164,-0.9020,304,0.04052
ENSG00000107959,PITRM1,19,-1.5283,75,0.53638,67,0.35896,57,0.25156,39,-0.4978,39,-0.4884
ENSG00000067082,KLF6,159,1.56834,171,1.70695,0,-7.6914,38,-1.3324,63,0.03099,96,0.71846
ENSG00000187134,AKR1C1,160,3.00606,52,0.86738,3,-3.3116,18,-1.5035,17,-0.8359,21,-0.5639
ENSG00000151632,AKR1C2,110,2.11985,37,0.26243,108,2.08804,18,-1.5078,2,-3.6023,6,-2.4762
ENSG00000173848,NET1,86,1.79049,74,1.52923,2,-3.9141,22,-0.8838,26,-0.1935,17,-0.8385
ENSG00000196372,ASB13,9,-1.9631,32,-0.1716,54,0.67727,36,0.07294,40,0.19157,36,0.03010
ENSG00000108021,TASOR2,11,-1.0659,40,0.85331,0,-6.6790,23,-0.0823,18,-0.4318,53,1.29823
ENSG00000057608,GDI2,137,-0.0366,143,0.03629,143,0.03638,140,-0.0016,127,-0.1539,150,0.11151
ENSG00000134452,FBH1,19,-0.9191,67,1.03633,31,-0.1953,35,-0.0218,21,-0.7478,39,0.15498
ENSG00000134453,RBM17,83,0.66107,134,1.47675,23,-1.2993,43,-0.7535,47,-0.2204,77,0.55213
ENSG00000170525,PFKFB3,251,1.02272,106,-0.3529,77,-0.8369,90,-1.1532,133,-0.0051,441,2.03304
ENSG00000198879,SFMBT2,0,-7.8214,54,0.98593,2,-3.9032,34,0.67153,19,-0.6347,32,0.12498
ENSG00000123243,ITIH5,151,3.18201,115,2.55552,0,-6.8489,6,-3.2310,28,0.05757,5,-2.5077
ENSG00000165629,ATP5F1C,113,-0.8819,121,-0.7860,213,0.08817,225,0.45145,130,-0.6725,244,0.30367
ENSG00000048740,CELF2,72,-0.1216,54,-0.5682,22,-1.8901,89,0.58127,62,-0.3542,88,0.19530
ENSG00000151461,UPF2,14,-0.8822,16,-0.6324,9,-1.4908,28,0.55001,34,0.47062,23,-0.0905
ENSG00000181192,DHTKD1,17,0.07716,24,0.63793,14,-0.2508,13,-0.6724,9,-0.8775,41,1.53561
ENSG00000065665,SEC61A2,19,-2.1746,25,-1.7959,84,0.03078,105,1.16558,51,-0.7350,54,-0.6565
ENSG00000165609,NUDT5,13,-1.0463,43,0.82694,28,0.14302,24,-0.2368,36,0.52868,22,-0.2618
ENSG00000151465,CDC123,45,-0.6310,86,0.36395,25,-1.5105,78,0.57522,52,-0.4257,54,-0.3650
ENSG00000183049,CAMK1D,62,0.60391,43,0.02184,11,-2.0273,42,-0.0163,49,0.23131,49,0.20671
ENSG00000123240,OPTN,203,0.25908,94,-0.9161,205,0.27669,184,0.25660,109,-0.7063,157,-0.1421
ENSG00000107537,PHYH,26,-0.2457,24,-0.3589,16,-0.9742,30,-0.0382,29,-0.0784,60,1.08684
ENSG00000086475,SEPHS1,28,-0.4683,62,0.77265,23,-0.7233,34,-0.3580,42,0.14929,65,0.85115
ENSG00000151474,FRMD4A,10,-1.5790,54,0.90821,0,-5.1125,32,0.25434,17,-0.8555,54,0.90540
ENSG00000065809,FAM107B,50,0.17630,84,1.00957,0,-7.5928,24,-1.6658,178,2.38989,76,0.85040
ENSG00000187522,HSPA14,0,-4.6140,25,0.23760,14,-0.6331,28,1.28900,7,-1.6837,9,-1.2195
ENSG00000176244,ACBD7,72,0.58355,5,-3.3496,0,-6.5221,43,-0.4763,83,0.82891,140,1.72619
ENSG00000152464,RPP38,0,-6.8333,8,-1.0272,9,-0.8052,19,1.03099,6,-1.4596,24,0.70065
ENSG00000152465,NMT2,15,-0.3708,12,-0.6203,10,-0.9529,20,0.21628,24,0.34139,25,0.43197
ENSG00000148468,FAM171A1,122,-0.0241,18,-2.8305,66,-0.9528,134,0.30229,262,1.22032,72,-0.8168
ENSG00000148481,MINDY3,18,-1.0090,18,-0.9735,40,0.20879,41,0.59286,32,-0.1647,25,-0.5048
ENSG00000148484,RSU1,26,-0.6812,56,0.50444,24,-0.7702,44,0.35420,45,0.14651,22,-0.9184
ENSG00000026025,VIM,554,-0.0031,4822,4.59325,0,-10.396,36,-5.2622,48,-3.6208,1505,1.66023
ENSG00000165996,HACD1,7,-1.4464,17,-0.2247,1,-3.8195,26,1.36406,12,-0.7494,12,-0.7879
ENSG00000136738,STAM,22,-0.8691,16,-1.3240,20,-0.9592,48,1.01575,34,-0.1843,25,-0.6373
ENSG00000165995,CACNB2,0,-8.7648,45,-0.3554,12,-2.2887,77,1.64404,14,-2.0323,51,-0.1788
ENSG00000165997,ARL5B,27,0.37650,46,1.25490,24,0.22134,18,-0.5396,4,-2.3292,30,0.53398
ENSG00000120594,PLXDC2,48,0.31718,25,-0.6697,0,-7.3951,40,0.09235,74,1.02310,41,0.06957
ENSG00000078114,NEBL,220,0.35206,253,0.58058,37,-2.3308,159,-0.3398,174,-0.0142,325,0.99214
ENSG00000078403,MLLT10,1,-4.3035,19,-0.0118,0,-6.3549,21,0.47675,8,-1.2502,48,1.53505
ENSG00000148444,COMMD3,20,-1.1151,58,0.47127,46,0.13499,41,-0.1507,34,-0.3493,69,0.76144
ENSG00000168283,BMI1,10,-2.6459,64,0.09094,55,-0.1454,65,0.30831,40,-0.6271,94,0.70396
ENSG00000150867,PIP4K2A,118,0.81945,70,-0.0194,29,-1.3457,33,-1.9617,384,3.10126,51,-0.4914
ENSG00000148450,MSRB2,92,-0.3584,115,-0.0029,48,-1.3341,128,0.42269,92,-0.3477,130,0.18854
ENSG00000165312,OTUD1,0,-7.2924,10,-1.0078,12,-0.8048,25,0.85785,16,-0.3590,29,0.56225
ENSG00000107863,ARHGAP21,129,0.37846,105,0.05482,37,-1.5103,81,-0.7220,281,1.70296,116,0.21834
ENSG00000099256,PRTFDC1,27,0.25122,46,1.12846,1,-4.4135,15,-1.2123,44,1.03898,59,1.55862
ENSG00000185875,THNSL1,7,-1.0717,4,-1.8539,3,-2.4309,20,1.28981,15,-0.0597,11,-0.5553
ENSG00000151025,GPR158,38,0.06659,21,-0.8332,90,1.48217,35,-0.1051,22,-0.7635,19,-0.9476
ENSG00000136750,GAD2,6,-4.3422,28,-2.0987,56,-1.0542,154,1.66350,79,-0.5467,72,-0.6917
ENSG00000136754,ABI1,35,-1.0748,47,-0.6467,34,-1.1172,73,0.10506,86,0.29958,138,1.07021
ENSG00000136758,YME1L1,39,-1.3905,151,0.69933,91,-0.1021,104,0.25949,58,-0.7752,94,-0.0488
ENSG00000107897,ACBD5,79,0.99814,15,-1.5634,16,-1.4117,41,-0.1415,73,0.86357,42,-0.0201
ENSG00000099246,RAB18,104,-0.7791,111,-0.6893,131,-0.4281,204,0.71834,125,-0.5073,149,-0.2344
ENSG00000254635,WAC-AS1,18,0.25217,8,-0.9462,13,-0.2769,18,0.64063,5,-1.4526,12,-0.3712
ENSG00000095787,WAC,78,-0.5962,97,-0.2769,86,-0.4516,125,0.30638,122,0.08775,121,0.06814
ENSG00000095739,BAMBI,14,-0.5972,9,-1.2086,12,-0.8411,9,-2.0508,60,1.75337,102,2.82107
ENSG00000107951,MTPAP,18,-0.2557,26,0.34771,12,-0.7900,19,-0.4325,29,0.48386,41,1.03761
ENSG00000148516,ZEB1,99,1.11200,41,-0.2739,47,-0.0678,45,-0.2955,59,0.27553,33,-0.6118
ENSG00000165322,ARHGAP12,54,-0.0532,48,-0.2215,61,0.13969,48,-0.5049,78,0.52617,100,0.93897
ENSG00000170759,KIF5B,143,0.65263,88,-0.1135,78,-0.2970,82,-0.5040,165,0.88193,106,0.17319
ENSG00000120616,EPC1,15,-0.6139,17,-0.4597,10,-1.2260,25,0.33987,14,-0.7077,42,0.95234
ENSG00000150093,ITGB1,128,0.41891,254,1.57779,172,0.90721,73,-0.9110,67,-0.5831,67,-0.5750
ENSG00000099250,NRP1,4,-2.8044,46,0.82442,9,-1.5934,31,0.56212,17,-0.6781,29,0.07427
ENSG00000148498,PARD3,14,-0.9849,21,-0.3910,0,-6.3474,28,0.12775,31,0.19422,62,1.35454
ENSG00000108094,CUL2,22,-1.4662,15,-1.9624,49,-0.2604,77,1.48934,29,-1.0294,21,-1.5538
ENSG00000095794,CREM,124,0.83571,236,1.96982,50,-0.5905,50,-1.1295,63,-0.2293,79,0.12343
ENSG00000108100,CCNY,50,-0.4404,41,-0.7435,84,0.36032,66,-0.0612,106,0.73185,62,-0.1196
ENSG00000198105,ZNF248,11,-1.0725,16,-0.5089,10,-1.2038,28,1.10663,5,-2.2175,23,0.04159
ENSG00000175395,ZNF25,16,-2.5694,31,-1.6050,51,-0.8776,116,1.17422,85,-0.1105,73,-0.3508
ENSG00000189180,ZNF33A,5,-2.6245,24,-0.4811,40,0.34805,34,0.14702,46,0.55107,36,0.18275
ENSG00000075407,ZNF37A,14,-0.5583,12,-0.7259,11,-0.8120,23,0.56002,29,0.61932,9,-1.1012
ENSG00000185904,LINC00839,15,-1.1312,4,-2.9580,97,1.86364,31,-0.0430,8,-1.9596,37,0.26062
ENSG00000196693,ZNF33B,7,-1.1386,14,-0.0469,10,-0.5480,17,0.64807,6,-1.2759,17,0.19006
ENSG00000165733,BMS1,11,-1.6706,39,0.17484,31,-0.1672,39,0.42512,20,-0.8676,42,0.30564
ENSG00000165731,RET,8,-1.7493,13,-1.0330,12,-1.0760,33,1.35246,18,-0.5278,13,-0.9756
ENSG00000169826,CSGALNACT2,19,0.04608,44,1.39575,0,-6.2370,17,-0.3410,11,-0.7187,32,0.88659
ENSG00000198915,RASGEF1A,15,-1.3542,13,-1.6304,12,-1.6762,51,1.39477,16,-1.3416,38,0.00199
ENSG00000169813,HNRNPF,60,0.09618,139,1.47985,39,-0.5591,44,-0.7772,64,0.20964,77,0.49896
ENSG00000169740,ZNF32,31,-0.9031,32,-0.8338,47,-0.2764,64,0.53440,29,-1.0121,80,0.56970
ENSG00000107551,RASSF4,125,0.74372,98,0.34978,31,-1.3844,54,-1.1027,136,0.88657,195,1.49478
ENSG00000165507,DEPP1,149,2.40472,115,1.89587,0,-7.3289,18,-1.8714,29,-0.3623,44,0.27295
ENSG00000165406,MARCH8,10,-1.1787,19,-0.2735,31,0.51122,20,-0.3607,54,1.41376,17,-0.4531
ENSG00000172661,WASHC2C,7,-1.5859,22,0.01754,21,-0.0374,25,0.67937,15,-0.5548,13,-0.7524
ENSG00000188234,AGAP4,9,-0.7795,18,0.27511,0,-6.0397,17,0.55986,10,-0.5317,20,0.47918
ENSG00000265354,TIMM23,65,-0.2332,101,0.47126,77,0.04181,77,0.11088,39,-0.9803,76,0.00753
ENSG00000266412,NCOA4,87,-0.5510,115,-0.1223,88,-0.5313,138,0.42890,102,-0.3026,120,-0.0535
ENSG00000204179,PTPN20,4,-2.9064,10,-1.4560,34,0.30187,37,1.35276,3,-3.2368,20,-0.5399
ENSG00000107643,MAPK8,14,-1.5072,21,-0.9568,55,0.51028,42,0.24397,44,0.16009,44,0.14779
ENSG00000165633,VSTM4,38,1.16374,55,1.81782,0,-6.3270,14,-0.8109,7,-1.3670,26,0.51288
ENSG00000187714,SLC18A3,0,-7.0519,67,2.34851,0,-6.2179,18,0.19696,0,-7.8294,11,-0.5806
ENSG00000197444,OGDHL,14,-3.1043,106,-0.0961,135,0.29137,132,0.68572,82,-0.4885,72,-0.6843
ENSG00000227345,PARG,13,-0.9537,29,0.26935,10,-1.2548,31,1.09956,6,-2.0413,12,-1.0113
ENSG00000204152,TIMM23B,10,-0.8493,14,-0.3883,21,0.21513,21,0.54373,13,-0.4951,12,-0.6035
ENSG00000099290,WASHC2A,22,-0.6061,30,-0.1251,28,-0.2287,36,0.42204,13,-1.3292,41,0.36151
ENSG00000198964,SGMS1,43,0.68214,46,0.78436,21,-0.4555,25,-0.4202,35,0.33027,22,-0.3881
ENSG00000185532,PRKG1,29,0.13863,26,-0.0109,17,-0.6540,27,0.04292,32,0.31203,25,-0.0787
ENSG00000177613,CSTF2T,11,-1.6457,34,-0.0063,35,0.06876,36,0.26613,41,0.28482,29,-0.2172
ENSG00000122873,CISD1,31,-2.6425,60,-1.7075,279,0.65117,231,1.03310,86,-1.1746,107,-0.8366
ENSG00000072401,UBE2D1,8,-1.7365,16,-0.7091,16,-0.6784,31,0.73285,25,-0.0368,25,-0.0234
ENSG00000108064,TFAM,8,-1.7762,40,0.63965,32,0.28629,30,0.40790,11,-1.3576,20,-0.4414
ENSG00000237949,LINC00844,149,0.41238,193,0.83719,58,-1.0308,57,-1.8455,319,1.70803,312,1.66768
ENSG00000165443,PHYHIPL,63,-1.5288,79,-1.1990,154,-0.1837,180,0.14732,193,0.16503,325,1.01167
ENSG00000148541,FAM13C,27,-0.1343,7,-2.1502,62,1.22706,24,-0.6626,73,1.51980,20,-0.5967
ENSG00000165449,SLC16A9,49,1.29476,40,0.97427,3,-2.9345,7,-2.7163,34,0.69240,105,2.78184
ENSG00000108091,CCDC6,24,-1.8910,65,-0.4082,62,-0.4855,97,0.58241,54,-0.6981,120,0.54492
ENSG00000151150,ANK3,21,-1.8988,52,-0.5526,100,0.44419,86,0.54670,74,-0.0302,46,-0.7647
ENSG00000150347,ARID5B,73,1.70245,60,1.36286,43,0.81206,15,-1.5389,18,-0.5510,25,-0.0687
ENSG00000138311,ZNF365,15,-1.4739,12,-1.8775,15,-1.5126,52,1.06211,51,0.33475,30,-0.5015
ENSG00000181915,ADO,11,-0.7278,19,0.14131,10,-0.8867,12,-1.1022,76,2.53732,16,-0.1087
ENSG00000148572,NRBF2,12,-0.8439,38,0.95944,11,-0.9836,21,0.12005,16,-0.3878,22,0.08072
ENSG00000171988,JMJD1C,35,-0.4280,84,0.95920,46,-0.0064,44,-0.1619,29,-0.7098,53,0.22335
ENSG00000165476,REEP3,37,0.63660,52,1.21569,14,-0.7952,11,-2.0714,108,2.60073,21,-0.2415
ENSG00000198739,LRRTM3,5,-2.4183,10,-1.3316,24,-0.1005,31,0.88722,25,-0.0492,19,-0.4230
ENSG00000108176,DNAJC12,27,-1.5826,32,-1.3473,104,0.46207,93,0.79402,64,-0.3043,40,-1.0007
ENSG00000096717,SIRT1,17,-0.2914,22,0.09330,9,-1.2189,23,0.34305,14,-0.6319,27,0.40058
ENSG00000148634,HERC4,14,-1.3554,27,-0.3533,19,-0.8616,36,0.23971,21,-0.7184,71,1.20636
ENSG00000096746,HNRNPH3,50,-1.2052,205,0.99689,72,-0.6505,111,0.01838,91,-0.2935,129,0.24812
ENSG00000204130,RUFY2,24,-0.8341,16,-1.4889,51,0.27854,42,-0.0759,66,0.70682,62,0.59969
ENSG00000122912,SLC25A16,3,-2.4970,38,1.19461,22,0.35089,19,0.12914,9,-0.9359,12,-0.6293
ENSG00000060339,CCAR1,23,-1.0035,47,0.06182,56,0.33659,49,0.33539,28,-0.7289,40,-0.1860
ENSG00000165730,STOX1,1,-3.8234,6,-1.3265,7,-1.1815,16,0.40513,25,0.82493,23,0.69075
ENSG00000107625,DDX50,13,-1.7566,54,0.43097,44,0.10504,45,0.37569,11,-1.8904,51,0.34638
ENSG00000165732,DDX21,20,-0.6647,83,1.63457,0,-6.0504,29,-0.1426,29,-0.0965,32,0.04575
ENSG00000198954,KIF1BP,29,-0.8776,29,-0.8879,24,-1.1615,63,0.88866,33,-0.6731,54,0.06758
ENSG00000122862,SRGN,763,2.65648,425,1.50953,27,-2.7354,94,-1.6184,147,-0.2219,93,-0.9202
ENSG00000122958,VPS26A,56,0.24980,52,0.13981,59,0.34807,47,-0.0108,40,-0.2449,31,-0.6462
ENSG00000156502,SUPV3L1,25,-0.0069,20,-0.3773,9,-1.5311,29,0.60151,27,0.08812,15,-0.8066
ENSG00000156515,HK1,56,-2.0682,158,-0.5264,261,0.25039,265,0.77040,128,-0.8470,172,-0.3970
ENSG00000171224,FAM241B,10,-2.7554,30,-1.1381,28,-1.2801,87,1.58818,16,-2.0545,59,-0.1339
ENSG00000099284,H2AFY2,0,-6.9384,16,-0.0056,4,-1.8478,20,1.07470,11,-0.5896,16,-0.0104
ENSG00000042286,AIFM2,10,-1.1020,41,1.03520,34,0.71046,20,-0.2187,5,-2.1131,28,0.39783
ENSG00000079332,SAR1A,116,-0.2179,203,0.66880,100,-0.4489,127,-0.1708,146,0.14481,151,0.19827
ENSG00000180817,PPA1,171,-1.0129,318,-0.0641,362,0.14049,366,0.41138,238,-0.5107,288,-0.2184
ENSG00000172731,LRRC20,6,-2.1506,20,-0.3772,6,-2.0024,33,1.28850,11,-1.1811,23,-0.1646
ENSG00000148730,EIF4EBP2,181,1.54107,115,0.77602,36,-1.0082,50,-1.0636,76,0.09997,115,0.77215
ENSG00000166224,SGPL1,21,-0.0583,30,0.54705,12,-0.8837,20,-0.2939,27,0.34461,32,0.60209
ENSG00000166228,PCBD1,73,-1.2087,125,-0.4036,200,0.32024,191,0.70714,63,-1.4324,124,-0.4210
ENSG00000107738,VSIR,157,0.91652,183,1.17774,9,-3.3342,45,-1.7952,97,0.14660,343,2.34386
ENSG00000197746,PSAP,2119,0.43362,1991,0.33388,1479,-0.1330,1521,-0.2061,1345,-0.2801,1841,0.20925
ENSG00000107742,SPOCK2,243,-0.6263,131,-1.5511,315,-0.2290,425,0.65816,283,-0.3925,374,0.03677
ENSG00000138303,ASCC1,36,0.17117,19,-0.8054,8,-2.1013,36,0.38725,35,0.12008,38,0.24637
ENSG00000166295,ANAPC16,79,-0.1610,128,0.59548,101,0.21465,79,-0.3693,93,0.08234,110,0.35409
ENSG00000168209,DDIT4,125,0.34193,141,0.54146,24,-2.1218,81,-0.7045,150,0.63443,219,1.27235
ENSG00000148719,DNAJB12,38,-0.1867,79,1.00161,21,-1.0219,42,-0.0407,37,-0.2069,40,-0.0743
ENSG00000107745,MICU1,44,-0.5022,47,-0.4115,68,0.16340,71,0.65140,26,-1.2629,41,-0.6267
ENSG00000122884,P4HA1,33,0.44110,36,0.59922,0,-6.7589,23,-0.2407,14,-0.8766,55,1.26525
ENSG00000122882,ECD,1,-4.5563,60,1.15648,51,0.88338,30,0.05737,8,-1.8599,22,-0.4008
ENSG00000213551,DNAJC9,9,-1.7914,36,0.28984,0,-7.0255,37,0.88648,16,-0.9023,37,0.30558
ENSG00000182180,MRPS16,73,0.58468,60,0.27726,27,-0.9240,50,-0.0181,39,-0.3911,54,0.11833
ENSG00000138279,ANXA7,133,-0.3037,106,-0.6381,145,-0.1698,174,0.31274,166,0.04812,152,-0.0946
ENSG00000107758,PPP3CB,36,-2.0868,81,-0.8997,138,-0.0849,184,1.12322,87,-0.7874,79,-0.9246
ENSG00000166348,USP54,52,0.55544,60,0.80697,0,-5.6089,22,-1.4092,104,1.74007,80,1.27931
ENSG00000176986,SEC24C,15,-1.3240,70,0.99633,14,-1.4781,40,0.30775,38,0.02190,26,-0.5540
ENSG00000196968,FUT11,23,0.41738,24,0.49429,17,-0.0546,15,-0.4337,28,0.75570,12,-0.5197
ENSG00000172586,CHCHD1,30,-1.5009,64,-0.3461,77,-0.0718,91,0.52916,61,-0.4208,84,0.06193
ENSG00000214655,ZSWIM8,17,-1.2580,98,1.44914,55,0.47946,35,-0.5064,43,0.11163,34,-0.2717
ENSG00000166507,NDST2,6,-2.1803,45,0.84128,0,-6.8344,33,1.06158,17,-0.6955,11,-1.2967
