gene	cluster_set	cluster
CLEC2L	hvg20_SNNk5	16
RBP4	hvg20_SNNk5	16
SOX1	hvg20_SNNk5	16
CBLN1	hvg20_SNNk5	16
VSTM2L	hvg20_SNNk5	16
VSNL1	hvg20_SNNk5	16
PCDH7	hvg20_SNNk5	16
GABRA1	hvg20_SNNk5	16
GOT1	hvg20_SNNk5	16
NGB	hvg20_SNNk5	16
HRH3	hvg20_SNNk5	16
TUBA4A	hvg20_SNNk5	16
CCK	hvg20_SNNk5	16
TMEM158	hvg20_SNNk5	16
CALB2	hvg20_SNNk5	16
NPTX1	hvg20_SNNk5	16
PNCK	hvg20_SNNk5	16
SNCA	hvg20_SNNk5	16
CAMK2A	hvg20_SNNk5	16
CNR1	hvg20_SNNk5	16
CACNA2D1	hvg20_SNNk5	16
PHYHIP	hvg20_SNNk5	16
FRRS1L	hvg20_SNNk5	16
KLHL1	hvg20_SNNk5	16
PNMA6F	hvg20_SNNk5	16
GLRA3	hvg20_SNNk5	16
CDKN2D	hvg20_SNNk5	16
DIRAS3	hvg20_SNNk5	16
SYT4	hvg20_SNNk5	16
NUDT11	hvg20_SNNk5	16
FGF12	hvg20_SNNk5	16
GUCY1B1	hvg20_SNNk5	16
PIANP	hvg20_SNNk5	16
SLC2A3	hvg20_SNNk5	16
PCSK2	hvg20_SNNk5	16
PTPRN	hvg20_SNNk5	16
ITPR1	hvg20_SNNk5	16
UBE2QL1	hvg20_SNNk5	16
GPX3	hvg20_SNNk5	16
GRIN1	hvg20_SNNk5	16
SLC12A5	hvg20_SNNk5	16
TMEM255A	hvg20_SNNk5	16
SYT13	hvg20_SNNk5	16
MRTFB	hvg20_SNNk5	16
EFNB3	hvg20_SNNk5	16
RAB3C	hvg20_SNNk5	16
INA	hvg20_SNNk5	16
NT5DC3	hvg20_SNNk5	16
L1CAM	hvg20_SNNk5	16
RTP5	hvg20_SNNk5	16
DNM1	hvg20_SNNk5	16
PRRT2	hvg20_SNNk5	16
PLPPR3	hvg20_SNNk5	16
NNAT	hvg20_SNNk5	16
EPCAM	hvg20_SNNk5	16
SNAP91	hvg20_SNNk5	16
GNG2	hvg20_SNNk5	16
HPCAL4	hvg20_SNNk5	16
EPDR1	hvg20_SNNk5	16
MYT1L	hvg20_SNNk5	16
QPCT	hvg20_SNNk5	16
CHGA	hvg20_SNNk5	16
TAGLN3	hvg20_SNNk5	16
CBLN4	hvg20_SNNk5	16
NAP1L2	hvg20_SNNk5	16
MAGEE1	hvg20_SNNk5	16
KIF3C	hvg20_SNNk5	16
LONRF2	hvg20_SNNk5	16
SLC24A3	hvg20_SNNk5	16
TSPAN13	hvg20_SNNk5	16
PGM2L1	hvg20_SNNk5	16
JPH4	hvg20_SNNk5	16
SH3GL2	hvg20_SNNk5	16
PTPN5	hvg20_SNNk5	16
SYN1	hvg20_SNNk5	16
PCLO	hvg20_SNNk5	16
PLPPR4	hvg20_SNNk5	16
GRIA2	hvg20_SNNk5	16
CALB1	hvg20_SNNk5	16
TTC9B	hvg20_SNNk5	16
SLIT1	hvg20_SNNk5	16
PNMA8C	hvg20_SNNk5	16
ELK1	hvg20_SNNk5	16
RAP1GAP	hvg20_SNNk5	16
AC107398.3	hvg20_SNNk5	16
TSPYL4	hvg20_SNNk5	16
SCN2B	hvg20_SNNk5	16
KCNIP4	hvg20_SNNk5	16
PRRT1	hvg20_SNNk5	16
FBXL16	hvg20_SNNk5	16
CHGB	hvg20_SNNk5	16
PNMA3	hvg20_SNNk5	16
ELOVL4	hvg20_SNNk5	16
GALNT16	hvg20_SNNk5	16
NOL4	hvg20_SNNk5	16
RAB3A	hvg20_SNNk5	16
TMEM181	hvg20_SNNk5	16
ENC1	hvg20_SNNk5	16
PRKAR1B	hvg20_SNNk5	16
STX1B	hvg20_SNNk5	16
ADGRB3	hvg20_SNNk5	16
FGF14	hvg20_SNNk5	16
PACSIN1	hvg20_SNNk5	16
GABRB3	hvg20_SNNk5	16
JPT1	hvg20_SNNk5	16
CTXN1	hvg20_SNNk5	16
JPH3	hvg20_SNNk5	16
GLRB	hvg20_SNNk5	16
CMIP	hvg20_SNNk5	16
SYT5	hvg20_SNNk5	16
NSG1	hvg20_SNNk5	16
MEG3	hvg20_SNNk5	16
TBC1D9	hvg20_SNNk5	16
ERICH3	hvg20_SNNk5	16
CAMK2N2	hvg20_SNNk5	16
KCNQ3	hvg20_SNNk5	16
SUSD4	hvg20_SNNk5	16
NAPB	hvg20_SNNk5	16
NCDN	hvg20_SNNk5	16
FKBP1B	hvg20_SNNk5	16
NRXN1	hvg20_SNNk5	16
CRMP1	hvg20_SNNk5	16
RALYL	hvg20_SNNk5	16
GPRASP2	hvg20_SNNk5	16
GRIA1	hvg20_SNNk5	16
PNMA8B	hvg20_SNNk5	16
SVOP	hvg20_SNNk5	16
SLC4A10	hvg20_SNNk5	16
NCALD	hvg20_SNNk5	16
PAK3	hvg20_SNNk5	16
SV2A	hvg20_SNNk5	16
CHST1	hvg20_SNNk5	16
SYNGR3	hvg20_SNNk5	16
LPCAT4	hvg20_SNNk5	16
CNTNAP1	hvg20_SNNk5	16
CX3CL1	hvg20_SNNk5	16
CAP2	hvg20_SNNk5	16
MAP2K4	hvg20_SNNk5	16
GABBR2	hvg20_SNNk5	16
BAIAP2	hvg20_SNNk5	16
SPINT2	hvg20_SNNk5	16
PGAP1	hvg20_SNNk5	16
SULT4A1	hvg20_SNNk5	16
HPRT1	hvg20_SNNk5	16
ACHE	hvg20_SNNk5	16
ATP8A2	hvg20_SNNk5	16
CNIH2	hvg20_SNNk5	16
CLSTN2	hvg20_SNNk5	16
SYBU	hvg20_SNNk5	16
OPCML	hvg20_SNNk5	16
BEX5	hvg20_SNNk5	16
NELL2	hvg20_SNNk5	16
SCN3B	hvg20_SNNk5	16
CELF3	hvg20_SNNk5	16
PTPRM	hvg20_SNNk5	16
TSPYL2	hvg20_SNNk5	16
CD200	hvg20_SNNk5	16
NECAB2	hvg20_SNNk5	16
ST8SIA3	hvg20_SNNk5	16
PSD	hvg20_SNNk5	16
CHN1	hvg20_SNNk5	16
PLPPR2	hvg20_SNNk5	16
NAP1L3	hvg20_SNNk5	16
TUSC3	hvg20_SNNk5	16
MAP2K1	hvg20_SNNk5	16
ADGRB2	hvg20_SNNk5	16
PNMA8A	hvg20_SNNk5	16
KIF5A	hvg20_SNNk5	16
SYP	hvg20_SNNk5	16
GPRASP1	hvg20_SNNk5	16
MAPRE3	hvg20_SNNk5	16
MBOAT7	hvg20_SNNk5	16
DMTN	hvg20_SNNk5	16
ENTPD6	hvg20_SNNk5	16
MAPK8IP2	hvg20_SNNk5	16
NPTN	hvg20_SNNk5	16
EDN3	hvg20_SNNk5	17
OGN	hvg20_SNNk5	18
ANKRD34B	hvg20_SNNk5	19
TMEM130	hvg20_SNNk5	19
FEZF1	hvg20_SNNk5	19
SLC17A6	hvg20_SNNk5	19
NRGN	hvg20_SNNk5	19
RBFOX1	hvg20_SNNk5	19
ADCYAP1	hvg20_SNNk5	19
PCDH19	hvg20_SNNk5	19
DIRAS3	hvg20_SNNk5	19
VSNL1	hvg20_SNNk5	19
GABRG2	hvg20_SNNk5	19
FXYD7	hvg20_SNNk5	19
LAMP5	hvg20_SNNk5	19
TAC1	hvg20_SNNk5	19
GABRA5	hvg20_SNNk5	19
CALB2	hvg20_SNNk5	19
CDH13	hvg20_SNNk5	19
SEZ6L	hvg20_SNNk5	19
NPTX2	hvg20_SNNk5	19
HS3ST4	hvg20_SNNk5	19
TAGLN3	hvg20_SNNk5	19
VSTM2A	hvg20_SNNk5	19
CLSTN3	hvg20_SNNk5	19
SYT4	hvg20_SNNk5	19
PTPRN	hvg20_SNNk5	19
GPX3	hvg20_SNNk5	19
CDK5R1	hvg20_SNNk5	19
SYN2	hvg20_SNNk5	19
CBLN1	hvg20_SNNk5	19
TMEM35A	hvg20_SNNk5	19
CACNA2D1	hvg20_SNNk5	19
CELF5	hvg20_SNNk5	19
SLC12A5	hvg20_SNNk5	19
HRH3	hvg20_SNNk5	19
CAMKV	hvg20_SNNk5	19
PRKAR1B	hvg20_SNNk5	19
GRIN1	hvg20_SNNk5	19
SYT1	hvg20_SNNk5	19
LONRF2	hvg20_SNNk5	19
RAB3C	hvg20_SNNk5	19
GNG2	hvg20_SNNk5	19
ZCCHC12	hvg20_SNNk5	19
TMEM158	hvg20_SNNk5	19
PNCK	hvg20_SNNk5	19
SCN2A	hvg20_SNNk5	19
PHYHIP	hvg20_SNNk5	19
DNM1	hvg20_SNNk5	19
NSF	hvg20_SNNk5	19
NSG2	hvg20_SNNk5	19
SYN1	hvg20_SNNk5	19
NUDT11	hvg20_SNNk5	19
BEX5	hvg20_SNNk5	19
CTXN1	hvg20_SNNk5	19
NSG1	hvg20_SNNk5	19
CALB1	hvg20_SNNk5	19
FBXL16	hvg20_SNNk5	19
PCSK2	hvg20_SNNk5	19
EFNB3	hvg20_SNNk5	19
NCDN	hvg20_SNNk5	19
MEG3	hvg20_SNNk5	19
CHGB	hvg20_SNNk5	19
PNMA8A	hvg20_SNNk5	19
SYT1	hvg20_SNNk5	20
GABRQ	hvg20_SNNk5	21
LHX8	hvg20_SNNk5	22
TUBA4B	hvg20_SNNk5	23
ANXA1	hvg20_SNNk5	24
CARTPT	hvg20_SNNk5	25
ARPP21	hvg20_SNNk5	26
PDYN	hvg20_SNNk5	27
ANO3	hvg20_SNNk5	28
HBA1	hvg20_SNNk5	29
AL357093.2	hvg20_SNNk5	30
CRHBP	hvg20_SNNk5	31
WIF1	hvg20_SNNk5	32
LUM	hvg20_SNNk5	33
DUSP5	hvg20_SNNk5	34
TH	hvg20_SNNk5	35
CRYM	hvg20_SNNk5	36
EDN3	hvg20_SNNk5	36
DRD1	hvg20_SNNk5	37
ANO3	hvg20_SNNk5	37
CBLN2	hvg20_SNNk5	38
CAPS	hvg20_SNNk5	39
ANXA1	hvg20_SNNk5	40
RXFP1	hvg20_SNNk5	41
NMU	hvg20_SNNk5	42
CYP4F12	hvg20_SNNk5	43
TBR1	hvg20_SNNk5	44
SPAG6	hvg20_SNNk5	45
MIR503HG	hvg20_SNNk5	46
LHX8	hvg20_SNNk5	47
SLC17A6	hvg10_SNNk10	1
TMEM35A	hvg10_SNNk10	1
ARHGAP36	hvg10_SNNk10	1
L1CAM	hvg10_SNNk10	1
ANKRD34B	hvg10_SNNk10	2
FEZF1	hvg10_SNNk10	2
SLC17A6	hvg10_SNNk10	2
NRGN	hvg10_SNNk10	2
RBFOX1	hvg10_SNNk10	2
CDH13	hvg10_SNNk10	2
PCDH19	hvg10_SNNk10	2
ADCYAP1	hvg10_SNNk10	2
GABRA5	hvg10_SNNk10	2
NR2F2	hvg10_SNNk10	2
HS3ST4	hvg10_SNNk10	2
SYT4	hvg10_SNNk10	2
LAMP5	hvg10_SNNk10	2
VSNL1	hvg10_SNNk10	2
GABRG2	hvg10_SNNk10	2
NPTX2	hvg10_SNNk10	2
SLC12A5	hvg10_SNNk10	2
CD24	hvg10_SNNk10	2
GDA	hvg10_SNNk10	2
DIRAS3	hvg10_SNNk10	2
VSTM2A	hvg10_SNNk10	2
CACNA2D1	hvg10_SNNk10	2
TAC1	hvg10_SNNk10	2
TMEM215	hvg10_SNNk10	2
RBP4	hvg10_SNNk10	2
SEZ6L	hvg10_SNNk10	2
RAB3B	hvg10_SNNk10	2
SNCA	hvg10_SNNk10	2
GNG2	hvg10_SNNk10	2
LBHD2	hvg10_SNNk10	2
CA10	hvg10_SNNk10	2
FXYD7	hvg10_SNNk10	2
NPTX1	hvg10_SNNk10	2
PNCK	hvg10_SNNk10	2
SCN2A	hvg10_SNNk10	2
TENM2	hvg10_SNNk10	2
DOC2A	hvg10_SNNk10	2
CBLN1	hvg10_SNNk10	2
HRH3	hvg10_SNNk10	2
HS6ST2	hvg10_SNNk10	2
UBE2QL1	hvg10_SNNk10	2
NGB	hvg10_SNNk10	2
CALB2	hvg10_SNNk10	2
TMEM35A	hvg10_SNNk10	2
TMEM163	hvg10_SNNk10	2
CAMKV	hvg10_SNNk10	2
RAB3C	hvg10_SNNk10	2
CAMK2A	hvg10_SNNk10	2
TMEM158	hvg10_SNNk10	2
DNM1	hvg10_SNNk10	2
GPX3	hvg10_SNNk10	2
CDK5R1	hvg10_SNNk10	2
PCDH7	hvg10_SNNk10	2
SYT13	hvg10_SNNk10	2
CHGB	hvg10_SNNk10	2
PCSK2	hvg10_SNNk10	2
GRIA2	hvg10_SNNk10	2
PRKAR1B	hvg10_SNNk10	2
GLRA3	hvg10_SNNk10	2
SNCB	hvg10_SNNk10	2
CLSTN3	hvg10_SNNk10	2
SYN2	hvg10_SNNk10	2
VSTM2L	hvg10_SNNk10	2
CAMK1G	hvg10_SNNk10	2
GRIN1	hvg10_SNNk10	2
NSG1	hvg10_SNNk10	2
MRTFB	hvg10_SNNk10	2
CELF5	hvg10_SNNk10	2
CTXN1	hvg10_SNNk10	2
SYN1	hvg10_SNNk10	2
PLPPR4	hvg10_SNNk10	2
EFNB3	hvg10_SNNk10	2
TTC9B	hvg10_SNNk10	2
SNAP91	hvg10_SNNk10	2
NUDT11	hvg10_SNNk10	2
SLIT1	hvg10_SNNk10	2
CNIH2	hvg10_SNNk10	2
HPCAL4	hvg10_SNNk10	2
TAGLN3	hvg10_SNNk10	2
PNMA6F	hvg10_SNNk10	2
ZCCHC12	hvg10_SNNk10	2
LONRF2	hvg10_SNNk10	2
MEG3	hvg10_SNNk10	2
TMEM130	hvg10_SNNk10	2
FBXL16	hvg10_SNNk10	2
BEX5	hvg10_SNNk10	2
JPH4	hvg10_SNNk10	2
NAP1L2	hvg10_SNNk10	2
NAPB	hvg10_SNNk10	2
NRXN1	hvg10_SNNk10	2
GABRB3	hvg10_SNNk10	2
CALB1	hvg10_SNNk10	2
EPDR1	hvg10_SNNk10	2
PHYHIP	hvg10_SNNk10	2
PGM2L1	hvg10_SNNk10	2
PAK3	hvg10_SNNk10	2
CAMK2N2	hvg10_SNNk10	2
RAB3A	hvg10_SNNk10	2
TUBA4A	hvg10_SNNk10	2
GRIA1	hvg10_SNNk10	2
SULT4A1	hvg10_SNNk10	2
PTPRN	hvg10_SNNk10	2
GALNT16	hvg10_SNNk10	2
GABBR2	hvg10_SNNk10	2
L1CAM	hvg10_SNNk10	2
GLRB	hvg10_SNNk10	2
PSD	hvg10_SNNk10	2
PLPPR2	hvg10_SNNk10	2
PNMA8A	hvg10_SNNk10	2
JPT1	hvg10_SNNk10	2
PNMA8B	hvg10_SNNk10	2
TSPYL2	hvg10_SNNk10	2
CNTNAP1	hvg10_SNNk10	2
HPRT1	hvg10_SNNk10	2
NCDN	hvg10_SNNk10	2
KIF3C	hvg10_SNNk10	2
SYT5	hvg10_SNNk10	2
SYP	hvg10_SNNk10	2
BAIAP3	hvg10_SNNk10	2
NAP1L3	hvg10_SNNk10	2
GPRASP2	hvg10_SNNk10	2
CHN1	hvg10_SNNk10	2
MAPRE3	hvg10_SNNk10	2
TSPYL4	hvg10_SNNk10	2
ACHE	hvg10_SNNk10	2
DMTN	hvg10_SNNk10	2
NPTN	hvg10_SNNk10	2
SYBU	hvg10_SNNk10	2
TBX3	hvg10_SNNk10	3
GHRH	hvg10_SNNk10	3
GLRA2	hvg10_SNNk10	3
GABRE	hvg10_SNNk10	3
GABRQ	hvg10_SNNk10	3
POMC	hvg10_SNNk10	3
GABRG2	hvg10_SNNk10	3
NPY	hvg10_SNNk10	3
SYT4	hvg10_SNNk10	3
ELAVL4	hvg10_SNNk10	3
RBP4	hvg10_SNNk10	3
GAL	hvg10_SNNk10	3
WIF1	hvg10_SNNk10	3
AGRP	hvg10_SNNk10	3
CELF5	hvg10_SNNk10	3
MIR7-3HG	hvg10_SNNk10	3
RADX	hvg10_SNNk10	3
ARHGAP36	hvg10_SNNk10	3
DLK1	hvg10_SNNk10	3
CHGB	hvg10_SNNk10	3
TMEM35A	hvg10_SNNk10	3
GAD1	hvg10_SNNk10	3
ISL1	hvg10_SNNk10	3
RAB3C	hvg10_SNNk10	3
SHISAL2B	hvg10_SNNk10	3
FNDC9	hvg10_SNNk10	3
INA	hvg10_SNNk10	3
SLC12A5	hvg10_SNNk10	3
GPX3	hvg10_SNNk10	3
TMOD1	hvg10_SNNk10	3
OTP	hvg10_SNNk10	3
FGF14	hvg10_SNNk10	3
IGSF1	hvg10_SNNk10	3
SSTR1	hvg10_SNNk10	3
DIRAS3	hvg10_SNNk10	3
NGB	hvg10_SNNk10	3
ATCAY	hvg10_SNNk10	3
AL035425.3	hvg10_SNNk10	3
GNG2	hvg10_SNNk10	3
GRIK1	hvg10_SNNk10	3
L1CAM	hvg10_SNNk10	3
QPCT	hvg10_SNNk10	3
TSPAN13	hvg10_SNNk10	3
AMPH	hvg10_SNNk10	3
CLSTN3	hvg10_SNNk10	3
ECEL1	hvg10_SNNk10	3
RASD1	hvg10_SNNk10	3
USP27X	hvg10_SNNk10	3
NLGN4X	hvg10_SNNk10	3
LBH	hvg10_SNNk10	3
CNIH2	hvg10_SNNk10	3
GNG4	hvg10_SNNk10	3
SCN9A	hvg10_SNNk10	3
PARM1	hvg10_SNNk10	3
SEZ6L	hvg10_SNNk10	3
MAGEL2	hvg10_SNNk10	3
EFNB3	hvg10_SNNk10	3
PNMA6F	hvg10_SNNk10	3
PCDH7	hvg10_SNNk10	3
AC107398.3	hvg10_SNNk10	3
SLC26A11	hvg10_SNNk10	3
SULT4A1	hvg10_SNNk10	3
TSTD1	hvg10_SNNk10	3
TTC9B	hvg10_SNNk10	3
TMEM17	hvg10_SNNk10	3
TUSC3	hvg10_SNNk10	3
VWA5A	hvg10_SNNk10	3
PIANP	hvg10_SNNk10	3
FAM174A	hvg10_SNNk10	3
KLHDC8B	hvg10_SNNk10	3
FBLL1	hvg10_SNNk10	3
CITED1	hvg10_SNNk10	3
HPRT1	hvg10_SNNk10	3
RALYL	hvg10_SNNk10	3
NECAP1	hvg10_SNNk10	3
MEG3	hvg10_SNNk10	3
CELF4	hvg10_SNNk10	3
PNMA3	hvg10_SNNk10	3
KIAA1324	hvg10_SNNk10	3
CALB2	hvg10_SNNk10	3
GPRASP2	hvg10_SNNk10	3
PAK3	hvg10_SNNk10	3
SMARCA1	hvg10_SNNk10	3
JPH4	hvg10_SNNk10	3
SYNGR3	hvg10_SNNk10	3
MAGEE1	hvg10_SNNk10	3
NSG1	hvg10_SNNk10	3
CELF6	hvg10_SNNk10	3
CYB561	hvg10_SNNk10	3
REEP1	hvg10_SNNk10	3
VAT1	hvg10_SNNk10	3
TSPYL2	hvg10_SNNk10	3
CTXN1	hvg10_SNNk10	3
SSBP4	hvg10_SNNk10	3
TRO	hvg10_SNNk10	3
GPRASP1	hvg10_SNNk10	3
CD200	hvg10_SNNk10	3
KCTD10	hvg10_SNNk10	3
SPINT2	hvg10_SNNk10	3
SYT5	hvg10_SNNk10	3
FXYD7	hvg10_SNNk10	3
AHI1	hvg10_SNNk10	3
LPCAT4	hvg10_SNNk10	3
GALNT16	hvg10_SNNk10	3
RPAIN	hvg10_SNNk10	3
CELF3	hvg10_SNNk10	3
ZCCHC12	hvg10_SNNk10	3
PTS	hvg10_SNNk10	3
LONRF2	hvg10_SNNk10	3
SHC2	hvg10_SNNk10	3
NEFH	hvg10_SNNk10	3
TM2D3	hvg10_SNNk10	3
FNDC10	hvg10_SNNk10	3
NECAB2	hvg10_SNNk10	3
ACHE	hvg10_SNNk10	3
CMIP	hvg10_SNNk10	3
EPDR1	hvg10_SNNk10	3
JPT1	hvg10_SNNk10	3
NELL2	hvg10_SNNk10	3
FNDC3A	hvg10_SNNk10	3
FAM155A	hvg10_SNNk10	3
CASD1	hvg10_SNNk10	3
PCBD1	hvg10_SNNk10	3
CAMK2N2	hvg10_SNNk10	3
PTPRN	hvg10_SNNk10	3
GABRB3	hvg10_SNNk10	3
VAT1L	hvg10_SNNk10	3
SYBU	hvg10_SNNk10	3
ECE2	hvg10_SNNk10	3
HSPA4L	hvg10_SNNk10	3
ARHGDIG	hvg10_SNNk10	3
CRMP1	hvg10_SNNk10	3
PLPPR2	hvg10_SNNk10	3
NAP1L3	hvg10_SNNk10	3
PNMA8A	hvg10_SNNk10	3
NUDT11	hvg10_SNNk10	3
RFK	hvg10_SNNk10	3
MEAF6	hvg10_SNNk10	3
LYSMD2	hvg10_SNNk10	3
OGDHL	hvg10_SNNk10	3
NPTXR	hvg10_SNNk10	3
REEP2	hvg10_SNNk10	3
RBFOX2	hvg10_SNNk10	3
ABHD14A	hvg10_SNNk10	3
SLC2A3	hvg10_SNNk10	3
HSPA13	hvg10_SNNk10	3
GAS6	hvg10_SNNk10	3
PTPRN2	hvg10_SNNk10	3
APMAP	hvg10_SNNk10	3
COPS4	hvg10_SNNk10	3
P4HTM	hvg10_SNNk10	3
DMTN	hvg10_SNNk10	3
MAPRE3	hvg10_SNNk10	3
VSNL1	hvg10_SNNk10	4
GAD2	hvg10_SNNk10	4
ERMN	hvg10_SNNk10	5
PCSK1	hvg10_SNNk10	6
SCGN	hvg10_SNNk10	6
SIM1	hvg10_SNNk10	6
TH	hvg10_SNNk10	6
DIRAS3	hvg10_SNNk10	7
KLK6	hvg10_SNNk10	8
GALNT15	hvg10_SNNk10	9
EDN3	hvg10_SNNk10	10
C11orf88	hvg10_SNNk10	11
SLC47A2	hvg10_SNNk10	11
LHX8	hvg10_SNNk10	12
CRYM	hvg10_SNNk10	13
SCGN	hvg10_SNNk10	14
TTR	hvg10_SNNk10	15
SYT1	hvg10_SNNk10	16
TRDN	hvg10_SNNk10	17
PRG4	hvg10_SNNk10	18
TBX3	hvg10_SNNk10	19
GLRA2	hvg10_SNNk10	19
GABRE	hvg10_SNNk10	19
GABRQ	hvg10_SNNk10	19
FNDC9	hvg10_SNNk10	19
DLK1	hvg10_SNNk10	19
AGRP	hvg10_SNNk10	19
AL035425.3	hvg10_SNNk10	19
APLNR	hvg10_SNNk10	20
PDYN	hvg10_SNNk10	21
TAGLN	hvg10_SNNk10	22
DRD1	hvg10_SNNk10	23
OGN	hvg10_SNNk10	24
CRHBP	hvg10_SNNk10	25
CFAP73	hvg10_SNNk10	26
ODF3B	hvg10_SNNk10	26
EDN3	hvg10_SNNk10	27
TH	hvg10_SNNk10	28
POMC	hvg20_SNNk10	1
GABRG2	hvg20_SNNk10	1
TAC3	hvg20_SNNk10	1
TBX3	hvg20_SNNk10	1
GHRH	hvg20_SNNk10	1
GLRA2	hvg20_SNNk10	1
GABRE	hvg20_SNNk10	1
GABRQ	hvg20_SNNk10	1
NPY	hvg20_SNNk10	1
DLK1	hvg20_SNNk10	1
TMEM114	hvg20_SNNk10	1
AGRP	hvg20_SNNk10	1
AL035425.3	hvg20_SNNk10	1
ARHGAP36	hvg20_SNNk10	1
NPY1R	hvg20_SNNk10	1
FNDC9	hvg20_SNNk10	1
RBP4	hvg20_SNNk10	1
GAL	hvg20_SNNk10	1
PGR	hvg20_SNNk10	1
WIF1	hvg20_SNNk10	1
IGSF1	hvg20_SNNk10	1
ISL1	hvg20_SNNk10	1
TSPAN13	hvg20_SNNk10	1
MIR7-3HG	hvg20_SNNk10	1
RADX	hvg20_SNNk10	1
GAD1	hvg20_SNNk10	1
SHISAL2B	hvg20_SNNk10	1
TMOD1	hvg20_SNNk10	1
TMEM35A	hvg20_SNNk10	1
VGLL3	hvg20_SNNk10	1
GAD2	hvg20_SNNk10	1
SSTR1	hvg20_SNNk10	1
NGB	hvg20_SNNk10	1
CELF5	hvg20_SNNk10	1
MT1G	hvg20_SNNk10	1
QPCT	hvg20_SNNk10	1
PCOLCE2	hvg20_SNNk10	1
TDRD9	hvg20_SNNk10	1
SLC32A1	hvg20_SNNk10	1
SLC7A14	hvg20_SNNk10	1
OTP	hvg20_SNNk10	1
MDK	hvg20_SNNk10	1
GRIK1	hvg20_SNNk10	1
L1CAM	hvg20_SNNk10	1
ACTA1	hvg20_SNNk10	1
PRKCE	hvg20_SNNk10	1
SCN2A	hvg20_SNNk10	1
RAB3C	hvg20_SNNk10	1
ELAVL2	hvg20_SNNk10	1
DLX1	hvg20_SNNk10	1
RBP1	hvg20_SNNk10	1
PCSK1	hvg20_SNNk10	1
PWWP3B	hvg20_SNNk10	1
IL13RA1	hvg20_SNNk10	1
USP27X	hvg20_SNNk10	1
ELAVL4	hvg20_SNNk10	1
PARM1	hvg20_SNNk10	1
FAM174A	hvg20_SNNk10	1
IGFBP3	hvg20_SNNk10	1
CA8	hvg20_SNNk10	1
PTGER3	hvg20_SNNk10	1
LBH	hvg20_SNNk10	1
SCN3A	hvg20_SNNk10	1
TENT5A	hvg20_SNNk10	1
SEZ6L	hvg20_SNNk10	1
SCN9A	hvg20_SNNk10	1
NPNT	hvg20_SNNk10	1
NXPH1	hvg20_SNNk10	1
FGF14	hvg20_SNNk10	1
NLGN4X	hvg20_SNNk10	1
PNMA6F	hvg20_SNNk10	1
KIAA1324	hvg20_SNNk10	1
CLSTN3	hvg20_SNNk10	1
TOX2	hvg20_SNNk10	1
TSTD1	hvg20_SNNk10	1
AC107398.3	hvg20_SNNk10	1
CALCR	hvg20_SNNk10	1
NPTX2	hvg20_SNNk10	1
CELF6	hvg20_SNNk10	1
RASD1	hvg20_SNNk10	1
GNG4	hvg20_SNNk10	1
PRLR	hvg20_SNNk10	1
AMPH	hvg20_SNNk10	1
TAC1	hvg20_SNNk10	1
TEX26	hvg20_SNNk10	1
MAGEL2	hvg20_SNNk10	1
C22orf42	hvg20_SNNk10	1
SLC4A10	hvg20_SNNk10	1
KLHDC8B	hvg20_SNNk10	1
TMEM271	hvg20_SNNk10	1
GRIA2	hvg20_SNNk10	1
DGKB	hvg20_SNNk10	1
CHGA	hvg20_SNNk10	1
SLC26A11	hvg20_SNNk10	1
C2CD4C	hvg20_SNNk10	1
SV2C	hvg20_SNNk10	1
NEURL1	hvg20_SNNk10	1
SYT17	hvg20_SNNk10	1
SSTR2	hvg20_SNNk10	1
IL13RA2	hvg20_SNNk10	1
NRSN1	hvg20_SNNk10	1
INA	hvg20_SNNk10	1
VWA5A	hvg20_SNNk10	1
RTP5	hvg20_SNNk10	1
CARTPT	hvg20_SNNk10	1
EFNB3	hvg20_SNNk10	1
OLFM3	hvg20_SNNk10	1
TMEM17	hvg20_SNNk10	1
ENC1	hvg20_SNNk10	1
NECAB2	hvg20_SNNk10	1
CADPS	hvg20_SNNk10	1
PDCD4	hvg20_SNNk10	1
GFRA1	hvg20_SNNk10	1
PIANP	hvg20_SNNk10	1
AMIGO2	hvg20_SNNk10	1
ATCAY	hvg20_SNNk10	1
FAM210B	hvg20_SNNk10	1
ECEL1	hvg20_SNNk10	1
SST	hvg20_SNNk10	1
SYT4	hvg20_SNNk10	1
KCNJ3	hvg20_SNNk10	1
TMEM196	hvg20_SNNk10	1
RALYL	hvg20_SNNk10	1
COX7A1	hvg20_SNNk10	1
SULT4A1	hvg20_SNNk10	1
CITED1	hvg20_SNNk10	1
C2orf80	hvg20_SNNk10	1
EFNB2	hvg20_SNNk10	1
LINC00672	hvg20_SNNk10	1
TTC9B	hvg20_SNNk10	1
MAP7D2	hvg20_SNNk10	1
NHLH2	hvg20_SNNk10	1
FAM155A	hvg20_SNNk10	1
MPHOSPH6	hvg20_SNNk10	1
GPX3	hvg20_SNNk10	1
SLC6A15	hvg20_SNNk10	1
JPH4	hvg20_SNNk10	1
KCTD10	hvg20_SNNk10	1
RAC3	hvg20_SNNk10	1
CPT1C	hvg20_SNNk10	1
TRO	hvg20_SNNk10	1
MYT1L	hvg20_SNNk10	1
CXXC4	hvg20_SNNk10	1
ITGB1	hvg20_SNNk10	1
TM2D3	hvg20_SNNk10	1
CYB561	hvg20_SNNk10	1
PNMA3	hvg20_SNNk10	1
RPA3	hvg20_SNNk10	1
