gene_id	gene_name	V12D07-075_D1	V12D07-075_A1	V12Y31-080_A1	V12D05-348_D1	V12D05-350_D1	V13M13-362_D1	V12D05-348_C1	V12D05-350_C1	V13Y24-346_C1	nsigsamps	meanrank
ENSG00000144290	SLC4A10								165		1	165
ENSG00000144339	TMEFF2		660	130	86	301					4	294.25
ENSG00000144355	DLX1				604	328			509		3	480.333333333333
ENSG00000144357	UBR3					809					1	809
ENSG00000144381	HSPD1		89	493							2	291
ENSG00000144406	UNC80						1002				1	1002
ENSG00000144445	KANSL1L	451									1	451
ENSG00000144468	RHBDD1						920				1	920
ENSG00000144485	HES6		827								1	827
ENSG00000144524	COPS7B		351								1	351
ENSG00000144567	RETREG2					1157					1	1157
ENSG00000144597	EAF1		334								1	334
ENSG00000144713	RPL32			239		94		677	441		4	362.75
ENSG00000144724	PTPRG					954				333	2	643.5
ENSG00000144746	ARL6IP5				659	974					2	816.5
ENSG00000144749	LRIG1									365	1	365
ENSG00000144827	ABHD10				1169						1	1169
ENSG00000144834	TAGLN3						323				1	323
ENSG00000144868	TMEM108				458						1	458
ENSG00000144908	ALDH1L1							600			1	600
ENSG00000144909	OSBPL11					1127					1	1127
ENSG00000144959	NCEH1					417	853				2	635
ENSG00000145022	TCTA				976				334		2	655
ENSG00000145147	SLIT2					1172					1	1172
ENSG00000145194	ECE2		766		1097	527					3	796.666666666667
ENSG00000145198	VWA5B2							272			1	272
ENSG00000145241	CENPC					593					1	593
ENSG00000145247	OCIAD2				826						1	826
ENSG00000145248	SLC10A4			192	171			512	427		4	325.5
ENSG00000145284	SCD5				472	477	1061				3	670
ENSG00000145335	SNCA		139	569	44	54	299	32	50		7	169.571428571429
ENSG00000145348	TBCK									218	1	218
ENSG00000145349	CAMK2D		717				222		192		3	377
ENSG00000145354	CISD2		673								1	673
ENSG00000145362	ANK2				669	565		414			3	549.333333333333
ENSG00000145390	USP53				1002						1	1002
ENSG00000145416	MARCH1							383			1	383
ENSG00000145423	SFRP2					1103					1	1103
ENSG00000145425	RPS3A		259	374	52	124	146	333			6	214.666666666667
ENSG00000145439	CBR4		780								1	780
ENSG00000145451	GLRA3		461		548	145					3	384.666666666667
ENSG00000145495	MARCH6					1082					1	1082
ENSG00000145545	SRD5A1				903	685					2	794
ENSG00000145555	MYO10		837								1	837
ENSG00000145569	OTULINL								150		1	150
ENSG00000145592	RPL37		757	221		117	201	112			5	281.6
ENSG00000145632	PLK2	158									1	158
ENSG00000145642	SHISAL2B			324	649						2	486.5
ENSG00000145708	CRHBP						281			35	2	158
ENSG00000145730	PAM		533		292	305					3	376.666666666667
ENSG00000145741	BTF3								439	73	2	256
ENSG00000145743	FBXL17				1195						1	1195
ENSG00000145780	FEM1C				1155						1	1155
ENSG00000145819	ARHGAP26					592					1	592
ENSG00000145824	CXCL14				924						1	924
ENSG00000145833	DDX46		774								1	774
ENSG00000145864	GABRB2				759	454					2	606.5
ENSG00000145901	TNIP1									350	1	350
ENSG00000145907	G3BP1						932				1	932
ENSG00000145912	NHP2				237	858					2	547.5
ENSG00000145920	CPLX2					1067			179		2	623
ENSG00000145934	TENM2		294			202		744	88		4	332
ENSG00000145990	GFOD1								201		1	201
ENSG00000146072	TNFRSF21	327									1	327
ENSG00000146085	MMUT			654							1	654
ENSG00000146151	HMGCLL1				789						1	789
ENSG00000146242	TPBG							434			1	434
ENSG00000146352	CLVS2						289				1	289
ENSG00000146360	GPR6		629				293	213	362		4	374.25
ENSG00000146374	RSPO3					338			141		2	239.5
ENSG00000146386	ABRACL					928	280				2	604
ENSG00000146416	AIG1				1174						1	1174
ENSG00000146433	TMEM181				456	885					2	670.5
ENSG00000146457	WTAP									204	1	204
ENSG00000146463	ZMYM4							308			1	308
ENSG00000146648	EGFR				845						1	845
ENSG00000146674	IGFBP3			639			353				2	496
ENSG00000146701	MDH2						438	265			2	351.5
ENSG00000146757	ZNF92								176		1	176
ENSG00000146872	TLK2		621								1	621
ENSG00000146938	NLGN4X				322						1	322
ENSG00000147027	TMEM47		883			364	460				3	569
ENSG00000147036	LANCL3						142				1	142
ENSG00000147044	CASK		880								1	880
ENSG00000147100	SLC16A2		723								1	723
ENSG00000147121	KRBOX4						648				1	648
ENSG00000147123	NDUFB11					654	972				2	813
ENSG00000147130	ZMYM3	456									1	456
ENSG00000147140	NONO									178	1	178
ENSG00000147162	OGT				816						1	816
ENSG00000147231	RADX			79	57	79	343		383		5	188.2
ENSG00000147246	HTR2C		179							143	2	161
ENSG00000147255	IGSF1	227		162	254	464					4	276.75
ENSG00000147256	ARHGAP36	235	47	26	71	45	64		154	61	8	87.875
ENSG00000147257	GPC3				503		595				2	549
ENSG00000147324	MFHAS1		802								1	802
ENSG00000147383	NSDHL					909					1	909
ENSG00000147400	CETN2				538		390				2	464
ENSG00000147403	RPL10						573				1	573
ENSG00000147416	ATP6V1B2	415	112		271	910					4	427
ENSG00000147439	BIN3					1122					1	1122
ENSG00000147459	DOCK5						316				1	316
ENSG00000147465	STAR						270				1	270
ENSG00000147475	ERLIN2				695						1	695
ENSG00000147488	ST18					455					1	455
ENSG00000147533	GOLGA7		775		941						2	858
ENSG00000147548	NSD3						1087				1	1087
ENSG00000147588	PMP2		193	236	323	197					4	237.25
ENSG00000147604	RPL7		407	696	126	751					4	495
ENSG00000147642	SYBU	388	898								2	643
ENSG00000147649	MTDH		480								1	480
ENSG00000147655	RSPO2						629		156		2	392.5
ENSG00000147669	POLR2K				545						1	545
ENSG00000147676	MAL2				1135						1	1135
ENSG00000147677	EIF3H					1069		115			2	592
ENSG00000147724	FAM135B					1005					1	1005
ENSG00000147862	NFIB					996					1	996
ENSG00000147872	PLIN2		343								1	343
ENSG00000147912	FBXO10							579			1	579
ENSG00000148053	NTRK2				266	446		170			3	294
ENSG00000148120	AOPEP		245								1	245
ENSG00000148123	PLPPR1						649				1	649
ENSG00000148143	ZNF462			660							1	660
ENSG00000148175	STOM			261							1	261
ENSG00000148180	GSN				329						1	329
ENSG00000148219	ASTN2								324		1	324
ENSG00000148229	POLE3							741			1	741
ENSG00000148291	SURF2						1071				1	1071
ENSG00000148303	RPL7A		99		301	165		633		51	5	249.8
ENSG00000148331	ASB6			720							1	720
ENSG00000148344	PTGES				1012						1	1012
ENSG00000148362	PAXX				1045					280	2	662.5
ENSG00000148399	DPH7									201	1	201
ENSG00000148408	CACNA1B						993				1	993
ENSG00000148429	USP6NL		438								1	438
ENSG00000148468	FAM171A1				906	785					2	845.5
ENSG00000148488	ST8SIA6						498				1	498
ENSG00000148516	ZEB1									374	1	374
ENSG00000148606	POLR3A				956						1	956
ENSG00000148671	ADIRF				327			222	506		3	351.666666666667
ENSG00000148672	GLUD1				512						1	512
ENSG00000148737	TCF7L2			433							1	433
ENSG00000148798	INA							779			1	779
ENSG00000148826	NKX6-2		509								1	509
ENSG00000148834	GSTO1	387					608				2	497.5
ENSG00000148840	PPRC1					365					1	365
ENSG00000148943	LIN7C				477						1	477
ENSG00000148950	IMMP1L					482					1	482
ENSG00000149089	APIP		683								1	683
ENSG00000149115	TNKS1BP1							664			1	664
ENSG00000149179	C11orf49	450									1	450
ENSG00000149196	HIKESHI						257				1	257
ENSG00000149218	ENDOD1			427		813					2	620
ENSG00000149257	SERPINH1		885						40		2	462.5
ENSG00000149260	CAPN5									163	1	163
ENSG00000149269	PAK1						553				1	553
ENSG00000149273	RPS3				201	304	849	193			4	386.75
ENSG00000149294	NCAM1					541					1	541
ENSG00000149311	ATM		465								1	465
ENSG00000149313	AASDHPPT			453					518		2	485.5
ENSG00000149357	LAMTOR1				432						1	432
ENSG00000149428	HYOU1		958								1	958
ENSG00000149483	TMEM138						767				1	767
ENSG00000149575	SCN2B	193									1	193
ENSG00000149591	TAGLN				46	208					2	127
ENSG00000149600	COMMD7				946						1	946
ENSG00000149806	FAU			415	262	774	362		486		5	459.8
ENSG00000149927	DOC2A						506		428		2	467
ENSG00000149932	TMEM219				747						1	747
ENSG00000149970	CNKSR2					651					1	651
ENSG00000150093	ITGB1	437			394					140	3	323.666666666667
ENSG00000150361	KLHL1			252	822	502	165	324		124	6	364.833333333333
ENSG00000150394	CDH8					635					1	635
ENSG00000150401	DCUN1D2			580							1	580
ENSG00000150433	TMEM218								200		1	200
ENSG00000150551	LYPD1						84				1	84
ENSG00000150593	PDCD4				455						1	455
ENSG00000150625	GPM6A		469		723	131		299			4	405.5
ENSG00000150656	CNDP1								139		1	139
ENSG00000150712	MTMR12							599			1	599
ENSG00000150753	CCT5				316			454			2	385
ENSG00000150760	DOCK1						789				1	789
ENSG00000150768	DLAT							596			1	596
ENSG00000150787	PTS				214	539					2	376.5
ENSG00000150938	CRIM1			699		436	698				3	611
ENSG00000150961	SEC24D		242								1	242
ENSG00000150991	UBC		206			1146			227		3	526.333333333333
ENSG00000150995	ITPR1			673	188	110		40	174		5	237
ENSG00000151067	CACNA1C							405			1	405
ENSG00000151090	THRB		853								1	853
ENSG00000151136	BTBD11						1004				1	1004
ENSG00000151150	ANK3					484					1	484
ENSG00000151276	MAGI1							764			1	764
ENSG00000151327	FAM177A1	338									1	338
ENSG00000151366	NDUFC2					381	215				2	298
ENSG00000151458	ANKRD50				651						1	651
ENSG00000151466	SCLT1	73									1	73
ENSG00000151490	PTPRO					242					1	242
ENSG00000151552	QDPR		522								1	522
ENSG00000151553	FAM160B1						587				1	587
ENSG00000151572	ANO4								491		1	491
ENSG00000151690	MFSD6			498							1	498
ENSG00000151693	ASAP2							727			1	727
ENSG00000151729	SLC25A4				948		1049				2	998.5
ENSG00000151743	AMN1				1098			173			2	635.5
ENSG00000151778	SERP2				364			218			2	291
ENSG00000151779	NBAS				1103						1	1103
ENSG00000151892	GFRA1				320	135	109				3	188
ENSG00000151893	CACUL1		333								1	333
ENSG00000151914	DST		755								1	755
ENSG00000151923	TIAL1	177									1	177
ENSG00000151929	BAG3		52								1	52
ENSG00000151952	TMEM132D					472					1	472
ENSG00000152078	TLCD4		815					284			2	549.5
ENSG00000152082	MZT2B					872	265	552			3	563
ENSG00000152092	ASTN1						823				1	823
ENSG00000152104	PTPN14				505						1	505
ENSG00000152128	TMEM163							224	169		2	196.5
ENSG00000152208	GRID2									230	1	230
ENSG00000152223	EPG5		874							106	2	490
ENSG00000152234	ATP5F1A				920			470			2	695
ENSG00000152240	HAUS1				547						1	547
ENSG00000152291	TGOLN2				1037						1	1037
ENSG00000152332	UHMK1				565						1	565
ENSG00000152377	SPOCK1				306	546					2	426
ENSG00000152492	CCDC50		777								1	777
ENSG00000152556	PFKM					1089					1	1089
ENSG00000152580	IGSF10				986	995					2	990.5
ENSG00000152583	SPARCL1	118	116	36	30	61	95	103	73	190	9	91.3333333333333
ENSG00000152601	MBNL1				1084						1	1084
ENSG00000152620	NADK2		601								1	601
ENSG00000152661	GJA1			53	107	363			61	57	5	128.2
ENSG00000152763	WDR78								232		1	232
ENSG00000152778	IFIT5							510			1	510
ENSG00000152784	PRDM8				225	519	30	670			4	361
ENSG00000152818	UTRN			336							1	336
ENSG00000152822	GRM1		756								1	756
ENSG00000152894	PTPRK			185	272		565		177		4	299.75
ENSG00000152910	CNTNAP4			99	276		212				3	195.666666666667
ENSG00000152932	RAB3C				181	149	487	275	142		5	246.8
ENSG00000152942	RAD17				1005						1	1005
ENSG00000152953	STK32B						340				1	340
ENSG00000152954	NRSN1		197	215	1075	701	335				5	504.6
ENSG00000152977	ZIC1		176								1	176
ENSG00000153029	MR1		943								1	943
ENSG00000153046	CDYL								455		1	455
ENSG00000153048	CARHSP1					413					1	413
ENSG00000153113	CAST				784						1	784
ENSG00000153130	SCOC					825	232				2	528.5
ENSG00000153187	HNRNPU				886						1	886
ENSG00000153207	AHCTF1							550			1	550
ENSG00000153208	MERTK						988				1	988
ENSG00000153214	TMEM87B			621							1	621
ENSG00000153339	TRAPPC8								218		1	218
ENSG00000153395	LPCAT1		929								1	929
ENSG00000153446	C16orf89							408			1	408
ENSG00000153558	FBXL2					783					1	783
ENSG00000153561	RMND5A								512		1	512
ENSG00000153707	PTPRD				629						1	629
ENSG00000153714	LURAP1L								389		1	389
ENSG00000153786	ZDHHC7					1177					1	1177
ENSG00000153820	SPHKAP						121				1	121
ENSG00000153822	KCNJ16									148	1	148
ENSG00000153827	TRIP12						1026				1	1026
ENSG00000153904	DDAH1						821				1	821
ENSG00000153944	MSI2									303	1	303
ENSG00000153956	CACNA2D1		230	322	324	316	188	357			6	289.5
ENSG00000154027	AK5							625			1	625
ENSG00000154040	CABYR						749				1	749
ENSG00000154059	IMPACT							488			1	488
ENSG00000154096	THY1	447	210	219	157	324		332	75		7	252
ENSG00000154114	TBCEL	204									1	204
ENSG00000154144	TBRG1							662			1	662
ENSG00000154146	NRGN	9	38	8	9	3	86	2	2	54	9	23.4444444444444
ENSG00000154174	TOMM70							456			1	456
ENSG00000154175	ABI3BP		148								1	148
ENSG00000154217	PITPNC1		721								1	721
ENSG00000154240	CEP112						1094				1	1094
ENSG00000154277	UCHL1	78	75	86	215	163	13	602	64	284	9	175.555555555556
ENSG00000154328	NEIL2			642				385			2	513.5
ENSG00000154447	SH3RF1						1099				1	1099
ENSG00000154473	BUB3									340	1	340
ENSG00000154518	ATP5MC3							286			1	286
ENSG00000154556	SORBS2					865					1	865
ENSG00000154582	ELOC							438			1	438
ENSG00000154639	CXADR				662						1	662
ENSG00000154645	CHODL			146	63	450	969		217		5	369
ENSG00000154654	NCAM2			122			105		462		3	229.666666666667
ENSG00000154723	ATP5PF		336				392				2	364
ENSG00000154767	XPC						666				1	666
ENSG00000154832	CXXC1	267									1	267
ENSG00000154856	APCDD1						383				1	383
ENSG00000154975	CA10		377			139					2	258
ENSG00000155008	APOOL									191	1	191
ENSG00000155016	CYP2U1				756					287	2	521.5
ENSG00000155034	FBXL18		983								1	983
ENSG00000155115	GTF3C6					964					1	964
ENSG00000155158	TTC39B							766			1	766
ENSG00000155189	AGPAT5					1124					1	1124
ENSG00000155265	GOLGA7B							274			1	274
ENSG00000155304	HSPA13				433	1170					2	801.5
ENSG00000155366	RHOC				709						1	709
ENSG00000155367	PPM1J								314		1	314
ENSG00000155506	LARP1		219								1	219
ENSG00000155511	GRIA1		443			326		256			3	341.666666666667
ENSG00000155621	C9orf85								526		1	526
ENSG00000155636	RBM45				818						1	818
ENSG00000155660	PDIA4				1110						1	1110
ENSG00000155744	FAM126B									133	1	133
ENSG00000155849	ELMO1	181									1	181
ENSG00000155858	LSM11	422									1	422
ENSG00000155886	SLC24A2					688					1	688
ENSG00000155957	TMBIM4	278				801		725			3	601.333333333333
ENSG00000155961	RAB39B					940					1	940
ENSG00000155966	AFF2			403			424				2	413.5
ENSG00000155974	GRIP1		705								1	705
ENSG00000156011	PSD3				414	309		60	488		4	317.75
ENSG00000156076	WIF1	160		411	788	166			212		5	347.4
ENSG00000156113	KCNMA1			672							1	672
ENSG00000156136	DCK				1107				336		2	721.5
ENSG00000156261	CCT8				962	799	1010				3	923.666666666667
ENSG00000156298	TSPAN7	52		439	354	167	1014	42	122		7	312.857142857143
ENSG00000156299	TIAM1					665					1	665
ENSG00000156395	SORCS3						300				1	300
ENSG00000156411	ATP5MPL		938	687	1040	141					4	701.5
ENSG00000156414	TDRD9				483	175	243	719			4	405
ENSG00000156467	UQCRB	215	442				308			116	4	270.25
ENSG00000156482	RPL30			341	657	256				222	4	369
ENSG00000156504	FAM122B					857					1	857
ENSG00000156508	EEF1A1	31	63	121	50	28	363	134			7	112.857142857143
ENSG00000156531	PHF6						1042				1	1042
ENSG00000156564	LRFN2								306		1	306
ENSG00000156603	MED19						908				1	908
ENSG00000156642	NPTN	386				104	517	30			4	259.25
ENSG00000156650	KAT6B					567					1	567
ENSG00000156671	SAMD8					587					1	587
ENSG00000156875	MFSD14A					727					1	727
ENSG00000156976	EIF4A2		95	136	229	147	122	66	41	91	8	115.875
ENSG00000157005	SST	15	10	2	7	6	7	12	5	15	9	8.77777777777778
ENSG00000157020	SEC13						878				1	878
ENSG00000157064	NMNAT2								376		1	376
ENSG00000157087	ATP2B2						846				1	846
ENSG00000157103	SLC6A1					212					1	212
ENSG00000157107	FCHO2								407		1	407
ENSG00000157152	SYN2		769		311	478					3	519.333333333333
ENSG00000157184	CPT2							648			1	648
ENSG00000157219	HTR5A					848					1	848
ENSG00000157259	GATAD1				1079						1	1079
ENSG00000157445	CACNA2D3					975					1	975
ENSG00000157450	RNF111				536						1	536
ENSG00000157502	PWWP3B		725		137	832	168				4	465.5
ENSG00000157514	TSC22D3						1078	248			2	663
ENSG00000157613	CREB3L1							573			1	573
ENSG00000157625	TAB3					735					1	735
ENSG00000157637	SLC38A10						1006				1	1006
ENSG00000157654	PALM2-AKAP2									264	1	264
ENSG00000157741	UBN2					1020					1	1020
ENSG00000157778	PSMG3						945				1	945
ENSG00000157827	FMNL2									203	1	203
ENSG00000157833	GAREM2		939								1	939
ENSG00000157837	SPPL3					902					1	902
ENSG00000157869	RAB28					1128					1	1128
ENSG00000157916	RER1	264									1	264
ENSG00000157927	RADIL		490								1	490
ENSG00000157954	WIPI2							442			1	442
ENSG00000158109	TPRG1L				735			521			2	628
ENSG00000158186	MRAS					967					1	967
ENSG00000158220	ESYT3						630				1	630
ENSG00000158258	CLSTN2						451				1	451
ENSG00000158286	RNF207					1015					1	1015
ENSG00000158321	AUTS2								344		1	344
ENSG00000158457	TSPAN33			325							1	325
ENSG00000158470	B4GALT5		229								1	229
ENSG00000158710	TAGLN2					130	303				2	216.5
ENSG00000158717	RNF166						994				1	994
ENSG00000158747	NBL1	393					305		290		3	329.333333333333
ENSG00000158773	USF1			658							1	658
ENSG00000158805	ZNF276			377							1	377
ENSG00000158815	FGF17						274				1	274
ENSG00000158856	DMTN					1026					1	1026
ENSG00000158859	ADAMTS4		934								1	934
ENSG00000158864	NDUFS2	391									1	391
ENSG00000158882	TOMM40L						228	559			2	393.5
ENSG00000158985	CDC42SE2						1031				1	1031
ENSG00000159023	EPB41									127	1	127
ENSG00000159063	ALG8					1053					1	1053
ENSG00000159069	FBXW5							373			1	373
ENSG00000159079	CFAP298				1058						1	1058
ENSG00000159082	SYNJ1		979								1	979
ENSG00000159110	IFNAR2							461			1	461
ENSG00000159140	SON			638							1	638
ENSG00000159164	SV2A	121				507					2	314
ENSG00000159176	CSRP1				855				109		2	482
ENSG00000159199	ATP5MC1				227			736			2	481.5
ENSG00000159228	CBR1				710						1	710
ENSG00000159231	CBR3		659								1	659
ENSG00000159335	PTMS			610		538			147		3	431.666666666667
ENSG00000159348	CYB5R1							504			1	504
ENSG00000159352	PSMD4		485								1	485
ENSG00000159377	PSMB4				1177		956				2	1066.5
ENSG00000159388	BTG2		251								1	251
ENSG00000159409	CELF3			548			1086				2	817
ENSG00000159461	AMFR	343									1	343
ENSG00000159685	CHCHD6				1192	990					2	1091
ENSG00000159692	CTBP1	414									1	414
ENSG00000159713	TPPP3			320			206	407	110		4	260.75
ENSG00000159720	ATP6V0D1					444	200				2	322
ENSG00000159723	AGRP				561	56					2	308.5
ENSG00000159733	ZFYVE28	362									1	362
ENSG00000159753	CARMIL2		878								1	878
ENSG00000159792	PSKH1						1072				1	1072
ENSG00000159871	LYPD5				705						1	705
ENSG00000159873	CCDC117		789								1	789
ENSG00000160007	ARHGAP35	358						104			2	231
ENSG00000160014	CALM3		177	554			812	165	86		5	358.8
ENSG00000160075	SSU72	455					1062				2	758.5
ENSG00000160087	UBE2J2		960								1	960
ENSG00000160111	CPAMD8							413			1	413
ENSG00000160113	NR2F6							352			1	352
ENSG00000160131	VMA21									253	1	253
ENSG00000160194	NDUFV3		290				575				2	432.5
ENSG00000160199	PKNOX1							728			1	728
ENSG00000160213	CSTB						722	328			2	525
ENSG00000160285	LSS			700		827					2	763.5
ENSG00000160299	PCNT							782			1	782
ENSG00000160307	S100B			143	1078	158			323		4	425.5
ENSG00000160310	PRMT2						173			205	2	189
ENSG00000160318	CLDND2								437		1	437
ENSG00000160326	SLC2A6						504				1	504
ENSG00000160408	ST6GALNAC6									355	1	355
ENSG00000160469	BRSK1				896						1	896
ENSG00000160678	S100A1			500					446	50	3	332
ENSG00000160679	CHTOP	163									1	163
ENSG00000160691	SHC1					851					1	851
ENSG00000160695	VPS11					1113					1	1113
ENSG00000160710	ADAR									318	1	318
ENSG00000160752	FDPS						568				1	568
ENSG00000160796	NBEAL2									316	1	316
ENSG00000160888	IER2		923								1	923
ENSG00000160932	LY6E						882				1	882
ENSG00000161011	SQSTM1	195	882								2	538.5
ENSG00000161016	RPL8			462	401	400					3	421
ENSG00000161021	MAML1						646				1	646
ENSG00000161082	CELF5				436			106	90		3	210.666666666667
ENSG00000161179	YDJC					1161					1	1161
ENSG00000161203	AP2M1	58			252			379			3	229.666666666667
ENSG00000161249	DMKN		324					392			2	358
ENSG00000161267	BDH1						1040	214			2	627
ENSG00000161281	COX7A1			170	764	355	103				4	348
ENSG00000161610	HCRT	21	1	28	1	4	214	3	10	3	9	31.6666666666667
ENSG00000161677	JOSD2		730								1	730
ENSG00000161960	EIF4A1				791						1	791
ENSG00000161970	RPL26	161	803			170					3	378
ENSG00000161980	POLR3K					1063					1	1063
ENSG00000162032	SPSB3				1088						1	1088
ENSG00000162129	CLPB		593	284							2	438.5
ENSG00000162144	CYB561A3			355							1	355
ENSG00000162188	GNG3							507			1	507
ENSG00000162244	RPL29						1012				1	1012
ENSG00000162298	SYVN1							412			1	412
ENSG00000162378	ZYG11B				781						1	781
ENSG00000162385	MAGOH							638			1	638
ENSG00000162407	PLPP3			266		691					2	478.5
ENSG00000162511	LAPTM5		742	739							2	740.5
ENSG00000162512	SDC3	466									1	466
ENSG00000162521	RBBP4				960						1	960
ENSG00000162545	CAMK2N1		98								1	98
ENSG00000162572	SCNN1D					828					1	828
ENSG00000162576	MXRA8		603								1	603
ENSG00000162595	DIRAS3		42	24	28	15	5	69	94		7	39.5714285714286
ENSG00000162599	NFIA			701							1	701
ENSG00000162604	TM2D1					449	793				2	621
ENSG00000162623	TYW3		752								1	752
ENSG00000162631	NTNG1					264	485	536			3	428.333333333333
ENSG00000162645	GBP2		602								1	602
ENSG00000162654	GBP4		45								1	45
ENSG00000162670	BRINP3					854					1	854
ENSG00000162688	AGL		327		848						2	587.5
ENSG00000162694	EXTL2							626			1	626
ENSG00000162704	ARPC5							234			1	234
ENSG00000162706	CADM3		562				1073				2	817.5
ENSG00000162772	ATF3		107								1	107
ENSG00000162817	C1orf115								505		1	505
ENSG00000162819	BROX									224	1	224
ENSG00000162849	KIF26B		933			926					2	929.5
ENSG00000162851	TFB2M		576								1	576
ENSG00000162852	CNST		237								1	237
ENSG00000162889	MAPKAPK2	435									1	435
ENSG00000162910	MRPL55							533			1	533
ENSG00000162961	DPY30			704	991						2	847.5
ENSG00000162975	KCNF1					949					1	949
ENSG00000162989	KCNJ3				1069						1	1069
ENSG00000162998	FRZB				1099						1	1099
ENSG00000163001	CFAP36			663			771				2	717
ENSG00000163013	FBXO41							543			1	543
ENSG00000163032	VSNL1		64	168	58	65	99	427	31	45	8	119.625
ENSG00000163040	CCDC74A			413							1	413
ENSG00000163041	H3F3A					468	499	263			3	410
ENSG00000163053	SLC16A14					1138					1	1138
ENSG00000163075	CFAP221					604					1	604
ENSG00000163104	SMARCAD1			220						356	2	288
ENSG00000163170	BOLA3				208						1	208
ENSG00000163191	S100A11				631						1	631
ENSG00000163251	FZD5		842								1	842
ENSG00000163257	DCAF16		338								1	338
ENSG00000163273	NPPC		178								1	178
ENSG00000163285	GABRG1		540		231		244	420	287	63	6	297.5
ENSG00000163288	GABRB1					504					1	504
ENSG00000163328	GPR155								253		1	253
ENSG00000163378	EOGT				807						1	807
ENSG00000163399	ATP1A1				805	815		72			3	564
ENSG00000163412	EIF4E3			486							1	486
ENSG00000163428	LRRC58				332		603				2	467.5
ENSG00000163453	IGFBP7			442	475	694					3	537
ENSG00000163463	KRTCAP2						417				1	417
ENSG00000163466	ARPC2						526				1	526
ENSG00000163468	CCT3		654	693							2	673.5
ENSG00000163485	ADORA1				469						1	469
ENSG00000163512	AZI2						419				1	419
ENSG00000163527	STT3B					1009	802				2	905.5
ENSG00000163535	SGO2		207								1	207
ENSG00000163536	SERPINI1		53	216	60	40	54		293		6	119.333333333333
ENSG00000163558	PRKCI					666					1	666
ENSG00000163565	IFI16		530								1	530
ENSG00000163597	SNHG16			421							1	421
ENSG00000163602	RYBP								99		1	99
ENSG00000163605	PPP4R2							695			1	695
ENSG00000163608	NEPRO				1148						1	1148
ENSG00000163618	CADPS					1106					1	1106
ENSG00000163625	WDFY3					663					1	663
ENSG00000163626	COX18					838					1	838
ENSG00000163630	SYNPR		46	337	117	126	31	229			6	147.666666666667
ENSG00000163634	THOC7							238			1	238
ENSG00000163644	PPM1K				1007						1	1007
ENSG00000163659	TIPARP		406		380						2	393
ENSG00000163682	RPL9	268		288	113	283	236				5	237.6
ENSG00000163703	CRELD1					608					1	608
ENSG00000163754	GYG1		640								1	640
ENSG00000163755	HPS3					834					1	834
ENSG00000163788	SNRK					759					1	759
ENSG00000163848	ZNF148					789					1	789
ENSG00000163870	TPRA1		154								1	154
ENSG00000163872	YEATS2								454		1	454
ENSG00000163875	MEAF6		817					126			2	471.5
ENSG00000163902	RPN1	111									1	111
ENSG00000163931	TKT							459			1	459
ENSG00000163946	TASOR						983				1	983
ENSG00000163956	LRPAP1		917			867		105	521		4	602.5
ENSG00000163964	PIGX				1071						1	1071
ENSG00000164010	ERMAP					862					1	862
ENSG00000164024	METAP1				1145						1	1145
ENSG00000164031	DNAJB14						822				1	822
ENSG00000164032	H2AFZ			450	1138	686					3	758
ENSG00000164040	PGRMC2			650	995		631				3	758.666666666667
ENSG00000164050	PLXNB1					768				261	2	514.5
ENSG00000164054	SHISA5				217						1	217
ENSG00000164076	CAMKV	348		270		987		388	67		5	412
ENSG00000164080	RAD54L2							278			1	278
ENSG00000164089	ETNPPL						716		515	49	3	426.666666666667
ENSG00000164091	WDR82			588							1	588
ENSG00000164096	C4orf3						758				1	758
ENSG00000164104	HMGB2						522				1	522
ENSG00000164116	GUCY1A1			301			665				2	483
ENSG00000164118	CEP44				898						1	898
ENSG00000164125	GASK1B						635				1	635
ENSG00000164144	ARFIP1		243								1	243
ENSG00000164151	ICE1					1078	1074				2	1076
ENSG00000164162	ANAPC10						836				1	836
ENSG00000164163	ABCE1		568								1	568
ENSG00000164164	OTUD4					466					1	466
ENSG00000164167	LSM6									255	1	255
ENSG00000164171	ITGA2		468			350		187			3	335
ENSG00000164176	EDIL3		83		128	672					3	294.333333333333
ENSG00000164190	NIPBL				691						1	691
ENSG00000164209	SLC25A46						951				1	951
ENSG00000164211	STARD4		618			1147		555			3	773.333333333333
ENSG00000164220	F2RL2						852				1	852
ENSG00000164241	C5orf63	46	22	280	835		139				5	264.4
ENSG00000164253	WDR41		580								1	580
ENSG00000164300	SERINC5		315								1	315
ENSG00000164326	CARTPT	41	88	69	34	115	11	25	35	53	9	52.3333333333333
ENSG00000164327	RICTOR		281								1	281
ENSG00000164398	ACSL6						730	306			2	518
ENSG00000164405	UQCRQ			632	77	394	153			169	5	285
ENSG00000164418	GRIK2		346								1	346
ENSG00000164434	FABP7	469						47			2	258
ENSG00000164442	CITED2			577	656					226	3	486.333333333333
ENSG00000164542	KIAA0895									128	1	128
ENSG00000164587	RPS14		325	196	83	140	77	75			6	149.333333333333
ENSG00000164588	HCN1							570			1	570
ENSG00000164591	MYOZ3						571				1	571
ENSG00000164603	BMT2					459					1	459
ENSG00000164619	BMPER							531			1	531
ENSG00000164620	RELL2					1144					1	1144
ENSG00000164638	SLC29A4					937					1	937
ENSG00000164654	MIOS				1162						1	1162
ENSG00000164683	HEY1		560			670					2	615
ENSG00000164687	FABP5	443			837						2	640
