mouse_subclass	human_domain	pcc	spearmancor
x084_MEA_BST_Lhx6_Sp9_Gaba	X15	-0.0889665283776581	-0.101392124051364
x116_PVpo_VMPO_MPN_Hmx2_Gaba	X15	-0.0315982151458499	-0.023087731478006
x147_PH_an_Pitx2_Glut	X15	-0.0410075546411515	-0.0593554595149386
x122_DMH_LHA_Vgll2_Glut	X15	-0.0940789760767998	-0.0974565431032792
x159_SPA_SPFm_SPFp_POL_PIL_PoT_Glut	X15	-0.0417675546366819	-0.0595809232236198
x082_SCH_Gaba	X15	-0.0368586331093396	-0.0623385895806559
x106a_BST_MPN_Six3_Gaba	X15	-0.0913015513998215	-0.0864296294155967
x134_PVa_AHN_LHA_Otp_Glut	X15	-0.107508534849777	-0.103687037605406
x300_SMC_NN	X15	-0.0977170183143033	-0.103308962498471
x126_LGv_Otx2_Gaba	X15	-0.0270948495353474	-0.0358324288411416
x133_LHA_MEA_Otp_Glut	X15	0.0155387300473346	0.0230134083152639
x142_PH_LHA_Foxb1_Glut	X15	-0.0833124108834473	-0.0822329066252302
x214_LGv_SPFp_SPFm_Gata3_Gaba	X15	0.00820754467016293	0.0289018891560405
x291_Ependymal_NN	X15	0.0152444001585932	0.0289823783005096
x124_VMH_Nr5a1_Glut	X15	-0.0498730492682827	-0.0452106592656416
x112_DMH_LHA_Gsx1_Gaba	X15	-0.112632482195314	-0.126826108634187
x137_PH_ant_Otp_Glut	X15	-0.0712052672340896	-0.0745957779249529
x108_AHN_SBPV_Gaba	X15	-0.0490920547472374	-0.067458039338465
x110_AHN_Onecut3_Gaba	X15	-0.0416831714024586	-0.0695114956660317
x294_OPC_NN	X15	-0.0575430286456093	-0.0673278380426658
x135_AHN_RCH_TU_SBPV_Otp_Glut	X15	-0.0318911734552401	-0.054968073689672
x054_STR_PAL_Chst9_Gaba	X15	-0.102424501900055	-0.115177898256798
x114_TU_ARH_Otp_Six6_Gaba	X15	-0.0697955324456546	-0.0744169112226994
x097_PVHd_Gsc_Gaba	X15	0.00896885461278131	-0.00262398214538
x136_PVH_PVHd_SO_Otp_Glut	X15	-0.0744132896708158	-0.0659952661834004
x074_MM_Foxb1_Glut	X15	-0.0984883153389045	-0.0925410596081009
x140_PH_Pitx2_Glut	X15	-0.0648637716598447	-0.0667461512324155
x119_DMH_Hmx2_Glut	X15	-0.0394867053176589	-0.0574304233576984
x117_DMH_Hmx2_Gaba	X15	-0.0900138030330887	-0.08666900361593
x047_NDB_SI_MA_STRv_Lhx8_Gaba	X15	-0.0834632294483769	-0.0825384473846857
x081_RT_ZI_Gnb3_Gaba	X15	-0.0331744513180455	-0.0532653151281887
x103_MPO_LPO_Lhx8_Gaba	X15	-0.0136163711470586	-0.011225946565105
x128_ADP_MPO_Trp73_Glut	X15	-0.0347600286818697	-0.0258862565960344
x109_SBPV_PVi_Six3_Gaba	X15	-0.0537810335279101	-0.062627393030539
x104_BST_MPN_Lhx6_Zfhx3_Gaba	X15	-0.0435859585891293	-0.0638578553824892
x295_Oligo_NN	X15	-0.0378140106172457	-0.0460978801048018
x299_Peri_NN	X15	-0.0488681399143063	-0.0549260635322133
x111_ZI_Pax6_Gaba	X15	-0.119584177654136	-0.119335965237216
x049_PAL_STR_Gaba_Chol	X15	-0.0408772063504442	-0.0487174610750869
x100_MS_SF_Bsx_Glut	X15	-0.0332961097513408	-0.0405652951017436
x102_SI_MPO_LPO_Lhx8_Gaba	X15	-0.0286819949394981	-0.0362305700171952
x303_BAM_NN	X15	-0.00620829745526468	-0.015664793933883
x086_MEA_BST_Lhx6_Nfib_Gaba	X15	0.00309504632277261	-0.0130743778475119
x180_MB_HB_Lhx1_Glut	X15	-0.0267722834103089	-0.0328552273704911
x113_PVHd_DMH_Lhx6_Gaba	X15	-0.0602640477601246	-0.0954687557897583
x302_Microglia_NN	X15	-0.0122318457546397	-0.0150655117957916
x125_LHA_Pmch_Glut	X15	-0.0133635750709924	-0.00459750399823154
x105_BST_Tac2_Gaba	X15	-0.0169049589061786	-0.0314763032062394
x127_PVH_LHA_Barhl2_Glut	X15	-0.0231977450981926	-0.00537571882153772
x096_SI_MA_NDB_Six3_Meis2_Gaba	X15	-0.00680968410484749	-0.000407467374509759
x048_GPe_Sox6_Cyp26b1_Gaba	X15	-0.0807817646723809	-0.100334404639987
x129_SI_MA_LPO_Skor1_Glut	X15	-0.0830746935107602	-0.0798194679146335
x250_SNc_VTA_RAmb_Foxa1_Dopa	X15	-0.0834047786748407	-0.0903062584502058
x301_Endo_NN	X4	0.0336226299461617	0.0509506272106866
x298_VLMC_NN	X4	-0.0627945271254801	-0.061240737741726
x045_STRv_Lhx8_Gaba	X4	-0.0387122637633011	-0.0416013576128394
x123_VMH_Fezf1_Glut	X4	-0.170178362532004	-0.224215268013961
x070_RE_Xi_Nox4_Glut	X4	-0.151558489759211	-0.181184559464269
x069_TH_Prkcd_Grin2c_Glut	X4	-0.117105961051227	-0.132022640416245
x115_TMd_Foxd2_Gaba	X4	-0.138949770571236	-0.173194801095887
x149_IPN_IF_RL_Foxa1_Glut	X4	-0.0937845112657396	-0.113945734442137
x107_PVH_Six3_Prox1_Gaba	X4	-0.123874104452712	-0.161103826352836
x075_PVa_ARH_Six3_Dopa_Gaba	X4	-0.0606065084571057	-0.0792704081062511
x139_PM_Pitx2_Glut	X4	-0.140806247178959	-0.183846652126702
x121_ARH_PVp_Tbx3_Glut	X4	-0.13056258048724	-0.184584277705884
x088_DMH_Nkx2_4_Glut	X4	-0.130431171530709	-0.18476923994506
x148_PH_SUM_Foxa1_Glut	X4	-0.171825490261938	-0.206418339959289
x067_PVT_PT_Ntrk1_Glut	X4	-0.0872106031884057	-0.110147703826773
x106_PVR_Six3_Gaba	X4	-0.137855646813372	-0.170227796300803
x073_MM_ant_Foxb1_Glut	X4	-0.141331828408306	-0.177674885073003
x120_ARH_PVp_Tbx3_Gaba	X4	-0.135091488680779	-0.178862710800503
x087_DMH_Prdm13_Gaba	X4	-0.177094816766398	-0.208834183482706
x083_MEA_BST_Sox6_Gaba	X4	-0.0985147760849941	-0.113595150562579
x118_MPO_MPN_Glut	X4	-0.108509881596991	-0.146134904442314
x080_GPi_Skor1_Gaba_Glut	X4	0.0751796113828757	0.0949920885373692
x143_PM_LHA_Foxb1_Glut	X4	-0.146088313879016	-0.175465132546168
x286_Astro_NT_NN	X4	-0.126957897754529	-0.156054087552698
x101_PVpo_VMPO_SFO_Tbr1_Glut	X4	-0.111830530644188	-0.151924327451295
x138_STN_PSTN_Pitx2_Glut	X4	-0.0964584198666768	-0.142802269937621
x290_Tanycyte_NN	X4	-0.163235164711772	-0.175261922189516
x076_PMv_TMv_Tbx3_Hist_Gaba	X4	-0.106850746050092	-0.146149389169256
x084_MEA_BST_Lhx6_Sp9_Gaba	X4	-0.0957412313856583	-0.123094599087276
x116_PVpo_VMPO_MPN_Hmx2_Gaba	X4	-0.0785494103732306	-0.127161368299711
x147_PH_an_Pitx2_Glut	X4	-0.152459759915859	-0.186614744060201
x122_DMH_LHA_Vgll2_Glut	X4	0.00610018594100955	-0.0122117264548817
x159_SPA_SPFm_SPFp_POL_PIL_PoT_Glut	X4	-0.0403736739840609	-0.0726426709635644
x082_SCH_Gaba	X4	-0.101152388858914	-0.143799964628495
x106a_BST_MPN_Six3_Gaba	X4	-0.134964996177235	-0.179227412809786
x134_PVa_AHN_LHA_Otp_Glut	X4	-0.0623910885782916	-0.0962811343190191
x300_SMC_NN	X4	-0.136465289023378	-0.157733787082791
x126_LGv_Otx2_Gaba	X4	-0.0735701211797066	-0.105844950117063
x133_LHA_MEA_Otp_Glut	X4	0.0147297850621738	0.0200660562468502
x142_PH_LHA_Foxb1_Glut	X4	-0.0997487485821337	-0.146103049064248
x214_LGv_SPFp_SPFm_Gata3_Gaba	X4	0.115555657186036	0.130310247580906
x291_Ependymal_NN	X4	0.0372716588095801	0.0372110256213716
x124_VMH_Nr5a1_Glut	X4	-0.130608154524466	-0.197620752589248
x112_DMH_LHA_Gsx1_Gaba	X4	-0.112911377157772	-0.164352049789846
x137_PH_ant_Otp_Glut	X4	-0.108837256558118	-0.154872423998809
x108_AHN_SBPV_Gaba	X4	-0.0708674252738852	-0.114303249274396
x110_AHN_Onecut3_Gaba	X4	-0.0611738150666455	-0.102553331260182
x294_OPC_NN	X4	-0.104800496865704	-0.148366555821385
x135_AHN_RCH_TU_SBPV_Otp_Glut	X4	-0.0468541039075806	-0.0930749677701827
x054_STR_PAL_Chst9_Gaba	X4	-0.138504747795569	-0.160693259437457
x114_TU_ARH_Otp_Six6_Gaba	X4	-0.136635493352232	-0.192102418199764
x097_PVHd_Gsc_Gaba	X4	0.0174870361467764	0.0083619770425629
x136_PVH_PVHd_SO_Otp_Glut	X4	-0.0247349756032121	-0.0589291035228896
x074_MM_Foxb1_Glut	X4	-0.120111081164504	-0.168997383307311
x140_PH_Pitx2_Glut	X4	-0.132157605604939	-0.183851795877437
x119_DMH_Hmx2_Glut	X4	-0.114130167400595	-0.14254730158252
x117_DMH_Hmx2_Gaba	X4	-0.0894964216436315	-0.151766819987716
x047_NDB_SI_MA_STRv_Lhx8_Gaba	X4	-0.170190715570407	-0.198171840320678
x081_RT_ZI_Gnb3_Gaba	X4	-0.0784656679517075	-0.0968029266337021
x103_MPO_LPO_Lhx8_Gaba	X4	-0.0519813838176204	-0.0803218890059958
x128_ADP_MPO_Trp73_Glut	X4	-0.0454218402410057	-0.056834883717541
x109_SBPV_PVi_Six3_Gaba	X4	-0.0818224067534317	-0.123833772775287
x104_BST_MPN_Lhx6_Zfhx3_Gaba	X4	-0.0226335862861066	-0.0423326125240573
x295_Oligo_NN	X4	-0.0182886915152614	-0.0462128948027752
x299_Peri_NN	X4	-0.0746473925911995	-0.091717039980449
x111_ZI_Pax6_Gaba	X4	-0.111361754878866	-0.154460512071622
x049_PAL_STR_Gaba_Chol	X4	-0.0603427670619983	-0.063746361619502
x100_MS_SF_Bsx_Glut	X4	-0.0563455964105877	-0.0720006964695834
x102_SI_MPO_LPO_Lhx8_Gaba	X4	-0.122742302753948	-0.147568938890896
x303_BAM_NN	X4	-0.0507662107457021	-0.0706070827585209
x086_MEA_BST_Lhx6_Nfib_Gaba	X4	-0.0625316944528021	-0.0977030011336069
x180_MB_HB_Lhx1_Glut	X4	-0.0974434385479094	-0.112853773041238
x113_PVHd_DMH_Lhx6_Gaba	X4	-0.0867479104575752	-0.121517249511283
x302_Microglia_NN	X4	-0.0437959457326224	-0.0637101171202409
x125_LHA_Pmch_Glut	X4	-0.0575605011392797	-0.0844270903045923
x105_BST_Tac2_Gaba	X4	-0.00773381295220923	-0.0314280512620746
x127_PVH_LHA_Barhl2_Glut	X4	0.0393553927002151	0.055315166568225
x096_SI_MA_NDB_Six3_Meis2_Gaba	X4	-0.0249854516761162	-0.0441547338990185
x048_GPe_Sox6_Cyp26b1_Gaba	X4	-0.127081689004536	-0.145492344275823
x129_SI_MA_LPO_Skor1_Glut	X4	-0.0114683273379609	-0.021977788384574
x250_SNc_VTA_RAmb_Foxa1_Dopa	X4	-0.132960922118437	-0.1492785279992
x301_Endo_NN	X10	-0.0183208028198617	-0.0177844162830231
x298_VLMC_NN	X10	0.0230899704928676	0.000196761262520681
x045_STRv_Lhx8_Gaba	X10	0.000841517710018431	0.0368606669339485
x123_VMH_Fezf1_Glut	X10	-0.0163898021062944	0.00265964551756926
x070_RE_Xi_Nox4_Glut	X10	0.0791264678715181	0.0715543252003529
x069_TH_Prkcd_Grin2c_Glut	X10	0.027069061206181	0.0328395093231091
x115_TMd_Foxd2_Gaba	X10	0.0718048816560617	0.0823050869664988
x149_IPN_IF_RL_Foxa1_Glut	X10	0.0579471421520224	0.0626399838769975
x107_PVH_Six3_Prox1_Gaba	X10	0.0839355082612561	0.065727402727734
x075_PVa_ARH_Six3_Dopa_Gaba	X10	0.0267177132462723	0.0514717008575738
x139_PM_Pitx2_Glut	X10	0.00544529547138678	-0.00358762853145147
x121_ARH_PVp_Tbx3_Glut	X10	0.0464897134007878	0.0566637320896001
x088_DMH_Nkx2_4_Glut	X10	0.0688953214549578	0.0753318634784852
x148_PH_SUM_Foxa1_Glut	X10	0.0257057957844014	0.0281021458999299
x067_PVT_PT_Ntrk1_Glut	X10	0.0699476717455497	0.0694309482741396
x106_PVR_Six3_Gaba	X10	0.0625472244534303	0.0510801149039359
x073_MM_ant_Foxb1_Glut	X10	0.069146041102688	0.0710995224537605
x120_ARH_PVp_Tbx3_Gaba	X10	0.013082769877247	0.0574656017298886
x087_DMH_Prdm13_Gaba	X10	0.0295603254019729	0.0444215748882781
x083_MEA_BST_Sox6_Gaba	X10	0.0499314432085109	0.0504633716597704
x118_MPO_MPN_Glut	X10	0.0260540842618806	0.0360374974238393
x080_GPi_Skor1_Gaba_Glut	X10	-0.00701398312083059	-0.0149605247811573
x143_PM_LHA_Foxb1_Glut	X10	0.0576263642694173	0.0723453408194508
x286_Astro_NT_NN	X10	0.0205986416783657	0.0403302540669127
x101_PVpo_VMPO_SFO_Tbr1_Glut	X10	0.0183290137032967	0.0229241940704324
x138_STN_PSTN_Pitx2_Glut	X10	0.0183330448964271	0.0631181315547835
x290_Tanycyte_NN	X10	0.0184696329878147	0.00245379904408356
x076_PMv_TMv_Tbx3_Hist_Gaba	X10	0.0833190499822899	0.0849812219602961
x084_MEA_BST_Lhx6_Sp9_Gaba	X10	0.0837376329092118	0.0735775580470957
x116_PVpo_VMPO_MPN_Hmx2_Gaba	X10	0.0601432248907818	0.0276040219167029
x147_PH_an_Pitx2_Glut	X10	0.0383090336945074	0.0527147994978038
x122_DMH_LHA_Vgll2_Glut	X10	0.0528890454050451	0.0678673102925593
x159_SPA_SPFm_SPFp_POL_PIL_PoT_Glut	X10	0.0233626262902283	0.0410661779795084
x082_SCH_Gaba	X10	0.0647725863584209	0.0591276676482734
x106a_BST_MPN_Six3_Gaba	X10	0.0755377268138815	0.0680859842651739
x134_PVa_AHN_LHA_Otp_Glut	X10	0.112346285426057	0.100831616219516
x300_SMC_NN	X10	0.0149114834309015	0.0038603277284191
x126_LGv_Otx2_Gaba	X10	0.00236008212477634	0.018188732450332
x133_LHA_MEA_Otp_Glut	X10	-0.0320413284463732	-0.0231227379572955
x142_PH_LHA_Foxb1_Glut	X10	0.0585247642299744	0.0621924724136822
x214_LGv_SPFp_SPFm_Gata3_Gaba	X10	-0.00133567927452637	-0.0116642686734553
x291_Ependymal_NN	X10	-0.00356805253337271	-5.05625511821898e-05
x124_VMH_Nr5a1_Glut	X10	0.0483117236352624	0.0293692645636059
x112_DMH_LHA_Gsx1_Gaba	X10	0.0448716598005757	0.0695654900944152
x137_PH_ant_Otp_Glut	X10	0.035071754389402	0.0515922278277546
x108_AHN_SBPV_Gaba	X10	0.0504680088624381	0.0704219124606786
x110_AHN_Onecut3_Gaba	X10	0.0934954494794319	0.0762889386568595
x294_OPC_NN	X10	0.0327006893596922	0.0366813133073071
x135_AHN_RCH_TU_SBPV_Otp_Glut	X10	0.0298892067146664	0.0421984508803505
x054_STR_PAL_Chst9_Gaba	X10	0.0160776737553587	0.0309634453702841
x114_TU_ARH_Otp_Six6_Gaba	X10	0.0470762441765088	0.0502898457618761
x097_PVHd_Gsc_Gaba	X10	0.0320860893109739	0.0242404719848308
x136_PVH_PVHd_SO_Otp_Glut	X10	0.0413929465297285	0.059641942831355
x074_MM_Foxb1_Glut	X10	0.0449814739094631	0.0559884369111642
x140_PH_Pitx2_Glut	X10	0.0340191705946963	0.0493247237419955
x119_DMH_Hmx2_Glut	X10	0.083145013552889	0.0691421766413965
x117_DMH_Hmx2_Gaba	X10	0.0781745149056285	0.0494518242272537
x047_NDB_SI_MA_STRv_Lhx8_Gaba	X10	0.0366085355638673	0.0328837818538969
x081_RT_ZI_Gnb3_Gaba	X10	0.0542950808985259	0.0385448744095332
x103_MPO_LPO_Lhx8_Gaba	X10	0.0160362664221213	0.0192927800228341
x128_ADP_MPO_Trp73_Glut	X10	0.0292252058721815	0.00818763859612278
x109_SBPV_PVi_Six3_Gaba	X10	0.0125559935206007	0.0501145967087646
x104_BST_MPN_Lhx6_Zfhx3_Gaba	X10	0.030870307336787	0.0474161482614225
x295_Oligo_NN	X10	0.044652352977707	0.0472414011251467
x299_Peri_NN	X10	0.0270180900449639	0.0564970218171679
x111_ZI_Pax6_Gaba	X10	0.0745904345923219	0.0835933410410569
x049_PAL_STR_Gaba_Chol	X10	-0.0217920466231025	0.00463956404666929
x100_MS_SF_Bsx_Glut	X10	0.0118691336609311	0.00886154788181086
x102_SI_MPO_LPO_Lhx8_Gaba	X10	-0.00307105706838217	0.0258496543684333
x303_BAM_NN	X10	-0.00913657826557394	-0.0133372756185472
x086_MEA_BST_Lhx6_Nfib_Gaba	X10	0.0790550206566965	0.05126697436759
x180_MB_HB_Lhx1_Glut	X10	0.0143208726144063	0.0145261587024634
x113_PVHd_DMH_Lhx6_Gaba	X10	0.086163041019794	0.0540018041133238
x302_Microglia_NN	X10	-0.010370956864211	-0.00968928415263956
x125_LHA_Pmch_Glut	X10	-0.00998524969531643	0.0127835136871717
x105_BST_Tac2_Gaba	X10	-0.0359790510123922	-0.0165810418710469
x127_PVH_LHA_Barhl2_Glut	X10	0.00548061396839132	-0.00532685276914386
x096_SI_MA_NDB_Six3_Meis2_Gaba	X10	-0.00510494512682563	0.00452292831462264
x048_GPe_Sox6_Cyp26b1_Gaba	X10	0.0569884259801515	0.0674731910691881
x129_SI_MA_LPO_Skor1_Glut	X10	0.0155536116172138	0.0319968799090941
x250_SNc_VTA_RAmb_Foxa1_Dopa	X10	0.039792534882004	0.0300433485899756
x301_Endo_NN	X6	0.0158572455150014	0.0226337504030992
x298_VLMC_NN	X6	-0.0931829129357032	-0.0924100769126232
x045_STRv_Lhx8_Gaba	X6	-0.0115171625149025	-0.0220440547195201
x123_VMH_Fezf1_Glut	X6	-0.141702413296633	-0.192865783349044
x070_RE_Xi_Nox4_Glut	X6	-0.158311386940722	-0.184094515881698
x069_TH_Prkcd_Grin2c_Glut	X6	-0.127772995955157	-0.147927395273004
x115_TMd_Foxd2_Gaba	X6	-0.133610346130368	-0.162248329311989
x149_IPN_IF_RL_Foxa1_Glut	X6	-0.0871622003583564	-0.117058439275495
x107_PVH_Six3_Prox1_Gaba	X6	-0.117942630503546	-0.157764271041177
x075_PVa_ARH_Six3_Dopa_Gaba	X6	-0.0667414036967157	-0.0878999825093721
x139_PM_Pitx2_Glut	X6	-0.11351277631071	-0.167372391908842
x121_ARH_PVp_Tbx3_Glut	X6	-0.115810154887593	-0.165036168762947
x088_DMH_Nkx2_4_Glut	X6	-0.105882892878909	-0.15007104520921
x148_PH_SUM_Foxa1_Glut	X6	-0.15048923250563	-0.189137769309083
x067_PVT_PT_Ntrk1_Glut	X6	-0.0798707885270479	-0.109970909974661
x106_PVR_Six3_Gaba	X6	-0.162493534913365	-0.189457785163388
x073_MM_ant_Foxb1_Glut	X6	-0.149373614335772	-0.17968154384266
x120_ARH_PVp_Tbx3_Gaba	X6	-0.127959036460482	-0.162022489444666
x087_DMH_Prdm13_Gaba	X6	-0.162940345712812	-0.195345787218835
x083_MEA_BST_Sox6_Gaba	X6	-0.0758888303668454	-0.0990257048668463
x118_MPO_MPN_Glut	X6	-0.0988107161824583	-0.142557491093698
x080_GPi_Skor1_Gaba_Glut	X6	0.0715795364071134	0.0913971559309586
x143_PM_LHA_Foxb1_Glut	X6	-0.142081889532085	-0.163995616742309
x286_Astro_NT_NN	X6	-0.127114992057013	-0.156209061039338
x101_PVpo_VMPO_SFO_Tbr1_Glut	X6	-0.0984899625036758	-0.139852710670947
x138_STN_PSTN_Pitx2_Glut	X6	-0.156659073228293	-0.192339423659557
x290_Tanycyte_NN	X6	-0.158754728588512	-0.177492591353534
x076_PMv_TMv_Tbx3_Hist_Gaba	X6	-0.0934205819465904	-0.144799622678383
x084_MEA_BST_Lhx6_Sp9_Gaba	X6	-0.0911947877147521	-0.108970134179903
x116_PVpo_VMPO_MPN_Hmx2_Gaba	X6	-0.0788509013656654	-0.131191973999542
x147_PH_an_Pitx2_Glut	X6	-0.149548207728445	-0.175396184427818
x122_DMH_LHA_Vgll2_Glut	X6	0.0217101338860965	-0.0011678568041357
x159_SPA_SPFm_SPFp_POL_PIL_PoT_Glut	X6	-0.0179705360580367	-0.0459791696652373
x082_SCH_Gaba	X6	-0.087799896995182	-0.127155936439828
x106a_BST_MPN_Six3_Gaba	X6	-0.116106052785725	-0.169153013972693
x134_PVa_AHN_LHA_Otp_Glut	X6	-0.0152256732144458	-0.0539977195024421
x300_SMC_NN	X6	-0.135654924131338	-0.164988598551922
x126_LGv_Otx2_Gaba	X6	-0.0652584861768942	-0.101317239189893
x133_LHA_MEA_Otp_Glut	X6	0.038860149766291	0.0400827977931676
x142_PH_LHA_Foxb1_Glut	X6	-0.115891010461385	-0.160744160802911
x214_LGv_SPFp_SPFm_Gata3_Gaba	X6	0.136644310665325	0.163243806267752
x291_Ependymal_NN	X6	0.00991924077977645	0.0121231022659046
x124_VMH_Nr5a1_Glut	X6	-0.113107265819279	-0.164189346925687
x112_DMH_LHA_Gsx1_Gaba	X6	-0.108502491999801	-0.155758431469555
x137_PH_ant_Otp_Glut	X6	-0.112801530316313	-0.152910391740574
x108_AHN_SBPV_Gaba	X6	-0.0903326768051112	-0.128175859865765
x110_AHN_Onecut3_Gaba	X6	-0.082633164964949	-0.106933502238992
x294_OPC_NN	X6	-0.115959943496422	-0.160630948939127
x135_AHN_RCH_TU_SBPV_Otp_Glut	X6	-0.0440281842320032	-0.0857656712146151
x054_STR_PAL_Chst9_Gaba	X6	-0.162037902474575	-0.184211513812875
x114_TU_ARH_Otp_Six6_Gaba	X6	-0.13558418520403	-0.179505468330161
x097_PVHd_Gsc_Gaba	X6	-0.00490096770229775	-0.00883624836732577
x136_PVH_PVHd_SO_Otp_Glut	X6	-0.028826898081307	-0.0519667537370523
x074_MM_Foxb1_Glut	X6	-0.124208476464001	-0.171161670288976
x140_PH_Pitx2_Glut	X6	-0.11225891457126	-0.160831440109634
x119_DMH_Hmx2_Glut	X6	-0.0817627147760136	-0.111913237072777
x117_DMH_Hmx2_Gaba	X6	-0.0615796158693999	-0.128009375779272
x047_NDB_SI_MA_STRv_Lhx8_Gaba	X6	-0.146667595668337	-0.186626682654627
x081_RT_ZI_Gnb3_Gaba	X6	-0.055948735240138	-0.0762179784183575
x103_MPO_LPO_Lhx8_Gaba	X6	-0.0346795507925245	-0.0613711016722575
x128_ADP_MPO_Trp73_Glut	X6	-0.0178839730593657	-0.0221693501195893
x109_SBPV_PVi_Six3_Gaba	X6	-0.0805523196085196	-0.131537403606377
x104_BST_MPN_Lhx6_Zfhx3_Gaba	X6	0.0223632917610262	0.00571272312421766
x295_Oligo_NN	X6	-0.0260556976626134	-0.05634346821843
x299_Peri_NN	X6	-0.0754957900307244	-0.0974828194934349
x111_ZI_Pax6_Gaba	X6	-0.128386977887054	-0.160616318298862
x049_PAL_STR_Gaba_Chol	X6	-0.0678649520097691	-0.0654662696339111
x100_MS_SF_Bsx_Glut	X6	-0.0564034895275525	-0.0655118281382383
x102_SI_MPO_LPO_Lhx8_Gaba	X6	-0.117264372735531	-0.141098104438772
x303_BAM_NN	X6	-0.0439075933097273	-0.071423763746518
x086_MEA_BST_Lhx6_Nfib_Gaba	X6	-0.0394627397535123	-0.0776547265535011
x180_MB_HB_Lhx1_Glut	X6	-0.0583463364133061	-0.0884289533110108
x113_PVHd_DMH_Lhx6_Gaba	X6	-0.106659174633354	-0.136014022349393
x302_Microglia_NN	X6	-0.0290424272759791	-0.050964008579225
x125_LHA_Pmch_Glut	X6	-0.0634808896151384	-0.0881542887657945
x105_BST_Tac2_Gaba	X6	-0.00584859152017588	-0.023986038124507
x127_PVH_LHA_Barhl2_Glut	X6	0.0424924079351381	0.0624592670821172
x096_SI_MA_NDB_Six3_Meis2_Gaba	X6	-0.014562834913288	-0.023754074652968
x048_GPe_Sox6_Cyp26b1_Gaba	X6	-0.140585579565868	-0.155803228696017
x129_SI_MA_LPO_Skor1_Glut	X6	-0.0101023132019804	-0.0228541347643732
x250_SNc_VTA_RAmb_Foxa1_Dopa	X6	-0.142316416817762	-0.158586430934409
x301_Endo_NN	X9	0.0895301161127941	0.0559553306457713
x298_VLMC_NN	X9	-0.0545065316178483	-0.0319510102335078
x045_STRv_Lhx8_Gaba	X9	-0.0277419798561562	-0.0345718239904805
x123_VMH_Fezf1_Glut	X9	-0.00344941514837791	0.00618812541112439
x070_RE_Xi_Nox4_Glut	X9	-0.0533893101879689	-0.0614553661407758
x069_TH_Prkcd_Grin2c_Glut	X9	-0.0360385984183334	-0.047450772018965
x115_TMd_Foxd2_Gaba	X9	-0.0513943264463319	-0.0378872543196875
x149_IPN_IF_RL_Foxa1_Glut	X9	0.0161293446755701	0.0253371640107704
x107_PVH_Six3_Prox1_Gaba	X9	-0.0273900326360904	-0.0249779746286296
x075_PVa_ARH_Six3_Dopa_Gaba	X9	0.0182593147984922	0.0227502021659639
x139_PM_Pitx2_Glut	X9	0.0245437303093503	0.0312408311538786
x121_ARH_PVp_Tbx3_Glut	X9	-0.0122629061813933	-0.0118905287791852
x088_DMH_Nkx2_4_Glut	X9	-0.0154794762197173	-0.0219792921089796
x148_PH_SUM_Foxa1_Glut	X9	0.0104138988295538	0.0100282213128855
x067_PVT_PT_Ntrk1_Glut	X9	0.00533881784930759	-0.0149817545418438
x106_PVR_Six3_Gaba	X9	-0.0031301180002067	0.00292097236645446
x073_MM_ant_Foxb1_Glut	X9	-0.050517102387369	-0.0258019244231054
x120_ARH_PVp_Tbx3_Gaba	X9	-0.0256151625675212	-0.0155387251835468
x087_DMH_Prdm13_Gaba	X9	-0.00645600370315283	-0.019707571357117
x083_MEA_BST_Sox6_Gaba	X9	-0.0155536438547634	-0.0278849166591694
x118_MPO_MPN_Glut	X9	0.0148671066524741	0.026991763316498
x080_GPi_Skor1_Gaba_Glut	X9	-0.00627196283751955	0.0122305673216057
x143_PM_LHA_Foxb1_Glut	X9	0.00378000846256209	-0.00936791350596539
x286_Astro_NT_NN	X9	0.0213616427539333	-0.000889251140580674
x101_PVpo_VMPO_SFO_Tbr1_Glut	X9	0.0294375758225399	0.0224539891052235
x138_STN_PSTN_Pitx2_Glut	X9	-0.0662298589039487	-0.0430352380405842
x290_Tanycyte_NN	X9	-0.055532030879159	-0.0491808282210716
x076_PMv_TMv_Tbx3_Hist_Gaba	X9	0.0239401204888514	0.0106528720403093
x084_MEA_BST_Lhx6_Sp9_Gaba	X9	-0.0390680662573674	-0.0524732338226474
x116_PVpo_VMPO_MPN_Hmx2_Gaba	X9	0.0540545252535538	0.0676379794001644
x147_PH_an_Pitx2_Glut	X9	-0.00929124412152303	-0.0104907281343648
x122_DMH_LHA_Vgll2_Glut	X9	-0.0158606486199483	-0.0199532432098901
x159_SPA_SPFm_SPFp_POL_PIL_PoT_Glut	X9	-0.0260229584170055	-0.0428230467557905
x082_SCH_Gaba	X9	0.0108699647698012	-0.0135156370784851
x106a_BST_MPN_Six3_Gaba	X9	-0.0365007266327372	-0.0229920322478221
x134_PVa_AHN_LHA_Otp_Glut	X9	-0.0412487764412752	-0.0375361224210238
x300_SMC_NN	X9	-0.0435834581306395	-0.051976557317781
x126_LGv_Otx2_Gaba	X9	0.00268404404020449	-0.0120618120553354
x133_LHA_MEA_Otp_Glut	X9	0.0432968351706659	0.0558948530564169
x142_PH_LHA_Foxb1_Glut	X9	-0.0265168696936022	-0.0273376771737549
x214_LGv_SPFp_SPFm_Gata3_Gaba	X9	-0.0165112242116342	-0.0101303616461855
x291_Ependymal_NN	X9	0.0103139893050086	0.00867779060792775
