Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000106290,TAF6,17,-1.3001,38,-0.1122,56,0.49167,44,0.10929,52,0.38106,41,0.00924,46,0.21581,31,-0.3912,39,-0.0529,51,0.34435,27,-0.6443,41,0.02803
ENSG00000188186,LAMTOR4,354,0.62851,346,0.58839,213,-0.1730,215,-0.1590,160,-0.6173,207,-0.2174,190,-0.3841,270,0.19191,241,0.01404,265,0.16321,239,1.33146,213,-0.1745
ENSG00000146826,MAP11,15,-1.4906,30,-0.4127,44,0.16149,54,0.47142,31,-0.3805,52,0.40393,62,0.78498,43,0.10339,62,0.68790,29,-0.4858,23,-0.8398,12,-1.7450
ENSG00000239521,CASTOR3,65,0.44420,27,-0.8929,45,-0.1239,69,0.52195,50,0.03787,39,-0.3410,45,-0.1380,58,0.26575,50,0.01556,45,-0.1445,55,0.16671,45,-0.1341
ENSG00000121716,PILRB,18,-0.7199,62,1.21748,8,-1.8556,24,-0.3032,64,1.27039,16,-0.8760,31,0.12982,16,-0.9075,28,-0.0660,29,-0.0302,16,-0.8912,35,0.28710
ENSG00000146834,MEPCE,38,-0.2108,93,1.22200,44,0.03154,49,0.18588,56,0.40024,23,-0.9785,48,0.18100,52,0.26208,26,-0.7845,26,-0.7712,24,-0.9240,39,-0.1729
ENSG00000160813,PPP1R35,28,-0.0633,75,1.56371,15,-0.9984,21,-0.5037,16,-0.8683,24,-0.2690,43,0.69916,16,-0.8452,34,0.25821,25,-0.2250,11,-1.4434,24,-0.2511
ENSG00000166925,TSC22D4,583,0.94826,133,-1.3522,137,-1.2993,157,-1.1051,142,-1.2531,182,-0.8752,116,-1.6390,258,-0.3508,187,-0.8409,245,-0.4303,1019,1.93892,931,1.76957
ENSG00000166924,NYAP1,3,-2.9698,5,-2.0427,15,-0.6116,41,0.96139,26,0.19362,27,0.27668,36,0.81648,19,-0.2338,27,0.29982,22,-0.0203,19,-0.2876,17,-0.4357
ENSG00000106351,AGFG2,101,1.45212,44,0.06958,13,-1.7071,31,-0.4711,32,-0.4090,33,-0.3763,45,0.12011,20,-1.0781,35,-0.2826,45,0.10591,41,-0.0180,58,0.53159
ENSG00000077454,LRCH4,9,-1.6887,91,1.95176,30,0.10385,17,-0.7450,25,-0.2198,20,-0.5407,35,0.35818,17,-0.7493,26,-0.1498,11,-1.3757,16,-0.8299,37,0.39098
ENSG00000106330,MOSPD3,9,-1.1650,27,0.40458,13,-0.6540,21,0.03695,17,-0.2462,24,0.23757,23,0.18171,22,0.11288,20,-0.0620,32,0.69852,11,-0.8672,24,0.25219
ENSG00000077080,ACTL6B,1,-4.8925,26,-1.0490,73,0.51830,50,-0.0708,57,0.13632,105,1.11071,104,1.26779,65,0.34063,27,-0.9961,25,-1.1149,21,-1.4043,23,-1.2300
ENSG00000172354,GNB2,174,-0.7804,435,0.65131,261,-0.1559,280,-0.0510,371,0.39460,189,-0.6478,370,0.43205,242,-0.2728,347,0.28841,285,-0.0231,160,-0.9037,272,-0.0942
ENSG00000146830,GIGYF1,19,-0.4566,33,0.43229,8,-1.6788,26,0.04613,39,0.69112,33,0.39650,30,0.30348,16,-0.6537,23,-0.1549,31,0.29857,20,-0.3557,20,-0.3260
ENSG00000172336,POP7,21,-1.3502,45,-0.2410,50,-0.0890,68,0.41254,48,-0.1403,53,0.00010,72,0.55126,68,0.40378,58,0.15077,48,-0.1346,51,-0.0538,30,-0.8722
ENSG00000146828,SLC12A9,35,0.68517,25,0.19430,10,-1.1410,29,0.40370,34,0.68264,14,-0.6779,20,-0.1636,20,-0.1660,17,-0.4088,7,-1.7705,35,0.72609,23,0.03694
ENSG00000087077,TRIP6,79,1.01788,151,2.18167,12,-1.9073,15,-1.5744,25,-0.7587,13,-1.7706,7,-2.7546,31,-0.4626,23,-0.8886,25,-0.7723,50,0.27633,108,1.55792
ENSG00000087087,SRRT,33,-0.3496,85,1.14061,13,-1.7186,57,0.49482,34,-0.3144,46,0.14312,45,0.14028,26,-0.6974,48,0.21983,27,-0.6562,19,-1.1647,63,0.65804
ENSG00000087085,ACHE,174,-0.9586,52,-2.7407,644,1.09888,504,0.69238,432,0.44094,358,0.14232,441,0.52624,267,-0.3097,383,0.24852,346,0.09039,83,-2.0560,122,-1.4880
ENSG00000205277,MUC12,4,-2.5305,13,-0.9485,50,1.10547,27,0.12170,11,-1.2650,39,0.66621,32,0.40349,15,-0.7590,55,1.26042,33,0.39344,5,-2.4149,12,-1.0910
ENSG00000227053,AC105446.1,8,-1.5907,7,-1.7611,39,0.79287,18,-0.4157,24,0.03298,20,-0.2154,38,0.83463,27,0.20269,37,0.69366,38,0.73305,4,-2.3855,9,-1.4252
ENSG00000106366,SERPINE1,63,1.01842,313,4.92753,13,-1.3885,0,-5.9387,3,-3.5814,3,-3.5511,10,-1.8587,9,-1.8886,0,-5.6710,0,-6.0535,8,-2.1170,0,-6.8532
ENSG00000106367,AP1S1,71,-0.0564,18,-2.1201,42,-0.8610,129,0.89003,74,0.00280,140,1.02942,95,0.44341,62,-0.2691,69,-0.1130,60,-0.3169,56,-0.4177,49,-0.6312
ENSG00000128564,VGF,125,-1.8341,66,-2.7621,327,-0.3881,1116,1.61966,586,0.52621,497,0.26130,510,0.33386,384,-0.1441,405,-0.0603,585,0.52123,205,-1.0958,155,-1.5107
ENSG00000106397,PLOD3,51,1.24354,42,0.91080,0,-6.6764,9,-1.4409,25,0.06622,16,-0.5977,14,-0.8351,14,-0.7461,12,-0.9485,25,0.09883,59,1.49916,25,0.11778
ENSG00000106400,ZNHIT1,213,1.01352,121,0.09300,58,-1.0240,107,-0.0926,84,-0.4705,107,-0.0986,119,0.07473,76,-0.6194,113,-0.0076,83,-0.4780,159,0.53333,119,0.07680
ENSG00000214253,FIS1,345,0.25478,285,-0.0470,198,-0.6093,203,-0.5670,286,-0.0425,238,-0.3270,290,-0.0217,273,-0.1116,339,0.22506,304,0.05636,512,0.89351,254,-0.2222
ENSG00000128581,IFT22,26,-1.2384,24,-1.3334,40,-0.5855,77,0.41605,64,0.12453,69,0.25114,82,0.58246,57,-0.0532,98,0.80578,51,-0.2128,30,-1.0186,66,0.16814
ENSG00000257923,CUX1,48,0.16005,68,0.70208,0,-7.4718,36,-0.2749,37,-0.2593,45,0.05816,38,-0.2493,44,0.01379,38,-0.2024,49,0.18126,67,0.68825,59,0.46392
ENSG00000128563,PRKRIP1,14,-1.2491,40,0.36214,18,-0.8366,30,-0.0736,47,0.61168,29,-0.1471,40,0.39675,16,-1.0377,42,0.41487,35,0.15705,27,-0.2698,36,0.18767
ENSG00000160991,ORAI2,33,-1.4148,55,-0.6826,83,-0.0450,77,-0.1561,83,-0.0424,137,0.75409,133,0.77981,59,-0.5699,83,-0.0422,91,0.08603,64,-0.4564,82,-0.0711
ENSG00000160993,ALKBH4,16,-0.4890,6,-1.8965,31,0.56307,28,0.39097,48,1.28421,20,-0.1313,28,0.47083,14,-0.6041,14,-0.5945,11,-1.0319,24,0.16198,12,-0.8384
ENSG00000161036,LRWD1,5,-2.3047,40,0.86900,12,-1.0195,51,1.28290,21,-0.1269,22,-0.0983,33,0.62006,14,-0.7273,20,-0.2225,10,-1.3066,29,0.35406,11,-1.0658
ENSG00000005075,POLR2J,116,-0.3723,195,0.44927,117,-0.3580,88,-0.7886,141,-0.0630,99,-0.6035,152,0.05264,150,0.02692,159,0.12429,155,0.08581,178,0.30470,210,0.56363
ENSG00000267368,UPK3BL1,59,0.09267,101,0.95357,11,-2.3823,30,-0.9313,77,0.51458,56,0.01682,60,0.12684,55,-0.0222,62,0.16001,65,0.24971,46,-0.2801,41,-0.4723
ENSG00000170632,ARMC10,47,-0.3418,32,-0.9332,18,-1.7292,100,0.85551,39,-0.6205,84,0.57083,83,0.61416,61,0.05786,56,-0.0854,69,0.24024,56,-0.0633,35,-0.8040
ENSG00000161048,NAPEPLD,17,-0.0241,11,-0.6675,13,-0.4168,13,-0.3674,5,-1.6369,7,-1.3181,19,0.22814,6,-1.4401,40,1.36734,18,0.09925,33,1.06376,19,0.13638
ENSG00000105819,PMPCB,21,-1.4867,71,0.34857,68,0.26598,53,-0.1217,35,-0.7355,61,0.11117,73,0.42537,69,0.29476,54,-0.0776,51,-0.1646,43,-0.4239,69,0.29695
ENSG00000105821,DNAJC2,22,-0.1015,33,0.53622,6,-1.9726,35,0.63381,27,0.24425,23,0.00169,32,0.53607,28,0.30114,27,0.22181,19,-0.3176,5,-2.0708,14,-0.8051
ENSG00000161057,PSMC2,80,-0.4568,101,-0.1086,131,0.30229,143,0.44537,110,0.02462,106,-0.0269,107,-0.0145,73,-0.6055,141,0.42316,112,0.06221,68,-0.6994,124,0.21776
ENSG00000189056,RELN,4,-2.1559,37,1.04168,20,0.07224,23,0.23954,13,-0.5898,1,-3.7457,12,-0.8019,15,-0.3875,31,0.74724,41,1.21012,17,-0.2222,26,0.43260
ENSG00000164815,ORC5,0,-5.6303,11,-1.1694,8,-1.5443,35,0.56843,19,-0.4023,36,0.61147,42,0.98734,35,0.58867,22,-0.1742,20,-0.2882,11,-1.1491,34,0.52985
ENSG00000005483,KMT2E,60,0.42384,58,0.36252,26,-0.8737,35,-0.4024,73,0.73826,20,-1.2146,42,-0.1572,70,0.68475,46,0.01126,55,0.28448,38,-0.2756,30,-0.6382
ENSG00000135250,SRPK2,51,-1.1665,41,-1.4608,88,-0.3381,119,0.13955,156,0.56561,115,0.07690,168,0.76483,107,-0.0260,115,0.07736,96,-0.1977,120,0.14216,76,-0.5497
ENSG00000135249,RINT1,21,0.16194,36,1.00574,3,-2.8092,26,0.46118,13,-0.6071,21,0.14036,24,0.41008,13,-0.5416,17,-0.1766,24,0.32187,0,-5.4367,27,0.52485
ENSG00000008282,SYPL1,90,0.80297,87,0.75458,14,-1.9744,41,-0.4348,33,-0.7589,36,-0.6378,34,-0.7395,11,-2.2897,31,-0.8380,41,-0.4215,141,1.58394,110,1.14092
ENSG00000105835,NAMPT,97,-0.1121,504,2.82324,92,-0.1996,34,-1.6912,61,-0.8217,54,-0.9932,60,-0.8935,63,-0.7705,104,-0.0087,64,-0.7468,27,-2.0262,135,0.41248
ENSG00000253276,CCDC71L,2,-2.7866,108,3.25149,0,-6.3259,7,-1.3381,2,-2.9094,3,-2.6399,14,-0.4054,3,-2.6439,42,1.34077,12,-0.6644,9,-0.9988,22,0.25342
ENSG00000005249,PRKAR2B,15,-2.2549,19,-1.8885,102,0.62647,87,0.36694,56,-0.3227,87,0.37127,102,0.70319,65,-0.0977,90,0.42063,75,0.14646,57,-0.2897,36,-0.9715
ENSG00000105856,HBP1,18,-0.4295,55,1.32937,14,-0.8162,7,-1.8673,9,-1.3989,11,-1.1660,17,-0.5902,15,-0.7495,15,-0.7515,33,0.47653,55,1.32750,49,1.14494
ENSG00000164597,COG5,5,-1.9564,29,0.72322,11,-0.7201,37,1.08151,10,-0.8391,10,-0.8674,13,-0.5529,11,-0.8081,20,0.08941,31,0.79300,4,-2.0258,46,1.47820
ENSG00000075790,BCAP29,55,-0.0276,58,0.05781,62,0.15823,133,1.42893,76,0.49327,25,-1.1740,31,-0.9554,54,-0.0470,73,0.41830,53,-0.0823,37,-0.6408,37,-0.6210
ENSG00000091140,DLD,49,-0.9543,83,-0.1414,104,0.19919,145,0.74154,63,-0.5771,96,0.08231,106,0.25108,63,-0.5547,135,0.61617,82,-0.1620,67,-0.4806,88,-0.0514
ENSG00000091129,NRCAM,71,-1.4861,184,-0.0411,95,-1.0537,239,0.36875,189,-0.0023,215,0.20449,171,-0.1706,206,0.13916,236,0.34987,270,0.56933,160,-0.2542,249,0.43950
ENSG00000135241,PNPLA8,42,-0.7592,57,-0.3014,37,-0.9731,69,-0.0233,78,0.16954,57,-0.3274,67,-0.0716,71,0.01494,73,0.07474,85,0.29631,49,-0.5511,158,1.32572
ENSG00000177683,THAP5,6,-2.8080,51,0.41212,18,-1.1837,36,-0.1280,34,-0.2215,36,-0.1174,43,0.17209,27,-0.5572,61,0.71158,58,0.63992,46,0.27422,48,0.31551
ENSG00000128590,DNAJB9,117,-0.0063,123,0.06898,163,0.52555,76,-0.6655,130,0.16245,86,-0.4752,150,0.42967,100,-0.2451,149,0.38144,103,-0.2068,54,-1.1617,123,0.07163
ENSG00000173114,LRRN3,5,-3.1843,5,-3.1915,40,-0.1513,29,-0.6466,38,-0.2432,63,0.55336,86,1.23888,52,0.26282,29,-0.6283,62,0.54490,28,-0.6933,50,0.19479
ENSG00000128512,DOCK4,27,-0.8350,29,-0.7541,1,-4.9539,32,-0.5666,49,0.06892,100,1.22508,71,0.71656,52,0.15715,50,0.11001,15,-1.6696,55,0.23362,59,0.35902
ENSG00000006652,IFRD1,52,0.04235,116,1.36825,21,-1.3240,35,-0.5516,26,-0.9926,48,-0.0824,33,-0.6951,29,-0.8385,57,0.19083,60,0.28019,43,-0.2310,101,1.12967
ENSG00000164603,BMT2,4,-1.9007,10,-0.7739,0,-6.2277,31,0.93944,29,0.80625,23,0.47513,26,0.70209,19,0.14302,11,-0.5972,22,0.36512,7,-1.2794,15,-0.2162
ENSG00000164604,GPR85,0,-5.1988,12,-0.2179,1,-3.4084,24,0.86144,7,-0.9445,27,1.02541,17,0.34649,20,0.56403,12,-0.2628,31,1.25560,11,-0.3603,2,-2.3798
ENSG00000214194,SMIM30,24,-0.4946,23,-0.5224,54,0.79872,20,-0.7171,48,0.61095,16,-1.0468,24,-0.5385,23,-0.5528,20,-0.7615,48,0.60322,21,-0.6997,82,1.49085
ENSG00000198898,CAPZA2,95,-0.8144,110,-0.5913,147,-0.1528,159,-0.0227,170,0.08210,129,-0.3440,223,0.56554,207,0.39135,167,0.04679,184,0.20463,109,-0.6121,179,0.15663
ENSG00000004866,ST7,35,0.45990,16,-0.7095,1,-4.5875,41,0.70242,35,0.45291,33,0.37074,20,-0.4154,20,-0.4314,23,-0.2148,28,0.09287,29,0.12876,40,0.65319
ENSG00000077063,CTTNBP2,12,-0.7198,17,-0.2254,0,-6.4681,8,-1.2845,24,0.24031,24,0.25120,22,0.15099,13,-0.6885,37,0.94432,52,1.51878,23,0.19006,9,-1.1360
ENSG00000128534,LSM8,37,0.00024,38,0.07825,21,-0.8116,33,-0.1619,32,-0.1927,14,-1.4080,32,-0.2042,19,-0.9846,78,1.23177,56,0.67733,39,0.10048,42,0.23202
ENSG00000184408,KCND2,2,-4.2705,1,-4.7401,31,-0.1979,60,0.82886,44,0.35922,75,1.22381,38,0.11207,45,0.38165,31,-0.2209,44,0.35708,27,-0.3852,23,-0.6295
ENSG00000196937,FAM3C,23,-2.1969,64,-0.7144,28,-1.9280,157,0.68767,132,0.41554,202,1.11185,162,0.83636,107,0.07164,87,-0.2410,72,-0.5332,68,-0.6219,58,-0.8525
ENSG00000106278,PTPRZ1,56,-1.5067,215,0.54864,105,-0.5728,76,-1.0638,151,-0.0107,118,-0.3955,61,-1.4603,109,-0.5176,151,-0.0081,131,-0.2301,210,0.50762,534,2.14808
ENSG00000008311,AASS,20,0.12107,38,1.14152,16,-0.2641,9,-1.0691,3,-2.7680,14,-0.3916,17,-0.1074,12,-0.6073,21,0.15358,5,-1.9271,17,-0.1849,53,1.72400
ENSG00000128610,FEZF1,5,-4.5446,9,-3.8362,46,-1.4288,40,-1.6553,49,-1.3434,842,3.80674,229,1.18715,75,-0.7097,0,-11.383,0,-11.288,35,-1.8271,0,-7.6607
ENSG00000081803,CADPS2,35,-0.3956,19,-1.2612,211,2.72591,37,-0.3107,30,-0.6070,25,-0.8965,35,-0.4190,24,-0.9851,49,0.13756,59,0.42089,11,-2.0959,17,-1.4196
ENSG00000128609,NDUFA5,137,-1.1619,163,-0.9032,293,-0.0093,327,0.16559,218,-0.4675,329,0.17543,330,0.19622,391,0.44707,436,0.62349,355,0.29257,241,-0.3116,279,-0.0833
ENSG00000106299,WASL,46,-1.2767,71,-0.6313,55,-1.0052,113,0.08982,129,0.29113,114,0.09714,147,0.55472,153,0.56562,111,0.05061,97,-0.1528,83,-0.3922,126,0.25671
ENSG00000170775,GPR37,70,0.98860,7,-2.3530,28,-0.4254,59,0.72257,0,-5.6413,22,-0.8309,5,-2.9641,11,-1.7930,8,-2.2132,8,-2.2329,248,3.58929,16,-1.2320
ENSG00000128513,POT1,9,-1.1081,15,-0.3556,19,0.01076,9,-1.1485,35,0.97880,8,-1.3198,21,0.16740,23,0.33043,42,1.31367,7,-1.5321,15,-0.3506,22,0.23339
ENSG00000004059,ARF5,46,-1.2431,116,0.14765,98,-0.1180,130,0.32540,137,0.40939,129,0.31058,134,0.41566,88,-0.2890,137,0.41310,104,-0.0221,51,-1.1004,69,-0.6587
ENSG00000197157,SND1,99,0.16676,112,0.37240,106,0.28439,102,0.21606,84,-0.0924,67,-0.4262,83,-0.1182,67,-0.4314,112,0.36868,80,-0.1648,66,-0.4617,93,0.07585
ENSG00000106344,RBM28,11,-0.6516,30,0.95989,0,-6.1724,17,0.04914,39,1.37685,12,-0.4518,11,-0.6550,2,-3.0103,25,0.64272,28,0.81281,19,0.18370,11,-0.6261
ENSG00000106348,IMPDH1,22,-0.5145,34,0.11882,60,1.03046,43,0.48607,26,-0.2610,53,0.82302,41,0.45529,26,-0.3100,11,-1.4831,22,-0.5264,19,-0.7734,10,-1.6556
ENSG00000135245,HILPDA,133,2.66807,5,-2.4303,0,-6.9818,11,-1.3767,11,-1.4740,6,-2.2146,4,-2.9669,29,-0.0258,5,-2.5055,26,-0.1886,48,0.80438,97,2.01517
ENSG00000165055,METTL2B,2,-2.9627,19,0.22630,13,-0.3044,9,-0.8714,27,0.76118,16,-0.0063,22,0.46793,10,-0.7299,21,0.39331,14,-0.2754,11,-0.6633,29,0.86276
ENSG00000273270,AC090114.2,47,1.71983,9,-0.8971,0,-6.1856,11,-0.5950,13,-0.3413,15,-0.1526,10,-0.7323,12,-0.4952,17,0.05276,20,0.26619,22,0.46112,28,0.82819
ENSG00000128595,CALU,64,0.50947,120,1.55384,28,-0.7566,34,-0.4881,42,-0.1471,43,-0.1273,29,-0.7530,37,-0.3565,23,-1.0714,35,-0.4554,61,0.41275,61,0.40938
ENSG00000128596,CCDC136,30,-1.6340,23,-2.0129,143,0.77411,104,0.26289,119,0.47705,92,0.07577,143,0.87168,85,-0.0469,108,0.32119,51,-0.8264,57,-0.6724,46,-0.9937
ENSG00000128524,ATP6V1F,219,-0.6054,237,-0.4830,371,0.21243,365,0.18575,248,-0.4129,516,0.74225,400,0.36257,394,0.30806,350,0.11791,298,-0.1339,224,-0.5669,194,-0.7841
ENSG00000064419,TNPO3,9,-1.3649,13,-0.7909,19,-0.2373,20,-0.1767,24,0.07989,30,0.45856,29,0.44194,27,0.25929,17,-0.3932,29,0.37241,28,0.33775,19,-0.3037
ENSG00000158457,TSPAN33,33,-0.3924,72,0.81485,16,-1.4498,59,0.49528,59,0.48990,66,0.66380,50,0.23853,51,0.26935,25,-0.8092,26,-0.7546,23,-0.9216,30,-0.5503
ENSG00000158467,AHCYL2,17,-1.4477,81,0.97237,8,-2.4534,21,-1.1269,45,0.01653,20,-1.1913,42,-0.0922,34,-0.4159,58,0.44059,44,0.00147,29,-0.6341,133,1.85060
ENSG00000240204,SMKR1,1,-3.3183,4,-1.9730,17,0.14736,17,0.21961,11,-0.4624,35,1.35636,24,0.82932,25,0.77169,19,0.35859,10,-0.5902,2,-2.7022,7,-1.2108
ENSG00000186591,UBE2H,55,-0.6783,138,0.76504,61,-0.5113,80,-0.1033,73,-0.2452,77,-0.1594,70,-0.3168,37,-1.2378,135,0.73764,90,0.08118,70,-0.2911,151,0.91544
ENSG00000128607,KLHDC10,41,-1.2581,77,-0.3034,75,-0.3604,98,0.06587,191,1.14305,111,0.25136,126,0.50155,69,-0.4734,102,0.11409,90,-0.0780,59,-0.7106,62,-0.6468
ENSG00000146842,TMEM209,4,-2.1918,17,-0.2553,23,0.17666,29,0.54833,22,0.15625,21,0.04408,16,-0.3645,15,-0.4528,22,0.15856,20,-0.0026,30,0.62925,27,0.42801
ENSG00000106477,CEP41,17,-1.1373,20,-0.8692,3,-3.3959,48,0.48014,69,1.06747,46,0.39013,59,0.89435,28,-0.3570,15,-1.2978,44,0.32874,28,-0.3744,27,-0.4070
ENSG00000106484,MEST,78,0.73078,122,1.49680,186,2.28789,11,-2.1592,37,-0.4270,19,-1.4264,34,-0.5949,16,-1.7087,42,-0.2509,30,-0.7560,2,-4.5275,28,-0.8655
ENSG00000286214,AUXG01000058.1,371,-0.3946,89,-2.5164,1275,1.62513,434,-0.1537,550,0.21673,717,0.64284,716,0.71480,437,-0.1438,290,-0.7681,253,-0.9744,153,-1.7244,227,-1.1360
ENSG00000226380,AC016831.1,7,-1.5613,55,1.73809,20,0.07993,12,-0.6642,15,-0.3623,23,0.27370,21,0.14125,4,-2.2659,22,0.23236,20,0.05534,2,-3.3094,28,0.57536
ENSG00000231721,LINC-PINT,28,-0.2819,62,0.96119,37,0.13971,34,0.00685,35,0.04921,34,-0.0201,31,-0.1812,21,-0.7164,30,-0.2073,32,-0.0962,20,-0.8237,48,0.54685
ENSG00000128585,MKLN1,18,-1.6956,95,0.84675,69,0.31745,38,-0.6057,41,-0.4759,45,-0.3315,35,-0.7503,63,0.18056,51,-0.1545,43,-0.4023,65,0.22177,131,1.38341
ENSG00000128567,PODXL,28,0.59446,68,2.10819,2,-3.1270,7,-1.5506,11,-0.8006,27,0.54245,17,-0.2091,13,-0.5576,4,-2.4003,16,-0.2467,29,0.60982,12,-0.6800
ENSG00000221866,PLXNA4,12,-1.2546,16,-0.8351,24,-0.2093,28,0.00031,11,-1.3354,46,0.82051,47,0.95568,44,0.72438,30,0.12160,22,-0.3413,10,-1.4866,22,-0.3401
ENSG00000106554,CHCHD3,10,-1.6000,38,0.45667,54,0.99343,25,-0.2414,18,-0.7441,17,-0.8204,31,0.10671,32,0.16672,31,0.09428,36,0.36914,17,-0.8176,36,0.36193
ENSG00000131558,EXOC4,46,-0.0626,64,0.47594,53,0.16017,34,-0.4966,32,-0.5858,48,0.00132,41,-0.2592,27,-0.8310,52,0.15438,77,0.76684,56,0.24938,47,-0.0213
ENSG00000205060,SLC35B4,8,-2.6240,26,-0.9284,21,-1.2414,38,-0.3746,61,0.35234,104,1.22829,63,0.45678,62,0.37970,41,-0.2800,41,-0.2539,43,-0.1966,61,0.34843
ENSG00000085662,AKR1B1,182,-0.0124,110,-0.7880,243,0.44112,268,0.59959,169,-0.1259,279,0.66601,157,-0.2614,249,0.48144,150,-0.3070,149,-0.3174,144,-0.3734,129,-0.5455
ENSG00000172331,BPGM,40,0.23458,11,-1.7283,67,1.06760,29,-0.2525,45,0.43604,44,0.37966,38,0.17785,27,-0.3624,41,0.29233,30,-0.2150,24,-0.5657,12,-1.4997
ENSG00000122786,CALD1,170,1.95710,225,2.51488,0,-7.8431,25,-1.1308,32,-0.7608,38,-0.5073,21,-1.4434,28,-0.9751,16,-1.7636,30,-0.8941,65,0.30638,20,-1.4295
ENSG00000122783,CYREN,24,0.08637,71,1.92328,13,-0.8085,7,-1.6335,2,-3.4686,10,-1.1599,12,-0.9854,26,0.24291,35,0.70667,26,0.23601,22,-0.0219,31,0.48944
ENSG00000105875,WDR91,2,-3.6431,25,0.01476,0,-6.7625,14,-0.9004,40,0.73965,41,0.79507,32,0.44977,12,-1.0304,44,0.88477,26,0.06964,26,0.05917,30,0.28106
ENSG00000080802,CNOT4,7,-1.4656,16,-0.3353,15,-0.3996,26,0.41809,16,-0.3273,14,-0.4784,22,0.22799,20,0.04419,23,0.24621,24,0.33886,20,0.05514,29,0.57986
ENSG00000155561,NUP205,6,-1.7710,29,0.59609,22,0.14468,15,-0.4827,16,-0.3800,7,-1.4805,27,0.52422,7,-1.4994,26,0.38340,27,0.48102,11,-0.8535,40,1.10770
ENSG00000243317,STMP1,39,-1.0922,90,0.16265,48,-0.8079,59,-0.4798,96,0.26637,42,-0.9939,80,-0.0313,44,-0.9360,93,0.21411,153,1.02690,80,-0.0196,150,0.98913
ENSG00000105887,MTPN,138,-0.5173,113,-0.8226,167,-0.2246,192,-0.0078,211,0.13936,339,0.90320,220,0.22092,237,0.32118,238,0.32433,143,-0.4599,125,-0.6725,170,-0.2024
ENSG00000105894,PTN,755,1.99412,298,0.39356,40,-2.6095,160,-0.5764,268,0.22124,180,-0.3947,106,-1.2649,331,0.56133,100,-1.2822,179,-0.4013,210,-0.1592,290,0.34627
ENSG00000182158,CREB3L2,41,1.30069,67,2.20068,0,-6.3133,2,-2.7865,20,0.12280,4,-2.1805,8,-1.2083,12,-0.5877,15,-0.2920,8,-1.1223,19,0.09019,31,0.85423
ENSG00000122779,TRIM24,18,-1.1675,28,-0.5046,14,-1.5441,24,-0.7172,57,0.60268,49,0.35416,91,1.61993,29,-0.4284,25,-0.6411,23,-0.8162,35,-0.1355,20,-0.9664
ENSG00000122778,KIAA1549,4,-1.9616,8,-0.9233,5,-1.5875,25,0.74337,34,1.28572,15,-0.0741,23,0.70645,25,0.79884,8,-0.8810,4,-1.7443,0,-4.4276,24,0.68985
ENSG00000105939,ZC3HAV1,15,-0.9861,14,-1.1387,42,0.56366,23,-0.3944,30,0.03907,14,-1.0921,30,0.01113,42,0.57627,39,0.45477,40,0.47846,18,-0.6991,45,0.66445
ENSG00000157741,UBN2,8,-1.0258,8,-0.9800,0,-6.1275,4,-1.8627,20,0.33023,8,-1.0524,32,1.29387,19,0.28814,14,-0.1872,25,0.69607,13,-0.3008,23,0.59633
ENSG00000164898,FMC1,39,-0.5149,90,0.79634,21,-1.3875,43,-0.3573,47,-0.2194,44,-0.3214,48,-0.2048,33,-0.7647,82,0.66115,72,0.44810,37,-0.5899,101,1.00425
ENSG00000146963,LUC7L2,42,-0.7528,78,0.20340,39,-0.8699,59,-0.2380,154,1.31519,52,-0.4184,66,-0.0711,73,0.08563,57,-0.2965,71,0.05761,70,0.02115,67,-0.0355
ENSG00000236279,CLEC2L,8,-2.3812,3,-3.4909,28,-0.5582,53,0.45067,66,0.80349,140,2.13123,78,1.23468,27,-0.6196,3,-3.5175,2,-4.0888,22,-0.9105,11,-1.9564
ENSG00000064393,HIPK2,434,2.15227,72,-0.8304,53,-1.2665,75,-0.7513,67,-0.9185,94,-0.4226,62,-1.1081,127,0.04358,51,-1.3330,82,-0.6196,328,1.62222,94,-0.4100
ENSG00000157800,SLC37A3,2,-3.4506,30,0.43697,27,0.23645,29,0.37887,37,0.75837,34,0.61719,32,0.60995,18,-0.3449,29,0.39937,8,-1.5253,6,-1.9553,12,-0.9991
ENSG00000133606,MKRN1,25,-2.0383,29,-1.8365,79,-0.3353,98,0.00048,130,0.44819,135,0.50187,132,0.51343,137,0.52952,120,0.31124,104,0.09181,70,-0.5219,86,-0.2096
ENSG00000146966,DENND2A,0,-5.2134,42,1.53467,0,-5.0397,4,-1.8504,29,0.90730,18,0.15255,11,-0.5958,17,0.07918,23,0.55987,19,0.25306,9,-0.9378,28,0.82309
ENSG00000133597,ADCK2,15,-1.2294,25,-0.4804,39,0.19766,32,-0.1311,47,0.47194,41,0.26513,46,0.50308,35,-0.0014,28,-0.3022,33,-0.0966,44,0.38194,18,-0.9468
