Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000175573,C11orf68,59,0.08653,45,-0.3338,35,-0.7702,38,-0.5708,82,0.79986,64,0.22201,54,-0.0335,46,-0.3282
ENSG00000175550,DRAP1,67,-0.9372,146,0.26979,125,0.02582,218,0.93242,123,-0.0015,84,-0.5789,103,-0.2782,119,-0.0491
ENSG00000175467,SART1,16,-0.6703,42,0.87234,20,-0.3299,32,0.45145,23,-0.0990,20,-0.3154,24,-0.0004,24,0.00056
ENSG00000175376,EIF1AD,26,0.53138,23,0.33013,21,0.20049,13,-0.5818,20,0.16011,11,-0.7715,13,-0.5771,18,-0.0941
ENSG00000175334,BANF1,43,-1.1485,155,0.86396,90,-0.0151,87,-0.0677,89,-0.0281,76,-0.2681,62,-0.5858,109,0.32153
ENSG00000175229,GAL3ST3,28,0.56729,6,-1.6235,10,-1.0509,7,-1.4707,26,0.58117,52,1.62491,13,-0.6477,15,-0.4688
ENSG00000087365,SF3B2,67,-0.9635,111,-0.1913,142,0.21476,86,-0.5731,136,0.15507,142,0.19205,133,0.08726,138,0.16249
ENSG00000175115,PACS1,36,-0.3646,42,-0.1433,36,-0.3870,58,0.37306,53,0.28018,72,0.72433,22,-1.0855,44,-0.0681
ENSG00000174996,KLC2,91,0.05183,102,0.23220,87,-0.0236,71,-0.3277,104,0.32756,112,0.37117,39,-1.2480,79,-0.1981
ENSG00000174903,RAB1B,69,-0.4203,106,0.24225,71,-0.4261,87,-0.0733,94,0.07288,108,0.26676,112,0.33168,92,0.02782
ENSG00000174871,CNIH2,86,-0.8342,309,1.20341,160,0.12627,62,-1.3337,156,0.09820,227,0.67878,81,-0.9272,115,-0.4367
ENSG00000174851,YIF1A,14,-1.5078,48,0.34739,24,-0.7514,55,0.56555,48,0.41327,39,0.01464,56,0.59338,30,-0.4408
ENSG00000179292,TMEM151A,76,0.28662,47,-0.4575,29,-1.2410,22,-1.6244,83,0.52798,97,0.67425,113,0.93216,50,-0.3914
ENSG00000174684,B4GAT1,638,-0.3676,1168,0.59065,903,0.19497,991,0.32526,1108,0.64648,374,-1.1794,347,-1.2904,523,-0.7252
ENSG00000174547,MRPL11,20,-0.4257,28,0.08456,30,0.21739,48,0.93949,29,0.13835,21,-0.3623,22,-0.2831,17,-0.7300
ENSG00000174516,PELI3,26,-0.4523,30,-0.2328,33,-0.1078,29,-0.2975,52,0.82291,40,0.20279,32,-0.1402,21,-0.8700
ENSG00000174483,BBS1,32,-0.0823,38,0.17536,57,0.96761,14,-1.3583,33,-0.0463,44,0.42336,21,-0.6906,21,-0.7479
ENSG00000174165,ZDHHC24,41,0.02991,30,-0.4630,49,0.34131,23,-0.8282,52,0.51385,33,-0.2904,46,0.21467,28,-0.6186
ENSG00000174080,CTSF,170,0.00699,128,-0.4303,140,-0.3278,156,-0.1313,202,0.34934,157,-0.1207,159,-0.0945,188,0.18573
ENSG00000173992,CCS,12,-1.5446,25,-0.5084,33,-0.1051,54,0.68589,43,0.38139,44,0.36651,48,0.50515,22,-0.7943
ENSG00000239306,RBM14,25,-0.5413,48,0.46769,43,0.34095,43,0.28834,35,-0.0229,41,0.20324,35,-0.0244,22,-0.7902
ENSG00000173933,RBM4,73,-0.3130,114,0.39272,83,-0.1354,102,0.21423,106,0.33568,85,-0.0861,85,-0.0760,65,-0.5337
ENSG00000173914,RBM4B,21,-0.2992,49,1.08151,24,-0.1127,18,-0.4849,32,0.47533,16,-0.6873,12,-1.0950,21,-0.2749
ENSG00000173898,SPTBN2,47,-0.5543,70,0.04469,53,-0.3970,64,-0.0950,70,0.06236,104,0.69164,42,-0.7464,85,0.39347
ENSG00000173599,PC,71,0.57055,56,0.19657,49,-0.0267,17,-1.6426,40,-0.3831,54,0.12042,74,0.63284,53,0.10731
ENSG00000173621,LRFN4,23,0.08415,30,0.52427,22,0.02909,4,-2.5321,27,0.46843,31,0.54972,12,-0.9310,17,-0.3836
ENSG00000173227,SYT12,4,-2.4528,7,-1.7124,9,-1.5393,27,0.23339,36,0.91020,48,1.15033,14,-0.7342,27,0.23807
ENSG00000173120,KDM2A,13,-1.2717,33,0.05485,51,0.85289,5,-2.6401,37,0.30012,34,0.09060,28,-0.1866,27,-0.2440
ENSG00000173020,GRK2,61,-0.6678,95,0.00742,80,-0.2786,105,0.17294,133,0.70052,74,-0.3761,83,-0.1982,78,-0.3282
ENSG00000172932,ANKRD13D,33,-0.2091,40,0.11439,54,0.64488,17,-1.1934,45,0.36768,34,-0.1318,37,-0.0341,23,-0.8138
ENSG00000175482,POLD4,55,1.18635,58,1.28036,31,0.25358,16,-0.7454,15,-1.0200,22,-0.2845,23,-0.2249,19,-0.5396
ENSG00000172531,PPP1CA,58,-0.1198,48,-0.4049,53,-0.2905,40,-0.6808,72,0.27546,97,0.70125,56,-0.1679,65,0.06712
ENSG00000172508,CARNS1,0,-7.6851,15,-1.0114,12,-1.3707,0,-5.0029,14,-1.1874,21,-0.4765,143,2.92011,50,0.99619
ENSG00000175634,RPS6KB2,11,-0.4296,21,0.63934,19,0.53594,5,-1.4733,12,-0.3299,22,0.71634,13,-0.1191,12,-0.3037
ENSG00000172725,CORO1B,39,0.79580,38,0.76807,22,-0.1260,8,-1.5202,21,-0.2631,21,-0.2061,29,0.28818,22,-0.1393
ENSG00000172663,TMEM134,31,0.32080,21,-0.3085,25,-0.0491,2,-3.2843,29,0.27331,28,0.15610,34,0.44622,26,0.02460
ENSG00000110711,AIP,60,0.24398,66,0.39875,54,0.09497,79,0.69235,38,-0.5333,55,0.11320,54,0.08975,39,-0.4625
ENSG00000110697,PITPNM1,73,-0.0470,114,0.66750,78,0.06087,91,0.29957,80,0.12957,35,-1.1384,56,-0.4455,67,-0.1776
ENSG00000167797,CDK2AP2,75,1.19370,36,0.02541,23,-0.7394,9,-2.0633,31,-0.2554,37,0.03401,40,0.16183,47,0.48879
ENSG00000084207,GSTP1,397,-0.0769,711,0.86247,517,0.37812,589,0.55086,397,-0.0967,170,-1.3662,390,-0.1048,264,-0.7644
ENSG00000167792,NDUFV1,221,0.04785,190,-0.1858,134,-0.7747,246,0.21860,250,0.30247,255,0.27826,164,-0.4153,238,0.18572
ENSG00000110717,NDUFS8,177,-0.2853,295,0.52541,209,-0.0261,109,-1.0237,255,0.36295,236,0.16684,143,-0.6068,202,-0.0820
ENSG00000110721,CHKA,25,-0.2499,32,0.10555,31,0.08072,12,-1.3200,35,0.33962,33,0.16749,34,0.21421,26,-0.2326
ENSG00000110066,KMT5B,16,-1.3567,28,-0.5457,56,0.56176,46,0.20308,49,0.35712,48,0.26063,38,-0.1095,26,-0.7047
ENSG00000110075,PPP6R3,30,-0.6402,62,0.48661,66,0.66330,41,-0.1641,47,0.04696,38,-0.2686,40,-0.2012,32,-0.5980
ENSG00000069482,GAL,346,0.39088,2445,5.06362,209,-0.4367,4,-6.1009,2,-7.2088,0,-9.0541,26,-3.4488,0,-9.5520
ENSG00000110090,CPT1A,39,0.53811,34,0.29583,37,0.47679,10,-1.5795,20,-0.6264,8,-1.8699,33,0.24559,40,0.63194
ENSG00000197345,MRPL21,75,-0.3093,146,0.74690,72,-0.4065,85,-0.1264,102,0.20256,55,-0.7878,60,-0.6549,116,0.40572
ENSG00000110092,CCND1,4,-1.8909,11,-0.4963,16,0.07188,0,-4.8150,7,-1.2072,8,-0.9798,41,1.64742,32,1.40806
ENSG00000131626,PPFIA1,25,-0.3955,33,0.02517,30,-0.1202,35,0.10721,28,-0.2585,35,0.12483,53,0.78890,31,-0.0465
ENSG00000085733,CTTN,104,0.43141,114,0.57722,90,0.20690,56,-0.5488,66,-0.3436,62,-0.3765,94,0.26772,73,-0.1449
ENSG00000162105,SHANK2,27,-0.4580,34,-0.0815,46,0.43143,7,-2.3650,40,0.16645,50,0.49316,18,-1.0918,44,0.34394
ENSG00000172893,DHCR7,72,0.59111,41,-0.2973,77,0.80374,12,-2.0853,51,0.04140,24,-1.1164,87,0.91151,26,-1.0296
ENSG00000137522,RNF121,46,0.56340,50,0.68688,33,0.01331,37,0.19683,34,0.07685,35,0.10957,19,-0.8396,18,-0.9502
ENSG00000137497,NUMA1,54,-0.4889,102,0.50070,93,0.38121,52,-0.5457,69,-0.1549,81,0.11815,102,0.49466,56,-0.4701
ENSG00000149357,LAMTOR1,196,0.08905,221,0.28238,197,0.11181,214,0.23137,189,0.04191,151,-0.3124,206,0.17133,135,-0.5313
ENSG00000110200,ANAPC15,52,0.41547,46,0.22575,44,0.18830,25,-0.6809,34,-0.3115,42,0.10228,31,-0.4025,46,0.24430
ENSG00000165458,INPPL1,21,-0.0062,17,-0.2980,39,1.16612,1,-4.3086,6,-1.9055,23,0.14511,20,-0.0546,35,0.96123
ENSG00000162129,CLPB,30,-0.0591,37,0.27108,18,-0.9311,52,0.80419,37,0.35657,33,0.08596,28,-0.1509,24,-0.4702
ENSG00000186642,PDE2A,22,-1.3621,26,-1.1468,24,-1.3516,20,-1.5144,59,0.13290,265,2.86058,11,-2.3381,46,-0.2985
ENSG00000186635,ARAP1,34,-0.1008,32,-0.1803,50,0.58383,83,1.35641,33,-0.1736,16,-1.2148,28,-0.4062,21,-0.8780
ENSG00000214530,STARD10,40,-0.2704,60,0.36336,45,-0.0708,105,1.30254,52,0.19210,31,-0.6488,29,-0.7506,28,-0.8442
ENSG00000285693,AP002381.2,5,-1.5608,26,0.79655,30,1.20722,8,-1.0537,14,-0.1498,24,0.64357,8,-0.9203,7,-1.3099
ENSG00000137478,FCHSD2,7,-2.6977,47,0.06604,56,0.40426,111,1.49820,41,-0.1603,8,-2.4733,52,0.23934,38,-0.2625
ENSG00000110237,ARHGEF17,74,-0.5348,135,0.40670,128,0.35794,96,-0.1331,125,0.35003,101,-0.0602,74,-0.5404,73,-0.6132
ENSG00000054965,FAM168A,36,-1.3294,82,-0.1013,92,0.08101,90,0.04232,82,-0.1335,99,0.19272,118,0.47916,98,0.20275
ENSG00000021300,PLEKHB1,225,-1.0473,316,-0.5332,527,0.29622,452,0.02246,258,-0.9799,306,-0.5846,1244,1.73566,489,0.16292
ENSG00000175582,RAB6A,255,-0.1760,372,0.42320,197,-0.6190,282,-0.0138,352,0.41990,289,0.02283,200,-0.5469,286,0.00876
ENSG00000175581,MRPL48,57,0.55692,27,-0.5938,42,0.08148,48,0.27629,41,0.05682,33,-0.3038,46,0.23529,31,-0.4376
ENSG00000181924,COA4,56,0.62403,63,0.82238,56,0.68762,34,-0.1710,32,-0.3197,9,-2.0516,35,-0.1223,25,-0.6805
ENSG00000175575,PAAF1,13,-1.6373,35,-0.1294,35,-0.1329,55,0.58303,43,0.20469,27,-0.5493,43,0.18665,44,0.23914
ENSG00000214517,PPME1,82,-0.1303,93,0.05999,60,-0.6576,158,0.92827,116,0.52007,104,0.24122,37,-1.3470,65,-0.5281
ENSG00000165434,PGM2L1,229,0.47644,116,-0.5848,160,-0.1029,161,-0.0869,218,0.50570,118,-0.5615,84,-1.0782,177,0.07686
ENSG00000118363,SPCS2,156,-0.1186,213,0.37027,203,0.32422,205,0.30717,186,0.18969,101,-0.7869,170,0.01462,108,-0.7450
ENSG00000162139,NEU3,0,-6.8930,14,-0.2227,21,0.44035,17,0.06492,26,0.98161,14,-0.3011,15,-0.0978,8,-1.1492
ENSG00000137491,SLCO2B1,31,0.52603,9,-1.2998,30,0.55314,10,-1.2041,12,-1.0317,27,0.31180,53,1.43925,19,-0.2444
ENSG00000137486,ARRB1,51,-1.2957,69,-0.8485,132,0.17066,97,-0.3267,110,-0.1565,111,-0.1240,75,-0.7172,220,1.13571
ENSG00000149273,RPS3,299,-0.2418,399,0.21302,451,0.45548,406,0.23798,273,-0.4549,285,-0.3145,410,0.25341,334,-0.0733
ENSG00000149243,KLHL35,11,-1.5536,47,0.62512,28,-0.2173,52,0.77412,41,0.51232,57,0.93120,10,-1.6397,13,-1.4700
ENSG00000171533,MAP6,105,-0.3202,140,0.11825,159,0.36319,119,-0.1294,161,0.42854,94,-0.4963,82,-0.7116,107,-0.3192
ENSG00000062282,DGAT2,11,-0.7736,20,0.13521,11,-0.8050,2,-3.3224,20,0.13723,92,2.88919,5,-2.0244,6,-1.7961
ENSG00000198382,UVRAG,6,-1.1371,18,0.48334,17,0.35526,0,-4.1537,19,0.74590,7,-0.8683,17,0.36797,10,-0.4496
ENSG00000137492,THAP12,31,-0.0713,25,-0.3981,31,-0.0991,45,0.52857,39,0.35189,34,0.07746,33,0.00345,22,-0.6497
ENSG00000255135,AP002360.1,16,0.14599,23,0.70495,8,-0.9140,4,-1.8658,15,0.03066,23,0.70789,20,0.43062,15,0.00135
ENSG00000078124,ACER3,45,0.11391,24,-0.8022,33,-0.3754,29,-0.5423,52,0.44068,30,-0.4865,55,0.45061,46,0.18858
ENSG00000149269,PAK1,54,-0.8138,82,-0.1892,61,-0.6817,81,-0.2010,151,1.04934,106,0.21695,36,-1.4317,87,-0.1089
ENSG00000074201,CLNS1A,87,-0.2963,86,-0.3091,110,0.09182,154,0.61914,125,0.35682,65,-0.7297,111,0.08572,79,-0.4804
ENSG00000178301,AQP11,27,0.27911,35,0.69902,8,-1.6438,56,1.50223,33,0.78432,2,-3.3708,8,-1.5012,14,-0.8073
ENSG00000048649,RSF1,62,-0.5744,79,-0.1977,91,0.03595,62,-0.5634,102,0.25186,94,0.07961,90,0.00568,100,0.18736
ENSG00000151366,NDUFC2,382,-0.1975,600,0.52093,518,0.31534,397,-0.1361,525,0.38428,303,-0.5517,338,-0.3854,283,-0.7113
ENSG00000159063,ALG8,12,-0.8725,19,-0.1180,22,0.09641,9,-1.2947,24,0.26119,33,0.69004,34,0.77512,14,-0.6147
ENSG00000188997,KCTD21,11,-0.6342,15,-0.2108,30,1.02035,10,-0.7518,13,-0.4774,6,-1.4420,27,0.73528,18,0.08526
ENSG00000118369,USP35,7,-1.2888,30,0.92629,17,0.09405,10,-0.6814,24,0.77162,9,-0.9422,5,-1.8081,15,-0.1347
ENSG00000033327,GAB2,4,-2.1003,15,-0.2065,32,1.09213,3,-2.5153,9,-1.1894,3,-2.3968,47,1.62538,24,0.56322
ENSG00000149256,TENM4,10,-1.7879,9,-2.0521,40,0.24625,80,1.36514,47,0.58344,34,-0.0293,25,-0.5343,20,-0.8891
ENSG00000182103,FAM181B,27,-1.0687,23,-1.2964,92,0.95380,47,-0.2365,34,-0.8509,26,-1.1458,130,1.41933,60,0.14289
ENSG00000137509,PRCP,90,0.69477,61,0.07344,100,0.98120,35,-0.7901,42,-0.6040,27,-1.1638,114,1.08417,25,-1.3886
ENSG00000137502,RAB30,47,0.08017,29,-0.6344,57,0.41297,19,-1.2738,38,-0.2935,12,-1.8921,80,0.94299,60,0.52924
ENSG00000165494,PCF11,38,0.13411,49,0.52221,37,0.10830,24,-0.5793,38,0.14002,35,-0.0167,36,0.04659,26,-0.5231
ENSG00000137494,ANKRD42,27,-0.3203,27,-0.3060,45,0.56913,28,-0.2388,41,0.43658,28,-0.2230,20,-0.7248,25,-0.4461
ENSG00000137500,CCDC90B,93,0.23691,111,0.51349,97,0.32985,90,0.19219,59,-0.5452,42,-0.9725,66,-0.3065,94,0.27360
ENSG00000150672,DLG2,73,-0.1287,92,0.23006,83,0.07780,60,-0.4277,70,-0.2288,98,0.32360,95,0.28059,79,-0.0044
ENSG00000171204,TMEM126B,126,0.48800,136,0.60897,97,0.07007,51,-0.9284,110,0.34146,61,-0.6545,88,-0.0817,64,-0.6165
ENSG00000171202,TMEM126A,65,0.25354,80,0.57863,40,-0.5615,109,1.09986,60,0.15221,34,-0.7625,43,-0.3937,38,-0.6308
ENSG00000137504,CREBZF,31,-0.1553,26,-0.4249,59,0.99095,41,0.26875,27,-0.4032,33,-0.0377,33,-0.0453,23,-0.6316
ENSG00000073921,PICALM,59,-0.5954,88,0.00998,85,-0.0567,113,0.40145,85,-0.0547,91,0.06137,134,0.68307,70,-0.3709
ENSG00000074266,EED,7,-1.7385,27,0.19538,18,-0.4527,40,0.84193,33,0.70639,28,0.26679,21,-0.1593,12,-1.0984
ENSG00000149196,HIKESHI,83,0.17425,92,0.33888,85,0.22484,48,-0.6835,81,0.16773,50,-0.6007,43,-0.8400,82,0.16833
ENSG00000151376,ME3,47,0.06073,65,0.57556,19,-1.3701,43,-0.0867,47,0.07289,92,1.13535,22,-1.0800,48,0.09615
ENSG00000166575,TMEM135,56,0.82758,32,-0.0410,32,-0.0570,40,0.29414,35,0.08061,19,-0.8322,36,0.12170,24,-0.5643
ENSG00000168959,GRM5,5,-3.3508,16,-1.6789,38,-0.4234,14,-1.8922,73,0.81179,91,0.98731,29,-0.8249,71,0.65279
ENSG00000077616,NAALAD2,15,-0.1566,16,-0.0697,13,-0.4214,19,0.13766,24,0.70833,9,-0.8649,20,0.21725,13,-0.4422
ENSG00000110172,CHORDC1,24,-0.7883,60,0.67176,42,0.08633,45,0.21858,49,0.41885,21,-0.9780,33,-0.2954,31,-0.4034
ENSG00000165323,FAT3,0,-8.4628,69,0.52598,74,0.70011,13,-1.9737,35,-0.6179,134,1.65330,31,-0.7067,49,-0.0431
ENSG00000180773,SLC36A4,57,0.27735,38,-0.3677,53,0.16380,63,0.43412,62,0.50929,32,-0.5967,37,-0.3817,28,-0.8673
ENSG00000166002,SMCO4,84,1.69767,33,0.10518,51,0.95174,19,-0.6852,31,0.00548,2,-3.6210,14,-1.1973,10,-1.7930
ENSG00000166012,TAF1D,45,-1.0000,60,-0.5834,96,0.15829,86,-0.0344,84,-0.0838,87,-0.0105,102,0.24822,114,0.46079
ENSG00000182919,C11orf54,0,-4.9605,32,0.62688,30,0.61591,36,0.83643,22,0.06450,11,-0.9210,21,-0.0284,14,-0.6421
ENSG00000042429,MED17,10,-1.1989,27,0.31740,22,0.01748,38,0.84897,29,0.55853,18,-0.3583,5,-2.1703,18,-0.3479
ENSG00000123901,GPR83,3,-3.1782,30,0.27319,18,-0.5111,27,0.09536,55,1.84018,0,-5.5936,3,-2.9763,18,-0.5244
ENSG00000166025,AMOTL1,31,-0.1879,25,-0.4902,30,-0.2424,19,-0.8710,44,0.47684,9,-1.9402,38,0.14705,50,0.67358
ENSG00000150316,CWC15,99,-0.1241,166,0.69631,99,-0.1447,140,0.42712,112,0.08766,67,-0.7323,103,-0.0579,89,-0.3121
ENSG00000263465,SRSF8,64,-0.7329,106,0.05140,104,0.02368,133,0.41273,137,0.57348,77,-0.4447,82,-0.3510,77,-0.4930
ENSG00000149218,ENDOD1,100,-0.0314,115,0.19360,107,0.08874,96,-0.0938,129,0.48321,34,-1.6467,123,0.29923,75,-0.5041
ENSG00000149212,SESN3,183,0.24012,161,0.04175,172,0.16329,106,-0.6101,96,-0.8750,383,1.48823,153,-0.0380,132,-0.2978
ENSG00000166037,CEP57,28,-0.1995,23,-0.4786,43,0.56084,40,0.38822,35,0.21373,28,-0.1960,21,-0.6475,23,-0.4974
ENSG00000087053,MTMR2,7,-1.9434,11,-1.3895,20,-0.5477,7,-2.0206,36,0.54382,28,-0.0028,34,0.34143,48,1.01339
ENSG00000149231,CCDC82,43,-0.2422,65,0.39037,50,-0.0101,49,-0.0405,58,0.25025,22,-1.2516,54,0.09757,51,-0.0076
ENSG00000082175,PGR,3,-2.8043,73,2.21113,65,2.46806,2,-3.3744,9,-1.4143,0,-8.9573,3,-2.5584,3,-2.6742
ENSG00000110318,CEP126,15,-0.7630,27,0.14246,22,-0.2404,15,-0.7553,27,0.17899,41,0.79624,17,-0.5494,29,0.26044
ENSG00000137693,YAP1,26,0.19087,9,-1.4235,39,0.97077,27,0.24869,15,-0.7539,9,-1.3221,27,0.23633,27,0.29720
ENSG00000110330,BIRC2,45,-0.1878,43,-0.2566,58,0.21291,65,0.38649,55,0.12893,31,-0.7399,41,-0.3418,54,0.08784
ENSG00000152558,TMEM123,35,-0.0332,15,-1.2673,46,0.44849,7,-2.3653,19,-1.1216,29,-0.3353,105,1.80680,45,0.40097
ENSG00000137692,DCUN1D5,37,0.09939,28,-0.3244,41,0.26718,39,0.15006,44,0.42926,19,-0.9056,40,0.21132,22,-0.7446
ENSG00000187240,DYNC2H1,9,-1.5831,22,-0.2406,30,0.30005,22,-0.1895,38,0.80665,8,-1.7582,27,0.07145,22,-0.2261
ENSG00000152578,GRIA4,85,-0.4575,175,0.67295,157,0.55981,86,-0.4442,164,0.73820,21,-2.5401,58,-1.0506,73,-0.7508
ENSG00000170903,MSANTD4,46,0.06482,63,0.54743,35,-0.3845,100,1.33162,42,-0.1012,13,-1.8256,49,0.14663,33,-0.5076
ENSG00000149313,AASDHPPT,117,-0.3096,138,-0.0510,125,-0.2153,159,0.17382,206,0.76596,116,-0.3130,76,-0.9509,116,-0.3436
ENSG00000152402,GUCY1A2,9,-1.9615,31,-0.2165,27,-0.4986,43,0.29157,40,0.21289,83,1.37574,29,-0.3300,31,-0.2554
ENSG00000152404,CWF19L2,21,-0.1977,19,-0.3546,19,-0.4391,32,0.44197,26,0.09621,21,-0.1858,24,0.00407,29,0.33488
ENSG00000110675,ELMOD1,161,-0.2660,144,-0.4362,99,-1.0701,213,0.17359,246,0.51180,559,1.82459,81,-1.3020,98,-1.0971
ENSG00000166266,CUL5,47,-0.2659,44,-0.3538,58,0.07731,48,-0.2346,58,0.06191,42,-0.4236,55,-0.0162,72,0.43854
ENSG00000075239,ACAT1,84,0.00379,104,0.35027,109,0.47433,33,-1.3967,82,-0.0493,83,-0.0104,103,0.32515,67,-0.3809
ENSG00000149308,NPAT,10,-0.7477,28,0.86298,20,0.34157,9,-0.9500,19,0.26983,14,-0.2687,8,-1.0284,16,-0.0690
ENSG00000149311,ATM,20,-0.9509,43,0.19490,54,0.62523,55,0.59566,38,0.00483,25,-0.6110,43,0.18447,23,-0.7873
ENSG00000178105,DDX10,11,-1.0735,17,-0.3830,24,0.14277,23,0.03831,33,0.78264,26,0.23528,17,-0.3703,13,-0.8423
ENSG00000185742,C11orf87,6,-2.7805,25,-0.7685,22,-1.0576,31,-0.4354,53,0.46691,141,2.09264,15,-1.5474,40,-0.0633
ENSG00000137710,RDX,78,-0.3510,81,-0.2946,121,0.38138,63,-0.6741,89,-0.1774,43,-1.2358,204,1.20959,97,-0.0137
ENSG00000149289,ZC3H12C,7,-1.6707,19,-0.1371,31,0.74762,2,-3.1266,27,0.55139,23,0.16016,22,0.09994,15,-0.4852
ENSG00000137714,FDX1,26,-0.8326,69,0.67039,44,-0.0380,44,-0.0415,60,0.55485,24,-0.9873,52,0.22355,30,-0.6604
ENSG00000137727,ARHGAP20,6,-2.1326,25,0.02806,11,-1.3093,37,0.68895,28,0.24507,81,2.06564,11,-1.1626,14,-0.9384
ENSG00000170145,SIK2,42,-0.2182,50,0.02663,42,-0.2528,32,-0.6564,71,0.75805,44,-0.1513,46,-0.0758,38,-0.4342
ENSG00000137713,PPP2R1B,38,1.33054,18,0.12355,13,-0.4038,14,-0.3106,16,-0.0363,15,-0.1202,18,0.13547,11,-0.6809
ENSG00000086848,ALG9,24,-0.2796,22,-0.3701,24,-0.2825,28,-0.0178,37,0.50076,17,-0.7626,18,-0.6702,37,0.45888
ENSG00000137720,C11orf1,65,0.67215,60,0.54470,59,0.57750,38,-0.1502,31,-0.5461,44,0.07061,31,-0.4696,29,-0.6050
ENSG00000109846,CRYAB,84,-1.3717,96,-1.1769,102,-1.1669,143,-0.5761,164,-0.4446,145,-0.5578,828,2.44448,253,0.34177
ENSG00000170276,HSPB2,19,0.16015,10,-0.8244,10,-0.9121,18,0.03990,13,-0.4437,9,-0.8958,22,0.39204,34,1.28336
ENSG00000150764,DIXDC1,42,-0.0006,53,0.34686,54,0.42651,11,-1.9890,53,0.45713,24,-0.8272,53,0.35608,28,-0.6663
ENSG00000150768,DLAT,71,-0.1780,93,0.24941,90,0.22025,50,-0.7147,106,0.57593,33,-1.3342,73,-0.1415,69,-0.2523
ENSG00000150776,NKAPD1,14,-0.8625,15,-0.8193,23,-0.1642,45,0.93965,28,0.22957,19,-0.4305,27,0.11075,26,0.03310
ENSG00000150779,TIMM8B,99,0.25249,134,0.74214,106,0.40174,49,-0.8221,60,-0.6236,64,-0.4184,76,-0.1577,99,0.28094
ENSG00000204370,SDHD,60,-0.0314,102,0.82618,71,0.27480,56,-0.1225,42,-0.6706,83,0.47782,49,-0.3262,57,-0.1304
ENSG00000150787,PTS,111,-0.2302,198,0.69474,126,-0.0268,226,0.91802,135,0.10260,36,-1.9150,78,-0.7633,116,-0.1673
ENSG00000250303,LINC02762,2,-2.8339,26,0.69396,23,0.59813,5,-1.7741,21,0.44263,11,-0.5596,27,0.74381,10,-0.8655
ENSG00000149294,NCAM1,362,-0.2332,437,0.06076,421,0.00150,519,0.33405,472,0.22725,274,-0.6600,426,0.02006,385,-0.1525
ENSG00000109906,ZBTB16,8,-1.1706,13,-0.4545,19,0.06350,22,0.28922,26,0.70402,7,-1.4285,27,0.65762,12,-0.6064
ENSG00000180425,C11orf71,14,-0.7396,39,0.87654,45,1.32596,8,-1.5155,15,-0.6840,18,-0.3111,24,0.12457,15,-0.6900
ENSG00000076043,REXO2,42,0.42236,58,0.96029,34,0.12145,17,-0.9774,21,-0.7157,19,-0.7868,51,0.74051,32,0.01017
ENSG00000182985,CADM1,261,0.06813,251,0.00413,291,0.26669,258,0.05209,374,0.84304,164,-0.6535,123,-1.0857,119,-1.2123
ENSG00000109917,ZPR1,42,-0.0283,57,0.46129,46,0.15639,42,-0.0264,54,0.46596,26,-0.7262,35,-0.3077,27,-0.7401
ENSG00000160584,SIK3,41,-1.6142,100,-0.2929,115,-0.0824,195,0.77518,157,0.54221,138,0.21939,98,-0.3179,85,-0.5785
ENSG00000168092,PAFAH1B2,226,0.08721,225,0.07418,208,-0.0522,300,0.53593,236,0.19314,100,-1.1642,188,-0.2004,203,-0.0897
ENSG00000149577,SIDT2,24,-0.4060,39,0.38388,38,0.37185,12,-1.4527,36,0.30973,43,0.53064,19,-0.7074,24,-0.4099
ENSG00000160613,PCSK7,10,-0.8199,14,-0.2976,27,0.85766,0,-5.5643,17,0.04805,17,-0.0204,16,-0.0943,20,0.29656
ENSG00000186318,BACE1,42,-0.8072,69,-0.0430,43,-0.8302,31,-1.2607,88,0.42912,75,0.08342,136,1.05540,75,0.08812
ENSG00000137726,FXYD6,554,-0.2416,828,0.39273,581,-0.1849,1175,0.97077,895,0.66357,66,-3.3973,446,-0.5751,425,-0.7014
ENSG00000177098,SCN4B,0,-7.5416,6,-2.1230,18,-0.5655,3,-3.0826,7,-2.0707,182,3.87061,25,-0.0471,19,-0.4953
ENSG00000149575,SCN2B,42,-1.2088,27,-1.8421,39,-1.4040,95,0.03501,138,0.81785,193,1.20043,82,-0.1939,92,-0.0131
ENSG00000110344,UBE4A,33,-1.2592,106,0.51804,89,0.25508,56,-0.4930,112,0.78782,39,-1.0178,50,-0.6584,61,-0.3932
ENSG00000167283,ATP5MG,439,-0.2064,713,0.56398,508,0.02266,665,0.45077,455,-0.1845,459,-0.1384,368,-0.4780,495,-0.0197
ENSG00000118058,KMT2A,26,-1.4880,81,0.23214,74,0.08334,79,0.18022,99,0.71118,53,-0.4439,50,-0.5123,54,-0.4424
ENSG00000149582,TMEM25,41,-0.9116,113,0.68015,83,0.18613,99,0.46156,87,0.30987,97,0.43135,30,-1.3920,42,-0.9288
ENSG00000118096,IFT46,40,0.31109,44,0.45798,45,0.58295,23,-0.5639,32,-0.0407,33,0.00423,30,-0.1250,18,-0.9479
