gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_B1	V12D07-075_D1	V12Y31-080_A1	meanrank	n_naSamps
ENSG00000184221	OLIG1	NA	NA	NA	257	NA	NA	NA	NA	257	7
ENSG00000184226	PCDH9	NA	257	NA	NA	NA	NA	NA	NA	257	7
ENSG00000184277	TM2D3	NA	241	NA	NA	NA	NA	NA	NA	241	7
ENSG00000184347	SLIT3	NA	NA	NA	301	NA	NA	NA	NA	301	7
ENSG00000184515	BEX5	NA	186	NA	NA	141	NA	NA	NA	163.5	6
ENSG00000184905	TCEAL2	100	NA	NA	NA	NA	NA	NA	NA	100	7
ENSG00000185551	NR2F2	93	133	72	76	104	43	NA	65	83.7142857142857	1
ENSG00000185559	DLK1	NA	NA	NA	NA	99	NA	NA	NA	99	7
ENSG00000185565	LSAMP	104	183	NA	NA	NA	NA	NA	NA	143.5	6
ENSG00000186010	NDUFA13	NA	NA	NA	NA	208	NA	NA	NA	208	7
ENSG00000186297	GABRA5	103	286	70	186	NA	NA	NA	NA	161.25	4
ENSG00000186310	NAP1L3	NA	166	NA	NA	123	NA	NA	NA	144.5	6
ENSG00000186462	NAP1L2	NA	294	NA	NA	NA	NA	NA	NA	294	7
ENSG00000186468	RPS23	NA	149	NA	NA	NA	NA	NA	NA	149	7
ENSG00000186480	INSIG1	NA	NA	NA	119	117	NA	NA	NA	118	6
ENSG00000187094	CCK	NA	201	NA	68	50	NA	NA	101	105	4
ENSG00000187122	SLIT1	128	NA	NA	NA	NA	NA	NA	NA	128	7
ENSG00000187193	MT1X	NA	250	NA	NA	NA	NA	NA	NA	250	7
ENSG00000187479	C11orf96	NA	85	NA	NA	NA	NA	NA	NA	85	7
ENSG00000187608	ISG15	NA	140	NA	NA	NA	NA	NA	NA	140	7
ENSG00000187957	DNER	NA	122	NA	NA	NA	NA	NA	NA	122	7
ENSG00000188191	PRKAR1B	NA	NA	NA	271	NA	NA	NA	NA	271	7
ENSG00000188229	TUBB4B	52	NA	NA	NA	NA	NA	NA	NA	52	7
ENSG00000188290	HES4	NA	308	NA	NA	NA	NA	NA	NA	308	7
ENSG00000188536	HBA2	86	47	18	NA	34	NA	NA	18	40.6	3
ENSG00000188674	C2orf80	NA	296	NA	NA	NA	NA	NA	131	213.5	6
ENSG00000188730	VWC2	NA	245	NA	NA	NA	NA	NA	NA	245	7
ENSG00000189043	NDUFA4	NA	NA	NA	65	131	NA	NA	99	98.3333333333333	5
ENSG00000189058	APOD	NA	NA	NA	144	NA	NA	NA	NA	144	7
ENSG00000189127	ANKRD34B	19	210	28	113	NA	NA	NA	NA	92.5	4
ENSG00000189129	PLAC9	NA	117	NA	NA	NA	NA	NA	NA	117	7
ENSG00000196104	SPOCK3	NA	NA	NA	320	NA	NA	NA	NA	320	7
ENSG00000196136	SERPINA3	NA	NA	NA	NA	196	NA	NA	NA	196	7
ENSG00000196230	TUBB	NA	NA	NA	NA	NA	NA	23	NA	23	7
ENSG00000196262	PPIA	NA	314	NA	155	NA	NA	NA	NA	234.5	6
ENSG00000196338	NLGN3	NA	NA	NA	244	NA	NA	NA	NA	244	7
ENSG00000196353	CPNE4	NA	147	NA	NA	NA	NA	NA	NA	147	7
ENSG00000196368	NUDT11	110	NA	NA	NA	NA	NA	NA	NA	110	7
ENSG00000196683	TOMM7	NA	100	NA	52	NA	NA	NA	NA	76	6
ENSG00000196843	ARID5A	NA	NA	NA	NA	85	NA	NA	NA	85	7
ENSG00000196876	SCN8A	NA	315	NA	NA	NA	NA	NA	NA	315	7
ENSG00000196924	FLNA	NA	79	NA	NA	NA	NA	NA	NA	79	7
ENSG00000197045	GMFB	84	290	NA	NA	NA	NA	NA	NA	187	6
ENSG00000197121	PGAP1	122	NA	NA	NA	NA	NA	NA	NA	122	7
ENSG00000197728	RPS26	NA	NA	NA	249	NA	NA	NA	NA	249	7
ENSG00000197746	PSAP	183	NA	NA	263	NA	NA	NA	NA	223	6
ENSG00000197756	RPL37A	173	59	NA	35	79	NA	NA	58	80.8	3
ENSG00000197956	S100A6	NA	93	NA	286	87	NA	NA	NA	155.333333333333	5
ENSG00000197958	RPL12	NA	168	NA	NA	NA	NA	NA	NA	168	7
ENSG00000197971	MBP	9	3	10	6	40	8	14	7	12.125	0
ENSG00000198034	RPS4X	NA	NA	NA	NA	NA	NA	NA	43	43	7
ENSG00000198168	SVIP	NA	198	NA	NA	NA	NA	NA	NA	198	7
ENSG00000198258	UBL5	92	NA	NA	191	NA	NA	NA	NA	141.5	6
ENSG00000198300	PEG3	NA	NA	NA	248	168	NA	NA	NA	208	6
ENSG00000198363	ASPH	NA	251	NA	NA	NA	NA	NA	NA	251	7
ENSG00000198420	TCAF1	166	NA	NA	NA	NA	NA	NA	NA	166	7
ENSG00000198668	CALM1	NA	51	NA	185	111	NA	NA	47	98.5	4
ENSG00000198695	MT-ND6	NA	NA	NA	NA	228	NA	NA	NA	228	7
ENSG00000198712	MT-CO2	8	16	2	19	17	28	2	12	13	0
ENSG00000198727	MT-CYB	30	13	14	32	14	NA	9	10	17.4285714285714	1
ENSG00000198755	RPL10A	146	129	NA	90	NA	NA	NA	NA	121.666666666667	5
ENSG00000198763	MT-ND2	4	10	6	31	7	NA	7	15	11.4285714285714	1
ENSG00000198780	FAM169A	NA	196	NA	NA	NA	NA	82	NA	139	6
ENSG00000198785	GRIN3A	NA	80	NA	170	NA	NA	NA	NA	125	6
ENSG00000198786	MT-ND5	178	40	74	238	5	NA	20	27	83.1428571428571	1
ENSG00000198794	SCAMP5	163	NA	NA	NA	NA	NA	NA	NA	163	7
ENSG00000198804	MT-CO1	33	5	11	21	4	10	3	4	11.375	0
ENSG00000198825	INPP5F	NA	320	NA	161	124	NA	NA	56	165.25	4
ENSG00000198832	SELENOM	NA	98	NA	NA	NA	NA	NA	NA	98	7
ENSG00000198840	MT-ND3	24	32	15	26	35	40	4	19	24.375	0
ENSG00000198886	MT-ND4	25	15	13	13	9	NA	10	8	13.2857142857143	1
ENSG00000198888	MT-ND1	22	26	8	40	13	NA	8	9	18	1
ENSG00000198898	CAPZA2	NA	284	NA	NA	NA	NA	NA	NA	284	7
ENSG00000198899	MT-ATP6	13	2	9	10	12	NA	6	13	9.28571428571429	1
ENSG00000198938	MT-CO3	17	9	7	17	26	44	5	11	17	0
ENSG00000198961	PJA2	152	NA	NA	134	NA	NA	NA	NA	143	6
ENSG00000203879	GDI1	87	NA	NA	NA	NA	NA	NA	NA	87	7
ENSG00000204314	PRRT1	NA	NA	NA	311	NA	NA	NA	NA	311	7
ENSG00000204388	HSPA1B	NA	NA	NA	NA	28	NA	NA	NA	28	7
ENSG00000204389	HSPA1A	NA	NA	NA	NA	18	NA	NA	NA	18	7
ENSG00000204463	BAG6	174	NA	NA	NA	NA	NA	NA	NA	174	7
ENSG00000204525	HLA-C	NA	NA	NA	NA	NA	NA	25	NA	25	7
ENSG00000204592	HLA-E	NA	300	NA	NA	179	NA	NA	NA	239.5	6
ENSG00000204628	RACK1	153	NA	NA	NA	NA	NA	NA	NA	153	7
ENSG00000204677	FAM153CP	NA	NA	NA	NA	174	NA	NA	NA	174	7
ENSG00000205362	MT1A	NA	NA	NA	NA	137	NA	NA	NA	137	7
ENSG00000205364	MT1M	NA	NA	NA	NA	88	NA	NA	NA	88	7
ENSG00000205542	TMSB4X	NA	42	NA	88	267	NA	56	NA	113.25	4
ENSG00000206172	HBA1	NA	136	24	254	62	NA	NA	62	107.6	3
ENSG00000206503	HLA-A	NA	NA	NA	NA	NA	NA	17	NA	17	7
ENSG00000211450	SELENOH	NA	188	NA	NA	NA	NA	NA	NA	188	7
ENSG00000212907	MT-ND4L	NA	NA	NA	229	16	NA	70	103	104.5	4
ENSG00000213145	CRIP1	NA	125	NA	NA	NA	NA	NA	NA	125	7
ENSG00000213741	RPS29	NA	89	NA	64	134	NA	NA	NA	95.6666666666667	5
ENSG00000214548	MEG3	55	NA	NA	NA	114	NA	67	83	79.75	4
ENSG00000214575	CPEB1	NA	NA	NA	NA	NA	NA	87	NA	87	7
ENSG00000215252	GOLGA8B	NA	NA	NA	158	NA	NA	NA	NA	158	7
ENSG00000215440	NPEPL1	160	NA	NA	NA	NA	NA	NA	NA	160	7
ENSG00000219200	RNASEK	NA	NA	NA	93	NA	NA	NA	NA	93	7
ENSG00000220205	VAMP2	NA	NA	NA	197	NA	NA	NA	NA	197	7
ENSG00000221946	FXYD7	41	NA	NA	NA	NA	NA	NA	NA	41	7
ENSG00000222041	CYTOR	NA	NA	NA	NA	10	NA	NA	NA	10	7
ENSG00000224078	SNHG14	156	174	NA	NA	66	NA	NA	NA	132	5
ENSG00000228253	MT-ATP8	102	18	NA	NA	8	NA	27	68	44.6	3
ENSG00000229117	RPL41	NA	17	NA	9	107	NA	NA	53	46.5	4
ENSG00000229807	XIST	NA	NA	NA	204	NA	NA	NA	NA	204	7
ENSG00000229833	PET100	NA	NA	NA	NA	NA	NA	80	NA	80	7
ENSG00000231500	RPS18	NA	94	NA	200	126	NA	NA	NA	140	5
ENSG00000233927	RPS28	NA	148	NA	34	NA	NA	NA	48	76.6666666666667	5
ENSG00000234745	HLA-B	NA	NA	NA	156	203	NA	15	NA	124.666666666667	5
ENSG00000237949	LINC00844	NA	NA	50	NA	NA	NA	NA	NA	50	7
ENSG00000240583	AQP1	NA	176	NA	NA	268	17	NA	NA	153.666666666667	5
ENSG00000240694	PNMA2	65	NA	NA	251	157	NA	NA	NA	157.666666666667	5
ENSG00000240972	MIF	NA	107	NA	44	70	NA	59	32	62.4	3
ENSG00000241343	RPL36A	NA	NA	NA	115	NA	NA	NA	NA	115	7
ENSG00000241697	TMEFF1	NA	NA	NA	266	NA	NA	NA	NA	266	7
ENSG00000242173	ARHGDIG	NA	297	NA	NA	NA	NA	NA	NA	297	7
ENSG00000242265	PEG10	80	61	59	55	42	NA	NA	6	50.5	2
ENSG00000242616	GNG10	NA	261	NA	NA	NA	NA	NA	NA	261	7
ENSG00000242808	SOX2-OT	NA	NA	NA	289	NA	NA	NA	NA	289	7
ENSG00000243147	MRPL33	NA	NA	NA	NA	NA	NA	NA	137	137	7
ENSG00000243819	RN7SL832P	NA	NA	NA	NA	255	NA	NA	NA	255	7
ENSG00000243955	GSTA1	NA	NA	NA	NA	129	NA	NA	29	79	6
ENSG00000244734	HBB	38	19	20	29	37	NA	47	20	30	1
ENSG00000245532	NEAT1	NA	NA	NA	NA	214	NA	NA	NA	214	7
ENSG00000245910	SNHG6	NA	NA	NA	NA	272	NA	NA	NA	272	7
ENSG00000249992	TMEM158	26	NA	NA	NA	NA	NA	NA	NA	26	7
ENSG00000251562	MALAT1	NA	NA	NA	82	57	NA	NA	140	93	5
ENSG00000254585	MAGEL2	NA	173	NA	NA	NA	NA	NA	NA	173	7
ENSG00000255823	MTRNR2L8	NA	111	NA	NA	11	NA	26	52	50	4
ENSG00000256618	MTRNR2L1	NA	NA	NA	NA	249	NA	NA	NA	249	7
ENSG00000257698	GIHCG	NA	NA	NA	NA	225	NA	NA	NA	225	7
ENSG00000257935	LHX5-AS1	NA	NA	52	NA	NA	NA	NA	NA	52	7
ENSG00000258947	TUBB3	NA	NA	NA	NA	NA	NA	NA	132	132	7
ENSG00000260032	NORAD	NA	NA	NA	NA	NA	NA	77	NA	77	7
ENSG00000261409	AL035425.3	NA	NA	NA	NA	NA	54	NA	NA	54	7
ENSG00000265681	RPL17	NA	NA	NA	142	NA	NA	NA	NA	142	7
ENSG00000268089	GABRQ	NA	7	NA	16	80	NA	NA	16	29.75	4
ENSG00000268205	AC005261.1	NA	NA	NA	228	NA	NA	NA	NA	228	7
ENSG00000269028	MTRNR2L12	47	29	33	NA	15	NA	11	21	26	2
ENSG00000272398	CD24	7	270	19	79	61	NA	NA	25	76.8333333333333	2
ENSG00000272573	MUSTN1	NA	112	NA	NA	NA	NA	NA	NA	112	7
ENSG00000273820	USP27X	NA	NA	NA	NA	140	NA	NA	NA	140	7
ENSG00000274588	DGKK	NA	NA	65	NA	NA	NA	NA	NA	65	7
ENSG00000277443	MARCKS	NA	NA	NA	NA	NA	NA	76	NA	76	7
ENSG00000277586	NEFL	NA	114	NA	180	NA	NA	NA	NA	147	6
ENSG00000282885	AL627171.2	NA	NA	NA	196	138	NA	NA	110	148	5
ENSG00000285410	GABPB1-IT1	NA	NA	NA	NA	232	NA	NA	NA	232	7
