label	pval	fdr	signature	geneset	overlap	background	hits	spdomain_sex
BMI	0.59	1	56	3541	17	11408	SPCS1 , PTPRG , MPV17L2 , SDF4 , ATN1 , S100A11 , FEZ2 , UBA1 , EOGT , MAIP1 , RANBP10 , UCP2 , GSDME , TAGLN , IFNGR1 , STS , DCXR	X12_FemUp
OCD	0.68	1	56	231	1	11408	SPCS1	X12_FemUp
NDD	0.68	1	56	1156	5	11408	MRPS22 , SCN1B , NANS , ATN1 , TRH	X12_FemUp
BIP	0.75	1	56	280	1	11408	SPCS1	X12_FemUp
MDD	0.86	1	56	1942	7	11408	HAUS4 , PLTP , COMT , DCXR , RPF2 , TRH , ADCYAP1	X12_FemUp
ASD	1	1	56	867	0	11408		X12_FemUp
OUD	1	1	56	149	0	11408		X12_FemUp
PTSD	1	1	56	31	0	11408		X12_FemUp
AD	1	1	56	527	0	11408		X12_FemUp
Anorexia	1	1	56	72	0	11408		X12_FemUp
Lefthanded	1	1	56	26	0	11408		X12_FemUp
GAD	1	1	56	45	0	11408		X12_FemUp
TS	1	1	56	35	0	11408		X12_FemUp
SCZ	0.18	1	10	1043	3	6890	PUF60 , NT5DC3 , SNHG32	X13_FemUp
AD	0.39	1	10	327	1	6890	NT5DC3	X13_FemUp
ASD	0.6	1	10	610	1	6890	INTS1	X13_FemUp
NDD	0.7	1	10	790	1	6890	PUF60	X13_FemUp
MDD	0.87	1	10	1257	1	6890	INTS1	X13_FemUp
BMI	0.9	1	10	2293	2	6890	IFI27 , SNHG32	X13_FemUp
ADHD	1	1	10	317	0	6890		X13_FemUp
AUD	1	1	10	121	0	6890		X13_FemUp
OUD	1	1	10	100	0	6890		X13_FemUp
CUD	1	1	10	20	0	6890		X13_FemUp
PTSD	1	1	10	19	0	6890		X13_FemUp
Anorexia	1	1	10	45	0	6890		X13_FemUp
Lefthanded	1	1	10	17	0	6890		X13_FemUp
BIP	1	1	10	170	0	6890		X13_FemUp
OCD	1	1	10	157	0	6890		X13_FemUp
GAD	1	1	10	28	0	6890		X13_FemUp
Panic	1	1	10	32	0	6890		X13_FemUp
TS	1	1	10	26	0	6890		X13_FemUp
AUD	0.054	0.64	46	49	3	2614	LMNA , HMGB1 , HERPUD1	X14_FemUp
OCD	0.071	0.64	46	55	3	2614	COL18A1 , PDCD6IP , SERPING1	X14_FemUp
Panic	0.25	1	46	16	1	2614	ANXA5	X14_FemUp
BMI	0.27	1	46	938	19	2614	CD151 , HMGB1 , MYH9 , HERPUD1 , PTBP1 , S100A11 , UBA1 , MED4 , ZFAS1 , COL18A1 , YBX1 , HIF1A , SERPING1 , PFN1 , RWDD1 , ANXA5 , SELENOK , PDIA6 , LMNA	X14_FemUp
OUD	0.53	1	46	42	1	2614	SERPING1	X14_FemUp
ASD	0.6	1	46	233	4	2614	HNRNPF , MYH9 , TSPAN7 , PDIA6	X14_FemUp
ADHD	0.63	1	46	119	2	2614	CAPZA2 , EIF3K	X14_FemUp
NDD	0.78	1	46	296	4	2614	FLNA , TSPAN7 , COL18A1 , NONO	X14_FemUp
MDD	0.79	1	46	493	7	2614	PDIA6 , HMGB1 , CAPZA2 , SERPING1 , ENO1 , ZFAS1 , HIF1A	X14_FemUp
AD	0.93	1	46	144	1	2614	ENO1	X14_FemUp
SCZ	0.98	1	46	405	3	2614	WASF2 , SERPING1 , CTNNA1	X14_FemUp
CUD	1	1	46	8	0	2614		X14_FemUp
PTSD	1	1	46	8	0	2614		X14_FemUp
Anorexia	1	1	46	26	0	2614		X14_FemUp
Lefthanded	1	1	46	9	0	2614		X14_FemUp
BIP	1	1	46	58	0	2614		X14_FemUp
GAD	1	1	46	14	0	2614		X14_FemUp
TS	1	1	46	8	0	2614		X14_FemUp
OCD	0.2	0.91	69	175	3	7909	KCNB1 , MCM4 , ACAP1	X15_FemUp
MDD	0.22	0.91	69	1384	15	7909	LTBP3 , METTL9 , LEPROT , PLTP , MGST1 , KIAA0930 , UNC50 , CACNA1E , CYBRD1 , BDH2 , GTF3C6 , ANKRD9 , ACAP1 , UBE2V1 , SLC1A2	X15_FemUp
SCZ	0.23	0.91	69	1194	13	7909	KCNB1 , SOX2-OT , PSD2 , TARS2 , RPL12 , ALDH7A1 , PEX13 , CTNNA1 , SGSM2 , METTL9 , SLC1A2 , RBP1 , TNFSF13	X15_FemUp
BIP	0.25	0.91	69	199	3	7909	KCNB1 , PSD2 , TARS2	X15_FemUp
Panic	0.25	0.91	69	33	1	7909	CYBRD1	X15_FemUp
AUD	0.31	0.94	69	130	2	7909	HNMT , SLC1A2	X15_FemUp
BMI	0.62	1	69	2605	22	7909	LTBP3 , CYBRD1 , NOL12 , CYBC1 , PNMA1 , SGCB , RPL12 , S100A11 , UBE2V1 , TMEM158 , SGSM2 , SRSF9 , JPX , ANKRD9 , PSD2 , LEPROT , PEX13 , CARHSP1 , PON2 , RAVER1 , EWSR1 , SOX2-OT	X15_FemUp
NDD	0.66	1	69	878	7	7909	PEX13 , SMC1A , ALDH7A1 , MCCC1 , KCNB1 , CACNA1E , SLC1A2	X15_FemUp
ASD	0.81	1	69	634	4	7909	CACNA1E , KCNB1 , MCM4 , SMC1A	X15_FemUp
ADHD	0.85	1	69	381	2	7909	TARS2 , MXRA8	X15_FemUp
OUD	1	1	69	123	0	7909		X15_FemUp
CUD	1	1	69	18	0	7909		X15_FemUp
PTSD	1	1	69	22	0	7909		X15_FemUp
AD	1	1	69	387	0	7909		X15_FemUp
Anorexia	1	1	69	59	0	7909		X15_FemUp
Lefthanded	1	1	69	22	0	7909		X15_FemUp
GAD	1	1	69	31	0	7909		X15_FemUp
TS	1	1	69	25	0	7909		X15_FemUp
